,,Week 3 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Benjamin Yurosek,Georgia,Kty,UGa,-,-,17,5.73,21,8.50,34.48,2.76,12.5,0.38,0.00,0.00,0.0,0.00
Michael Harrison,San Diego State,Cal,SDSU,-,-,18,5.70,17,8.94,34.81,3.24,10.7,0.37,0.00,0.00,0.0,0.00
Garrett Oakley,Kansas State,Ari,Ari,-,-,19,5.70,19,8.65,37.30,2.95,12.6,0.33,0.00,0.00,0.0,0.00
Max Klare,Purdue,ND,ND,-,-,20,5.54,16,8.96,33.15,3.43,9.7,0.37,0.00,0.00,0.0,0.00
Amari Niblack,Texas,Tx-SA,Tx-SA,-,-,21,5.38,25,8.04,38.75,2.67,14.5,0.25,0.00,0.00,0.0,0.00
Mitchell Evans,Notre Dame,Purdue,ND,-,-,22,5.36,23,8.10,34.75,2.75,12.6,0.31,0.00,0.00,0.0,0.00
Seydou Traore,Mississippi State,Toledo,Toledo,-,-,23,5.36,26,8.03,30.76,2.67,11.5,0.38,0.00,0.00,0.0,0.00
Arlis Boardingham,Florida,TexA&M,TexA&M,-,-,24,5.28,27,8.01,31.00,2.73,11.4,0.36,0.00,0.00,0.0,0.00
DJ Thomas-Jones,South Alabama,NWSt,NWSt,-,-,25,5.22,28,7.98,23.62,2.76,8.6,0.48,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,Mia-Fl,BallSt,-,-,26,5.18,20,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Brett Norfleet,Missouri,BC,BC,-,-,27,5.15,30,7.53,26.69,2.38,11.2,0.41,0.00,0.00,0.0,0.00
Anthony Torres,Toledo,MissSt,Toledo,-,-,28,5.13,37,7.18,37.11,2.05,18.1,0.24,0.00,0.00,0.0,0.00
Kole Taylor,West Virginia,Pitt,WVU,-,-,29,4.98,29,7.54,35.36,2.56,13.8,0.24,0.00,0.00,0.0,0.00
Corey Dyches,California,SDSU,SDSU,-,-,30,4.97,22,8.46,39.02,3.48,11.2,0.18,0.00,0.00,0.0,0.00
Kendall Karr,Coastal Carolina,Temple,CoastC,-,-,31,4.94,36,7.19,21.28,2.25,9.5,0.47,0.00,0.00,0.0,0.00
Keanu Hill,BYU,Wyo,BYU,-,-,32,4.91,24,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Ethan Conner,Troy,Iowa,Troy,-,-,33,4.85,32,7.47,30.08,2.62,11.5,0.31,0.00,0.00,0.0,0.00
Eli Wilson,Appalachian State,ECU,App,-,-,34,4.83,34,7.36,27.48,2.52,10.9,0.35,0.00,0.00,0.0,0.00
Thomas Fidone,Nebraska,UNI,UNI,-,-,35,4.70,35,7.28,27.00,2.58,10.5,0.33,0.00,0.00,0.0,0.00
Elijah Arroyo,Miami,BallSt,BallSt,-,-,36,4.64,33,7.43,24.09,2.79,8.6,0.37,0.00,0.00,0.0,0.00
Jalin Conyers,Texas Tech,NorTx,NorTx,-,-,37,4.54,44,6.86,26.16,2.32,11.3,0.32,0.00,0.00,0.0,0.00
Boden Groen,Rice,Hou,Rice,-,-,38,4.54,31,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Kamari Morales,Boston College,Missou,BC,-,-,39,4.47,38,7.08,34.26,2.61,13.1,0.17,0.00,0.00,0.0,0.00
Michael Trigg,Baylor,AF,AF,-,-,40,4.46,40,6.96,29.58,2.50,11.8,0.25,0.00,0.00,0.0,0.00
Bentley Hanshaw,Liberty,UTEP,UTEP,-,-,41,4.45,65,5.93,18.43,1.48,12.5,0.43,0.00,0.00,0.0,0.00
Alex Bauman,Tulane,Okla,Tulane,-,-,42,4.31,53,6.41,20.63,2.10,9.8,0.38,0.00,0.00,0.0,0.00
John Copenhaver,North Carolina,NCCent,NCCent,-,-,43,4.25,58,6.16,26.18,1.91,13.7,0.27,0.00,0.00,0.0,0.00
Moliki Matavao,UCLA,Ind,Ind,-,-,44,4.23,49,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,MorgSt,MorgSt,-,-,45,4.22,46,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Jake Newell,Akron,Colg,Colg,-,-,46,4.18,39,7.02,25.78,2.84,9.1,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,TCU,UCF,-,-,47,4.17,43,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,SCSt,SCSt,-,-,48,4.15,54,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Sean Brown,Jacksonville State,EastMi,JacSt,-,-,49,4.10,75,5.21,20.40,1.11,18.4,0.34,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,Mia-O,Cin,-,-,50,4.07,62,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Nicky Dalmolin,Duke,UConn,UConn,-,-,51,4.07,48,6.67,29.49,2.60,11.3,0.19,0.00,0.00,0.0,0.00
Markeston Douglas,Arizona State,TxSt,AriSt,-,-,52,4.07,52,6.45,29.24,2.38,12.3,0.19,0.00,0.00,0.0,0.00
Jaxxon Warren,Colorado State,Colo,Colo,-,-,53,4.07,45,6.73,29.24,2.67,11.0,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,Ark,UAB,-,-,54,4.03,59,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Dominick Mazotti,Massachusetts,Buff,UMass,-,-,55,4.02,47,6.69,28.76,2.67,10.8,0.19,0.00,0.00,0.0,0.00
Brady Hunt,South Carolina,LSU,LSU,-,-,56,4.01,42,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,Fla,TexA&M,-,-,57,3.98,63,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,G-Webb,G-Webb,-,-,58,3.98,41,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Jack Endries,California,SDSU,SDSU,-,-,59,3.97,51,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,UVa,MD,-,-,60,3.95,56,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,WVU,WVU,-,-,61,3.94,64,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,B-C,B-C,-,-,62,3.94,60,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,Miss,Miss,-,-,63,3.86,67,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,FlaSt,Mem,-,-,64,3.84,57,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,Mich,ArkSt,-,-,65,3.81,50,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,GaSt,Vandy,-,-,66,3.79,68,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Luke McGary,Tulsa,OkSt,OkSt,-,-,67,3.69,79,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jake Boust,Fresno State,NMSt,NMSt,-,-,68,3.62,72,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,UNLV,UNLV,-,-,69,3.59,70,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,Utah,Utah,-,-,70,3.54,61,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,KanSt,Ari,-,-,71,3.54,71,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,KanSt,Ari,-,-,72,3.53,73,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,WashSt,WashSt,-,-,73,3.51,69,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,Oregon,Oregon,-,-,74,3.45,77,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,NorTx,NorTx,-,-,75,3.41,76,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,Kansas,UNLV,-,-,76,3.38,85,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,Mem,Mem,-,-,77,3.37,74,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,ODU,VaTech,-,-,78,3.36,66,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,Hawaii,Hawaii,-,-,79,3.31,55,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,UMass,UMass,-,-,80,3.16,78,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,Auburn,NM,-,-,81,3.11,86,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Maliq Carr,Houston,Rice,Rice,-,-,82,3.10,81,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,USF,USF,-,-,83,3.10,80,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,Vandy,Vandy,-,-,84,3.04,90,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,TexA&M,TexA&M,-,-,85,3.01,91,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,KentSt,KentSt,-,-,86,2.97,94,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,Troy,Troy,-,-,87,2.87,88,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,Tex,Tx-SA,-,-,88,2.81,82,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,Colo,Colo,-,-,89,2.80,84,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,GaSt,Vandy,-,-,90,2.77,89,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,Tulane,Tulane,-,-,91,2.76,87,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,UGa,UGa,-,-,92,2.75,98,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,Ari,Ari,-,-,93,2.71,99,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Landen King,Utah,UtahSt,Utah,-,-,94,2.68,97,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,Minn,Nevada,-,-,95,2.64,92,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,Fres,NMSt,-,-,96,2.51,93,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,Wisc,Ala,-,-,97,2.47,95,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,NCSU,LaTech,-,-,98,2.36,83,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,Ala,Ala,-,-,99,2.35,100,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,Ala,Ala,-,-,100,2.31,102,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,App,App,-,-,101,2.26,96,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,SJSU,KennSt,-,-,102,2.18,103,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,UCLA,Ind,-,-,103,2.14,104,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,Wash,WashSt,-,-,104,2.12,101,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,EastIl,EastIl,-,-,105,2.00,105,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,UVa,MD,-,-,106,1.95,112,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,VMI,VMI,-,-,107,1.91,124,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,ColoSt,Colo,-,-,108,1.89,108,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,OreSt,Oregon,-,-,109,1.88,122,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,Missou,BC,-,-,110,1.87,116,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,AriSt,AriSt,-,-,111,1.83,115,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,FlaAtl,FIU,-,-,112,1.81,106,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
George Burhenn,Purdue,ND,ND,-,-,113,1.73,113,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,UMass,UMass,-,-,114,1.72,114,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,WashSt,WashSt,-,-,115,1.72,109,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,Tulsa,OkSt,-,-,116,1.68,111,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,JacSt,JacSt,-,-,117,1.65,118,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,KentSt,KentSt,-,-,118,1.65,125,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,CoastC,CoastC,-,-,119,1.64,110,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,SouMis,USF,-,-,120,1.61,107,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,Kty,UGa,-,-,121,1.52,126,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,Minn,Nevada,-,-,122,1.51,119,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,ArkSt,ArkSt,-,-,123,1.47,121,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,VaTech,VaTech,-,-,124,1.45,117,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,Nevada,Nevada,-,-,125,1.44,123,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,Tx-SA,Tx-SA,-,-,126,1.33,127,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,JacSt,JacSt,-,-,127,1.29,120,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,PVA&M,PVA&M,-,-,128,1.27,129,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,MD,MD,-,-,129,1.23,131,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,UAB,UAB,-,-,130,1.19,128,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,MD,MD,-,-,131,1.18,130,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,UGa,UGa,-,-,132,1.10,135,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,UGa,UGa,-,-,133,1.07,136,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,Tulane,Tulane,-,-,134,1.04,133,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,EastIl,EastIl,-,-,135,1.00,132,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,UNLV,UNLV,-,-,136,0.98,134,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),Cin,Cin,-,-,137,0.91,137,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,Ind,Ind,-,-,138,0.65,138,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,LaTech,LaTech,-,-,139,0.56,139,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,CentMi,CentMi,-,-,140,0.44,140,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,MD,MD,-,-,141,0.00,143,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,CentMi,CentMi,-,-,142,0.00,141,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,VMI,VMI,-,-,143,0.00,142,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
