,,Week 2 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Sam Olson,Arizona,NoAri,NoAri,-,-,81,3.53,82,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,EastMi,EastMi,-,-,82,3.51,78,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,SDSU,OreSt,-,-,83,3.45,85,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,WashSt,TxTch,-,-,84,3.41,84,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,UtahTe,UtahTe,-,-,85,3.38,93,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,Marsh,Marsh,-,-,86,3.36,75,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,UCF,SamHou,-,-,87,3.31,64,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,Missou,Buff,-,-,88,3.16,86,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Maliq Carr,Houston,Okla,Hou,-,-,89,3.10,89,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,SELa,SELa,-,-,90,3.10,88,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,ND,NIU,-,-,91,3.05,102,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,Chat,Chat,-,-,92,3.04,97,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,Sam,Sam,-,-,93,3.01,98,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,NCSU,Tenn,-,-,94,2.97,101,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,IaSt,IaSt,-,-,95,2.87,95,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,TxSt,Tx-SA,-,-,96,2.81,90,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,NorCol,NorCol,-,-,97,2.80,91,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,Alc,Alc,-,-,98,2.77,96,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,Hou,Hou,-,-,99,2.76,94,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,SCar,SCar,-,-,100,2.75,107,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,Tulane,KanSt,-,-,101,2.71,109,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Cade Conley,Marshall,VaTech,Marsh,-,-,102,2.69,92,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,Baylor,Baylor,-,-,103,2.68,106,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,GaSo,GaSo,-,-,104,2.64,99,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Lake McRee,USC,UtahSt,UtahSt,-,-,105,2.63,103,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,Lib,Lib,-,-,106,2.51,100,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,WestMI,WestMI,-,-,107,2.50,108,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,USF,USF,-,-,108,2.47,104,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Tucker Ashcraft,Wisconsin,SouDak,SouDak,-,-,109,2.35,110,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,SouDak,SouDak,-,-,110,2.31,112,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,ODU,ECU,-,-,111,2.26,105,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,UL-Laf,UL-Laf,-,-,112,2.18,113,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,WestIl,WestIl,-,-,113,2.14,114,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,TxTch,TxTch,-,-,114,2.12,111,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,Oregon,Boise,-,-,115,2.11,128,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,BGSU,BGSU,-,-,116,2.06,116,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,Duke,Duke,-,-,117,2.00,115,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,Akron,Akron,-,-,118,1.96,122,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,MSU,MSU,-,-,119,1.95,124,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,Syr,GaTech,-,-,120,1.91,136,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,Neb,Colo,-,-,121,1.89,119,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,Boise,Boise,-,-,122,1.88,134,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,Duq,Duq,-,-,123,1.87,127,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,Tx-SA,Tx-SA,-,-,124,1.83,126,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,CentMi,CentMi,-,-,125,1.81,117,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,Missou,Buff,-,-,126,1.72,125,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,EastMi,EastMi,-,-,127,1.72,120,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,Ark,Ark,-,-,128,1.68,123,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,Wash,EastMi,-,-,129,1.65,130,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,NCSU,Tenn,-,-,130,1.65,137,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,Navy,Temple,-,-,131,1.64,121,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,Ala,USF,-,-,132,1.61,118,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,TnTech,TnTech,-,-,133,1.52,138,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,GaSo,GaSo,-,-,134,1.51,131,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,JacSt,JacSt,-,-,135,1.51,139,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,Tex,Tex,-,-,136,1.47,133,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,ECU,ECU,-,-,137,1.45,129,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,URI,URI,-,-,138,1.44,135,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,Mich,Tex,-,-,139,1.33,140,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,Wash,EastMi,-,-,140,1.29,132,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,MD,MSU,-,-,141,1.27,143,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,Wake,UVa,-,-,142,1.23,146,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,UtahSt,UtahSt,-,-,143,1.21,141,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,OkSt,Ark,-,-,144,1.19,142,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,Wake,UVa,-,-,145,1.18,144,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,Iowa,IaSt,-,-,146,1.15,145,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,SCar,SCar,-,-,147,1.10,150,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,SCar,SCar,-,-,148,1.07,151,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,Hou,Hou,-,-,149,1.04,148,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,Duke,Duke,-,-,150,1.00,147,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,Ill,Kansas,-,-,151,0.98,149,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,Tenn,Tenn,-,-,152,0.56,152,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,Kansas,Kansas,-,-,153,0.44,153,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,Wake,UVa,-,-,154,0.00,156,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,Kansas,Kansas,-,-,155,0.00,154,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,Syr,GaTech,-,-,156,0.00,155,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
