,,Week 7 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Censere Lee,Pittsburgh,Cal,Cal,-,-,388,2.52,376,4.36,20.54,1.85,11.1,0.08,0.00,0.00,0.0,0.00
Rashid Williams,Washington,Iowa,Wash,-,-,389,2.50,370,4.47,19.89,1.97,10.1,0.09,0.00,0.00,0.0,0.00
Justin Kimber,Louisiana-Monroe,SouMis,SouMis,-,-,390,2.48,392,3.98,19.13,1.50,12.8,0.09,0.00,0.00,0.0,0.00
Wesley Grimes,North Carolina State,Syr,Syr,-,-,391,2.44,403,3.48,16.14,1.03,15.7,0.14,0.00,0.00,0.0,0.00
Rahkeem Smith,Bowling Green,NIU,NIU,-,-,392,2.44,390,3.99,19.29,1.54,12.5,0.09,0.00,0.00,0.0,0.00
Jared Roznos,Air Force,NM,AF,-,-,393,2.43,418,3.12,16.81,0.69,24.4,0.13,0.00,0.00,0.0,0.00
Dannis Jackson,Southern Miss,UL-Mon,SouMis,-,-,394,2.40,388,4.03,18.86,1.63,11.6,0.09,0.00,0.00,0.0,0.00
Chris Long,Rutgers,Wisc,Wisc,-,-,395,2.40,394,3.95,18.19,1.55,11.7,0.10,0.00,0.00,0.0,0.00
Kaden Wetjen,Iowa,Wash,Wash,-,-,396,2.38,389,4.02,19.07,1.64,11.6,0.07,0.43,0.07,6.1,0.00
Frank Ladson,Massachusetts,Missou,Missou,-,-,397,2.35,387,4.05,17.50,1.70,10.3,0.10,0.00,0.00,0.0,0.00
Brandon Inniss,Ohio State,Oregon,OhioSt,-,-,398,2.31,406,3.46,17.43,1.14,15.3,0.10,0.00,0.00,0.0,0.00
Casey Reynolds,Army,UAB,UAB,-,-,399,2.30,407,3.41,18.52,1.11,16.7,0.07,0.00,0.00,0.0,0.00
DeAndre Moore Jr.,Texas,Okla,Tex,-,-,400,2.29,401,3.60,18.31,1.31,14.0,0.08,0.00,0.00,0.0,0.00
Rodney Gallagher,West Virginia,IaSt,IaSt,-,-,401,2.24,410,3.28,14.21,1.03,13.8,0.07,4.07,0.69,5.9,0.00
Jayden Ballard,Ohio State,Oregon,OhioSt,-,-,402,2.22,408,3.38,17.17,1.17,14.7,0.08,0.00,0.00,0.0,0.00
Ross Fournet,Florida International,Lib,FIU,-,-,403,2.22,398,3.76,17.35,1.54,11.3,0.08,0.00,0.00,0.0,0.00
Mike Matthews,Tennessee,Fla,Fla,-,-,404,2.21,404,3.48,16.64,1.27,13.1,0.09,0.00,0.00,0.0,0.00
Le'Meke Brockington,Minnesota,UCLA,Minn,-,-,405,2.19,414,3.19,13.29,1.00,13.3,0.14,0.00,0.00,0.0,0.00
Jaden Bradley,UNLV,UtahSt,UNLV,-,-,406,2.17,412,3.25,17.08,1.08,15.8,0.08,0.00,0.00,0.0,0.00
Parker Kingston,BYU,Ari,Ari,-,-,407,2.17,395,3.91,21.10,1.74,12.1,0.00,0.58,0.58,1.0,0.00
Andrew Sowinski,Purdue,Ill,Purdue,-,-,408,2.11,396,3.77,21.08,1.67,12.6,0.00,0.00,0.00,0.0,0.00
Caleb Coombs,Florida Atlantic,NorTx,NorTx,-,-,409,2.09,383,4.27,15.45,2.18,7.1,0.09,0.00,0.00,0.0,0.00
Samario Rudolph,Jacksonville State,NMSt,NMSt,-,-,410,2.09,384,4.25,16.31,2.15,7.6,0.08,0.00,0.00,0.0,0.00
Xavier Guillory,Arizona State,Utah,Utah,-,-,411,2.07,402,3.53,15.65,1.46,10.7,0.08,0.16,0.08,2.0,0.00
KK Smith,Notre Dame,Stan,Stan,-,-,412,2.07,419,3.11,14.95,1.05,14.2,0.10,0.00,0.00,0.0,0.00
Mekhi Miller,Missouri,UMass,Missou,-,-,413,2.06,420,3.10,14.86,1.05,14.2,0.10,0.00,0.00,0.0,0.00
Alex Capka-Jones,Illinois,Purdue,Purdue,-,-,414,2.02,424,2.97,10.53,0.95,11.1,0.11,3.37,1.05,3.2,0.00
Adam Randall,Clemson,Wake,Clem,-,-,415,2.02,397,3.77,20.25,1.75,11.6,0.00,0.00,0.00,0.0,0.00
Creed Whittemore,Mississippi State,UGa,MissSt,-,-,416,2.02,409,3.36,13.33,1.33,10.0,0.11,0.22,0.11,2.0,0.00
Bobby Golden,Akron,WestMI,Akron,-,-,417,2.01,405,3.46,14.91,1.46,10.2,0.09,0.00,0.00,0.0,0.00
Malachi Riley,Arizona,BYU,Ari,-,-,418,1.99,417,3.13,14.19,1.14,12.4,0.10,0.00,0.00,0.0,0.00
Leo Blackburn,Georgia Tech,UNC,GaTech,-,-,419,1.98,421,3.06,15.23,1.08,14.1,0.08,0.00,0.00,0.0,0.00
Omarion Dollison,James Madison,CoastC,CoastC,-,-,420,1.98,416,3.14,15.23,1.15,13.2,0.08,0.00,0.00,0.0,0.00
Micah Bell,Vanderbilt,Kty,Vandy,-,-,421,1.92,422,2.97,13.52,1.05,12.9,0.10,0.00,0.00,0.0,0.00
Cataurus Hicks,Louisville,UVa,Lou,-,-,422,1.92,413,3.21,14.93,1.29,11.6,0.07,0.00,0.00,0.0,0.00
Tyler Williams,Minnesota,UCLA,Minn,-,-,423,1.90,428,2.94,13.24,1.05,12.6,0.10,0.00,0.00,0.0,0.00
Omari Evans,Penn State,USC,PSU,-,-,424,1.89,427,2.95,12.63,1.05,12.0,0.11,0.00,0.00,0.0,0.00
Braylon Burnside,Mississippi State,UGa,MissSt,-,-,425,1.86,423,2.97,14.15,1.11,12.7,0.07,0.00,0.00,0.0,0.00
Kam Brown,Purdue,Ill,Purdue,-,-,426,1.85,426,2.96,14.07,1.11,12.7,0.07,0.00,0.00,0.0,0.00
Jaden Smith,Nevada,OreSt,OreSt,-,-,427,1.85,431,2.88,14.00,1.03,13.6,0.07,0.34,0.07,4.9,0.00
Mudia Reuben,Stanford,ND,Stan,-,-,428,1.84,415,3.14,17.40,1.30,13.4,0.00,1.00,0.20,5.0,0.00
Jadon Thompson,Louisville,UVa,Lou,-,-,429,1.80,430,2.89,12.55,1.09,11.5,0.09,0.00,0.00,0.0,0.00
Maxwell Moss,James Madison,CoastC,CoastC,-,-,430,1.79,432,2.87,12.92,1.08,12.0,0.08,0.00,0.00,0.0,0.00
Money Parks,Utah,AriSt,Utah,-,-,431,1.79,429,2.90,12.48,1.10,11.3,0.07,1.31,0.21,6.2,0.00
Marquis Johnson,Missouri,UMass,Missou,-,-,432,1.76,438,2.53,13.94,0.76,18.3,0.06,0.18,0.06,3.0,0.00
Kahleil Jackson,Florida,Tenn,Fla,-,-,433,1.72,433,2.76,12.40,1.04,11.9,0.08,0.00,0.00,0.0,0.00
Justin Robinson,West Virginia,IaSt,IaSt,-,-,434,1.69,436,2.64,16.87,0.96,17.6,0.00,0.00,0.00,0.0,0.00
Brandon Engel,Air Force,NM,AF,-,-,435,1.68,434,2.68,16.78,1.00,16.8,0.00,0.00,0.00,0.0,0.00
P.J. Wells,Jacksonville State,NMSt,NMSt,-,-,436,1.63,425,2.96,16.27,1.33,12.2,0.00,0.00,0.00,0.0,0.00
Ardell Banks,Kent,BallSt,BallSt,-,-,437,1.54,437,2.62,10.42,1.08,9.6,0.08,0.00,0.00,0.0,0.00
Jarvis Rush,Akron,WestMI,Akron,-,-,438,1.54,439,2.47,11.14,0.93,12.0,0.07,0.00,0.00,0.0,0.00
Cayden Lee,Mississippi,LSU,Miss,-,-,439,1.47,444,2.07,8.70,0.60,14.5,0.10,0.00,0.00,0.0,0.00
Stanley King,Kent,BallSt,BallSt,-,-,440,1.44,440,2.44,10.14,1.00,10.1,0.07,0.00,0.00,0.0,0.00
Evan Prater,Cincinnati,UCF,Cin,-,-,441,1.44,435,2.67,14.22,1.22,11.7,0.00,0.22,0.11,2.0,0.00
Munir McClain,Utah,AriSt,Utah,-,-,442,1.40,443,2.20,8.00,0.80,10.0,0.10,0.00,0.00,0.0,0.00
Jaden Dottin,Toledo,Buff,Toledo,-,-,443,1.38,441,2.31,9.50,0.93,10.2,0.07,0.00,0.00,0.0,0.00
Ryan Wingo,Texas,Okla,Tex,-,-,444,1.36,447,1.96,9.60,0.60,16.0,0.07,0.00,0.00,0.0,0.00
Isaiah Jones,New Mexico,AF,AF,-,-,445,1.34,448,1.84,8.42,0.50,16.8,0.08,0.00,0.00,0.0,0.00
Langston Lewis,Central Michigan,Ohio,Ohio,-,-,446,1.30,442,2.26,8.83,0.97,9.1,0.07,0.00,0.00,0.0,0.00
Omarion Miller,Colorado,KanSt,KanSt,-,-,447,1.30,445,1.99,9.25,0.69,13.4,0.06,0.00,0.00,0.0,0.00
Ayden Williams,Mississippi,LSU,Miss,-,-,448,1.13,449,1.76,7.56,0.63,12.0,0.06,0.00,0.00,0.0,0.00
AJ Jones,Arizona,BYU,Ari,-,-,449,1.11,451,1.69,6.08,0.58,10.5,0.08,0.00,0.00,0.0,0.00
Aaron Turner,Cincinnati,UCF,Cin,-,-,450,1.07,450,1.70,5.31,0.63,8.4,0.06,1.69,0.25,6.8,0.00
Anthony Brown-Stephens,Kentucky,Vandy,Vandy,-,-,451,0.90,452,1.33,4.71,0.43,11.0,0.07,0.00,0.00,0.0,0.00
Shaleak Knotts,Maryland,NW,NW,-,-,452,0.89,446,1.97,8.92,1.08,8.3,0.00,0.00,0.00,0.0,0.00
Terrell Timmons,Colorado,KanSt,KanSt,-,-,453,0.73,453,1.30,7.29,0.57,12.8,0.00,0.00,0.00,0.0,0.00
Tobi Olawole,Army,UAB,UAB,-,-,454,0.70,454,1.26,7.00,0.56,12.5,0.00,0.00,0.00,0.0,0.00
Nick Munson,Ball State,KentSt,BallSt,-,-,455,0.59,455,1.16,5.93,0.57,10.4,0.00,0.00,0.00,0.0,0.00
Jamoi Mayes,Cincinnati,UCF,Cin,-,-,456,0.53,457,1.03,5.33,0.50,10.7,0.00,0.00,0.00,0.0,0.00
Jarrad Baker,Central Florida,Cin,Cin,-,-,457,0.52,456,1.14,4.54,0.62,7.3,0.00,0.69,0.15,4.6,0.00
Chris Carpenter,UTSA,Rice,Tx-SA,-,-,458,0.44,458,0.98,4.08,0.54,7.6,0.00,0.31,0.23,1.3,0.00
Daniel Jackson,Iowa State,WVU,IaSt,-,-,459,0.00,459,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
