,,Week 14 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Mitchell Evans,Notre Dame,USC,ND,-,-,30,5.36,31,8.10,34.75,2.75,12.6,0.31,0.00,0.00,0.0,0.00
Seydou Traore,Mississippi State,Miss,MissSt,-,-,31,5.36,34,8.03,30.76,2.67,11.5,0.38,0.00,0.00,0.0,0.00
Arlis Boardingham,Florida,FlaSt,Fla,-,-,32,5.28,35,8.01,31.00,2.73,11.4,0.36,0.00,0.00,0.0,0.00
DJ Thomas-Jones,South Alabama,TxSt,TxSt,-,-,33,5.22,36,7.98,23.62,2.76,8.6,0.48,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,Ohio,BallSt,-,-,34,5.18,28,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Brett Norfleet,Missouri,Ark,Ark,-,-,35,5.15,39,7.53,26.69,2.38,11.2,0.41,0.00,0.00,0.0,0.00
Anthony Torres,Toledo,Akron,Toledo,-,-,36,5.13,47,7.18,37.11,2.05,18.1,0.24,0.00,0.00,0.0,0.00
Kole Taylor,West Virginia,TxTch,WVU,-,-,37,4.98,38,7.54,35.36,2.56,13.8,0.24,0.00,0.00,0.0,0.00
Corey Dyches,California,SMU,Cal,-,-,38,4.97,30,8.46,39.02,3.48,11.2,0.18,0.00,0.00,0.0,0.00
Kendall Karr,Coastal Carolina,GaSt,CoastC,-,-,39,4.94,46,7.19,21.28,2.25,9.5,0.47,0.00,0.00,0.0,0.00
Keanu Hill,BYU,Hou,Hou,-,-,40,4.91,32,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Ethan Conner,Troy,SouMis,SouMis,-,-,41,4.85,41,7.47,30.08,2.62,11.5,0.31,0.00,0.00,0.0,0.00
Eli Wilson,Appalachian State,GaSo,App,-,-,42,4.83,43,7.36,27.48,2.52,10.9,0.35,0.00,0.00,0.0,0.00
Dan Villari,Syracuse,Mia-Fl,Mia-Fl,-,-,43,4.82,55,6.79,21.51,1.97,10.9,0.26,6.09,1.29,4.7,0.09
Thomas Fidone,Nebraska,Iowa,Neb,-,-,44,4.70,44,7.28,27.00,2.58,10.5,0.33,0.00,0.00,0.0,0.00
Terrance Carter,Louisiana-Lafayette,UL-Mon,UL-Laf,-,-,45,4.66,37,7.64,27.76,2.98,9.3,0.31,0.00,0.00,0.0,0.00
Elijah Arroyo,Miami,Syr,Mia-Fl,-,-,46,4.64,42,7.43,24.09,2.79,8.6,0.37,0.00,0.00,0.0,0.00
Jalin Conyers,Texas Tech,WVU,WVU,-,-,47,4.54,54,6.86,26.16,2.32,11.3,0.32,0.00,0.00,0.0,0.00
Boden Groen,Rice,USF,USF,-,-,48,4.54,40,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Mark Redman,Louisville,Kty,Lou,-,-,49,4.48,45,7.19,29.35,2.71,10.8,0.26,0.00,0.00,0.0,0.00
Kamari Morales,Boston College,Pitt,Pitt,-,-,50,4.47,48,7.08,34.26,2.61,13.1,0.17,0.00,0.00,0.0,0.00
Michael Trigg,Baylor,Kansas,Kansas,-,-,51,4.46,50,6.96,29.58,2.50,11.8,0.25,0.00,0.00,0.0,0.00
Bentley Hanshaw,Liberty,SamHou,Lib,-,-,52,4.45,76,5.93,18.43,1.48,12.5,0.43,0.00,0.00,0.0,0.00
Alex Bauman,Tulane,Mem,Mem,-,-,53,4.31,64,6.41,20.63,2.10,9.8,0.38,0.00,0.00,0.0,0.00
John Copenhaver,North Carolina,NCSU,NCSU,-,-,54,4.25,69,6.16,26.18,1.91,13.7,0.27,0.00,0.00,0.0,0.00
Moliki Matavao,UCLA,Fres,Fres,-,-,55,4.23,60,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,BallSt,BallSt,-,-,56,4.22,57,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Jake Newell,Akron,Toledo,Toledo,-,-,57,4.18,49,7.02,25.78,2.84,9.1,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,Utah,Utah,-,-,58,4.17,53,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,App,App,-,-,59,4.15,65,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Sean Brown,Jacksonville State,WestKy,JacSt,-,-,60,4.10,86,5.21,20.40,1.11,18.4,0.34,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,TCU,TCU,-,-,61,4.07,72,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Nicky Dalmolin,Duke,Wake,Duke,-,-,62,4.07,59,6.67,29.49,2.60,11.3,0.19,0.00,0.00,0.0,0.00
Markeston Douglas,Arizona State,Ari,AriSt,-,-,63,4.07,63,6.45,29.24,2.38,12.3,0.19,0.00,0.00,0.0,0.00
Jaxxon Warren,Colorado State,UtahSt,UtahSt,-,-,64,4.07,56,6.73,29.24,2.67,11.0,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,Char,UAB,-,-,65,4.03,70,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Dominick Mazotti,Massachusetts,UConn,UConn,-,-,66,4.02,58,6.69,28.76,2.67,10.8,0.19,0.00,0.00,0.0,0.00
Brady Hunt,South Carolina,Clem,SCar,-,-,67,4.01,52,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,Tex,Tex,-,-,68,3.98,74,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,UAB,UAB,-,-,69,3.98,51,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Jack Endries,California,SMU,Cal,-,-,70,3.97,62,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,PSU,MD,-,-,71,3.95,67,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,BC,Pitt,-,-,72,3.94,75,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,EastMi,EastMi,-,-,73,3.94,71,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,Duke,Duke,-,-,74,3.86,78,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,Tulane,Mem,-,-,75,3.84,68,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,ODU,ODU,-,-,76,3.81,61,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,Tenn,Tenn,-,-,77,3.79,79,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Luke McGary,Tulsa,FlaAtl,FlaAtl,-,-,78,3.69,90,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jake Boust,Fresno State,UCLA,Fres,-,-,79,3.62,83,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,Baylor,Kansas,-,-,80,3.59,81,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,ColoSt,UtahSt,-,-,81,3.54,73,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,AriSt,AriSt,-,-,82,3.54,82,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,AriSt,AriSt,-,-,83,3.53,84,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,Oregon,Wash,-,-,84,3.51,80,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,Boise,OreSt,-,-,85,3.45,88,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,WVU,WVU,-,-,86,3.41,87,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,Nevada,Nevada,-,-,87,3.38,97,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,Fla,Fla,-,-,88,3.37,85,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,UVa,UVa,-,-,89,3.36,77,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,Lib,Lib,-,-,90,3.31,66,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,KentSt,KentSt,-,-,91,3.16,89,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,Hawaii,NM,-,-,92,3.11,98,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Maliq Carr,Houston,BYU,Hou,-,-,93,3.10,92,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,Troy,SouMis,-,-,94,3.10,91,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,CentMi,CentMi,-,-,95,3.05,107,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,CoastC,CoastC,-,-,96,3.04,102,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,FlaSt,Fla,-,-,97,3.01,103,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,Vandy,Tenn,-,-,98,2.97,106,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,Neb,Neb,-,-,99,2.87,100,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,Army,Tx-SA,-,-,100,2.81,93,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,UtahSt,UtahSt,-,-,101,2.80,95,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,Tenn,Tenn,-,-,102,2.77,101,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,LSU,Okla,-,-,103,2.76,99,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,Lou,Lou,-,-,104,2.75,112,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,IaSt,KanSt,-,-,105,2.71,114,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Cade Conley,Marshall,JMU,Marsh,-,-,106,2.69,96,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,UCF,Utah,-,-,107,2.68,111,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,UNLV,Nevada,-,-,108,2.64,104,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Lake McRee,USC,ND,ND,-,-,109,2.63,108,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,UTEP,UTEP,-,-,110,2.51,105,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,Mich,Mich,-,-,111,2.50,113,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,Auburn,Auburn,-,-,112,2.47,109,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,KennSt,KennSt,-,-,113,2.36,94,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,Minn,Minn,-,-,114,2.35,115,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,Minn,Minn,-,-,115,2.31,117,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,Navy,Navy,-,-,116,2.26,110,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,LaTech,KennSt,-,-,117,2.18,118,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,Purdue,Purdue,-,-,118,2.14,119,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,Wyo,Wyo,-,-,119,2.12,116,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,OreSt,OreSt,-,-,120,2.11,134,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,MD,MD,-,-,121,2.06,121,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,Ill,Ill,-,-,122,2.00,120,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,MSU,Rut,-,-,123,1.96,127,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,PSU,MD,-,-,124,1.95,129,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,UGa,GaTech,-,-,125,1.91,142,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,OkSt,OkSt,-,-,126,1.89,124,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,Wash,Wash,-,-,127,1.88,140,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,Pitt,Pitt,-,-,128,1.87,133,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,USA,TxSt,-,-,129,1.83,132,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,MiddTn,MiddTn,-,-,130,1.81,122,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
George Burhenn,Purdue,Ind,Purdue,-,-,131,1.73,130,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,KentSt,KentSt,-,-,132,1.72,131,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,Oregon,Wash,-,-,133,1.72,125,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,Colo,OkSt,-,-,134,1.68,128,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,WestMI,EastMi,-,-,135,1.65,136,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,Vandy,Tenn,-,-,136,1.65,143,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,NorTx,NorTx,-,-,137,1.64,126,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,Rice,USF,-,-,138,1.61,123,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,GaTech,GaTech,-,-,139,1.52,144,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,UNLV,Nevada,-,-,140,1.51,137,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,Kty,Lou,-,-,141,1.51,145,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,OhioSt,Mich,-,-,142,1.47,139,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,ArkSt,ODU,-,-,143,1.45,135,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,Wisc,Minn,-,-,144,1.44,141,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,TexA&M,Tex,-,-,145,1.33,146,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,WestMI,EastMi,-,-,146,1.29,138,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,Rut,Rut,-,-,147,1.27,149,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,VaTech,UVa,-,-,148,1.23,152,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,ND,ND,-,-,149,1.21,147,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,Missou,Ark,-,-,150,1.19,148,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,VaTech,UVa,-,-,151,1.18,150,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,KanSt,KanSt,-,-,152,1.15,151,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,Lou,Lou,-,-,153,1.10,156,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,Lou,Lou,-,-,154,1.07,157,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,LSU,Okla,-,-,155,1.04,154,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,Ill,Ill,-,-,156,1.00,153,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,Baylor,Kansas,-,-,157,0.98,155,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),BGSU,Mia-O,-,-,158,0.91,158,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,Fres,Fres,-,-,159,0.65,159,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,UNC,NCSU,-,-,160,0.56,160,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,NW,Ill,-,-,161,0.44,161,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,VaTech,UVa,-,-,162,0.00,164,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,NW,Ill,-,-,163,0.00,162,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,UGa,GaTech,-,-,164,0.00,163,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
