,,Week 3 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Donerio Davenport,Louisiana Tech,NCSU,LaTech,-,-,194,6.05,194,6.94,35.64,7.00,5.1,0.24,5.55,0.89,6.2,0.08
Kendrick Raphael,North Carolina State,LaTech,LaTech,-,-,195,6.02,193,6.97,41.37,9.00,4.6,0.17,8.48,0.95,8.9,0.00
Trey Cooley,Georgia Tech,VMI,VMI,-,-,196,5.98,191,7.02,30.74,7.00,4.4,0.24,9.74,1.05,9.3,0.08
Emmett Johnson,Nebraska,UNI,UNI,-,-,197,5.93,202,6.35,41.75,9.00,4.6,0.25,2.58,0.42,6.1,0.00
Gavin Garcia,Kent,Tenn,KentSt,-,-,198,5.92,205,6.08,42.93,11.00,3.9,0.25,1.48,0.16,9.3,0.00
Coleman Bennett,Rice,Hou,Rice,-,-,199,5.82,171,7.85,25.97,7.00,3.7,0.24,17.58,2.03,8.7,0.00
Elijah Gilliam,Fresno State,NMSt,NMSt,-,-,200,5.79,201,6.44,25.97,6.00,4.3,0.33,7.23,0.66,11.0,0.08
Alexander Diggs,Kennesaw State,SJSU,KennSt,-,-,201,5.77,204,6.12,38.51,8.00,4.8,0.26,3.34,0.35,9.5,0.00
Jadan Baugh,Florida,TexA&M,TexA&M,-,-,202,5.72,203,6.26,36.17,7.00,5.2,0.27,4.85,0.54,9.0,0.00
Branson Robinson,Georgia,Kty,UGa,-,-,203,5.52,208,5.93,26.80,5.00,5.4,0.41,3.77,0.41,9.2,0.00
Sy'veon Wilkerson,Georgia State,Vandy,Vandy,-,-,204,5.49,215,5.73,33.70,8.00,4.2,0.32,1.78,0.24,7.4,0.00
Kaleb Johnson,Iowa,Troy,Troy,-,-,205,5.48,210,5.82,36.42,9.00,4.0,0.25,3.06,0.34,9.0,0.00
Daelen Alexander,Rice,Hou,Rice,-,-,206,5.41,221,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Rocko Griffin,UTSA,Tex,Tx-SA,-,-,207,5.35,207,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,BYU,BYU,-,-,208,5.31,206,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Landon Sims,Hawaii,SamHou,Hawaii,-,-,209,5.29,200,6.52,33.57,8.00,4.2,0.16,9.40,1.24,7.6,0.00
Javious Bond,East Carolina,App,App,-,-,210,5.22,199,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,WestKy,WestKy,-,-,211,5.20,211,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,Rice,Rice,-,-,212,5.19,209,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Mike Washington,New Mexico State,Fres,NMSt,-,-,213,5.14,213,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Oscar Adaway III,South Carolina,LSU,LSU,-,-,214,5.09,217,5.66,32.23,7.00,4.6,0.24,3.99,0.57,7.0,0.00
Jovantae Barnes,Oklahoma,Tulane,Tulane,-,-,215,5.07,212,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Terrence Gist,Air Force,Baylor,AF,-,-,216,5.03,231,5.03,34.19,7.00,4.9,0.27,0.00,0.00,0.0,0.00
Sutton Smith,Memphis,FlaSt,Mem,-,-,217,5.02,198,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Joquez Smith,Temple,CoastC,CoastC,-,-,218,5.01,214,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Djouvensky Schlenbaker,Washington State,Wash,WashSt,-,-,219,4.96,216,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,Lib,UTEP,-,-,220,4.96,224,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Jeremiah Cobb,Auburn,NM,NM,-,-,221,4.93,218,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Deion Hankins,Texas State,AriSt,AriSt,-,-,222,4.88,223,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Willie Shaw,Toledo,MissSt,Toledo,-,-,223,4.81,220,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Keyon Mozee,Miami (OH),Cin,Cin,-,-,224,4.80,225,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Jaylon Armstead,San Diego State,Cal,SDSU,-,-,225,4.74,226,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,Wake,Miss,-,-,226,4.68,222,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Tulane,Tulane,-,-,227,4.63,227,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,SJSU,KennSt,-,-,228,4.50,241,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,Fla,TexA&M,-,-,229,4.47,233,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,NM,NM,-,-,230,4.46,229,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,EastIl,EastIl,-,-,231,4.46,219,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Daniyel Ngata,Washington,WashSt,WashSt,-,-,232,4.42,228,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Lincoln Pare,Texas State,AriSt,AriSt,-,-,233,4.40,237,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,ODU,VaTech,-,-,234,4.37,232,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,Purdue,ND,-,-,235,4.31,236,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Vaughn Blue,Liberty,UTEP,UTEP,-,-,236,4.29,243,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,ColoSt,Colo,-,-,237,4.22,247,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,UAB,UAB,-,-,238,4.22,234,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,Buff,UMass,-,-,239,4.19,235,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,NCCent,NCCent,-,-,240,4.16,239,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,UCLA,Ind,-,-,241,4.11,238,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,VaTech,VaTech,-,-,242,4.11,244,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,KennSt,KennSt,-,-,243,4.09,246,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,AF,AF,-,-,244,4.07,250,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,G-Webb,G-Webb,-,-,245,4.06,249,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,Tx-SA,Tx-SA,-,-,246,4.05,240,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,Missou,BC,-,-,247,3.97,245,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,Troy,Troy,-,-,248,3.94,255,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Xavier Terrell,Florida Atlantic,FIU,FIU,-,-,249,3.86,230,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,NorTx,NorTx,-,-,250,3.86,252,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,App,App,-,-,251,3.81,248,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Christian Washington,Coastal Carolina,Temple,CoastC,-,-,252,3.76,242,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Nolan Ray,Maryland,UVa,MD,-,-,253,3.75,256,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,UVa,MD,-,-,254,3.74,257,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,Colo,Colo,-,-,255,3.73,258,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,TxTch,NorTx,-,-,256,3.71,261,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
Jordan Lovett,Troy,Iowa,Troy,-,-,257,3.56,253,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,NWSt,NWSt,-,-,258,3.55,254,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,OreSt,Oregon,-,-,259,3.54,251,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,B-C,B-C,-,-,260,3.53,263,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,Kansas,UNLV,-,-,261,3.52,264,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,UMass,UMass,-,-,262,3.52,259,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,Mia-Fl,BallSt,-,-,263,3.49,266,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,Nevada,Nevada,-,-,264,3.38,277,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,NCSU,LaTech,-,-,265,3.36,265,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,UNI,UNI,-,-,266,3.35,273,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,KentSt,KentSt,-,-,267,3.29,267,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,Colo,Colo,-,-,268,3.27,278,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,MissSt,Toledo,-,-,269,3.26,274,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,CentMi,CentMi,-,-,270,3.25,276,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,Toledo,Toledo,-,-,271,3.25,272,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,Okla,Tulane,-,-,272,3.23,260,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,ECU,App,-,-,273,3.16,281,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,CoastC,CoastC,-,-,274,3.16,275,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,UConn,UConn,-,-,275,3.12,271,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,SDSU,SDSU,-,-,276,3.11,270,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,Tulsa,OkSt,-,-,277,3.09,285,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,UtahSt,Utah,-,-,278,3.07,293,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,MD,MD,-,-,279,3.06,268,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,Cal,SDSU,-,-,280,3.03,286,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,FlaAtl,FIU,-,-,281,3.01,262,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,WestKy,WestKy,-,-,282,2.92,288,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,JacSt,JacSt,-,-,283,2.92,280,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,MiddTn,WestKy,-,-,284,2.91,269,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,Tx-SA,Tx-SA,-,-,285,2.91,287,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Cam Barfield,Hawaii,SamHou,Hawaii,-,-,286,2.88,279,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
Lloyd Avant,Tulsa,OkSt,OkSt,-,-,287,2.86,283,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,TxSt,AriSt,-,-,288,2.83,282,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,Miss,Miss,-,-,289,2.79,297,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
John Emery Jr.,LSU,SCar,LSU,-,-,290,2.77,295,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,KennSt,KennSt,-,-,291,2.72,294,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,Mem,Mem,-,-,292,2.70,301,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,LaTech,LaTech,-,-,293,2.70,284,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Jarris Williams,Troy,Iowa,Troy,-,-,294,2.67,289,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,Ill,CentMi,-,-,295,2.61,290,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,Duke,UConn,-,-,296,2.60,298,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,Nevada,Nevada,-,-,297,2.60,291,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,Fla,TexA&M,-,-,298,2.59,292,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,Wyo,BYU,-,-,299,2.57,302,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,UCF,UCF,-,-,300,2.57,307,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ahmani Marshall,Appalachian State,ECU,App,-,-,301,2.48,311,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,Lib,UTEP,-,-,302,2.41,309,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,Auburn,NM,-,-,303,2.37,305,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,SouMis,USF,-,-,304,2.37,299,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Johnny Richardson,Central Florida,TCU,UCF,-,-,305,2.35,296,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,Okla,Tulane,-,-,306,2.34,312,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,CentMi,CentMi,-,-,307,2.33,306,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,Ala,Ala,-,-,308,2.31,314,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,Wash,WashSt,-,-,309,2.19,310,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,Utah,Utah,-,-,310,2.14,315,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
Kenan Christon,San Diego State,Cal,SDSU,-,-,311,2.06,300,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,WVU,WVU,-,-,312,2.06,313,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Kalel Mullings,Michigan,ArkSt,ArkSt,-,-,313,2.06,328,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,LSU,LSU,-,-,314,2.04,308,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,GaSt,Vandy,-,-,315,2.02,319,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,SamHou,Hawaii,-,-,316,2.01,318,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Hinckley Ropati,BYU,Wyo,BYU,-,-,317,2.00,304,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,Wisc,Ala,-,-,318,1.95,325,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,BallSt,BallSt,-,-,319,1.93,322,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,Nevada,Nevada,-,-,320,1.93,335,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
Dijon Stanley,Utah,UtahSt,Utah,-,-,321,1.92,324,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,UAB,UAB,-,-,322,1.90,329,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,Mich,ArkSt,-,-,323,1.88,332,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,Hawaii,Hawaii,-,-,324,1.88,320,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,UtahSt,Utah,-,-,325,1.88,316,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,USF,USF,-,-,326,1.86,323,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,USF,USF,-,-,327,1.85,333,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,Tenn,KentSt,-,-,328,1.84,331,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,Mem,Mem,-,-,329,1.80,317,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,MorgSt,MorgSt,-,-,330,1.78,336,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,Colg,Colg,-,-,331,1.76,327,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,LSU,LSU,-,-,332,1.76,303,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,B-C,B-C,-,-,333,1.72,321,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,VMI,VMI,-,-,334,1.70,330,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,NorTx,NorTx,-,-,335,1.68,340,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,MD,MD,-,-,336,1.68,326,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,NCCent,NCCent,-,-,337,1.67,341,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,Oregon,Oregon,-,-,338,1.66,334,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,SCSt,SCSt,-,-,339,1.60,338,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,ND,ND,-,-,340,1.58,337,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,UNLV,UNLV,-,-,341,1.48,342,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,Mia-O,Cin,-,-,342,1.46,339,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,Duke,UConn,-,-,343,1.45,343,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,Ind,Ind,-,-,344,1.39,346,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,MD,MD,-,-,345,1.32,344,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,CoastC,CoastC,-,-,346,1.27,345,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,BYU,BYU,-,-,347,1.20,350,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,TCU,UCF,-,-,348,1.13,348,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,UGa,UGa,-,-,349,1.11,347,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,Pitt,WVU,-,-,350,1.02,349,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,ArkSt,ArkSt,-,-,351,0.93,354,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,BC,BC,-,-,352,0.89,355,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Jaren Mangham,Minnesota,Nevada,Nevada,-,-,353,0.84,356,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,UGa,UGa,-,-,354,0.84,353,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Caleb Komolafe,Northwestern,EastIl,EastIl,-,-,355,0.81,351,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,PVA&M,PVA&M,-,-,356,0.81,357,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,Tulsa,OkSt,-,-,357,0.77,352,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,Ari,Ari,-,-,358,0.52,358,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,NMSt,NMSt,-,-,359,0.51,359,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,ODU,VaTech,-,-,360,0.32,360,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
CJ Baxter,Texas,Tx-SA,Tx-SA,-,-,361,0.00,361,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,KanSt,Ari,-,-,362,0.00,362,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,Rice,Rice,-,-,363,0.00,363,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,Fla,TexA&M,-,-,364,0.00,364,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,ColoSt,Colo,-,-,365,0.00,365,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
