,,Week 10 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Squirrel White,Tennessee,Kty,Kty,-,-,26,10.68,22,16.21,76.12,5.53,13.8,0.49,0.99,0.16,6.2,0.00
Rashod Owens,Oklahoma State,AriSt,AriSt,-,-,27,10.59,23,16.21,81.17,5.61,14.5,0.41,0.00,0.00,0.0,0.00
Nic Anderson,Oklahoma,Maine,Maine,-,-,28,10.57,39,14.02,71.18,3.45,20.6,0.58,0.00,0.00,0.0,0.00
Caullin Lacy,Louisville,Clem,Lou,-,-,29,10.31,24,16.21,69.33,5.91,11.7,0.56,0.00,0.00,0.0,0.00
Demeer Blankumsee,Memphis,Tx-SA,Mem,-,-,30,10.12,33,14.64,73.54,4.52,16.3,0.44,1.06,0.18,5.9,0.00
Kole Wilson,Texas State,UL-Laf,UL-Laf,-,-,31,9.81,28,14.98,59.23,5.17,11.5,0.65,0.08,0.16,0.5,0.00
Kelly Akharaiyi,Mississippi State,UMass,UMass,-,-,32,9.80,41,13.97,68.53,4.18,16.4,0.44,2.76,0.53,5.2,0.00
Jalen Moss,Fresno State,Hawaii,Hawaii,-,-,33,9.71,29,14.77,65.07,5.07,12.8,0.53,0.00,0.00,0.0,0.00
Kamdyn Benjamin,Tulsa,UAB,Tulsa,-,-,34,9.68,38,14.09,65.07,4.41,14.8,0.52,0.60,0.09,6.7,0.00
Denzel Boston,Washington,USC,USC,-,-,35,9.62,34,14.57,66.56,4.95,13.4,0.49,0.00,0.00,0.0,0.00
Jordan Moore,Duke,Mia-Fl,Duke,-,-,36,9.62,42,13.90,60.53,4.28,14.1,0.57,1.70,0.48,3.5,0.00
Daniel Jackson,Minnesota,Ill,Minn,-,-,37,9.55,36,14.14,64.70,4.58,14.1,0.51,0.25,0.08,3.1,0.00
Devin McCuin,UTSA,Mem,Mem,-,-,38,9.44,32,14.68,68.04,5.25,13.0,0.43,0.52,0.09,5.8,0.00
Chris Bell,Louisville,Clem,Lou,-,-,39,9.40,35,14.37,68.72,4.97,13.8,0.42,0.00,0.00,0.0,0.00
Antwane Wells Jr.,Mississippi,Ark,Miss,-,-,40,9.26,45,13.51,65.92,4.25,15.5,0.44,0.09,0.09,1.0,0.00
Dalvin Smith,Western Kentucky,KennSt,KennSt,-,-,41,9.25,31,14.70,57.57,5.44,10.6,0.58,0.33,0.08,4.1,0.00
Elijhah Badger,Florida,UGa,Fla,-,-,42,9.08,44,13.72,73.88,4.64,15.9,0.25,1.77,0.34,5.2,0.00
Jaylin Noel,Iowa State,TxTch,TxTch,-,-,43,9.05,40,13.99,60.78,4.94,12.3,0.49,0.08,0.08,1.0,0.00
Zachariah Branch,USC,Wash,USC,-,-,44,8.87,48,12.99,61.61,4.12,15.0,0.36,5.55,0.81,6.9,0.00
Eric McAlister,TCU,Baylor,TCU,-,-,45,8.73,46,13.17,64.53,4.44,14.5,0.36,1.42,0.36,3.9,0.00
Malik Benson,Florida State,UNC,UNC,-,-,46,8.55,52,12.58,55.84,4.04,13.8,0.49,0.00,0.00,0.0,0.00
Jeremiah Smith,Ohio State,PSU,OhioSt,-,-,47,8.55,54,12.36,56.35,3.81,14.8,0.49,0.00,0.00,0.0,0.00
Treon Sibley,Liberty,JacSt,JacSt,-,-,48,8.53,64,11.80,58.00,3.27,17.7,0.45,0.00,0.00,0.0,0.00
Jacolby George,Miami,Duke,Duke,-,-,49,8.51,56,12.27,56.32,3.76,15.0,0.48,0.00,0.00,0.0,0.00
Elijah Sarratt,Indiana,MSU,Ind,-,-,50,8.51,49,12.95,59.24,4.44,13.3,0.43,0.26,0.09,2.9,0.00
Jameson Tucker,Coastal Carolina,Troy,CoastC,-,-,51,8.35,63,11.80,56.18,3.45,16.3,0.45,0.00,0.00,0.0,0.00
Marquis Shoulders,Houston,KanSt,KanSt,-,-,52,8.33,53,12.44,57.05,4.11,13.9,0.44,0.00,0.00,0.0,0.00
Joseph Manjack,Houston,KanSt,KanSt,-,-,53,8.32,57,12.20,50.91,3.88,13.1,0.53,0.53,0.26,2.0,0.00
Ketron Jackson,Baylor,TCU,TCU,-,-,54,8.30,62,11.93,56.78,3.63,15.6,0.43,0.35,0.09,3.9,0.00
Noah Thomas,Texas A&M,SCar,TexA&M,-,-,55,8.23,50,12.66,55.38,4.43,12.5,0.44,0.35,0.35,1.0,0.00
Tailique Williams,Georgia State,UConn,GaSt,-,-,56,8.14,47,13.12,60.09,4.98,12.1,0.36,0.00,0.00,0.0,0.00
Dalen Cobb,Georgia Southern,USA,GaSo,-,-,57,8.10,43,13.81,61.79,5.71,10.8,0.26,3.63,0.61,6.0,0.00
Anthony Simpson,Massachusetts,MissSt,UMass,-,-,58,8.05,51,12.65,62.98,4.60,13.7,0.26,2.21,0.51,4.3,0.00
Shazz Preston,Tulane,Char,Tulane,-,-,59,8.03,93,10.95,52.62,2.92,18.0,0.46,0.00,0.00,0.0,0.00
Carnell Tate,Ohio State,PSU,OhioSt,-,-,60,7.94,66,11.72,54.74,3.78,14.5,0.41,0.00,0.00,0.0,0.00
Amare Thomas,UAB,Tulsa,Tulsa,-,-,61,7.90,37,14.13,55.92,6.23,9.0,0.34,2.86,0.34,8.4,0.00
Nyck Harbor,South Carolina,TexA&M,TexA&M,-,-,62,7.89,76,11.38,58.95,3.49,16.9,0.32,0.49,0.16,3.1,0.00
Yulkeith Brown,Tulane,Char,Tulane,-,-,63,7.85,80,11.30,45.73,3.45,13.3,0.27,10.91,1.09,10.0,0.09
Savion Williams,TCU,Baylor,TCU,-,-,64,7.85,70,11.61,51.31,3.76,13.6,0.36,5.73,1.07,5.4,0.00
Omari Kelly,Middle Tenn. St,UTEP,MiddTn,-,-,65,7.84,55,12.34,59.06,4.51,13.1,0.32,0.00,0.00,0.0,0.00
Tru Edwards,Louisiana Tech,SamHou,LaTech,-,-,66,7.79,60,12.05,51.13,4.27,12.0,0.43,1.11,0.34,3.3,0.00
Chris Brazzell II,Tennessee,Kty,Kty,-,-,67,7.74,104,10.63,49.30,2.89,17.1,0.47,0.00,0.00,0.0,0.00
Mario Williams,Tulane,Char,Tulane,-,-,68,7.72,58,12.09,55.13,4.38,12.6,0.35,1.05,0.26,4.0,0.00
Ali Jennings,Virginia Tech,Syr,VaTech,-,-,69,7.67,84,11.22,52.97,3.55,14.9,0.39,0.00,0.00,0.0,0.00
Jordan Hudson,SMU,Pitt,Pitt,-,-,70,7.65,107,10.54,43.67,2.89,15.1,0.55,0.00,0.00,0.0,0.00
Louis Brown,San Diego State,Boise,SDSU,-,-,71,7.61,61,12.03,48.45,4.42,11.0,0.46,0.00,0.00,0.0,0.00
De'Corian Clark,UTSA,Mem,Mem,-,-,72,7.60,78,11.33,51.65,3.73,13.8,0.41,0.00,0.00,0.0,0.00
Makai Lemon,USC,Wash,USC,-,-,73,7.59,65,11.80,48.00,4.21,11.4,0.45,1.07,0.18,5.9,0.00
Pat Bryant,Illinois,Minn,Minn,-,-,74,7.58,87,11.17,47.77,3.58,13.3,0.47,0.00,0.00,0.0,0.00
Tyler Brown,Clemson,Lou,Lou,-,-,75,7.54,59,12.08,49.05,4.54,10.8,0.41,2.03,0.16,12.7,0.00
Landon Ransom-Goelz,Rice,Navy,Navy,-,-,76,7.53,85,11.21,49.54,3.69,13.4,0.43,0.00,0.00,0.0,0.00
J. Michael Sturdivant,UCLA,Neb,UCLA,-,-,77,7.47,77,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Devin Voisin,South Alabama,GaSo,GaSo,-,-,78,7.47,92,11.07,55.52,3.60,15.4,0.32,0.00,0.00,0.0,0.00
Jahdae Walker,Texas A&M,SCar,TexA&M,-,-,79,7.47,96,10.88,51.92,3.42,15.2,0.33,2.75,0.67,4.1,0.00
Montorie Foster,Michigan State,Ind,Ind,-,-,80,7.46,79,11.31,53.02,3.85,13.8,0.35,0.61,0.18,3.4,0.00
Ja'Corey Brooks,Louisville,Clem,Lou,-,-,81,7.44,102,10.70,43.26,3.26,13.3,0.52,0.00,0.00,0.0,0.00
Cam Camper,Boise State,SDSU,SDSU,-,-,82,7.40,112,10.32,50.92,2.92,17.4,0.38,0.00,0.00,0.0,0.00
Jordan Watkins,Mississippi,Ark,Miss,-,-,83,7.36,72,11.56,58.11,4.20,13.8,0.26,0.09,0.09,1.0,0.00
Ja'Khi Douglas,Florida State,UNC,UNC,-,-,84,7.29,89,11.13,59.07,3.84,15.4,0.17,3.59,0.60,6.0,0.00
Dane Key,Kentucky,Tenn,Kty,-,-,85,7.29,106,10.54,47.92,3.25,14.7,0.42,0.00,0.00,0.0,0.00
Kobe Paysour,North Carolina,FlaSt,UNC,-,-,86,7.27,82,11.27,50.91,4.00,12.7,0.36,0.00,0.00,0.0,0.00
Andrew Armstrong,Arkansas,Miss,Miss,-,-,87,7.26,90,11.12,53.02,3.86,13.7,0.32,0.24,0.08,3.0,0.00
Trey Goodman,UTEP,MiddTn,MiddTn,-,-,88,7.26,103,10.63,45.36,3.36,13.5,0.45,0.00,0.00,0.0,0.00
Elijah Metcalf,Marshall,UL-Mon,UL-Mon,-,-,89,7.23,69,11.62,47.86,4.40,10.9,0.41,0.00,0.00,0.0,0.00
Xavier Townsend,Central Florida,Ari,Ari,-,-,90,7.23,91,11.07,42.83,3.83,11.2,0.42,4.50,0.58,7.8,0.00
Junior Vandeross,Toledo,EastMi,Toledo,-,-,91,7.21,99,10.74,49.15,3.53,13.9,0.35,1.76,0.26,6.8,0.00
Omari Hayes,Florida Atlantic,USF,USF,-,-,92,7.20,67,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Samuel Brown,Miami,Duke,Duke,-,-,93,7.19,68,11.66,56.76,4.47,12.7,0.25,0.00,0.00,0.0,0.00
Dominic Lovett,Georgia,Fla,Fla,-,-,94,7.18,73,11.56,52.38,4.38,12.0,0.32,0.00,0.00,0.0,0.00
Jaylin Lane,Virginia Tech,Syr,VaTech,-,-,95,7.17,119,10.22,39.26,3.06,12.8,0.46,4.63,1.20,3.9,0.00
Jerjuan Newton,Toledo,EastMi,Toledo,-,-,96,7.16,97,10.82,48.08,3.66,13.1,0.39,0.16,0.08,2.0,0.00
Barion Brown,Kentucky,Tenn,Kty,-,-,97,7.15,71,11.60,48.75,4.45,11.0,0.33,2.96,0.49,6.0,0.00
Cam Coleman,Auburn,Vandy,Vandy,-,-,98,7.14,115,10.27,43.28,3.13,13.8,0.47,0.00,0.00,0.0,0.00
Ja'Kobi Lane,USC,Wash,USC,-,-,99,7.11,113,10.29,45.95,3.17,14.5,0.40,1.35,0.24,5.6,0.00
Da'Quan Felton,Virginia Tech,Syr,VaTech,-,-,100,7.10,132,9.91,42.89,2.81,15.3,0.47,0.00,0.00,0.0,0.00
Julian Fleming,Penn State,OhioSt,OhioSt,-,-,101,7.09,116,10.26,45.17,3.17,14.2,0.42,0.75,0.17,4.4,0.00
Jayce Brown,Kansas State,Hou,KanSt,-,-,102,7.07,98,10.75,46.40,3.68,12.6,0.40,0.32,0.32,1.0,0.00
Easton Messer,Western Kentucky,KennSt,KennSt,-,-,103,7.06,81,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Alex Adams,Akron,Buff,Buff,-,-,104,7.05,74,11.42,48.73,4.36,11.2,0.36,0.00,0.00,0.0,0.00
Logan Loya,UCLA,Neb,UCLA,-,-,105,7.04,88,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Donaven McCulley,Indiana,MSU,Ind,-,-,106,7.03,101,10.70,48.54,3.67,13.2,0.36,0.27,0.09,3.0,0.00
Bryce Kirtz,Northwestern,Purdue,NW,-,-,107,6.99,94,10.94,50.15,3.95,12.7,0.33,0.00,0.00,0.0,0.00
Dylan Goffney,Colorado State,Nevada,ColoSt,-,-,108,6.96,100,10.71,48.74,3.76,13.0,0.34,0.34,0.17,2.0,0.00
Caleb Medford,New Mexico,Wyo,Wyo,-,-,109,6.94,123,10.08,55.21,3.15,17.5,0.24,0.00,0.00,0.0,0.00
Christan Horn,Appalachian State,ODU,ODU,-,-,110,6.91,136,9.74,44.08,2.83,15.6,0.42,0.00,0.00,0.0,0.00
Nik McMillan,Buffalo,Akron,Buff,-,-,111,6.91,105,10.57,49.40,3.66,13.5,0.31,1.01,0.16,6.3,0.00
A.J. Henning,Northwestern,Purdue,NW,-,-,112,6.88,95,10.90,39.11,4.02,9.7,0.26,8.66,2.27,3.8,0.09
Justin Olson,UNC Charlotte,Tulane,Tulane,-,-,113,6.88,86,11.19,47.29,4.31,11.0,0.36,0.00,0.00,0.0,0.00
J.J. Jones,North Carolina,FlaSt,UNC,-,-,114,6.86,120,10.22,52.76,3.35,15.7,0.26,0.00,0.00,0.0,0.00
Ja'Mori Maclin,Kentucky,Tenn,Kty,-,-,115,6.84,148,9.42,49.03,2.58,19.0,0.32,0.00,0.00,0.0,0.00
Justus Ross-Simmons,Syracuse,VaTech,VaTech,-,-,116,6.84,114,10.28,52.50,3.44,15.3,0.26,0.00,0.00,0.0,0.00
Antonio Williams,Clemson,Lou,Lou,-,-,117,6.84,75,11.40,49.20,4.56,10.8,0.32,0.00,0.00,0.0,0.00
Zakhari Franklin,Illinois,Minn,Minn,-,-,118,6.83,122,10.11,44.96,3.27,13.7,0.39,0.00,0.00,0.0,0.00
Harrison Wallace,Penn State,OhioSt,OhioSt,-,-,119,6.81,124,10.06,43.81,3.25,13.5,0.40,0.48,0.08,6.0,0.00
Semaj Morgan,Michigan,Oregon,Oregon,-,-,120,6.80,127,9.96,38.42,3.16,12.2,0.35,3.25,0.61,5.3,0.09
J.J. Sparkman,UTSA,Mem,Mem,-,-,121,6.70,108,10.49,48.08,3.79,12.7,0.32,0.00,0.00,0.0,0.00
Jaylen Lloyd,Nebraska,UCLA,UCLA,-,-,122,6.69,167,8.82,41.39,2.12,19.5,0.41,1.06,0.33,3.2,0.00
Junior Sherrill,Vanderbilt,Auburn,Vandy,-,-,123,6.68,126,9.96,42.67,3.28,13.0,0.34,3.45,0.60,5.8,0.00
Micah Davis,Mississippi,Ark,Miss,-,-,124,6.65,137,9.65,36.50,3.00,12.2,0.50,0.00,0.00,0.0,0.00
Kellen Stewart,Middle Tenn. St,UTEP,MiddTn,-,-,125,6.65,111,10.41,44.87,3.76,11.9,0.36,0.18,0.09,2.0,0.00
De'zhaun Stribling,Oklahoma State,AriSt,AriSt,-,-,126,6.65,110,10.43,51.98,3.78,13.8,0.24,0.00,0.00,0.0,0.00
Coy Eakin,Texas Tech,IaSt,TxTch,-,-,127,6.64,83,11.24,50.33,4.61,10.9,0.27,0.09,0.09,1.0,0.00
Jaden Williams,Texas State,UL-Laf,UL-Laf,-,-,128,6.64,145,9.48,50.86,2.84,17.9,0.26,0.00,0.00,0.0,0.00
Quincy Skinner Jr.,Vanderbilt,Auburn,Vandy,-,-,129,6.61,149,9.36,40.92,2.75,14.9,0.42,0.17,0.08,2.1,0.00
Bryson Green,Wisconsin,Iowa,Wisc,-,-,130,6.59,135,9.76,45.92,3.17,14.5,0.33,0.00,0.00,0.0,0.00
Jahmal Edrine,Purdue,NW,NW,-,-,131,6.47,131,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Colbie Young,Georgia,Fla,Fla,-,-,132,6.47,129,9.94,44.07,3.47,12.7,0.34,0.25,0.08,3.1,0.00
Gabriel Benyard,Kennesaw State,WestKy,KennSt,-,-,133,6.45,151,9.25,42.29,2.80,15.1,0.34,1.86,0.59,3.2,0.00
Konata Mumpfield,Pittsburgh,SMU,Pitt,-,-,134,6.42,139,9.64,38.73,3.22,12.0,0.42,0.00,0.00,0.0,0.00
Dillon Bell,Georgia,Fla,Fla,-,-,135,6.41,153,9.23,34.67,2.82,12.3,0.16,10.59,1.73,6.1,0.16
Dean Patterson,Florida International,NMSt,NMSt,-,-,136,6.37,128,9.95,53.97,3.58,15.1,0.16,0.00,0.00,0.0,0.00
Jaron Glover,Michigan State,Ind,Ind,-,-,137,6.32,161,8.91,45.83,2.58,17.8,0.17,2.42,0.50,4.8,0.08
Tiger Bachmeier,Stanford,NCSU,Stan,-,-,138,6.31,118,10.24,46.01,3.93,11.7,0.26,1.71,0.17,10.1,0.00
Hykeem Williams,Florida State,UNC,UNC,-,-,139,6.29,178,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,Oregon,Oregon,-,-,140,6.28,152,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
Mac Dalena,Fresno State,Hawaii,Hawaii,-,-,141,6.23,125,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Jacoby Jones,Central Florida,Ari,Ari,-,-,142,6.23,173,8.71,38.32,2.48,15.5,0.40,0.00,0.00,0.0,0.00
Eli Pancol,Duke,Mia-Fl,Duke,-,-,143,6.22,134,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
Kelby Williams,Old Dominion,App,ODU,-,-,144,6.22,168,8.81,40.00,2.59,15.4,0.37,0.00,0.09,0.0,0.00
DeMarcus Harris,Marshall,UL-Mon,UL-Mon,-,-,145,6.21,117,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Naiem Simmons,South Florida,FlaAtl,USF,-,-,146,6.17,163,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,Stan,Stan,-,-,147,6.16,159,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,USF,USF,-,-,148,6.14,141,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Ja'Shaun Poke,San Diego State,Boise,SDSU,-,-,149,6.11,121,10.11,41.08,4.00,10.3,0.33,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,UCLA,UCLA,-,-,150,6.10,140,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,TxSt,UL-Laf,-,-,151,6.10,150,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Austin Bolt,Boise State,SDSU,SDSU,-,-,152,6.09,196,8.09,42.46,2.00,21.2,0.31,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,SamHou,LaTech,-,-,153,6.03,170,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Jamahdia Whitby,Coastal Carolina,Troy,CoastC,-,-,154,6.01,165,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
Jalil Farooq,Oklahoma,Maine,Maine,-,-,155,6.00,144,9.48,46.17,3.48,13.3,0.17,3.39,0.61,5.6,0.00
JB Mitchell,Eastern Michigan,Toledo,Toledo,-,-,156,6.00,133,9.81,43.95,3.81,11.5,0.27,0.09,0.09,1.0,0.00
Luke Wysong,New Mexico,Wyo,Wyo,-,-,157,6.00,183,8.54,36.92,2.54,14.5,0.38,0.00,0.00,0.0,0.00
Bru McCoy,Tennessee,Kty,Kty,-,-,158,5.98,154,9.14,41.23,3.15,13.1,0.31,0.15,0.08,1.9,0.00
Bryant Wesco Jr.,Clemson,Lou,Lou,-,-,159,5.97,158,9.05,39.67,3.08,12.9,0.33,0.00,0.00,0.0,0.00
Myles Price,Indiana,MSU,Ind,-,-,160,5.93,109,10.45,42.71,4.52,9.4,0.27,0.62,0.18,3.4,0.00
Jaden Smith,UTEP,MiddTn,MiddTn,-,-,161,5.93,146,9.45,43.46,3.51,12.4,0.26,0.43,0.09,4.8,0.00
Monaray Baldwin,Baylor,TCU,TCU,-,-,162,5.91,156,9.06,43.42,3.16,13.7,0.24,1.42,0.24,5.9,0.00
Jonah Wilson,Houston,KanSt,KanSt,-,-,163,5.90,169,8.80,39.60,2.90,13.7,0.32,0.00,0.00,0.0,0.00
Kam Thomas,UTEP,MiddTn,MiddTn,-,-,164,5.88,164,8.88,36.77,3.00,12.3,0.23,3.62,1.00,3.6,0.08
Traeshon Holden,Oregon,Mich,Oregon,-,-,165,5.87,185,8.48,31.83,2.61,12.2,0.43,0.78,0.17,4.6,0.00
Qua'Vez Humphreys,Sam Houston,LaTech,LaTech,-,-,166,5.86,175,8.69,38.31,2.82,13.6,0.32,0.97,0.24,4.0,0.00
JP Richardson,TCU,Baylor,TCU,-,-,167,5.84,143,9.50,43.32,3.66,11.8,0.23,1.01,0.23,4.4,0.00
Andrel Anthony,Oklahoma,Maine,Maine,-,-,168,5.82,188,8.36,44.38,2.54,17.5,0.23,0.00,0.00,0.0,0.00
Chedon James,Fresno State,Hawaii,Hawaii,-,-,169,5.81,138,9.65,43.68,3.84,11.4,0.24,0.00,0.00,0.0,0.00
Steven McBride,Hawaii,Fres,Hawaii,-,-,170,5.80,191,8.20,36.62,2.40,15.3,0.36,0.00,0.00,0.0,0.00
Key'Shawn Smith,SMU,Pitt,Pitt,-,-,171,5.79,177,8.64,37.24,2.84,13.1,0.34,0.00,0.00,0.0,0.00
Kenari Wilcher,Illinois,Minn,Minn,-,-,172,5.77,130,9.94,47.75,4.17,11.5,0.17,0.00,0.00,0.0,0.00
Isiah Paige,Old Dominion,App,ODU,-,-,173,5.70,142,9.52,40.36,3.82,10.6,0.27,0.27,0.09,3.0,0.00
Omar Cooper,Indiana,MSU,Ind,-,-,174,5.69,186,8.48,41.44,2.80,14.8,0.25,0.17,0.08,2.1,0.00
Hal Presley,Baylor,TCU,TCU,-,-,175,5.64,160,8.95,45.74,3.30,13.9,0.17,0.26,0.17,1.5,0.00
Adrian Norton,Akron,Buff,Buff,-,-,176,5.61,147,9.43,39.73,3.82,10.4,0.27,0.00,0.00,0.0,0.00
Kaleb Brown,Iowa,Wisc,Wisc,-,-,177,5.60,171,8.73,44.69,3.13,14.3,0.18,0.54,0.09,6.0,0.00
Cadarrius Thompson,Georgia State,UConn,GaSt,-,-,178,5.54,184,8.52,36.05,2.98,12.1,0.32,0.00,0.00,0.0,0.00
LV Bunkley-Shelton,Georgia Southern,USA,GaSo,-,-,179,5.53,157,9.06,41.85,3.53,11.9,0.22,0.00,0.00,0.0,0.00
Kevin Coleman,Mississippi State,UMass,UMass,-,-,180,5.53,166,8.84,39.44,3.31,11.9,0.24,1.37,0.32,4.3,0.00
Marlion Jackson,Louisiana Tech,SamHou,LaTech,-,-,181,5.46,189,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
Tylan Hines,Hawaii,Fres,Hawaii,-,-,182,5.45,155,9.13,38.80,3.68,10.5,0.24,1.28,0.32,4.0,0.00
Taji Johnson,Buffalo,Akron,Buff,-,-,183,5.45,187,8.38,33.79,2.93,11.5,0.34,0.00,0.00,0.0,0.00
Latrell Caples,Boise State,SDSU,SDSU,-,-,184,5.44,174,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Jared Brown,South Carolina,TexA&M,TexA&M,-,-,185,5.41,180,8.57,38.75,3.17,12.2,0.25,0.33,0.33,1.0,0.00
Moose Muhammad III,Texas A&M,SCar,TexA&M,-,-,186,5.41,172,8.72,37.50,3.31,11.3,0.24,2.10,0.48,4.4,0.00
Reymello Murphy,Arizona,UCF,Ari,-,-,187,5.41,200,7.94,30.69,2.53,12.1,0.33,3.84,0.82,4.7,0.00
Gary Bryant Jr.,Oregon,Mich,Oregon,-,-,188,5.38,211,7.70,34.84,2.32,15.0,0.29,1.55,0.29,5.3,0.00
Ryan Davis,New Mexico,Wyo,Wyo,-,-,189,5.37,162,8.90,43.15,3.53,12.2,0.18,0.00,0.00,0.0,0.00
Montana Lemonious-Craig,Arizona,UCF,Ari,-,-,190,5.37,190,8.32,32.32,2.95,11.0,0.36,0.00,0.00,0.0,0.00
Dante Cephas,Kansas State,Hou,KanSt,-,-,191,5.36,195,8.11,37.17,2.75,13.5,0.25,1.42,0.33,4.3,0.00
Ashtyn Hawkins,Baylor,TCU,TCU,-,-,192,5.33,193,8.16,38.25,2.83,13.5,0.25,0.00,0.08,0.0,0.00
