,,Week 2 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Sahmir Hagans,Duke,NW,Duke,-,-,389,3.55,362,6.04,26.42,2.49,10.6,0.15,0.00,0.00,0.0,0.00
Ife Adeyi,Sam Houston,UCF,SamHou,-,-,390,3.54,379,5.73,29.71,2.19,13.6,0.10,0.00,0.00,0.0,0.00
Marcus Bellon,Nevada,GaSo,GaSo,-,-,391,3.54,352,6.16,30.16,2.62,11.5,0.08,0.33,0.08,4.1,0.00
Solomon Davis,Central Michigan,FIU,CentMi,-,-,392,3.54,375,5.75,25.19,2.21,11.4,0.17,0.00,0.00,0.0,0.00
Javon Ivory,South Alabama,Ohio,USA,-,-,393,3.54,363,6.04,29.81,2.50,11.9,0.09,0.00,0.00,0.0,0.00
Oran Singleton,Eastern Michigan,Wash,EastMi,-,-,394,3.48,380,5.66,23.91,2.18,11.0,0.18,0.00,0.00,0.0,0.00
Davis Dalton,Southern Miss,SELa,SELa,-,-,395,3.47,402,5.21,20.53,1.74,11.8,0.24,0.00,0.00,0.0,0.00
Mikey Matthews,California,Auburn,Cal,-,-,396,3.47,323,6.72,29.33,3.25,9.0,0.08,0.33,0.08,4.1,0.00
Zavion Thomas,LSU,Nich,Nich,-,-,397,3.47,397,5.30,24.67,1.83,13.5,0.17,0.00,0.00,0.0,0.00
TJ Sheffield,UConn,Merrim,Merrim,-,-,398,3.46,377,5.74,23.73,2.27,10.5,0.18,0.00,0.00,0.0,0.00
Malique Dieudonne,Western Michigan,OhioSt,WestMI,-,-,399,3.39,355,6.14,28.92,2.75,10.5,0.08,0.00,0.00,0.0,0.00
Trent Hudson,Mississippi State,AriSt,MissSt,-,-,400,3.38,413,5.03,24.45,1.65,14.8,0.15,0.30,0.08,3.8,0.00
Senika McKie,Coastal Carolina,W&M,W&M,-,-,401,3.37,395,5.41,28.82,2.04,14.1,0.08,0.00,0.00,0.0,0.00
Bryce Farrell,Stanford,CalPly,CalPly,-,-,402,3.35,393,5.43,19.85,2.08,9.5,0.08,4.46,1.38,3.2,0.08
Jay Jay Etheridge,Kent,StF-Pa,StF-Pa,-,-,403,3.29,396,5.38,22.00,2.09,10.5,0.18,0.00,0.00,0.0,0.00
Marcus Sanders,Georgia Southern,Nevada,GaSo,-,-,404,3.28,415,4.98,23.62,1.69,14.0,0.15,0.00,0.00,0.0,0.00
Kyron Hudson,USC,UtahSt,UtahSt,-,-,405,3.27,410,5.07,20.70,1.80,11.5,0.20,0.00,0.00,0.0,0.00
Kobie Campbell,Rice,TxSo,TxSo,-,-,406,3.25,420,4.83,22.50,1.58,14.2,0.17,0.00,0.00,0.0,0.00
Moussa Barry,Western Kentucky,EastKy,EastKy,-,-,407,3.20,417,4.97,22.77,1.77,12.9,0.15,0.00,0.00,0.0,0.00
Preston Fox,West Virginia,Albany,Albany,-,-,408,3.20,416,4.98,25.78,1.78,14.5,0.09,0.56,0.19,2.9,0.00
Isaiah Sategna,Arkansas,OkSt,Ark,-,-,409,3.20,414,5.00,20.49,1.80,11.4,0.17,1.20,0.17,7.1,0.00
Christian Leary,Georgia Tech,Syr,GaTech,-,-,410,3.19,409,5.07,21.26,1.89,11.2,0.17,0.34,0.17,2.0,0.00
Zeed Haynes,Syracuse,GaTech,GaTech,-,-,411,3.18,430,4.64,22.05,1.46,15.1,0.16,0.00,0.00,0.0,0.00
Beau Sparks,Texas State,Tx-SA,Tx-SA,-,-,412,3.18,419,4.86,22.98,1.68,13.7,0.15,0.00,0.00,0.0,0.00
Umari Hatcher,Syracuse,GaTech,GaTech,-,-,413,3.10,426,4.67,21.98,1.58,13.9,0.15,0.00,0.00,0.0,0.00
Drae McCray,Texas Tech,WashSt,TxTch,-,-,414,3.08,399,5.25,20.00,2.17,9.2,0.17,0.35,0.09,3.9,0.00
Brannon Spector,Jacksonville State,Lou,JacSt,-,-,415,3.07,425,4.71,19.06,1.65,11.6,0.19,0.00,0.00,0.0,0.00
CJ Williams,Wisconsin,SouDak,SouDak,-,-,416,3.07,398,5.26,24.95,2.19,11.4,0.10,0.00,0.00,0.0,0.00
Carl Chester,Marshall,VaTech,Marsh,-,-,417,3.06,411,5.06,25.84,2.00,12.9,0.08,0.00,0.00,0.0,0.00
Dontae Fleming,Tulane,KanSt,KanSt,-,-,418,3.06,406,5.15,25.18,2.09,12.0,0.09,0.00,0.00,0.0,0.00
Isaiah Neyor,Nebraska,Colo,Colo,-,-,419,3.06,428,4.64,19.42,1.58,12.3,0.08,1.74,0.32,5.4,0.08
Larry Stephens,Toledo,UMass,UMass,-,-,420,3.06,424,4.75,21.38,1.69,12.7,0.15,0.00,0.00,0.0,0.00
Ian Strong,Rutgers,Akron,Akron,-,-,421,3.04,435,4.54,19.76,1.50,13.2,0.18,0.00,0.00,0.0,0.00
Demariyon Houston,Old Dominion,ECU,ECU,-,-,422,3.02,427,4.65,19.89,1.63,12.2,0.17,0.00,0.00,0.0,0.00
Mycah Pittman,Utah,Baylor,Baylor,-,-,423,3.01,403,5.17,24.33,2.17,11.2,0.08,0.75,0.25,3.0,0.00
Jabre Barber,Texas A&M,McNe,McNe,-,-,424,2.96,422,4.78,24.18,1.82,13.3,0.09,0.00,0.00,0.0,0.00
Keshawn Brown,Massachusetts,Toledo,UMass,-,-,425,2.95,401,5.22,24.00,2.27,10.6,0.09,0.00,0.00,0.0,0.00
Keelan Marion,BYU,SMU,BYU,-,-,426,2.90,440,4.44,17.34,1.54,11.3,0.07,2.93,0.73,4.0,0.07
Chance Morrow,Buffalo,Missou,Buff,-,-,427,2.90,439,4.44,19.77,1.54,12.8,0.15,0.00,0.00,0.0,0.00
Abdur-Rahmaan Yaseen,South Florida,Ala,USF,-,-,428,2.87,408,5.09,28.71,2.22,12.9,0.00,0.00,0.00,0.0,0.00
Jake Bailey,SMU,BYU,BYU,-,-,429,2.86,389,5.50,28.24,2.64,10.7,0.00,0.32,0.08,4.0,0.00
Cade Harris,Air Force,SJSU,SJSU,-,-,430,2.86,485,3.27,12.67,0.42,30.2,0.08,5.92,0.83,7.1,0.08
Finn Hogan,Bowling Green,PSU,BGSU,-,-,431,2.85,423,4.77,19.00,1.92,9.9,0.15,0.23,0.08,2.9,0.00
Mike Pettway,Jacksonville State,Lou,JacSt,-,-,432,2.83,421,4.80,22.69,1.97,11.5,0.09,0.00,0.00,0.0,0.00
Brenen Thompson,Oklahoma,Hou,Hou,-,-,433,2.83,464,3.97,17.91,1.13,15.8,0.17,0.00,0.00,0.0,0.00
Tyler Griffin,Louisiana-Monroe,UAB,UAB,-,-,434,2.78,448,4.28,18.83,1.50,12.6,0.15,0.00,0.00,0.0,0.00
Alante Brown,Michigan State,MD,MSU,-,-,435,2.75,441,4.42,21.83,1.67,13.1,0.08,0.67,0.25,2.7,0.00
Arian Smith,Georgia,TnTech,TnTech,-,-,436,2.73,470,3.73,15.91,1.00,15.9,0.18,0.45,0.09,5.0,0.00
Tyler King,Wyoming,Idaho,Idaho,-,-,437,2.72,434,4.54,17.53,1.82,9.6,0.16,0.24,0.08,3.0,0.00
Troy Stellato,Clemson,App,App,-,-,438,2.72,400,5.25,22.29,2.53,8.8,0.08,0.00,0.00,0.0,0.00
Ahmari Huggins-Bruce,South Carolina,Kty,SCar,-,-,439,2.71,447,4.29,21.75,1.58,13.8,0.08,0.33,0.08,4.1,0.00
Javoni Gardere,UTEP,SoUt,SoUt,-,-,440,2.69,455,4.23,21.77,1.54,14.1,0.09,0.00,0.00,0.0,0.00
Jackson Meeks,Syracuse,GaTech,GaTech,-,-,441,2.67,452,4.27,20.70,1.60,12.9,0.10,0.00,0.00,0.0,0.00
David Wells Jr.,Oregon State,SDSU,OreSt,-,-,442,2.67,442,4.41,20.90,1.74,12.0,0.10,0.00,0.00,0.0,0.00
Bugs Mortimer,Western Michigan,OhioSt,WestMI,-,-,443,2.66,445,4.33,19.94,1.68,11.9,0.09,1.32,0.18,7.3,0.00
Jeremiah Noga,Oregon State,SDSU,OreSt,-,-,444,2.66,436,4.51,21.26,1.85,11.5,0.09,0.00,0.00,0.0,0.00
Jalen Johnson,Northern Illinois,ND,NIU,-,-,445,2.65,433,4.57,21.50,1.92,11.2,0.08,0.00,0.00,0.0,0.00
Otto Tia,Utah State,USC,UtahSt,-,-,446,2.65,437,4.49,20.71,1.84,11.3,0.10,0.00,0.00,0.0,0.00
Emari White,UTEP,SoUt,SoUt,-,-,447,2.65,449,4.27,20.92,1.62,12.9,0.08,0.73,0.16,4.6,0.00
Chris Marshall,Boise State,Oregon,Boise,-,-,448,2.64,472,3.64,16.42,1.00,16.4,0.17,0.00,0.00,0.0,0.00
Jordyn Tyson,Arizona State,MissSt,MissSt,-,-,449,2.64,432,4.60,21.89,1.96,11.2,0.08,0.00,0.00,0.0,0.00
Zeriah Beason,Troy,Mem,Troy,-,-,450,2.60,456,4.19,20.74,1.59,13.0,0.09,0.00,0.00,0.0,0.00
Bryce Childress,Western Kentucky,EastKy,EastKy,-,-,451,2.60,443,4.37,20.74,1.76,11.8,0.09,0.00,0.00,0.0,0.00
Matthew Coleman,San Jose State,AF,SJSU,-,-,452,2.59,450,4.27,20.65,1.68,12.3,0.09,0.00,0.00,0.0,0.00
Jack Bech,TCU,LIU,LIU,-,-,453,2.58,446,4.32,20.84,1.74,12.0,0.08,0.24,0.24,1.0,0.00
Chimere Dike,Florida,Sam,Sam,-,-,454,2.57,431,4.62,21.29,2.05,10.4,0.07,0.00,0.00,0.0,0.00
Loic Fouonji,Vanderbilt,Alc,Alc,-,-,455,2.56,462,3.99,21.15,1.42,14.9,0.08,0.00,0.00,0.0,0.00
Terry Lockett,Eastern Michigan,Wash,EastMi,-,-,456,2.56,429,4.64,19.91,2.09,9.5,0.09,0.43,0.09,4.8,0.00
Joseph Griffin,Wisconsin,SouDak,SouDak,-,-,457,2.55,457,4.17,20.31,1.63,12.5,0.09,0.00,0.00,0.0,0.00
Censere Lee,Pittsburgh,Cin,Pitt,-,-,458,2.52,444,4.36,20.54,1.85,11.1,0.08,0.00,0.00,0.0,0.00
Rashid Williams,Washington,EastMi,EastMi,-,-,459,2.50,438,4.47,19.89,1.97,10.1,0.09,0.00,0.00,0.0,0.00
Justin Kimber,Louisiana-Monroe,UAB,UAB,-,-,460,2.48,463,3.98,19.13,1.50,12.8,0.09,0.00,0.00,0.0,0.00
Wesley Grimes,North Carolina State,Tenn,Tenn,-,-,461,2.44,476,3.48,16.14,1.03,15.7,0.14,0.00,0.00,0.0,0.00
Rahkeem Smith,Bowling Green,PSU,BGSU,-,-,462,2.44,461,3.99,19.29,1.54,12.5,0.09,0.00,0.00,0.0,0.00
Jared Roznos,Air Force,SJSU,SJSU,-,-,463,2.43,494,3.12,16.81,0.69,24.4,0.13,0.00,0.00,0.0,0.00
Dannis Jackson,Southern Miss,SELa,SELa,-,-,464,2.40,459,4.03,18.86,1.63,11.6,0.09,0.00,0.00,0.0,0.00
Chris Long,Rutgers,Akron,Akron,-,-,465,2.40,466,3.95,18.19,1.55,11.7,0.10,0.00,0.00,0.0,0.00
Jordan Brown,Texas Tech,WashSt,TxTch,-,-,466,2.38,465,3.96,19.03,1.58,12.0,0.08,0.00,0.00,0.0,0.00
Kaden Wetjen,Iowa,IaSt,IaSt,-,-,467,2.38,460,4.02,19.07,1.64,11.6,0.07,0.43,0.07,6.1,0.00
Frank Ladson,Massachusetts,Toledo,UMass,-,-,468,2.35,458,4.05,17.50,1.70,10.3,0.10,0.00,0.00,0.0,0.00
Brandon Inniss,Ohio State,WestMI,WestMI,-,-,469,2.31,478,3.46,17.43,1.14,15.3,0.10,0.00,0.00,0.0,0.00
Casey Reynolds,Army,FlaAtl,Army,-,-,470,2.30,479,3.41,18.52,1.11,16.7,0.07,0.00,0.00,0.0,0.00
DeAndre Moore Jr.,Texas,Mich,Tex,-,-,471,2.29,473,3.60,18.31,1.31,14.0,0.08,0.00,0.00,0.0,0.00
Braylin Presley,Tulsa,ArkSt,Tulsa,-,-,472,2.27,454,4.23,17.80,1.96,9.1,0.08,0.00,0.00,0.0,0.00
Rodney Gallagher,West Virginia,Albany,Albany,-,-,473,2.24,484,3.28,14.21,1.03,13.8,0.07,4.07,0.69,5.9,0.00
Jayden Ballard,Ohio State,WestMI,WestMI,-,-,474,2.22,481,3.38,17.17,1.17,14.7,0.08,0.00,0.00,0.0,0.00
Ross Fournet,Florida International,CentMi,CentMi,-,-,475,2.22,469,3.76,17.35,1.54,11.3,0.08,0.00,0.00,0.0,0.00
Mike Matthews,Tennessee,NCSU,Tenn,-,-,476,2.21,475,3.48,16.64,1.27,13.1,0.09,0.00,0.00,0.0,0.00
Le'Meke Brockington,Minnesota,URI,URI,-,-,477,2.19,489,3.19,13.29,1.00,13.3,0.14,0.00,0.00,0.0,0.00
Cyrus Allen,Texas A&M,McNe,McNe,-,-,478,2.17,483,3.31,17.14,1.14,15.0,0.07,0.29,0.07,4.1,0.00
Jaden Bradley,UNLV,UtahTe,UtahTe,-,-,479,2.17,486,3.25,17.08,1.08,15.8,0.08,0.00,0.00,0.0,0.00
Parker Kingston,BYU,SMU,BYU,-,-,480,2.17,467,3.91,21.10,1.74,12.1,0.00,0.58,0.58,1.0,0.00
Blake Bohannon,Kennesaw State,UL-Laf,UL-Laf,-,-,481,2.14,471,3.68,17.05,1.54,11.1,0.07,0.00,0.00,0.0,0.00
Stephen Gosnell,Virginia Tech,Marsh,Marsh,-,-,482,2.13,480,3.39,16.89,1.26,13.4,0.07,0.00,0.00,0.0,0.00
Caleb Coombs,Florida Atlantic,Army,Army,-,-,483,2.09,451,4.27,15.45,2.18,7.1,0.09,0.00,0.00,0.0,0.00
Samario Rudolph,Jacksonville State,Lou,JacSt,-,-,484,2.09,453,4.25,16.31,2.15,7.6,0.08,0.00,0.00,0.0,0.00
Xavier Guillory,Arizona State,MissSt,MissSt,-,-,485,2.07,474,3.53,15.65,1.46,10.7,0.08,0.16,0.08,2.0,0.00
Nathan Kent,Navy,Temple,Temple,-,-,486,2.07,517,2.71,11.12,0.64,17.4,0.16,0.00,0.00,0.0,0.00
KK Smith,Notre Dame,NIU,NIU,-,-,487,2.07,497,3.11,14.95,1.05,14.2,0.10,0.00,0.00,0.0,0.00
Mekhi Miller,Missouri,Buff,Buff,-,-,488,2.06,498,3.10,14.86,1.05,14.2,0.10,0.00,0.00,0.0,0.00
Dylan Wright,TCU,LIU,LIU,-,-,489,2.06,501,2.99,12.00,0.93,12.9,0.14,0.00,0.00,0.0,0.00
Alex Capka-Jones,Illinois,Kansas,Kansas,-,-,490,2.02,506,2.97,10.53,0.95,11.1,0.11,3.37,1.05,3.2,0.00
Adam Randall,Clemson,App,App,-,-,491,2.02,468,3.77,20.25,1.75,11.6,0.00,0.00,0.00,0.0,0.00
Creed Whittemore,Mississippi State,AriSt,MissSt,-,-,492,2.02,482,3.36,13.33,1.33,10.0,0.11,0.22,0.11,2.0,0.00
Bobby Golden,Akron,Rut,Akron,-,-,493,2.01,477,3.46,14.91,1.46,10.2,0.09,0.00,0.00,0.0,0.00
Jaedon Wilson,Arkansas,OkSt,Ark,-,-,494,2.00,495,3.12,14.24,1.12,12.7,0.08,0.96,0.16,6.0,0.00
Malachi Riley,Arizona,NoAri,NoAri,-,-,495,1.99,493,3.13,14.19,1.14,12.4,0.10,0.00,0.00,0.0,0.00
Leo Blackburn,Georgia Tech,Syr,GaTech,-,-,496,1.98,500,3.06,15.23,1.08,14.1,0.08,0.00,0.00,0.0,0.00
Omarion Dollison,James Madison,G-Webb,G-Webb,-,-,497,1.98,492,3.14,15.23,1.15,13.2,0.08,0.00,0.00,0.0,0.00
Miles Cross,Indiana,WestIl,WestIl,-,-,498,1.97,490,3.19,14.52,1.22,11.9,0.09,0.00,0.00,0.0,0.00
Micah Bell,Vanderbilt,Alc,Alc,-,-,499,1.92,504,2.97,13.52,1.05,12.9,0.10,0.00,0.00,0.0,0.00
Cataurus Hicks,Louisville,JacSt,JacSt,-,-,500,1.92,487,3.21,14.93,1.29,11.6,0.07,0.00,0.00,0.0,0.00
Sam Jackson V,Auburn,Cal,Cal,-,-,501,1.90,488,3.20,13.00,1.30,10.0,0.10,0.00,0.00,0.0,0.00
Fredrick Moore,Michigan,Tex,Tex,-,-,502,1.90,496,3.11,12.96,1.22,10.6,0.09,0.78,0.17,4.6,0.00
Tyler Williams,Minnesota,URI,URI,-,-,503,1.90,509,2.94,13.24,1.05,12.6,0.10,0.00,0.00,0.0,0.00
Omari Evans,Penn State,BGSU,BGSU,-,-,504,1.89,508,2.95,12.63,1.05,12.0,0.11,0.00,0.00,0.0,0.00
Khafre Brown,Arkansas,OkSt,Ark,-,-,505,1.86,514,2.86,13.58,1.00,13.6,0.08,0.00,0.00,0.0,0.00
Braylon Burnside,Mississippi State,AriSt,MissSt,-,-,506,1.86,505,2.97,14.15,1.11,12.7,0.07,0.00,0.00,0.0,0.00
Isaiah Horton,Miami,FlaA&M,FlaA&M,-,-,507,1.86,503,2.97,14.48,1.10,13.2,0.07,0.00,0.00,0.0,0.00
Jaden Smith,Nevada,GaSo,GaSo,-,-,508,1.85,512,2.88,14.00,1.03,13.6,0.07,0.34,0.07,4.9,0.00
Mudia Reuben,Stanford,CalPly,CalPly,-,-,509,1.84,491,3.14,17.40,1.30,13.4,0.00,1.00,0.20,5.0,0.00
Tykeem Wallace,Kennesaw State,UL-Laf,UL-Laf,-,-,510,1.84,502,2.99,14.14,1.14,12.4,0.07,0.00,0.00,0.0,0.00
Jadon Thompson,Louisville,JacSt,JacSt,-,-,511,1.80,511,2.89,12.55,1.09,11.5,0.09,0.00,0.00,0.0,0.00
Maxwell Moss,James Madison,G-Webb,G-Webb,-,-,512,1.79,513,2.87,12.92,1.08,12.0,0.08,0.00,0.00,0.0,0.00
Money Parks,Utah,Baylor,Baylor,-,-,513,1.79,510,2.90,12.48,1.10,11.3,0.07,1.31,0.21,6.2,0.00
Jack Wright,Tulsa,ArkSt,Tulsa,-,-,514,1.79,520,2.65,13.64,0.86,15.9,0.07,0.00,0.00,0.0,0.00
Marquis Johnson,Missouri,Buff,Buff,-,-,515,1.76,524,2.53,13.94,0.76,18.3,0.06,0.18,0.06,3.0,0.00
Gavin Freeman,Oklahoma State,Ark,Ark,-,-,516,1.73,499,3.07,12.89,1.33,9.7,0.07,0.00,0.00,0.0,0.00
Kahleil Jackson,Florida,Sam,Sam,-,-,517,1.72,515,2.76,12.40,1.04,11.9,0.08,0.00,0.00,0.0,0.00
Justin Robinson,West Virginia,Albany,Albany,-,-,518,1.69,522,2.64,16.87,0.96,17.6,0.00,0.00,0.00,0.0,0.00
Malachi Coleman,Nebraska,Colo,Colo,-,-,519,1.68,521,2.65,12.07,0.97,12.4,0.07,0.62,0.14,4.4,0.00
Brandon Engel,Air Force,SJSU,SJSU,-,-,520,1.68,518,2.68,16.78,1.00,16.8,0.00,0.00,0.00,0.0,0.00
Regis Velez,Navy,Temple,Temple,-,-,521,1.68,529,2.26,13.24,0.59,22.4,0.06,0.00,0.00,0.0,0.00
P.J. Wells,Jacksonville State,Lou,JacSt,-,-,522,1.63,507,2.96,16.27,1.33,12.2,0.00,0.00,0.00,0.0,0.00
Ardell Banks,Kent,StF-Pa,StF-Pa,-,-,523,1.54,523,2.62,10.42,1.08,9.6,0.08,0.00,0.00,0.0,0.00
Jarvis Rush,Akron,Rut,Akron,-,-,524,1.54,525,2.47,11.14,0.93,12.0,0.07,0.00,0.00,0.0,0.00
Cayden Lee,Mississippi,MiddTn,MiddTn,-,-,525,1.47,533,2.07,8.70,0.60,14.5,0.10,0.00,0.00,0.0,0.00
Major Everhart,TCU,LIU,LIU,-,-,526,1.46,516,2.74,12.50,1.29,9.7,0.00,2.07,0.57,3.6,0.00
Stanley King,Kent,StF-Pa,StF-Pa,-,-,527,1.44,526,2.44,10.14,1.00,10.1,0.07,0.00,0.00,0.0,0.00
Evan Prater,Cincinnati,Pitt,Pitt,-,-,528,1.44,519,2.67,14.22,1.22,11.7,0.00,0.22,0.11,2.0,0.00
Munir McClain,Utah,Baylor,Baylor,-,-,529,1.40,531,2.20,8.00,0.80,10.0,0.10,0.00,0.00,0.0,0.00
Kroy Myers,Navy,Temple,Temple,-,-,530,1.40,538,1.86,9.38,0.46,20.4,0.08,0.00,0.00,0.0,0.00
Jaden Dottin,Toledo,UMass,UMass,-,-,531,1.38,528,2.31,9.50,0.93,10.2,0.07,0.00,0.00,0.0,0.00
Ryan Wingo,Texas,Mich,Tex,-,-,532,1.36,536,1.96,9.60,0.60,16.0,0.07,0.00,0.00,0.0,0.00
Langston Lewis,Central Michigan,FIU,CentMi,-,-,533,1.30,530,2.26,8.83,0.97,9.1,0.07,0.00,0.00,0.0,0.00
Omarion Miller,Colorado,Neb,Colo,-,-,534,1.30,534,1.99,9.25,0.69,13.4,0.06,0.00,0.00,0.0,0.00
Talyn Shettron,Oklahoma State,Ark,Ark,-,-,535,1.30,532,2.09,8.71,0.79,11.0,0.07,0.00,0.00,0.0,0.00
Jacory Barney Jr.,Nebraska,Colo,Colo,-,-,536,1.26,527,2.37,11.67,1.11,10.5,0.00,0.89,0.22,4.0,0.00
Devan Williams,Houston,Okla,Hou,-,-,537,1.19,540,1.76,7.64,0.57,13.4,0.07,0.00,0.00,0.0,0.00
Ayden Williams,Mississippi,MiddTn,MiddTn,-,-,538,1.13,539,1.76,7.56,0.63,12.0,0.06,0.00,0.00,0.0,0.00
AJ Jones,Arizona,NoAri,NoAri,-,-,539,1.11,543,1.69,6.08,0.58,10.5,0.08,0.00,0.00,0.0,0.00
Aaron Turner,Cincinnati,Pitt,Pitt,-,-,540,1.07,542,1.70,5.31,0.63,8.4,0.06,1.69,0.25,6.8,0.00
Ray Ray Joseph,Miami,FlaA&M,FlaA&M,-,-,541,1.00,541,1.73,4.55,0.73,6.2,0.09,0.00,0.00,0.0,0.00
Camden Brown,Auburn,Cal,Cal,-,-,542,0.99,537,1.94,9.89,0.95,10.4,0.00,0.00,0.00,0.0,0.00
Christian Moss,Kennesaw State,UL-Laf,UL-Laf,-,-,543,0.95,544,1.48,6.00,0.53,11.3,0.06,0.00,0.00,0.0,0.00
Anthony Brown-Stephens,Kentucky,SCar,SCar,-,-,544,0.90,545,1.33,4.71,0.43,11.0,0.07,0.00,0.00,0.0,0.00
Shaleak Knotts,Maryland,MSU,MSU,-,-,545,0.89,535,1.97,8.92,1.08,8.3,0.00,0.00,0.00,0.0,0.00
Terrell Timmons,Colorado,Neb,Colo,-,-,546,0.73,546,1.30,7.29,0.57,12.8,0.00,0.00,0.00,0.0,0.00
Tobi Olawole,Army,FlaAtl,Army,-,-,547,0.70,547,1.26,7.00,0.56,12.5,0.00,0.00,0.00,0.0,0.00
Nick Munson,Ball State,MoStU,MoStU,-,-,548,0.59,548,1.16,5.93,0.57,10.4,0.00,0.00,0.00,0.0,0.00
Jamoi Mayes,Cincinnati,Pitt,Pitt,-,-,549,0.53,550,1.03,5.33,0.50,10.7,0.00,0.00,0.00,0.0,0.00
Jarrad Baker,Central Florida,SamHou,SamHou,-,-,550,0.52,549,1.14,4.54,0.62,7.3,0.00,0.69,0.15,4.6,0.00
Chris Carpenter,UTSA,TxSt,Tx-SA,-,-,551,0.44,551,0.98,4.08,0.54,7.6,0.00,0.31,0.23,1.3,0.00
Daniel Jackson,Iowa State,Iowa,IaSt,-,-,552,0.00,552,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
