,,Week 2 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Jay Ducker,Sam Houston,UCF,SamHou,-,-,193,6.76,199,7.37,38.00,10.00,3.8,0.43,3.48,0.61,5.7,0.00
Eli Heidenreich,Navy,Temple,Temple,-,-,194,6.72,168,8.47,22.33,3.00,7.4,0.08,29.83,1.75,17.0,0.17
Kanye Udoh,Army,FlaAtl,Army,-,-,195,6.65,217,6.65,50.95,10.00,5.1,0.26,0.00,0.00,0.0,0.00
Myles Bailey,Central Michigan,FIU,CentMi,-,-,196,6.57,194,7.63,42.30,9.00,4.7,0.25,8.67,1.06,8.2,0.00
Demie Sumo-Karngbaye,Kentucky,SCar,SCar,-,-,197,6.56,184,7.96,36.89,7.00,5.3,0.25,8.89,1.40,6.4,0.08
CJ Campbell,Florida Atlantic,Army,Army,-,-,198,6.50,216,6.83,39.08,6.00,6.5,0.41,1.62,0.32,5.1,0.00
Kaelon Black,Indiana,WestIl,WestIl,-,-,199,6.49,185,7.89,40.13,9.00,4.5,0.17,9.91,1.40,7.1,0.08
CJ Hester,Massachusetts,Toledo,UMass,-,-,200,6.38,188,7.83,26.55,7.00,3.8,0.34,11.61,1.45,8.0,0.09
Shomari Lawrence,Florida International,CentMi,CentMi,-,-,201,6.38,208,7.03,39.92,10.00,4.0,0.33,4.18,0.66,6.3,0.00
Victor Rosa,UConn,Merrim,Merrim,-,-,202,6.36,201,7.34,43.30,9.00,4.8,0.24,5.76,0.97,5.9,0.00
Pat Garwo,Nevada,GaSo,GaSo,-,-,203,6.34,210,6.98,40.00,10.00,4.0,0.32,4.03,0.65,6.2,0.00
Quinten Joyner,USC,UtahSt,UtahSt,-,-,204,6.34,214,6.85,43.96,7.00,6.3,0.26,4.10,0.51,8.0,0.00
OJ Arnold,Georgia Southern,Nevada,GaSo,-,-,205,6.33,203,7.26,36.37,7.00,5.2,0.34,6.40,0.94,6.8,0.00
Bill Jackson,Tulsa,ArkSt,Tulsa,-,-,206,6.30,206,7.16,47.35,11.00,4.3,0.17,5.33,0.86,6.2,0.00
Bryce Duke,Old Dominion,ECU,ECU,-,-,207,6.24,213,6.89,32.91,7.00,4.7,0.32,5.39,0.64,8.4,0.08
Dawson Pendergrass,Baylor,Utah,Baylor,-,-,208,6.22,204,7.25,30.31,7.00,4.3,0.32,8.03,1.03,7.8,0.08
Charlie Offerdahl,Colorado,Neb,Colo,-,-,209,6.20,197,7.51,32.99,7.00,4.7,0.26,7.96,1.31,6.1,0.09
George Pettaway,James Madison,G-Webb,G-Webb,-,-,210,6.18,212,6.96,35.96,8.00,4.5,0.34,5.25,0.77,6.8,0.00
Evan Pryor,Cincinnati,Pitt,Pitt,-,-,211,6.17,207,7.04,36.87,9.00,4.1,0.26,3.84,0.87,4.4,0.09
Marquese Williams,Akron,Rut,Akron,-,-,212,6.11,200,7.37,32.01,7.00,4.6,0.31,10.22,1.26,8.1,0.00
Ron Wiggins,Jacksonville State,Lou,JacSt,-,-,213,6.10,215,6.84,35.81,7.00,5.1,0.33,5.70,0.73,7.8,0.00
Kendrick Raphael,North Carolina State,Tenn,Tenn,-,-,214,6.02,211,6.97,41.37,9.00,4.6,0.17,8.48,0.95,8.9,0.00
Trey Cooley,Georgia Tech,Syr,GaTech,-,-,215,5.98,209,7.02,30.74,7.00,4.4,0.24,9.74,1.05,9.3,0.08
Emmett Johnson,Nebraska,Colo,Colo,-,-,216,5.93,222,6.35,41.75,9.00,4.6,0.25,2.58,0.42,6.1,0.00
Gavin Garcia,Kent,StF-Pa,StF-Pa,-,-,217,5.92,225,6.08,42.93,11.00,3.9,0.25,1.48,0.16,9.3,0.00
Coleman Bennett,Rice,TxSo,TxSo,-,-,218,5.82,186,7.85,25.97,7.00,3.7,0.24,17.58,2.03,8.7,0.00
Elijah Gilliam,Fresno State,Sac,Sac,-,-,219,5.79,221,6.44,25.97,6.00,4.3,0.33,7.23,0.66,11.0,0.08
Alexander Diggs,Kennesaw State,UL-Laf,UL-Laf,-,-,220,5.77,224,6.12,38.51,8.00,4.8,0.26,3.34,0.35,9.5,0.00
Jadan Baugh,Florida,Sam,Sam,-,-,221,5.72,223,6.26,36.17,7.00,5.2,0.27,4.85,0.54,9.0,0.00
Zylan Perry,Louisiana-Lafayette,KennSt,UL-Laf,-,-,222,5.56,230,5.88,29.43,7.00,4.2,0.32,2.31,0.32,7.2,0.08
Branson Robinson,Georgia,TnTech,TnTech,-,-,223,5.52,228,5.93,26.80,5.00,5.4,0.41,3.77,0.41,9.2,0.00
Sy'veon Wilkerson,Georgia State,Chat,Chat,-,-,224,5.49,238,5.73,33.70,8.00,4.2,0.32,1.78,0.24,7.4,0.00
Kaleb Johnson,Iowa,IaSt,IaSt,-,-,225,5.48,231,5.82,36.42,9.00,4.0,0.25,3.06,0.34,9.0,0.00
Jaison Patterson,Bowling Green,PSU,BGSU,-,-,226,5.45,202,7.28,19.08,5.00,3.8,0.17,15.42,1.83,8.4,0.17
Daelen Alexander,Rice,TxSo,TxSo,-,-,227,5.41,244,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Tyrell Robinson,Army,FlaAtl,Army,-,-,228,5.41,233,5.80,31.25,6.00,5.2,0.31,4.13,0.39,10.6,0.00
Rocko Griffin,UTSA,TxSt,Tx-SA,-,-,229,5.35,227,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,Idaho,Idaho,-,-,230,5.31,226,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Javious Bond,East Carolina,ODU,ECU,-,-,231,5.22,219,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,Miss,MiddTn,-,-,232,5.20,232,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,Okla,Hou,-,-,233,5.19,229,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Yasin Wllis,Syracuse,GaTech,GaTech,-,-,234,5.17,236,5.74,32.31,7.00,4.6,0.24,4.72,0.57,8.3,0.00
Mike Washington,New Mexico State,Lib,Lib,-,-,235,5.14,235,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Oscar Adaway III,South Carolina,Kty,SCar,-,-,236,5.09,240,5.66,32.23,7.00,4.6,0.24,3.99,0.57,7.0,0.00
Jovantae Barnes,Oklahoma,Hou,Hou,-,-,237,5.07,234,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Terrence Gist,Air Force,SJSU,SJSU,-,-,238,5.03,255,5.03,34.19,7.00,4.9,0.27,0.00,0.00,0.0,0.00
Sutton Smith,Memphis,Troy,Troy,-,-,239,5.02,218,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Joquez Smith,Temple,Navy,Temple,-,-,240,5.01,237,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Samuel Brown,Rutgers,Akron,Akron,-,-,241,4.98,247,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,TxTch,TxTch,-,-,242,4.96,239,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,SoUt,SoUt,-,-,243,4.96,248,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Jeremiah Cobb,Auburn,Cal,Cal,-,-,244,4.93,241,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Deion Hankins,Texas State,Tx-SA,Tx-SA,-,-,245,4.88,246,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Brandon Chatman,Navy,Temple,Temple,-,-,246,4.85,220,6.46,17.97,5.00,3.6,0.08,20.34,1.61,12.6,0.08
Willie Shaw,Toledo,UMass,UMass,-,-,247,4.81,243,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Jaylon Armstead,San Diego State,OreSt,OreSt,-,-,248,4.74,249,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,MiddTn,MiddTn,-,-,249,4.68,245,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Hou,Hou,-,-,250,4.63,251,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,UL-Laf,UL-Laf,-,-,251,4.50,267,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,McNe,McNe,-,-,252,4.47,257,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,Cal,Cal,-,-,253,4.46,253,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,Duke,Duke,-,-,254,4.46,242,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Daniyel Ngata,Washington,EastMi,EastMi,-,-,255,4.42,252,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,JacSt,JacSt,-,-,256,4.41,264,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,Tx-SA,Tx-SA,-,-,257,4.40,262,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,Marsh,Marsh,-,-,258,4.37,256,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,NIU,NIU,-,-,259,4.31,261,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,App,App,-,-,260,4.31,250,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,NMSt,Lib,-,-,261,4.29,269,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,Neb,Colo,-,-,262,4.22,273,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,OkSt,Ark,-,-,263,4.22,258,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,Toledo,UMass,-,-,264,4.19,259,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,Char,Char,-,-,265,4.16,265,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,WestIl,WestIl,-,-,266,4.11,263,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,ECU,ECU,-,-,267,4.11,270,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,AF,SJSU,-,-,268,4.09,272,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,Utah,Baylor,-,-,269,4.07,277,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,UNC,Char,-,-,270,4.06,276,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,Mich,Tex,-,-,271,4.05,266,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,Duq,Duq,-,-,272,3.97,271,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,IaSt,IaSt,-,-,273,3.94,282,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,Oregon,Boise,-,-,274,3.91,275,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,Army,Army,-,-,275,3.86,254,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,WashSt,TxTch,-,-,276,3.86,279,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,ODU,ECU,-,-,277,3.81,274,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,Iowa,IaSt,-,-,278,3.80,284,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,W&M,W&M,-,-,279,3.76,268,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,G-Webb,G-Webb,-,-,280,3.75,286,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,MSU,MSU,-,-,281,3.75,283,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,MSU,MSU,-,-,282,3.74,285,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,NorCol,NorCol,-,-,283,3.73,287,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,SFA,SFA,-,-,284,3.71,290,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,UAB,UAB,-,-,285,3.68,294,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,Mem,Troy,-,-,286,3.56,280,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,Ohio,USA,-,-,287,3.55,281,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,Boise,Boise,-,-,288,3.54,278,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,OhioSt,WestMI,-,-,289,3.53,292,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,UtahTe,UtahTe,-,-,290,3.52,293,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,Missou,Buff,-,-,291,3.52,288,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,MoStU,MoStU,-,-,292,3.49,295,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,URI,URI,-,-,293,3.38,306,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Dante Dowdell,Nebraska,Colo,Colo,-,-,294,3.35,302,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,NCSU,Tenn,-,-,295,3.29,296,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,NorCol,NorCol,-,-,296,3.27,307,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,UMass,UMass,-,-,297,3.26,303,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,Kansas,Kansas,-,-,298,3.25,305,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,AriSt,MissSt,-,-,299,3.25,301,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,KanSt,KanSt,-,-,300,3.23,289,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,Clem,App,-,-,301,3.16,309,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,Navy,Temple,-,-,302,3.16,304,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,NW,Duke,-,-,303,3.12,300,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,Auburn,Cal,-,-,304,3.11,299,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,Ark,Ark,-,-,305,3.09,313,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,Baylor,Baylor,-,-,306,3.07,324,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,Wake,UVa,-,-,307,3.06,297,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,OreSt,OreSt,-,-,308,3.03,314,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,CentMi,CentMi,-,-,309,3.01,291,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,Miss,MiddTn,-,-,310,2.92,316,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,Wash,EastMi,-,-,311,2.92,310,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,EastKy,EastKy,-,-,312,2.91,298,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,Mich,Tex,-,-,313,2.91,315,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,FlaAtl,Army,-,-,314,2.90,260,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Lloyd Avant,Tulsa,ArkSt,Tulsa,-,-,315,2.86,308,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,MissSt,MissSt,-,-,316,2.83,311,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,UVa,UVa,-,-,317,2.79,329,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,VaTech,Marsh,-,-,318,2.78,319,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,Nich,Nich,-,-,319,2.77,327,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,AF,SJSU,-,-,320,2.72,325,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Hollywood Smothers,North Carolina State,Tenn,Tenn,-,-,321,2.70,312,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,Akron,Akron,-,-,322,2.67,321,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,Mem,Troy,-,-,323,2.67,317,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,FIU,CentMi,-,-,324,2.61,318,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,Merrim,Merrim,-,-,325,2.60,330,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,URI,URI,-,-,326,2.60,320,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,McNe,McNe,-,-,327,2.59,322,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,SMU,BYU,-,-,328,2.57,334,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,LIU,LIU,-,-,329,2.57,337,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,CalPly,CalPly,-,-,330,2.56,326,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,Clem,App,-,-,331,2.48,342,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,SoUt,SoUt,-,-,332,2.41,340,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
K'Wan Powell,South Florida,Ala,USF,-,-,333,2.37,332,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,Iowa,IaSt,-,-,334,2.35,323,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,SamHou,SamHou,-,-,335,2.35,328,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,KanSt,KanSt,-,-,336,2.34,343,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,Kansas,Kansas,-,-,337,2.33,338,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,SouDak,SouDak,-,-,338,2.31,345,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,TxTch,TxTch,-,-,339,2.19,341,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,USC,UtahSt,-,-,340,2.14,348,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,WestMI,WestMI,-,-,341,2.09,347,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,BGSU,BGSU,-,-,342,2.07,351,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,OreSt,OreSt,-,-,343,2.06,333,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,Cin,Pitt,-,-,344,2.06,344,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,PSU,BGSU,-,-,345,2.06,331,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,Tex,Tex,-,-,346,2.06,360,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,Kty,SCar,-,-,347,2.04,339,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,Alc,Alc,-,-,348,2.02,350,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
Hinckley Ropati,BYU,SMU,BYU,-,-,349,2.00,336,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,USF,USF,-,-,350,1.95,357,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,FlaA&M,FlaA&M,-,-,351,1.93,354,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,URI,URI,-,-,352,1.93,368,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,UtahSt,UtahSt,-,-,353,1.92,363,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,ND,NIU,-,-,354,1.92,346,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,Baylor,Baylor,-,-,355,1.92,356,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,OkSt,Ark,-,-,356,1.90,361,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,Tulsa,Tulsa,-,-,357,1.88,364,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,UCF,SamHou,-,-,358,1.88,352,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,Baylor,Baylor,-,-,359,1.88,349,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,SELa,SELa,-,-,360,1.86,355,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,SELa,SELa,-,-,361,1.85,366,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,StF-Pa,StF-Pa,-,-,362,1.84,365,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Nolan McCormick,Ohio,USA,USA,-,-,363,1.78,369,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,Rut,Akron,-,-,364,1.76,359,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,Kty,SCar,-,-,365,1.76,335,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,OhioSt,WestMI,-,-,366,1.72,353,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,Syr,GaTech,-,-,367,1.70,362,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,WashSt,TxTch,-,-,368,1.68,372,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,Wake,UVa,-,-,369,1.68,358,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,Char,Char,-,-,370,1.67,373,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,SDSU,OreSt,-,-,371,1.66,367,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,Nevada,GaSo,-,-,372,1.60,370,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Sevion Morrison,Kansas,Ill,Kansas,-,-,373,1.48,374,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,Pitt,Pitt,-,-,374,1.46,371,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,Merrim,Merrim,-,-,375,1.45,375,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Jack Griese,Virginia,Wake,UVa,-,-,376,1.32,376,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,Navy,Temple,-,-,377,1.27,377,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,Idaho,Idaho,-,-,378,1.20,381,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,SamHou,SamHou,-,-,379,1.13,379,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,SCar,SCar,-,-,380,1.11,378,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,Albany,Albany,-,-,381,1.02,380,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,Tex,Tex,-,-,382,0.93,385,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,Buff,Buff,-,-,383,0.89,386,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,CalPly,CalPly,-,-,384,0.85,387,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,URI,URI,-,-,385,0.84,388,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,SCar,SCar,-,-,386,0.84,384,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
