,,Week 11 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Tylan Hines,Hawaii,UNLV,UNLV,-,-,194,5.45,164,9.13,38.80,3.68,10.5,0.24,1.28,0.32,4.0,0.00
Latrell Caples,Boise State,Nevada,Nevada,-,-,195,5.44,175,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Jared Brown,South Carolina,Vandy,SCar,-,-,196,5.41,178,8.57,38.75,3.17,12.2,0.25,0.33,0.33,1.0,0.00
Chase Hendricks,Ohio,KentSt,Ohio,-,-,197,5.41,202,8.12,38.31,2.71,14.1,0.25,0.51,0.17,3.0,0.00
Colby Bowman,Utah State,WashSt,UtahSt,-,-,198,5.40,196,8.26,37.95,2.86,13.3,0.27,0.00,0.00,0.0,0.00
Qian Magwood,Ball State,Mia-O,Mia-O,-,-,199,5.40,163,9.13,37.64,3.73,10.1,0.27,0.00,0.00,0.0,0.00
Matthew Golden,Texas,Fla,Fla,-,-,200,5.39,207,7.98,35.06,2.59,13.5,0.31,0.00,0.08,0.0,0.00
Gary Bryant Jr.,Oregon,MD,MD,-,-,201,5.38,218,7.70,34.84,2.32,15.0,0.29,1.55,0.29,5.3,0.00
Ryan Davis,New Mexico,SDSU,NM,-,-,202,5.37,167,8.90,43.15,3.53,12.2,0.18,0.00,0.00,0.0,0.00
Jordan Faison,Notre Dame,FlaSt,FlaSt,-,-,203,5.37,230,7.47,34.10,2.10,16.2,0.30,1.60,0.20,8.0,0.00
Quentin Skinner,Kansas,IaSt,IaSt,-,-,204,5.34,217,7.72,42.38,2.38,17.8,0.17,0.77,0.17,4.5,0.00
Tyson Mobley,Liberty,MiddTn,Lib,-,-,205,5.33,249,6.96,31.45,1.64,19.2,0.36,0.00,0.00,0.0,0.00
Milan Tucker,Florida Atlantic,ECU,FlaAtl,-,-,206,5.23,180,8.56,35.65,3.33,10.7,0.28,0.00,0.00,0.0,0.00
Trent Walker,Oregon State,SJSU,SJSU,-,-,207,5.22,188,8.49,36.29,3.28,11.1,0.26,0.34,0.09,3.8,0.00
Caleb Douglas,Texas Tech,Colo,Colo,-,-,208,5.21,176,8.66,36.55,3.45,10.6,0.26,0.00,0.00,0.0,0.00
Harvey Broussard,Louisiana-Lafayette,ArkSt,ArkSt,-,-,209,5.19,213,7.83,35.55,2.64,13.5,0.27,0.00,0.00,0.0,0.00
Mekhi Shaw,San Diego State,NM,NM,-,-,210,5.17,198,8.18,37.38,3.02,12.4,0.24,0.00,0.00,0.0,0.00
Luke Floriea,Kent,Ohio,Ohio,-,-,211,5.15,195,8.27,32.26,3.12,10.3,0.31,0.55,0.08,6.9,0.00
Horatio Fields,Wake Forest,Cal,Cal,-,-,212,5.12,208,7.90,34.54,2.78,12.4,0.28,0.00,0.00,0.0,0.00
Antonio Jones,Temple,Tulane,Temple,-,-,213,5.10,220,7.64,41.51,2.54,16.3,0.16,0.00,0.00,0.0,0.00
Giles Jackson,Washington,PSU,Wash,-,-,214,5.07,182,8.54,34.52,3.47,9.9,0.24,1.69,0.40,4.2,0.00
Lance LeGendre,Louisiana-Lafayette,ArkSt,ArkSt,-,-,215,4.98,228,7.50,34.17,2.52,13.6,0.26,0.00,0.00,0.0,0.00
Aaron Anderson,LSU,Ala,Ala,-,-,216,4.95,222,7.61,33.47,2.67,12.5,0.27,0.00,0.00,0.0,0.00
Jyaire Shorter,Memphis,Rice,Rice,-,-,217,4.95,229,7.48,29.88,2.53,11.8,0.33,0.00,0.00,0.0,0.00
Marc Britt,Louisiana-Monroe,TxSt,TxSt,-,-,218,4.94,225,7.53,32.50,2.59,12.5,0.28,0.19,0.09,2.1,0.00
Julian Gray,Liberty,MiddTn,Lib,-,-,219,4.94,254,6.77,29.17,1.83,15.9,0.33,0.25,0.08,3.1,0.00
Michael Mathison,Western Kentucky,NMSt,WestKy,-,-,220,4.94,206,8.01,34.92,3.06,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Canion,Liberty,MiddTn,Lib,-,-,221,4.91,258,6.64,27.27,1.73,15.8,0.36,0.00,0.00,0.0,0.00
Koby Drake,Memphis,Rice,Rice,-,-,222,4.91,201,8.14,34.60,3.23,10.7,0.24,0.00,0.00,0.0,0.00
Ja'Cyais Credle,Georgia State,JMU,GaSt,-,-,223,4.90,214,7.82,35.15,2.92,12.0,0.23,0.00,0.00,0.0,0.00
Christian Dremel,Rutgers,Minn,Minn,-,-,224,4.88,211,7.85,33.13,2.97,11.2,0.23,1.64,0.31,5.3,0.00
Dacari Collins,North Carolina State,Duke,Duke,-,-,225,4.84,244,7.07,32.44,2.22,14.6,0.27,0.00,0.00,0.0,0.00
Kody Epps,BYU,Utah,BYU,-,-,226,4.84,227,7.50,33.75,2.66,12.7,0.23,0.63,0.23,2.7,0.00
Carlos Hernandez,Washington State,UtahSt,UtahSt,-,-,227,4.81,209,7.86,39.44,3.06,12.9,0.14,0.28,0.14,2.0,0.00
Iverson Hooks,UAB,UConn,UConn,-,-,228,4.80,232,7.44,28.80,2.64,10.9,0.32,0.00,0.00,0.0,0.00
Prince Strachan,Boise State,Nevada,Nevada,-,-,229,4.76,269,6.38,33.77,1.62,20.8,0.23,0.00,0.00,0.0,0.00
Davon Wells,Louisiana-Monroe,TxSt,TxSt,-,-,230,4.75,221,7.62,32.79,2.87,11.4,0.25,0.00,0.00,0.0,0.00
Kyre Duplessis,Coastal Carolina,App,App,-,-,231,4.74,210,7.85,35.16,3.11,11.3,0.16,2.38,0.98,2.4,0.00
Makai Jackson,Appalachian State,CoastC,App,-,-,232,4.74,237,7.22,36.00,2.48,14.5,0.19,0.00,0.00,0.0,0.00
Damien Alford,Utah,BYU,BYU,-,-,233,4.73,242,7.08,33.18,2.35,14.1,0.24,0.00,0.00,0.0,0.00
Daejon Reynolds,Pittsburgh,UVa,UVa,-,-,234,4.73,219,7.70,33.28,2.97,11.2,0.23,0.00,0.00,0.0,0.00
Chuck Montgomery,Marshall,SouMis,Marsh,-,-,235,4.70,234,7.40,32.21,2.70,11.9,0.25,0.00,0.00,0.0,0.00
Andre Greene,Virginia,Pitt,UVa,-,-,236,4.66,223,7.61,36.72,2.95,12.4,0.16,0.00,0.00,0.0,0.00
Melquan Stovall,Arizona State,UCF,UCF,-,-,237,4.66,233,7.42,34.22,2.76,12.4,0.17,2.07,0.34,6.1,0.00
Cortez Braham,Nevada,Boise,Nevada,-,-,238,4.65,239,7.19,32.14,2.54,12.7,0.24,0.08,0.08,1.0,0.00
Rawson MacNeill,Rice,Mem,Rice,-,-,239,4.63,224,7.58,35.63,2.95,12.1,0.18,0.00,0.00,0.0,0.00
Baylin Brooks,San Diego State,NM,NM,-,-,240,4.61,240,7.16,35.61,2.54,14.0,0.18,0.00,0.00,0.0,0.00
Myles Butler,Middle Tenn. St,Lib,Lib,-,-,241,4.60,252,6.81,30.64,2.21,13.9,0.26,0.00,0.00,0.0,0.00
Brett Buckman,UConn,UAB,UConn,-,-,242,4.59,212,7.83,35.76,3.24,11.0,0.16,0.41,0.16,2.6,0.00
CJ Smith,Purdue,OhioSt,Purdue,-,-,243,4.59,246,7.03,33.09,2.45,13.5,0.21,0.00,0.00,0.0,0.00
Zae Baines,Temple,Tulane,Temple,-,-,244,4.52,216,7.72,40.40,3.20,12.6,0.08,0.00,0.00,0.0,0.00
Alex Perry,Hawaii,UNLV,UNLV,-,-,245,4.51,238,7.21,30.79,2.70,11.4,0.24,0.00,0.00,0.0,0.00
RJ Garcia,Bowling Green,CentMi,BGSU,-,-,246,4.49,236,7.31,34.35,2.82,12.2,0.16,0.89,0.24,3.7,0.00
Braylen Walker,Rice,Mem,Rice,-,-,247,4.49,271,6.37,28.03,1.88,14.9,0.28,0.00,0.00,0.0,0.00
Malcolm Johnson,Bowling Green,CentMi,BGSU,-,-,248,4.45,241,7.08,34.07,2.63,13.0,0.17,0.25,0.08,3.1,0.00
Skyler Bell,UConn,UAB,UConn,-,-,249,4.43,245,7.06,27.91,2.64,10.6,0.27,0.00,0.00,0.0,0.00
Josiah Freeman,Fresno State,AF,Fres,-,-,250,4.43,257,6.69,28.61,2.26,12.7,0.26,0.00,0.00,0.0,0.00
Donovan Faupel,New Mexico State,WestKy,WestKy,-,-,251,4.39,263,6.51,25.10,2.12,11.8,0.31,0.00,0.00,0.0,0.00
Jake Smith,Arizona State,UCF,UCF,-,-,252,4.34,243,7.07,29.30,2.73,10.7,0.23,0.00,0.00,0.0,0.00
Titus Mokiao-Atimalala,UCLA,Iowa,Iowa,-,-,253,4.33,265,6.49,28.25,2.17,13.0,0.25,0.00,0.00,0.0,0.00
Reagan Ealy,Arkansas State,UL-Laf,ArkSt,-,-,254,4.29,267,6.43,31.72,2.14,14.8,0.19,0.00,0.00,0.0,0.00
Jacob Bernard,Louisiana-Lafayette,ArkSt,ArkSt,-,-,255,4.28,235,7.37,38.26,3.09,12.4,0.08,0.00,0.00,0.0,0.00
Brionne Penny,James Madison,GaSt,GaSt,-,-,256,4.26,251,6.82,32.43,2.55,12.7,0.17,0.00,0.00,0.0,0.00
Chris Parker,Central Michigan,BGSU,BGSU,-,-,257,4.24,279,6.20,27.76,1.96,14.2,0.24,0.00,0.00,0.0,0.00
Gamarion Carter,Middle Tenn. St,Lib,Lib,-,-,258,4.20,276,6.29,31.09,2.09,14.9,0.18,0.00,0.18,0.0,0.00
Trell Harris,Virginia,Pitt,UVa,-,-,259,4.20,264,6.50,31.83,2.30,13.8,0.17,0.00,0.00,0.0,0.00
TreyShun Hurry,San Jose State,OreSt,SJSU,-,-,260,4.20,248,6.96,31.64,2.76,11.5,0.17,0.00,0.00,0.0,0.00
Ja'Varrius Johnson,Central Florida,AriSt,UCF,-,-,261,4.20,250,6.84,30.27,2.64,11.5,0.18,0.82,0.09,9.1,0.00
Jordan Mosley,Mississippi State,Tenn,MissSt,-,-,262,4.20,270,6.38,29.91,2.18,13.7,0.18,1.18,0.27,4.4,0.00
Larry Simmons,Southern Miss,Marsh,Marsh,-,-,263,4.20,261,6.58,28.15,2.38,11.8,0.23,0.00,0.00,0.0,0.00
Tony Johnson,Cincinnati,WVU,WVU,-,-,264,4.18,274,6.31,30.13,2.13,14.1,0.18,0.98,0.09,10.9,0.00
Raphael Williams,Pittsburgh,UVa,UVa,-,-,265,4.18,256,6.70,26.17,2.52,10.4,0.26,0.00,0.00,0.0,0.00
Jasaiah Gathings,UConn,UAB,UConn,-,-,266,4.17,226,7.51,36.51,3.34,10.9,0.09,0.00,0.00,0.0,0.00
Adam Jones,Arkansas State,UL-Laf,ArkSt,-,-,267,4.17,291,6.00,31.67,1.83,17.3,0.17,0.00,0.00,0.0,0.00
Caleb Odom,Alabama,LSU,Ala,-,-,268,4.16,289,6.01,25.68,1.85,13.9,0.26,0.00,0.00,0.0,0.00
Jayden Thomas,Notre Dame,FlaSt,FlaSt,-,-,269,4.13,286,6.07,29.03,1.94,15.0,0.19,0.68,0.10,6.8,0.00
Gage Larvadain,South Carolina,Vandy,SCar,-,-,270,4.09,272,6.36,29.27,2.27,12.9,0.18,0.73,0.18,4.1,0.00
Justin Bowick,Ball State,Mia-O,Mia-O,-,-,271,4.08,262,6.58,25.83,2.50,10.3,0.25,0.00,0.00,0.0,0.00
Jayden McGowan,Boston College,Syr,Syr,-,-,272,4.07,247,7.02,33.30,2.95,11.3,0.09,2.05,0.45,4.6,0.00
T.J. Jones,UAB,UConn,UConn,-,-,273,4.05,303,5.64,24.62,1.59,15.5,0.26,0.00,0.00,0.0,0.00
Seth Anderson,Iowa,UCLA,Iowa,-,-,274,4.03,277,6.25,29.92,2.21,13.5,0.16,0.57,0.08,7.1,0.00
Anthony Smith,East Carolina,FlaAtl,FlaAtl,-,-,275,4.02,284,6.10,30.17,2.08,14.5,0.17,0.00,0.00,0.0,0.00
Casey Cain,UNLV,Hawaii,UNLV,-,-,276,4.00,282,6.14,28.84,2.14,13.5,0.19,0.00,0.00,0.0,0.00
Dalton Stroman,Appalachian State,CoastC,App,-,-,277,4.00,313,5.42,25.50,1.42,18.0,0.24,0.32,0.08,4.0,0.00
Dalevon Campbell,South Carolina,Vandy,SCar,-,-,278,3.96,285,6.09,33.96,2.13,15.9,0.09,0.27,0.09,3.0,0.00
Trebor Pena,Syracuse,BC,Syr,-,-,279,3.92,278,6.25,29.17,2.33,12.5,0.17,0.00,0.00,0.0,0.00
Kaden Saunders,Penn State,Wash,Wash,-,-,280,3.92,306,5.61,20.23,1.69,12.0,0.31,0.46,0.08,5.8,0.00
Javon Harvey,Duke,NCSU,Duke,-,-,281,3.89,292,5.98,27.43,2.10,13.1,0.19,0.00,0.00,0.0,0.00
Jordan Smith,New Mexico State,WestKy,WestKy,-,-,282,3.89,266,6.44,28.00,2.55,11.0,0.18,0.00,0.00,0.0,0.00
Isaiah Alston,Iowa State,Kansas,IaSt,-,-,283,3.85,300,5.75,26.50,1.90,13.9,0.20,0.00,0.00,0.0,0.00
Dont'e Thornton Jr.,Tennessee,MissSt,MissSt,-,-,284,3.85,310,5.49,27.64,1.64,16.9,0.18,0.00,0.00,0.0,0.00
Kordell David,New Mexico State,WestKy,WestKy,-,-,285,3.82,293,5.94,24.08,2.12,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Spencer,Minnesota,Rut,Minn,-,-,286,3.82,301,5.74,23.76,1.92,12.4,0.24,0.00,0.00,0.0,0.00
Dane Pardridge,Northern Illinois,WestMI,NIU,-,-,287,3.81,290,6.00,26.67,2.19,12.2,0.19,0.00,0.00,0.0,0.00
Walker Merrill,Wake Forest,Cal,Cal,-,-,288,3.78,280,6.16,27.57,2.38,11.6,0.17,0.00,0.00,0.0,0.00
Jimmy Horn,Colorado,TxTch,Colo,-,-,289,3.77,273,6.34,25.81,2.57,10.0,0.19,0.48,0.10,4.8,0.00
Marshaun Brown,Nevada,Boise,Nevada,-,-,290,3.76,297,5.80,27.84,2.04,13.6,0.16,0.00,0.00,0.0,0.00
John Adams,Temple,Tulane,Temple,-,-,291,3.74,295,5.88,21.42,2.13,10.1,0.27,0.00,0.00,0.0,0.00
Darius Copeland,Liberty,MiddTn,Lib,-,-,292,3.73,332,4.93,14.90,1.20,12.4,0.10,10.40,2.30,4.5,0.10
Malikhi Miller,San Jose State,OreSt,SJSU,-,-,293,3.71,260,6.58,31.57,2.87,11.0,0.09,0.00,0.00,0.0,0.00
Mookie Cooper,Missouri,Okla,Okla,-,-,294,3.70,259,6.63,36.71,2.93,12.5,0.00,0.27,0.09,3.0,0.00
Octavian Smith,Maryland,Oregon,MD,-,-,295,3.69,268,6.39,27.06,2.70,10.0,0.16,0.32,0.16,2.0,0.00
Brandon Buckhaulter,UAB,UConn,UConn,-,-,296,3.68,326,5.06,19.93,1.38,14.4,0.21,4.41,0.41,10.8,0.00
Rodney Harris,Ohio,KentSt,Ohio,-,-,297,3.68,298,5.80,27.02,2.12,12.7,0.16,0.00,0.00,0.0,0.00
Raylen Sharpe,Fresno State,AF,Fres,-,-,298,3.67,309,5.55,23.25,1.88,12.4,0.22,0.00,0.00,0.0,0.00
Troy Omeire,Arizona State,UCF,UCF,-,-,299,3.66,308,5.57,21.58,1.92,11.2,0.25,0.00,0.00,0.0,0.00
Eamonn Dennis,Ohio,KentSt,Ohio,-,-,300,3.65,287,6.05,25.87,2.40,10.8,0.18,0.00,0.00,0.0,0.00
Javon Campbell,Louisiana-Monroe,TxSt,TxSt,-,-,301,3.64,304,5.64,24.95,2.00,12.5,0.19,0.00,0.00,0.0,0.00
Kenny Johnson,Pittsburgh,UVa,UVa,-,-,302,3.62,294,5.88,25.74,2.26,11.4,0.17,0.00,0.00,0.0,0.00
Dymere Miller,Rutgers,Minn,Minn,-,-,303,3.61,296,5.80,27.02,2.19,12.3,0.15,0.00,0.00,0.0,0.00
JoJo Earle,TCU,OkSt,OkSt,-,-,304,3.57,322,5.16,24.00,1.59,15.1,0.18,1.15,0.26,4.4,0.00
Silas Bolden,Texas,Fla,Fla,-,-,305,3.56,311,5.47,24.27,1.91,12.7,0.18,0.45,0.09,5.0,0.00
Michael Brown-Stephens,South Florida,Navy,Navy,-,-,306,3.56,307,5.60,25.36,2.04,12.4,0.17,0.00,0.00,0.0,0.00
Kyle Maxwell,Washington State,UtahSt,UtahSt,-,-,307,3.56,321,5.17,25.56,1.61,15.9,0.17,0.00,0.00,0.0,0.00
Sahmir Hagans,Duke,NCSU,Duke,-,-,308,3.55,288,6.04,26.42,2.49,10.6,0.15,0.00,0.00,0.0,0.00
Shadeed Ahmed,Louisiana Tech,JacSt,JacSt,-,-,309,3.54,305,5.63,23.83,2.09,11.4,0.17,1.13,0.61,1.9,0.00
Marcus Bellon,Nevada,Boise,Nevada,-,-,310,3.54,281,6.16,30.16,2.62,11.5,0.08,0.33,0.08,4.1,0.00
Solomon Davis,Central Michigan,BGSU,BGSU,-,-,311,3.54,299,5.75,25.19,2.21,11.4,0.17,0.00,0.00,0.0,0.00
Koali Nishigaya,Hawaii,UNLV,UNLV,-,-,312,3.53,253,6.78,30.33,3.25,9.3,0.08,0.00,0.00,0.0,0.00
Jonah Panoke,Hawaii,UNLV,UNLV,-,-,313,3.53,275,6.30,26.08,2.77,9.4,0.15,0.00,0.00,0.0,0.00
Davis Dalton,Southern Miss,Marsh,Marsh,-,-,314,3.47,319,5.21,20.53,1.74,11.8,0.24,0.00,0.00,0.0,0.00
Mikey Matthews,California,Wake,Cal,-,-,315,3.47,255,6.72,29.33,3.25,9.0,0.08,0.33,0.08,4.1,0.00
Zavion Thomas,LSU,Ala,Ala,-,-,316,3.47,316,5.30,24.67,1.83,13.5,0.17,0.00,0.00,0.0,0.00
TJ Sheffield,UConn,UAB,UConn,-,-,317,3.46,302,5.74,23.73,2.27,10.5,0.18,0.00,0.00,0.0,0.00
Malique Dieudonne,Western Michigan,NIU,NIU,-,-,318,3.39,283,6.14,28.92,2.75,10.5,0.08,0.00,0.00,0.0,0.00
Trent Hudson,Mississippi State,Tenn,MissSt,-,-,319,3.38,328,5.03,24.45,1.65,14.8,0.15,0.30,0.08,3.8,0.00
Senika McKie,Coastal Carolina,App,App,-,-,320,3.37,314,5.41,28.82,2.04,14.1,0.08,0.00,0.00,0.0,0.00
Kamryn Perry,Miami (OH),BallSt,Mia-O,-,-,321,3.34,331,4.96,22.86,1.62,14.1,0.16,0.81,0.24,3.4,0.00
Jay Jay Etheridge,Kent,Ohio,Ohio,-,-,322,3.29,315,5.38,22.00,2.09,10.5,0.18,0.00,0.00,0.0,0.00
Kobie Campbell,Rice,Mem,Rice,-,-,323,3.25,335,4.83,22.50,1.58,14.2,0.17,0.00,0.00,0.0,0.00
Moussa Barry,Western Kentucky,NMSt,WestKy,-,-,324,3.20,330,4.97,22.77,1.77,12.9,0.15,0.00,0.00,0.0,0.00
Preston Fox,West Virginia,Cin,WVU,-,-,325,3.20,329,4.98,25.78,1.78,14.5,0.09,0.56,0.19,2.9,0.00
Christian Leary,Georgia Tech,Mia-Fl,Mia-Fl,-,-,326,3.19,325,5.07,21.26,1.89,11.2,0.17,0.34,0.17,2.0,0.00
Zeed Haynes,Syracuse,BC,Syr,-,-,327,3.18,341,4.64,22.05,1.46,15.1,0.16,0.00,0.00,0.0,0.00
Beau Sparks,Texas State,UL-Mon,TxSt,-,-,328,3.18,333,4.86,22.98,1.68,13.7,0.15,0.00,0.00,0.0,0.00
Spencer Curtis,Hawaii,UNLV,UNLV,-,-,329,3.13,312,5.43,26.21,2.30,11.4,0.09,0.00,0.00,0.0,0.00
Umari Hatcher,Syracuse,BC,Syr,-,-,330,3.10,340,4.67,21.98,1.58,13.9,0.15,0.00,0.00,0.0,0.00
Nic Trujillo,New Mexico,SDSU,NM,-,-,331,3.10,339,4.70,22.17,1.61,13.8,0.15,0.00,0.00,0.0,0.00
Drae McCray,Texas Tech,Colo,Colo,-,-,332,3.08,317,5.25,20.00,2.17,9.2,0.17,0.35,0.09,3.9,0.00
Brannon Spector,Jacksonville State,LaTech,JacSt,-,-,333,3.07,338,4.71,19.06,1.65,11.6,0.19,0.00,0.00,0.0,0.00
Carl Chester,Marshall,SouMis,Marsh,-,-,334,3.06,327,5.06,25.84,2.00,12.9,0.08,0.00,0.00,0.0,0.00
Dontae Fleming,Tulane,Temple,Temple,-,-,335,3.06,323,5.15,25.18,2.09,12.0,0.09,0.00,0.00,0.0,0.00
Ian Strong,Rutgers,Minn,Minn,-,-,336,3.04,345,4.54,19.76,1.50,13.2,0.18,0.00,0.00,0.0,0.00
Mycah Pittman,Utah,BYU,BYU,-,-,337,3.01,320,5.17,24.33,2.17,11.2,0.08,0.75,0.25,3.0,0.00
Jaron Tibbs,Purdue,OhioSt,Purdue,-,-,338,2.93,334,4.84,23.82,1.91,12.5,0.09,0.00,0.00,0.0,0.00
Keelan Marion,BYU,Utah,BYU,-,-,339,2.90,349,4.44,17.34,1.54,11.3,0.07,2.93,0.73,4.0,0.07
Abdur-Rahmaan Yaseen,South Florida,Navy,Navy,-,-,340,2.87,324,5.09,28.71,2.22,12.9,0.00,0.00,0.00,0.0,0.00
Cade Harris,Air Force,Fres,Fres,-,-,341,2.86,388,3.27,12.67,0.42,30.2,0.08,5.92,0.83,7.1,0.08
Finn Hogan,Bowling Green,CentMi,BGSU,-,-,342,2.85,337,4.77,19.00,1.92,9.9,0.15,0.23,0.08,2.9,0.00
Mike Pettway,Jacksonville State,LaTech,JacSt,-,-,343,2.83,336,4.80,22.69,1.97,11.5,0.09,0.00,0.00,0.0,0.00
Brenen Thompson,Oklahoma,Missou,Okla,-,-,344,2.83,369,3.97,17.91,1.13,15.8,0.17,0.00,0.00,0.0,0.00
Rico Flores,UCLA,Iowa,Iowa,-,-,345,2.79,350,4.43,22.06,1.65,13.4,0.10,0.00,0.00,0.0,0.00
Tyler Griffin,Louisiana-Monroe,TxSt,TxSt,-,-,346,2.78,357,4.28,18.83,1.50,12.6,0.15,0.00,0.00,0.0,0.00
Arian Smith,Georgia,Miss,UGa,-,-,347,2.73,375,3.73,15.91,1.00,15.9,0.18,0.45,0.09,5.0,0.00
Troy Stellato,Clemson,VaTech,Clem,-,-,348,2.72,318,5.25,22.29,2.53,8.8,0.08,0.00,0.00,0.0,0.00
Ahmari Huggins-Bruce,South Carolina,Vandy,SCar,-,-,349,2.71,356,4.29,21.75,1.58,13.8,0.08,0.33,0.08,4.1,0.00
Javoni Gardere,UTEP,KennSt,KennSt,-,-,350,2.69,363,4.23,21.77,1.54,14.1,0.09,0.00,0.00,0.0,0.00
Jackson Meeks,Syracuse,BC,Syr,-,-,351,2.67,360,4.27,20.70,1.60,12.9,0.10,0.00,0.00,0.0,0.00
David Wells Jr.,Oregon State,SJSU,SJSU,-,-,352,2.67,351,4.41,20.90,1.74,12.0,0.10,0.00,0.00,0.0,0.00
Bugs Mortimer,Western Michigan,NIU,NIU,-,-,353,2.66,354,4.33,19.94,1.68,11.9,0.09,1.32,0.18,7.3,0.00
Jeremiah Noga,Oregon State,SJSU,SJSU,-,-,354,2.66,346,4.51,21.26,1.85,11.5,0.09,0.00,0.00,0.0,0.00
Jalen Johnson,Northern Illinois,WestMI,NIU,-,-,355,2.65,344,4.57,21.50,1.92,11.2,0.08,0.00,0.00,0.0,0.00
Otto Tia,Utah State,WashSt,UtahSt,-,-,356,2.65,347,4.49,20.71,1.84,11.3,0.10,0.00,0.00,0.0,0.00
Emari White,UTEP,KennSt,KennSt,-,-,357,2.65,358,4.27,20.92,1.62,12.9,0.08,0.73,0.16,4.6,0.00
Chris Marshall,Boise State,Nevada,Nevada,-,-,358,2.64,377,3.64,16.42,1.00,16.4,0.17,0.00,0.00,0.0,0.00
Jordyn Tyson,Arizona State,UCF,UCF,-,-,359,2.64,343,4.60,21.89,1.96,11.2,0.08,0.00,0.00,0.0,0.00
Bryce Childress,Western Kentucky,NMSt,WestKy,-,-,360,2.60,352,4.37,20.74,1.76,11.8,0.09,0.00,0.00,0.0,0.00
Matthew Coleman,San Jose State,OreSt,SJSU,-,-,361,2.59,359,4.27,20.65,1.68,12.3,0.09,0.00,0.00,0.0,0.00
Jack Bech,TCU,OkSt,OkSt,-,-,362,2.58,355,4.32,20.84,1.74,12.0,0.08,0.24,0.24,1.0,0.00
Chimere Dike,Florida,Tex,Fla,-,-,363,2.57,342,4.62,21.29,2.05,10.4,0.07,0.00,0.00,0.0,0.00
Loic Fouonji,Vanderbilt,SCar,SCar,-,-,364,2.56,367,3.99,21.15,1.42,14.9,0.08,0.00,0.00,0.0,0.00
Censere Lee,Pittsburgh,UVa,UVa,-,-,365,2.52,353,4.36,20.54,1.85,11.1,0.08,0.00,0.00,0.0,0.00
Rashid Williams,Washington,PSU,Wash,-,-,366,2.50,348,4.47,19.89,1.97,10.1,0.09,0.00,0.00,0.0,0.00
Justin Kimber,Louisiana-Monroe,TxSt,TxSt,-,-,367,2.48,368,3.98,19.13,1.50,12.8,0.09,0.00,0.00,0.0,0.00
Wesley Grimes,North Carolina State,Duke,Duke,-,-,368,2.44,380,3.48,16.14,1.03,15.7,0.14,0.00,0.00,0.0,0.00
Rahkeem Smith,Bowling Green,CentMi,BGSU,-,-,369,2.44,366,3.99,19.29,1.54,12.5,0.09,0.00,0.00,0.0,0.00
Jared Roznos,Air Force,Fres,Fres,-,-,370,2.43,393,3.12,16.81,0.69,24.4,0.13,0.00,0.00,0.0,0.00
Dannis Jackson,Southern Miss,Marsh,Marsh,-,-,371,2.40,364,4.03,18.86,1.63,11.6,0.09,0.00,0.00,0.0,0.00
Chris Long,Rutgers,Minn,Minn,-,-,372,2.40,371,3.95,18.19,1.55,11.7,0.10,0.00,0.00,0.0,0.00
Jordan Brown,Texas Tech,Colo,Colo,-,-,373,2.38,370,3.96,19.03,1.58,12.0,0.08,0.00,0.00,0.0,0.00
Kaden Wetjen,Iowa,UCLA,Iowa,-,-,374,2.38,365,4.02,19.07,1.64,11.6,0.07,0.43,0.07,6.1,0.00
Brandon Inniss,Ohio State,Purdue,Purdue,-,-,375,2.31,382,3.46,17.43,1.14,15.3,0.10,0.00,0.00,0.0,0.00
Casey Reynolds,Army,NorTx,Army,-,-,376,2.30,383,3.41,18.52,1.11,16.7,0.07,0.00,0.00,0.0,0.00
DeAndre Moore Jr.,Texas,Fla,Fla,-,-,377,2.29,378,3.60,18.31,1.31,14.0,0.08,0.00,0.00,0.0,0.00
Rodney Gallagher,West Virginia,Cin,WVU,-,-,378,2.24,387,3.28,14.21,1.03,13.8,0.07,4.07,0.69,5.9,0.00
Jayden Ballard,Ohio State,Purdue,Purdue,-,-,379,2.22,385,3.38,17.17,1.17,14.7,0.08,0.00,0.00,0.0,0.00
Mike Matthews,Tennessee,MissSt,MissSt,-,-,380,2.21,381,3.48,16.64,1.27,13.1,0.09,0.00,0.00,0.0,0.00
Le'Meke Brockington,Minnesota,Rut,Minn,-,-,381,2.19,391,3.19,13.29,1.00,13.3,0.14,0.00,0.00,0.0,0.00
Jaden Bradley,UNLV,Hawaii,UNLV,-,-,382,2.17,389,3.25,17.08,1.08,15.8,0.08,0.00,0.00,0.0,0.00
Parker Kingston,BYU,Utah,BYU,-,-,383,2.17,372,3.91,21.10,1.74,12.1,0.00,0.58,0.58,1.0,0.00
Blake Bohannon,Kennesaw State,UTEP,KennSt,-,-,384,2.14,376,3.68,17.05,1.54,11.1,0.07,0.00,0.00,0.0,0.00
Stephen Gosnell,Virginia Tech,Clem,Clem,-,-,385,2.13,384,3.39,16.89,1.26,13.4,0.07,0.00,0.00,0.0,0.00
Kentron Poitier,Florida State,ND,FlaSt,-,-,386,2.12,401,2.98,16.93,0.86,19.7,0.07,0.00,0.00,0.0,0.00
Andrew Sowinski,Purdue,OhioSt,Purdue,-,-,387,2.11,373,3.77,21.08,1.67,12.6,0.00,0.00,0.00,0.0,0.00
