,,Week 8 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
George Pettaway,James Madison,GaSo,JMU,-,-,193,6.18,194,6.96,35.96,8.00,4.5,0.34,5.25,0.77,6.8,0.00
Evan Pryor,Cincinnati,AriSt,AriSt,-,-,194,6.17,189,7.04,36.87,9.00,4.1,0.26,3.84,0.87,4.4,0.09
Donerio Davenport,Louisiana Tech,NMSt,LaTech,-,-,195,6.05,195,6.94,35.64,7.00,5.1,0.24,5.55,0.89,6.2,0.08
Kendrick Raphael,North Carolina State,Cal,NCSU,-,-,196,6.02,193,6.97,41.37,9.00,4.6,0.17,8.48,0.95,8.9,0.00
Trey Cooley,Georgia Tech,ND,ND,-,-,197,5.98,191,7.02,30.74,7.00,4.4,0.24,9.74,1.05,9.3,0.08
Emmett Johnson,Nebraska,Ind,Neb,-,-,198,5.93,205,6.35,41.75,9.00,4.6,0.25,2.58,0.42,6.1,0.00
Gavin Garcia,Kent,BGSU,KentSt,-,-,199,5.92,208,6.08,42.93,11.00,3.9,0.25,1.48,0.16,9.3,0.00
Coleman Bennett,Rice,Tulane,Rice,-,-,200,5.82,170,7.85,25.97,7.00,3.7,0.24,17.58,2.03,8.7,0.00
Elijah Gilliam,Fresno State,Nevada,Fres,-,-,201,5.79,204,6.44,25.97,6.00,4.3,0.33,7.23,0.66,11.0,0.08
Alexander Diggs,Kennesaw State,MiddTn,KennSt,-,-,202,5.77,207,6.12,38.51,8.00,4.8,0.26,3.34,0.35,9.5,0.00
Jadan Baugh,Florida,Kty,Kty,-,-,203,5.72,206,6.26,36.17,7.00,5.2,0.27,4.85,0.54,9.0,0.00
Zylan Perry,Louisiana-Lafayette,CoastC,UL-Laf,-,-,204,5.56,213,5.88,29.43,7.00,4.2,0.32,2.31,0.32,7.2,0.08
Branson Robinson,Georgia,Tex,UGa,-,-,205,5.52,211,5.93,26.80,5.00,5.4,0.41,3.77,0.41,9.2,0.00
Sy'veon Wilkerson,Georgia State,Marsh,GaSt,-,-,206,5.49,220,5.73,33.70,8.00,4.2,0.32,1.78,0.24,7.4,0.00
Kaleb Johnson,Iowa,MSU,Iowa,-,-,207,5.48,214,5.82,36.42,9.00,4.0,0.25,3.06,0.34,9.0,0.00
Jaison Patterson,Bowling Green,KentSt,KentSt,-,-,208,5.45,184,7.28,19.08,5.00,3.8,0.17,15.42,1.83,8.4,0.17
Daelen Alexander,Rice,Tulane,Rice,-,-,209,5.41,226,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Tyrell Robinson,Army,ECU,ECU,-,-,210,5.41,216,5.80,31.25,6.00,5.2,0.31,4.13,0.39,10.6,0.00
Rocko Griffin,UTSA,FlaAtl,FlaAtl,-,-,211,5.35,210,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,SJSU,Wyo,-,-,212,5.31,209,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Landon Sims,Hawaii,WashSt,Hawaii,-,-,213,5.29,202,6.52,33.57,8.00,4.2,0.16,9.40,1.24,7.6,0.00
Javious Bond,East Carolina,Army,ECU,-,-,214,5.22,201,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,KennSt,KennSt,-,-,215,5.20,215,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,Kansas,Hou,-,-,216,5.19,212,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Mike Washington,New Mexico State,LaTech,LaTech,-,-,217,5.14,218,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Oscar Adaway III,South Carolina,Okla,SCar,-,-,218,5.09,222,5.66,32.23,7.00,4.6,0.24,3.99,0.57,7.0,0.00
Jovantae Barnes,Oklahoma,SCar,SCar,-,-,219,5.07,217,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Terrence Gist,Air Force,ColoSt,ColoSt,-,-,220,5.03,235,5.03,34.19,7.00,4.9,0.27,0.00,0.00,0.0,0.00
Sutton Smith,Memphis,NorTx,NorTx,-,-,221,5.02,200,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Joquez Smith,Temple,Tulsa,Tulsa,-,-,222,5.01,219,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Samuel Brown,Rutgers,UCLA,UCLA,-,-,223,4.98,228,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,Hawaii,Hawaii,-,-,224,4.96,221,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,FIU,FIU,-,-,225,4.96,229,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Jeremiah Cobb,Auburn,Missou,Auburn,-,-,226,4.93,223,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Deion Hankins,Texas State,ODU,TxSt,-,-,227,4.88,227,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Brandon Chatman,Navy,Char,Char,-,-,228,4.85,203,6.46,17.97,5.00,3.6,0.08,20.34,1.61,12.6,0.08
Willie Shaw,Toledo,NIU,Toledo,-,-,229,4.81,225,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Keyon Mozee,Miami (OH),Ohio,Ohio,-,-,230,4.80,230,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Kalib Hicks,Oklahoma,SCar,SCar,-,-,231,4.63,232,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,MiddTn,KennSt,-,-,232,4.50,245,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,MissSt,TexA&M,-,-,233,4.47,237,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,Missou,Auburn,-,-,234,4.46,233,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,Wisc,Wisc,-,-,235,4.46,224,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Keyjuan Brown,Louisville,Mia-Fl,Mia-Fl,-,-,236,4.41,243,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,ODU,TxSt,-,-,237,4.40,241,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,BC,BC,-,-,238,4.37,236,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,GaTech,ND,-,-,239,4.31,240,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,UVa,UVa,-,-,240,4.31,231,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Isaiah Augustave,Colorado,Ari,Colo,-,-,241,4.22,250,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,LSU,LSU,-,-,242,4.22,238,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Ty Son Lawton,Indiana,Neb,Neb,-,-,243,4.11,242,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,TxSt,TxSt,-,-,244,4.11,247,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,Wyo,Wyo,-,-,245,4.09,249,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,TxTch,Baylor,-,-,246,4.07,253,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,Navy,Char,-,-,247,4.06,252,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,UGa,UGa,-,-,248,4.05,244,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,VaTech,BC,-,-,249,3.97,248,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,MSU,Iowa,-,-,250,3.94,258,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Xavier Terrell,Florida Atlantic,Tx-SA,FlaAtl,-,-,251,3.86,234,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,Baylor,Baylor,-,-,252,3.86,255,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,Army,ECU,-,-,253,3.81,251,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,UCF,UCF,-,-,254,3.80,260,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,UL-Laf,UL-Laf,-,-,255,3.76,246,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,GaSo,JMU,-,-,256,3.75,262,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,USC,USC,-,-,257,3.75,259,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,USC,USC,-,-,258,3.74,261,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,AF,ColoSt,-,-,259,3.73,263,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,Mem,NorTx,-,-,260,3.71,266,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
Jordan Lovett,Troy,USA,Troy,-,-,261,3.56,256,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,Troy,Troy,-,-,262,3.55,257,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,Purdue,Oregon,-,-,263,3.54,254,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,Buff,WestMI,-,-,264,3.53,268,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,OreSt,UNLV,-,-,265,3.52,269,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,WestMI,WestMI,-,-,266,3.52,264,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,Vandy,BallSt,-,-,267,3.49,271,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Omiri Wiggins,Louisiana Tech,NMSt,LaTech,-,-,268,3.36,270,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,Ind,Neb,-,-,269,3.35,278,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,Ala,Ala,-,-,270,3.29,272,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,AF,ColoSt,-,-,271,3.27,282,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,NIU,Toledo,-,-,272,3.26,279,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,Mich,Mich,-,-,273,3.25,281,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,TexA&M,TexA&M,-,-,274,3.25,277,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,Rice,Rice,-,-,275,3.23,265,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Antwain Littleton,Temple,Tulsa,Tulsa,-,-,276,3.16,280,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,FlaSt,FlaSt,-,-,277,3.12,276,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,NCSU,NCSU,-,-,278,3.11,275,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,BYU,OkSt,-,-,279,3.09,288,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,TCU,TCU,-,-,280,3.07,297,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,Clem,UVa,-,-,281,3.06,273,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Kejon Owens,Florida International,UTEP,FIU,-,-,282,3.01,267,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,KennSt,KennSt,-,-,283,2.92,290,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,CentMi,CentMi,-,-,284,2.92,284,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,SamHou,WestKy,-,-,285,2.91,274,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,UGa,UGa,-,-,286,2.91,289,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,ECU,ECU,-,-,287,2.90,239,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Cam Barfield,Hawaii,WashSt,Hawaii,-,-,288,2.88,283,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
Lloyd Avant,Tulsa,Temple,Tulsa,-,-,289,2.86,286,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,Cin,AriSt,-,-,290,2.83,285,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,UConn,Wake,-,-,291,2.79,302,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,GaSt,GaSt,-,-,292,2.78,293,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,Ark,LSU,-,-,293,2.77,300,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,Wyo,Wyo,-,-,294,2.72,298,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,Duke,FlaSt,-,-,295,2.70,306,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,Cal,NCSU,-,-,296,2.70,287,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,UCLA,UCLA,-,-,297,2.67,294,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,USA,Troy,-,-,298,2.67,291,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,EastMi,CentMi,-,-,299,2.61,292,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,Wake,Wake,-,-,300,2.60,303,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
EJ Smith,Texas A&M,MissSt,TexA&M,-,-,301,2.59,295,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,OkSt,OkSt,-,-,302,2.57,307,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,Utah,TCU,-,-,303,2.57,312,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,SMU,SMU,-,-,304,2.56,299,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ezell Jolly,UTEP,FIU,FIU,-,-,305,2.41,314,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,UtahSt,NM,-,-,306,2.37,310,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,UAB,UAB,-,-,307,2.37,305,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,UCF,UCF,-,-,308,2.35,296,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,IaSt,UCF,-,-,309,2.35,301,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,Rice,Rice,-,-,310,2.34,316,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,Mich,Mich,-,-,311,2.33,311,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,NW,Wisc,-,-,312,2.31,317,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,Hawaii,Hawaii,-,-,313,2.19,315,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,NM,NM,-,-,314,2.14,319,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
Jamal Johnson,Bowling Green,KentSt,KentSt,-,-,315,2.06,304,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,Ill,Mich,-,-,316,2.06,332,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,Okla,SCar,-,-,317,2.04,313,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,BallSt,BallSt,-,-,318,2.02,323,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,WashSt,Hawaii,-,-,319,2.01,322,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Hinckley Ropati,BYU,OkSt,OkSt,-,-,320,2.00,309,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,Tenn,Ala,-,-,321,1.95,329,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,Lou,Mia-Fl,-,-,322,1.93,326,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
A'Marion Peterson,USC,MD,USC,-,-,323,1.92,334,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,Toledo,Toledo,-,-,324,1.92,318,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,TCU,TCU,-,-,325,1.92,327,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,LSU,LSU,-,-,326,1.90,331,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,SouMis,ArkSt,-,-,327,1.88,336,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,WestKy,WestKy,-,-,328,1.88,324,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,TCU,TCU,-,-,329,1.88,320,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,ArkSt,ArkSt,-,-,330,1.86,328,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,ArkSt,ArkSt,-,-,331,1.85,337,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,BGSU,KentSt,-,-,332,1.84,335,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,Duke,FlaSt,-,-,333,1.80,321,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,Mia-O,Ohio,-,-,334,1.78,339,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Juju McDowell,South Carolina,Okla,SCar,-,-,335,1.76,308,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,Buff,WestMI,-,-,336,1.72,325,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,ND,ND,-,-,337,1.70,333,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,Baylor,Baylor,-,-,338,1.68,343,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,Clem,UVa,-,-,339,1.68,330,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Cornell Hatcher,Oregon State,UNLV,UNLV,-,-,340,1.66,338,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,JMU,JMU,-,-,341,1.60,341,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,Oregon,Oregon,-,-,342,1.58,340,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,Hou,Hou,-,-,343,1.48,344,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,AriSt,AriSt,-,-,344,1.46,342,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,Wake,Wake,-,-,345,1.45,345,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,Rut,UCLA,-,-,346,1.39,349,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,Clem,UVa,-,-,347,1.32,346,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,Tulsa,Tulsa,-,-,348,1.27,347,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,SJSU,Wyo,-,-,349,1.20,352,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,IaSt,UCF,-,-,350,1.13,350,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,Fla,Kty,-,-,351,1.11,348,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,KanSt,KanSt,-,-,352,1.02,351,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,Ill,Mich,-,-,353,0.93,356,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,Auburn,Auburn,-,-,354,0.89,357,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,SMU,SMU,-,-,355,0.85,358,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jason Patterson,Kentucky,Fla,Kty,-,-,356,0.84,355,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Caleb Komolafe,Northwestern,Wisc,Wisc,-,-,357,0.81,353,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,Iowa,Iowa,-,-,358,0.81,359,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,BYU,OkSt,-,-,359,0.77,354,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,WVU,KanSt,-,-,360,0.52,360,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,Nevada,Fres,-,-,361,0.51,361,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,BC,BC,-,-,362,0.32,363,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,Char,Char,-,-,363,0.28,362,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
CJ Baxter,Texas,UGa,UGa,-,-,364,0.00,364,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,Colo,Colo,-,-,365,0.00,365,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,Kansas,Hou,-,-,366,0.00,367,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,MissSt,TexA&M,-,-,367,0.00,368,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,Ari,Colo,-,-,368,0.00,369,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,Stan,SMU,-,-,369,0.00,366,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
