,,Week 13 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Seydou Traore,Mississippi State,Missou,Missou,-,-,30,5.36,33,8.03,30.76,2.67,11.5,0.38,0.00,0.00,0.0,0.00
Arlis Boardingham,Florida,Miss,Miss,-,-,31,5.28,34,8.01,31.00,2.73,11.4,0.36,0.00,0.00,0.0,0.00
DJ Thomas-Jones,South Alabama,SouMis,USA,-,-,32,5.22,35,7.98,23.62,2.76,8.6,0.48,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,BGSU,BGSU,-,-,33,5.18,27,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Brett Norfleet,Missouri,MissSt,Missou,-,-,34,5.15,38,7.53,26.69,2.38,11.2,0.41,0.00,0.00,0.0,0.00
Anthony Torres,Toledo,Ohio,Ohio,-,-,35,5.13,46,7.18,37.11,2.05,18.1,0.24,0.00,0.00,0.0,0.00
Kole Taylor,West Virginia,UCF,UCF,-,-,36,4.98,37,7.54,35.36,2.56,13.8,0.24,0.00,0.00,0.0,0.00
Corey Dyches,California,Stan,Stan,-,-,37,4.97,29,8.46,39.02,3.48,11.2,0.18,0.00,0.00,0.0,0.00
Kendall Karr,Coastal Carolina,GaSo,GaSo,-,-,38,4.94,45,7.19,21.28,2.25,9.5,0.47,0.00,0.00,0.0,0.00
Keanu Hill,BYU,AriSt,BYU,-,-,39,4.91,31,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Ethan Conner,Troy,UL-Laf,Troy,-,-,40,4.85,40,7.47,30.08,2.62,11.5,0.31,0.00,0.00,0.0,0.00
Eli Wilson,Appalachian State,JMU,JMU,-,-,41,4.83,42,7.36,27.48,2.52,10.9,0.35,0.00,0.00,0.0,0.00
Dan Villari,Syracuse,UConn,UConn,-,-,42,4.82,54,6.79,21.51,1.97,10.9,0.26,6.09,1.29,4.7,0.09
Thomas Fidone,Nebraska,Wisc,Wisc,-,-,43,4.70,43,7.28,27.00,2.58,10.5,0.33,0.00,0.00,0.0,0.00
Terrance Carter,Louisiana-Lafayette,Troy,Troy,-,-,44,4.66,36,7.64,27.76,2.98,9.3,0.31,0.00,0.00,0.0,0.00
Elijah Arroyo,Miami,Wake,Wake,-,-,45,4.64,41,7.43,24.09,2.79,8.6,0.37,0.00,0.00,0.0,0.00
Jalin Conyers,Texas Tech,OkSt,TxTch,-,-,46,4.54,53,6.86,26.16,2.32,11.3,0.32,0.00,0.00,0.0,0.00
Boden Groen,Rice,UAB,Rice,-,-,47,4.54,39,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Mark Redman,Louisville,Pitt,Pitt,-,-,48,4.48,44,7.19,29.35,2.71,10.8,0.26,0.00,0.00,0.0,0.00
Kamari Morales,Boston College,UNC,UNC,-,-,49,4.47,47,7.08,34.26,2.61,13.1,0.17,0.00,0.00,0.0,0.00
Michael Trigg,Baylor,Hou,Baylor,-,-,50,4.46,49,6.96,29.58,2.50,11.8,0.25,0.00,0.00,0.0,0.00
Bentley Hanshaw,Liberty,WestKy,WestKy,-,-,51,4.45,73,5.93,18.43,1.48,12.5,0.43,0.00,0.00,0.0,0.00
John Copenhaver,North Carolina,BC,UNC,-,-,52,4.25,66,6.16,26.18,1.91,13.7,0.27,0.00,0.00,0.0,0.00
Moliki Matavao,UCLA,USC,USC,-,-,53,4.23,59,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,Toledo,Ohio,-,-,54,4.22,56,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Jake Newell,Akron,KentSt,Akron,-,-,55,4.18,48,7.02,25.78,2.84,9.1,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,WVU,UCF,-,-,56,4.17,52,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,CoastC,GaSo,-,-,57,4.15,63,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Sean Brown,Jacksonville State,SamHou,SamHou,-,-,58,4.10,82,5.21,20.40,1.11,18.4,0.34,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,KanSt,Cin,-,-,59,4.07,70,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Nicky Dalmolin,Duke,VaTech,VaTech,-,-,60,4.07,58,6.67,29.49,2.60,11.3,0.19,0.00,0.00,0.0,0.00
Markeston Douglas,Arizona State,BYU,BYU,-,-,61,4.07,62,6.45,29.24,2.38,12.3,0.19,0.00,0.00,0.0,0.00
Jaxxon Warren,Colorado State,Fres,ColoSt,-,-,62,4.07,55,6.73,29.24,2.67,11.0,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,Rice,Rice,-,-,63,4.03,67,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Dominick Mazotti,Massachusetts,UGa,UMass,-,-,64,4.02,57,6.69,28.76,2.67,10.8,0.19,0.00,0.00,0.0,0.00
Brady Hunt,South Carolina,Wof,Wof,-,-,65,4.01,51,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,Auburn,TexA&M,-,-,66,3.98,71,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,FlaAtl,Char,-,-,67,3.98,50,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Jack Endries,California,Stan,Stan,-,-,68,3.97,61,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,Iowa,Iowa,-,-,69,3.95,65,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,Lou,Pitt,-,-,70,3.94,72,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,CentMi,WestMI,-,-,71,3.94,68,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,Mia-Fl,Wake,-,-,72,3.86,75,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,UL-Mon,UL-Mon,-,-,73,3.81,60,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,LSU,Vandy,-,-,74,3.79,76,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Luke McGary,Tulsa,USF,Tulsa,-,-,75,3.69,86,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jake Boust,Fresno State,ColoSt,ColoSt,-,-,76,3.62,79,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,Colo,Colo,-,-,77,3.59,77,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,SDSU,SDSU,-,-,78,3.54,69,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,TCU,Ari,-,-,79,3.54,78,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,TCU,Ari,-,-,80,3.53,80,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,WashSt,WashSt,-,-,81,3.45,84,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,OkSt,TxTch,-,-,82,3.41,83,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,SJSU,UNLV,-,-,83,3.38,93,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,ChSou,ChSou,-,-,84,3.37,81,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,Duke,VaTech,-,-,85,3.36,74,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,JacSt,SamHou,-,-,86,3.31,64,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,EastMi,Buff,-,-,87,3.16,85,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Maliq Carr,Houston,Baylor,Baylor,-,-,88,3.10,88,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,USA,USA,-,-,89,3.10,87,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,Mia-O,NIU,-,-,90,3.05,102,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,TxSt,GaSt,-,-,91,3.04,97,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,Miss,Miss,-,-,92,3.01,98,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,UTEP,UTEP,-,-,93,2.97,101,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,MD,Iowa,-,-,94,2.87,95,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,Temple,Temple,-,-,95,2.81,89,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,Fres,ColoSt,-,-,96,2.80,91,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,LSU,Vandy,-,-,97,2.77,96,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,Ala,Ala,-,-,98,2.76,94,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,Tex,Kty,-,-,99,2.75,107,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,Cin,Cin,-,-,100,2.71,109,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Cade Conley,Marshall,ODU,Marsh,-,-,101,2.69,92,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,IaSt,IaSt,-,-,102,2.68,106,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,AF,AF,-,-,103,2.64,99,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Lake McRee,USC,UCLA,USC,-,-,104,2.63,103,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,MiddTn,NMSt,-,-,105,2.51,100,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,Ind,Ind,-,-,106,2.50,108,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,Okla,Ala,-,-,107,2.47,104,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,Ark,LaTech,-,-,108,2.36,90,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,Neb,Wisc,-,-,109,2.35,110,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,Neb,Wisc,-,-,110,2.31,112,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,NorTx,ECU,-,-,111,2.26,105,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,FIU,FIU,-,-,112,2.18,113,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,OhioSt,Ind,-,-,113,2.14,114,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,OreSt,WashSt,-,-,114,2.12,111,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,Wyo,Boise,-,-,115,2.11,128,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,Minn,PSU,-,-,116,2.06,116,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,Mich,NW,-,-,117,2.00,115,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,Ill,Ill,-,-,118,1.96,121,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,Iowa,Iowa,-,-,119,1.95,123,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,NCSU,NCSU,-,-,120,1.91,135,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,Kansas,Colo,-,-,121,1.89,119,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,UNC,UNC,-,-,122,1.87,127,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,GaSt,GaSt,-,-,123,1.83,126,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,KennSt,FIU,-,-,124,1.81,117,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
George Burhenn,Purdue,MSU,Purdue,-,-,125,1.73,124,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,EastMi,Buff,-,-,126,1.72,125,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,TxTch,TxTch,-,-,127,1.68,122,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,Buff,Buff,-,-,128,1.65,130,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,UTEP,UTEP,-,-,129,1.65,136,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,Tx-SA,Temple,-,-,130,1.64,120,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,Tulsa,Tulsa,-,-,131,1.61,118,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,UMass,UMass,-,-,132,1.52,137,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,AF,AF,-,-,133,1.51,131,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,Pitt,Pitt,-,-,134,1.51,138,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,NW,NW,-,-,135,1.47,133,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,Marsh,Marsh,-,-,136,1.45,129,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,PSU,PSU,-,-,137,1.44,134,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,Kty,Kty,-,-,138,1.33,139,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,Buff,Buff,-,-,139,1.29,132,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,Purdue,Purdue,-,-,140,1.27,142,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,SMU,SMU,-,-,141,1.23,145,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,UCLA,USC,-,-,142,1.21,140,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,LaTech,LaTech,-,-,143,1.19,141,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,SMU,SMU,-,-,144,1.18,143,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,Utah,IaSt,-,-,145,1.15,144,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,Tex,Kty,-,-,146,1.10,150,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,Tex,Kty,-,-,147,1.07,149,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,Ala,Ala,-,-,148,1.04,147,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,Mich,NW,-,-,149,1.00,146,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,Colo,Colo,-,-,150,0.98,148,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),NIU,NIU,-,-,151,0.91,151,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,USC,USC,-,-,152,0.65,152,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,GaTech,NCSU,-,-,153,0.56,153,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,Rut,Ill,-,-,154,0.44,154,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,SMU,SMU,-,-,155,0.00,157,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,Rut,Ill,-,-,156,0.00,155,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,NCSU,NCSU,-,-,157,0.00,156,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
