,,Week 13 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Caleb Komolafe,Northwestern,Mich,NW,-,-,389,0.81,384,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,Purdue,Purdue,-,-,390,0.81,391,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,TxTch,TxTch,-,-,391,0.77,385,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,Cin,Cin,-,-,392,0.52,392,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,ColoSt,ColoSt,-,-,393,0.51,393,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,Duke,VaTech,-,-,394,0.32,394,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
CJ Baxter,Texas,Kty,Kty,-,-,395,0.00,397,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,TCU,Ari,-,-,396,0.00,395,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,Baylor,Baylor,-,-,397,0.00,400,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,Auburn,TexA&M,-,-,398,0.00,396,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,Kansas,Colo,-,-,399,0.00,398,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,UVa,SMU,-,-,400,0.00,399,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
