,,Week 8 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Chrishon McCray,Kent,BGSU,KentSt,-,-,43,9.59,43,14.21,69.86,4.62,15.1,0.41,1.32,0.33,4.0,0.00
Damon Ward,North Texas,Mem,NorTx,-,-,44,9.54,44,14.15,58.22,4.61,12.6,0.62,0.00,0.00,0.0,0.00
Will Sheppard,Colorado,Ari,Colo,-,-,45,9.49,48,14.08,62.56,4.58,13.7,0.54,0.00,0.00,0.0,0.00
Devin McCuin,UTSA,FlaAtl,FlaAtl,-,-,46,9.44,39,14.68,68.04,5.25,13.0,0.43,0.52,0.09,5.8,0.00
Chris Bell,Louisville,Mia-Fl,Mia-Fl,-,-,47,9.40,42,14.37,68.72,4.97,13.8,0.42,0.00,0.00,0.0,0.00
Chris Tyree,Virginia,Clem,UVa,-,-,48,9.29,45,14.14,60.48,4.85,12.5,0.47,4.39,1.49,2.9,0.00
Dalvin Smith,Western Kentucky,SamHou,WestKy,-,-,49,9.25,38,14.70,57.57,5.44,10.6,0.58,0.33,0.08,4.1,0.00
Elijhah Badger,Florida,Kty,Kty,-,-,50,9.08,54,13.72,73.88,4.64,15.9,0.25,1.77,0.34,5.2,0.00
Jaylin Noel,Iowa State,UCF,UCF,-,-,51,9.05,50,13.99,60.78,4.94,12.3,0.49,0.08,0.08,1.0,0.00
Johntay Cook II,Texas,UGa,UGa,-,-,52,9.03,62,12.85,53.22,3.83,13.9,0.61,0.52,0.17,3.1,0.00
Dorian Singer,Utah,TCU,TCU,-,-,53,8.98,67,12.47,54.45,3.49,15.6,0.54,3.13,0.54,5.8,0.00
Zachariah Branch,USC,MD,USC,-,-,54,8.87,60,12.99,61.61,4.12,15.0,0.36,5.55,0.81,6.9,0.00
Trayvon Rudolph,Northern Illinois,Toledo,Toledo,-,-,55,8.77,55,13.66,52.00,4.89,10.6,0.27,14.40,1.87,7.7,0.09
Eric McAlister,TCU,Utah,TCU,-,-,56,8.73,57,13.17,64.53,4.44,14.5,0.36,1.42,0.36,3.9,0.00
Malik Benson,Florida State,Duke,FlaSt,-,-,57,8.55,66,12.58,55.84,4.04,13.8,0.49,0.00,0.00,0.0,0.00
Xzavier Henderson,Cincinnati,AriSt,AriSt,-,-,58,8.55,56,13.54,65.86,4.99,13.2,0.33,0.00,0.00,0.0,0.00
Jacolby George,Miami,Lou,Mia-Fl,-,-,59,8.51,70,12.27,56.32,3.76,15.0,0.48,0.00,0.00,0.0,0.00
Elijah Sarratt,Indiana,Neb,Neb,-,-,60,8.51,61,12.95,59.24,4.44,13.3,0.43,0.26,0.09,2.9,0.00
Josh Meredith,Washington State,Hawaii,Hawaii,-,-,61,8.41,41,14.43,63.00,6.03,10.4,0.34,0.68,0.17,4.0,0.00
Lawrence Arnold,Kansas,Hou,Hou,-,-,62,8.40,81,11.76,56.00,3.36,16.7,0.45,0.73,0.09,8.1,0.00
Ty Robinson,Ball State,Vandy,BallSt,-,-,63,8.36,77,11.82,57.06,3.46,16.5,0.44,0.00,0.00,0.0,0.00
Jameson Tucker,Coastal Carolina,UL-Laf,UL-Laf,-,-,64,8.35,78,11.80,56.18,3.45,16.3,0.45,0.00,0.00,0.0,0.00
Marquis Shoulders,Houston,Kansas,Hou,-,-,65,8.33,68,12.44,57.05,4.11,13.9,0.44,0.00,0.00,0.0,0.00
Joseph Manjack,Houston,Kansas,Hou,-,-,66,8.32,71,12.20,50.91,3.88,13.1,0.53,0.53,0.26,2.0,0.00
Ketron Jackson,Baylor,TxTch,Baylor,-,-,67,8.30,75,11.93,56.78,3.63,15.6,0.43,0.35,0.09,3.9,0.00
Noah Thomas,Texas A&M,MissSt,TexA&M,-,-,68,8.23,65,12.66,55.38,4.43,12.5,0.44,0.35,0.35,1.0,0.00
Tailique Williams,Georgia State,Marsh,GaSt,-,-,69,8.14,58,13.12,60.09,4.98,12.1,0.36,0.00,0.00,0.0,0.00
Nick Nash,San Jose State,Wyo,Wyo,-,-,70,8.13,64,12.76,54.36,4.64,11.7,0.45,0.00,0.00,0.0,0.00
Dalen Cobb,Georgia Southern,JMU,JMU,-,-,71,8.10,53,13.81,61.79,5.71,10.8,0.26,3.63,0.61,6.0,0.00
Kris Hutson,Washington State,Hawaii,Hawaii,-,-,72,8.10,63,12.83,59.50,4.73,12.6,0.35,0.53,0.18,2.9,0.00
Shazz Preston,Tulane,Rice,Rice,-,-,73,8.03,111,10.95,52.62,2.92,18.0,0.46,0.00,0.00,0.0,0.00
Courtney Jackson,Arkansas State,SouMis,ArkSt,-,-,74,8.02,107,11.10,54.83,3.08,17.8,0.42,0.33,0.08,4.1,0.00
Dante Wright,Temple,Tulsa,Tulsa,-,-,75,7.95,76,11.90,53.10,3.96,13.4,0.44,0.00,0.00,0.0,0.00
Amare Thomas,UAB,USF,UAB,-,-,76,7.90,46,14.13,55.92,6.23,9.0,0.34,2.86,0.34,8.4,0.00
Nyck Harbor,South Carolina,Okla,SCar,-,-,77,7.89,93,11.38,58.95,3.49,16.9,0.32,0.49,0.16,3.1,0.00
Yulkeith Brown,Tulane,Rice,Rice,-,-,78,7.85,97,11.30,45.73,3.45,13.3,0.27,10.91,1.09,10.0,0.09
Savion Williams,TCU,Utah,TCU,-,-,79,7.85,86,11.61,51.31,3.76,13.6,0.36,5.73,1.07,5.4,0.00
Omari Kelly,Middle Tenn. St,KennSt,KennSt,-,-,80,7.84,69,12.34,59.06,4.51,13.1,0.32,0.00,0.00,0.0,0.00
Kris Mitchell,Notre Dame,GaTech,ND,-,-,81,7.84,149,10.20,43.67,2.37,18.4,0.57,0.41,0.08,5.1,0.00
Tru Edwards,Louisiana Tech,NMSt,LaTech,-,-,82,7.79,74,12.05,51.13,4.27,12.0,0.43,1.11,0.34,3.3,0.00
Theo Wease Jr.,Missouri,Auburn,Auburn,-,-,83,7.75,91,11.50,52.50,3.75,14.0,0.42,0.00,0.00,0.0,0.00
Chris Brazzell II,Tennessee,Ala,Ala,-,-,84,7.74,131,10.63,49.30,2.89,17.1,0.47,0.00,0.00,0.0,0.00
Mario Williams,Tulane,Rice,Rice,-,-,85,7.72,72,12.09,55.13,4.38,12.6,0.35,1.05,0.26,4.0,0.00
Tyrin Smith,Cincinnati,AriSt,AriSt,-,-,86,7.68,88,11.56,50.38,3.88,13.0,0.35,5.21,0.71,7.3,0.00
Ali Jennings,Virginia Tech,BC,BC,-,-,87,7.67,100,11.22,52.97,3.55,14.9,0.39,0.00,0.00,0.0,0.00
Donavon Greene,Wake Forest,UConn,Wake,-,-,88,7.66,90,11.55,55.29,3.90,14.2,0.35,0.00,0.00,0.0,0.00
Jordan Hudson,SMU,Stan,SMU,-,-,89,7.65,135,10.54,43.67,2.89,15.1,0.55,0.00,0.00,0.0,0.00
Trond Grizzell,California,NCSU,NCSU,-,-,90,7.62,114,10.92,50.87,3.30,15.4,0.42,0.00,0.00,0.0,0.00
Chase Sowell,East Carolina,Army,ECU,-,-,91,7.61,80,11.77,56.08,4.17,13.4,0.33,0.00,0.00,0.0,0.00
De'Corian Clark,UTSA,FlaAtl,FlaAtl,-,-,92,7.60,95,11.33,51.65,3.73,13.8,0.41,0.00,0.00,0.0,0.00
Makai Lemon,USC,MD,USC,-,-,93,7.59,79,11.80,48.00,4.21,11.4,0.45,1.07,0.18,5.9,0.00
Pat Bryant,Illinois,Mich,Mich,-,-,94,7.58,103,11.17,47.77,3.58,13.3,0.47,0.00,0.00,0.0,0.00
Tyler Brown,Clemson,UVa,UVa,-,-,95,7.54,73,12.08,49.05,4.54,10.8,0.41,2.03,0.16,12.7,0.00
Landon Ransom-Goelz,Rice,Tulane,Rice,-,-,96,7.53,101,11.21,49.54,3.69,13.4,0.43,0.00,0.00,0.0,0.00
Corey Rucker,Arkansas State,SouMis,ArkSt,-,-,97,7.52,120,10.75,58.60,3.23,18.1,0.27,0.45,0.09,5.0,0.00
J. Michael Sturdivant,UCLA,Rut,UCLA,-,-,98,7.47,94,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Devin Voisin,South Alabama,Troy,Troy,-,-,99,7.47,108,11.07,55.52,3.60,15.4,0.32,0.00,0.00,0.0,0.00
Jahdae Walker,Texas A&M,MissSt,TexA&M,-,-,100,7.47,117,10.88,51.92,3.42,15.2,0.33,2.75,0.67,4.1,0.00
Montorie Foster,Michigan State,Iowa,Iowa,-,-,101,7.46,96,11.31,53.02,3.85,13.8,0.35,0.61,0.18,3.4,0.00
Ja'Corey Brooks,Louisville,Mia-Fl,Mia-Fl,-,-,102,7.44,127,10.70,43.26,3.26,13.3,0.52,0.00,0.00,0.0,0.00
Tobias Merriweather,California,NCSU,NCSU,-,-,103,7.44,136,10.52,50.76,3.08,16.5,0.39,0.00,0.00,0.0,0.00
Lewis Bond,Boston College,VaTech,BC,-,-,104,7.39,125,10.72,47.92,3.33,14.4,0.42,1.00,0.17,5.9,0.00
Kaden Prather,Maryland,USC,USC,-,-,105,7.31,129,10.67,48.64,3.36,14.5,0.40,0.48,0.08,6.0,0.00
Ja'Khi Douglas,Florida State,Duke,FlaSt,-,-,106,7.29,105,11.13,59.07,3.84,15.4,0.17,3.59,0.60,6.0,0.00
Dane Key,Kentucky,Fla,Kty,-,-,107,7.29,134,10.54,47.92,3.25,14.7,0.42,0.00,0.00,0.0,0.00
Jack Hestera,Utah State,NM,NM,-,-,108,7.28,116,10.90,48.16,3.62,13.3,0.41,0.00,0.00,0.0,0.00
Andrew Armstrong,Arkansas,LSU,LSU,-,-,109,7.26,106,11.12,53.02,3.86,13.7,0.32,0.24,0.08,3.0,0.00
Trey Goodman,UTEP,FIU,FIU,-,-,110,7.26,130,10.63,45.36,3.36,13.5,0.45,0.00,0.00,0.0,0.00
Elijah Metcalf,Marshall,GaSt,GaSt,-,-,111,7.23,85,11.62,47.86,4.40,10.9,0.41,0.00,0.00,0.0,0.00
Xavier Townsend,Central Florida,IaSt,UCF,-,-,112,7.23,109,11.07,42.83,3.83,11.2,0.42,4.50,0.58,7.8,0.00
Winston Wright,East Carolina,Army,ECU,-,-,113,7.23,82,11.70,57.10,4.47,12.8,0.25,0.00,0.00,0.0,0.00
Junior Vandeross,Toledo,NIU,Toledo,-,-,114,7.21,123,10.74,49.15,3.53,13.9,0.35,1.76,0.26,6.8,0.00
Omari Hayes,Florida Atlantic,Tx-SA,FlaAtl,-,-,115,7.20,83,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Samuel Brown,Miami,Lou,Mia-Fl,-,-,116,7.19,84,11.66,56.76,4.47,12.7,0.25,0.00,0.00,0.0,0.00
Dominic Lovett,Georgia,Tex,UGa,-,-,117,7.18,89,11.56,52.38,4.38,12.0,0.32,0.00,0.00,0.0,0.00
Jaylin Lane,Virginia Tech,BC,BC,-,-,118,7.17,148,10.22,39.26,3.06,12.8,0.46,4.63,1.20,3.9,0.00
Jerjuan Newton,Toledo,NIU,Toledo,-,-,119,7.16,119,10.82,48.08,3.66,13.1,0.39,0.16,0.08,2.0,0.00
Barion Brown,Kentucky,Fla,Kty,-,-,120,7.15,87,11.60,48.75,4.45,11.0,0.33,2.96,0.49,6.0,0.00
Cam Coleman,Auburn,Missou,Auburn,-,-,121,7.14,145,10.27,43.28,3.13,13.8,0.47,0.00,0.00,0.0,0.00
Darrius Clemons,Oregon State,UNLV,UNLV,-,-,122,7.13,112,10.94,50.70,3.80,13.3,0.34,0.34,0.08,4.3,0.00
Ja'Kobi Lane,USC,MD,USC,-,-,123,7.11,144,10.29,45.95,3.17,14.5,0.40,1.35,0.24,5.6,0.00
Da'Quan Felton,Virginia Tech,BC,BC,-,-,124,7.10,164,9.91,42.89,2.81,15.3,0.47,0.00,0.00,0.0,0.00
Darius Lassiter,BYU,OkSt,OkSt,-,-,125,7.10,139,10.46,43.18,3.36,12.9,0.45,0.55,0.09,6.1,0.00
Jayce Brown,Kansas State,WVU,KanSt,-,-,126,7.07,122,10.75,46.40,3.68,12.6,0.40,0.32,0.32,1.0,0.00
Easton Messer,Western Kentucky,SamHou,WestKy,-,-,127,7.06,98,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Jimmy Valsin,Oregon State,UNLV,UNLV,-,-,128,7.06,121,10.75,49.63,3.69,13.4,0.34,0.43,0.09,4.8,0.00
Chris Hilton,LSU,Ark,LSU,-,-,129,7.05,165,9.89,47.23,2.85,16.6,0.38,0.15,0.08,1.9,0.00
Logan Loya,UCLA,Rut,UCLA,-,-,130,7.04,104,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Donaven McCulley,Indiana,Neb,Neb,-,-,131,7.03,128,10.70,48.54,3.67,13.2,0.36,0.27,0.09,3.0,0.00
Luke Grimm,Kansas,Hou,Hou,-,-,132,6.99,152,10.14,41.85,3.15,13.3,0.46,0.28,0.09,3.1,0.00
Bryce Kirtz,Northwestern,Wisc,Wisc,-,-,133,6.99,113,10.94,50.15,3.95,12.7,0.33,0.00,0.00,0.0,0.00
Taylor Morin,Wake Forest,UConn,Wake,-,-,134,6.98,124,10.74,50.40,3.76,13.4,0.32,0.24,0.08,3.0,0.00
Dylan Goffney,Colorado State,AF,ColoSt,-,-,135,6.96,126,10.71,48.74,3.76,13.0,0.34,0.34,0.17,2.0,0.00
Taji Hudson,James Madison,GaSo,JMU,-,-,136,6.96,167,9.81,42.77,2.86,15.0,0.45,0.00,0.00,0.0,0.00
Caleb Medford,New Mexico,UtahSt,NM,-,-,137,6.94,154,10.08,55.21,3.15,17.5,0.24,0.00,0.00,0.0,0.00
Nik McMillan,Buffalo,WestMI,WestMI,-,-,138,6.91,133,10.57,49.40,3.66,13.5,0.31,1.01,0.16,6.3,0.00
Jerand Bradley,Boston College,VaTech,BC,-,-,139,6.88,169,9.79,47.65,2.91,16.4,0.35,0.00,0.00,0.0,0.00
Tai Felton,Maryland,USC,USC,-,-,140,6.88,151,10.18,47.22,3.30,14.3,0.35,0.70,0.09,7.8,0.00
A.J. Henning,Northwestern,Wisc,Wisc,-,-,141,6.88,115,10.90,39.11,4.02,9.7,0.26,8.66,2.27,3.8,0.09
Justin Olson,UNC Charlotte,Navy,Char,-,-,142,6.88,102,11.19,47.29,4.31,11.0,0.36,0.00,0.00,0.0,0.00
Ryan Williams,Alabama,Tenn,Ala,-,-,143,6.86,159,9.95,52.27,3.09,16.9,0.27,0.00,0.00,0.0,0.00
Ja'Mori Maclin,Kentucky,Fla,Kty,-,-,144,6.84,183,9.42,49.03,2.58,19.0,0.32,0.00,0.00,0.0,0.00
Antonio Williams,Clemson,UVa,UVa,-,-,145,6.84,92,11.40,49.20,4.56,10.8,0.32,0.00,0.00,0.0,0.00
Kenneth Womack,Western Michigan,Buff,WestMI,-,-,146,6.84,59,13.01,58.42,6.17,9.5,0.17,0.00,0.00,0.0,0.00
Zakhari Franklin,Illinois,Mich,Mich,-,-,147,6.83,153,10.11,44.96,3.27,13.7,0.39,0.00,0.00,0.0,0.00
Jaden Greathouse,Notre Dame,GaTech,ND,-,-,148,6.82,181,9.46,37.28,2.64,14.1,0.51,0.26,0.09,2.9,0.00
Semaj Morgan,Michigan,Ill,Mich,-,-,149,6.80,156,9.96,38.42,3.16,12.2,0.35,3.25,0.61,5.3,0.09
Chase Roberts,BYU,OkSt,OkSt,-,-,150,6.75,150,10.20,46.77,3.45,13.6,0.33,0.99,0.16,6.2,0.00
Justin Lockhart,San Jose State,Wyo,Wyo,-,-,151,6.73,142,10.43,52.46,3.71,14.1,0.25,0.00,0.00,0.0,0.00
Tiaquelin Mims,Southern Miss,ArkSt,ArkSt,-,-,152,6.73,118,10.82,46.42,4.08,11.4,0.33,0.92,0.17,5.4,0.00
J.J. Sparkman,UTSA,FlaAtl,FlaAtl,-,-,153,6.70,138,10.49,48.08,3.79,12.7,0.32,0.00,0.00,0.0,0.00
Jaylen Lloyd,Nebraska,Ind,Neb,-,-,154,6.69,204,8.82,41.39,2.12,19.5,0.41,1.06,0.33,3.2,0.00
Junior Sherrill,Vanderbilt,BallSt,BallSt,-,-,155,6.68,157,9.96,42.67,3.28,13.0,0.34,3.45,0.60,5.8,0.00
Malik Rutherford,Georgia Tech,ND,ND,-,-,156,6.67,132,10.58,44.96,3.91,11.5,0.35,0.87,0.17,5.1,0.00
Kellen Stewart,Middle Tenn. St,KennSt,KennSt,-,-,157,6.65,143,10.41,44.87,3.76,11.9,0.36,0.18,0.09,2.0,0.00
De'zhaun Stribling,Oklahoma State,BYU,OkSt,-,-,158,6.65,141,10.43,51.98,3.78,13.8,0.24,0.00,0.00,0.0,0.00
Coy Eakin,Texas Tech,Baylor,Baylor,-,-,159,6.64,99,11.24,50.33,4.61,10.9,0.27,0.09,0.09,1.0,0.00
Jaden Williams,Texas State,ODU,TxSt,-,-,160,6.64,180,9.48,50.86,2.84,17.9,0.26,0.00,0.00,0.0,0.00
Quincy Skinner Jr.,Vanderbilt,BallSt,BallSt,-,-,161,6.61,184,9.36,40.92,2.75,14.9,0.42,0.17,0.08,2.1,0.00
Bryson Green,Wisconsin,NW,Wisc,-,-,162,6.59,171,9.76,45.92,3.17,14.5,0.33,0.00,0.00,0.0,0.00
Cameron Ross,James Madison,GaSo,JMU,-,-,163,6.56,166,9.86,47.10,3.30,14.3,0.30,0.52,0.22,2.4,0.00
Jahmal Edrine,Purdue,Oregon,Oregon,-,-,164,6.47,163,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Colbie Young,Georgia,Tex,UGa,-,-,165,6.47,162,9.94,44.07,3.47,12.7,0.34,0.25,0.08,3.1,0.00
Gabriel Benyard,Kennesaw State,MiddTn,KennSt,-,-,166,6.45,186,9.25,42.29,2.80,15.1,0.34,1.86,0.59,3.2,0.00
Dillon Bell,Georgia,Tex,UGa,-,-,167,6.41,189,9.23,34.67,2.82,12.3,0.16,10.59,1.73,6.1,0.16
Jacob De Jesus,UNLV,OreSt,UNLV,-,-,168,6.41,110,10.97,45.55,4.56,10.0,0.17,3.30,0.76,4.3,0.08
Landon Sides,North Texas,Mem,NorTx,-,-,169,6.40,158,9.95,37.98,3.55,10.7,0.40,1.85,0.32,5.8,0.00
Dean Patterson,Florida International,UTEP,FIU,-,-,170,6.37,160,9.95,53.97,3.58,15.1,0.16,0.00,0.00,0.0,0.00
Jaron Glover,Michigan State,Iowa,Iowa,-,-,171,6.32,198,8.91,45.83,2.58,17.8,0.17,2.42,0.50,4.8,0.08
Coleman Owen,Ohio,Mia-O,Ohio,-,-,172,6.32,137,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Tiger Bachmeier,Stanford,SMU,SMU,-,-,173,6.31,146,10.24,46.01,3.93,11.7,0.26,1.71,0.17,10.1,0.00
Kobe Prentice,Alabama,Tenn,Ala,-,-,174,6.29,176,9.57,44.14,3.28,13.5,0.31,0.00,0.00,0.0,0.00
Hykeem Williams,Florida State,Duke,FlaSt,-,-,175,6.29,214,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,Ill,Mich,-,-,176,6.28,188,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
DT Sheffield,North Texas,Mem,NorTx,-,-,177,6.28,173,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),Ohio,Ohio,-,-,178,6.26,216,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Mac Dalena,Fresno State,Nevada,Fres,-,-,179,6.23,155,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Jacoby Jones,Central Florida,IaSt,UCF,-,-,180,6.23,210,8.71,38.32,2.48,15.5,0.40,0.00,0.00,0.0,0.00
Cade McDonald,Miami (OH),Ohio,Ohio,-,-,181,6.22,185,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Eli Pancol,Duke,FlaSt,FlaSt,-,-,182,6.22,170,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
Kelby Williams,Old Dominion,TxSt,TxSt,-,-,183,6.22,205,8.81,40.00,2.59,15.4,0.37,0.00,0.09,0.0,0.00
DeMarcus Harris,Marshall,GaSt,GaSt,-,-,184,6.21,147,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Anthony Sambucci,Western Michigan,Buff,WestMI,-,-,185,6.21,218,8.56,33.73,2.35,14.4,0.47,0.16,0.16,1.0,0.00
Naiem Simmons,South Florida,UAB,UAB,-,-,186,6.17,200,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,Cal,NCSU,-,-,187,6.16,196,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,Tx-SA,FlaAtl,-,-,188,6.14,175,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,Ind,Neb,-,-,189,6.10,174,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,CoastC,UL-Laf,-,-,190,6.10,187,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,NMSt,LaTech,-,-,191,6.03,207,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Traylon Ray,West Virginia,KanSt,KanSt,-,-,192,6.02,243,8.06,42.11,2.04,20.6,0.30,0.00,0.00,0.0,0.00
Jamahdia Whitby,Coastal Carolina,UL-Laf,UL-Laf,-,-,193,6.01,202,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
