,,Week 9 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Player Name,Team,Opp,Fav,Spread,O/U,Rank,Points,Rank,Points,Yds,Att,Avg,TD,Yds,Rec,Avg,TD
Donerio Davenport,Louisiana Tech,UTEP,UTEP,-,-,187,6.05,187,6.94,35.64,7.00,5.1,0.24,5.55,0.89,6.2,0.08
Trey Cooley,Georgia Tech,VaTech,GaTech,-,-,188,5.98,184,7.02,30.74,7.00,4.4,0.24,9.74,1.05,9.3,0.08
Emmett Johnson,Nebraska,OhioSt,Neb,-,-,189,5.93,196,6.35,41.75,9.00,4.6,0.25,2.58,0.42,6.1,0.00
Gavin Garcia,Kent,WestMI,KentSt,-,-,190,5.92,198,6.08,42.93,11.00,3.9,0.25,1.48,0.16,9.3,0.00
Coleman Bennett,Rice,UConn,Rice,-,-,191,5.82,165,7.85,25.97,7.00,3.7,0.24,17.58,2.03,8.7,0.00
Elijah Gilliam,Fresno State,SJSU,SJSU,-,-,192,5.79,195,6.44,25.97,6.00,4.3,0.33,7.23,0.66,11.0,0.08
Alexander Diggs,Kennesaw State,Lib,Lib,-,-,193,5.77,197,6.12,38.51,8.00,4.8,0.26,3.34,0.35,9.5,0.00
Sy'veon Wilkerson,Georgia State,App,GaSt,-,-,194,5.49,207,5.73,33.70,8.00,4.2,0.32,1.78,0.24,7.4,0.00
Kaleb Johnson,Iowa,NW,NW,-,-,195,5.48,202,5.82,36.42,9.00,4.0,0.25,3.06,0.34,9.0,0.00
Jaison Patterson,Bowling Green,Toledo,BGSU,-,-,196,5.45,178,7.28,19.08,5.00,3.8,0.17,15.42,1.83,8.4,0.17
Daelen Alexander,Rice,UConn,Rice,-,-,197,5.41,212,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Rocko Griffin,UTSA,Tulsa,Tx-SA,-,-,198,5.35,200,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,UtahSt,UtahSt,-,-,199,5.31,199,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Landon Sims,Hawaii,Nevada,Nevada,-,-,200,5.29,193,6.52,33.57,8.00,4.2,0.16,9.40,1.24,7.6,0.00
Javious Bond,East Carolina,Temple,Temple,-,-,201,5.22,192,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,JacSt,MiddTn,-,-,202,5.20,203,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,Utah,Utah,-,-,203,5.19,201,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Yasin Wllis,Syracuse,Pitt,Syr,-,-,204,5.17,206,5.74,32.31,7.00,4.6,0.24,4.72,0.57,8.3,0.00
Jovantae Barnes,Oklahoma,Miss,Okla,-,-,205,5.07,204,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Sutton Smith,Memphis,Char,Char,-,-,206,5.02,191,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Joquez Smith,Temple,ECU,Temple,-,-,207,5.01,205,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Samuel Brown,Rutgers,USC,Rut,-,-,208,4.98,214,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,SDSU,WashSt,-,-,209,4.96,208,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,LaTech,UTEP,-,-,210,4.96,215,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Jeremiah Cobb,Auburn,Kty,Auburn,-,-,211,4.93,209,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Brandon Chatman,Navy,ND,ND,-,-,212,4.85,194,6.46,17.97,5.00,3.6,0.08,20.34,1.61,12.6,0.08
Willie Shaw,Toledo,BGSU,BGSU,-,-,213,4.81,211,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Keyon Mozee,Miami (OH),CentMi,CentMi,-,-,214,4.80,216,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Jaylon Armstead,San Diego State,WashSt,WashSt,-,-,215,4.74,217,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,Okla,Okla,-,-,216,4.68,213,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Miss,Okla,-,-,217,4.63,218,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,Lib,Lib,-,-,218,4.50,230,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,LSU,LSU,-,-,219,4.47,222,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,Kty,Auburn,-,-,220,4.46,220,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,Iowa,NW,-,-,221,4.46,210,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Daniyel Ngata,Washington,Ind,Wash,-,-,222,4.42,219,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,BC,Lou,-,-,223,4.41,227,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Malachi Thomas,Virginia Tech,GaTech,GaTech,-,-,224,4.37,221,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,Navy,ND,-,-,225,4.31,225,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Vaughn Blue,Liberty,KennSt,Lib,-,-,226,4.29,231,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,Cin,Cin,-,-,227,4.22,235,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,MissSt,Ark,-,-,228,4.22,223,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,Wagner,Wagner,-,-,229,4.19,224,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,UVa,UNC,-,-,230,4.16,228,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,Wash,Wash,-,-,231,4.11,226,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,GaSo,GaSo,-,-,232,4.11,232,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,Fres,SJSU,-,-,233,4.09,234,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,OkSt,OkSt,-,-,234,4.07,239,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,Mem,Char,-,-,235,4.06,238,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,Vandy,Tex,-,-,236,4.05,229,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,Lou,Lou,-,-,237,3.97,233,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,NW,NW,-,-,238,3.94,244,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,UNLV,Boise,-,-,239,3.91,237,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Cam'Ron Valdez,Texas Tech,TCU,TxTch,-,-,240,3.86,241,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,Temple,Temple,-,-,241,3.81,236,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Tyler Purdy,James Madison,SouMis,SouMis,-,-,242,3.75,247,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,Minn,MD,-,-,243,3.75,245,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,Minn,MD,-,-,244,3.74,246,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,NM,NM,-,-,245,3.73,248,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,Tulane,Tulane,-,-,246,3.71,251,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,USA,UL-Mon,-,-,247,3.68,256,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,ArkSt,Troy,-,-,248,3.56,242,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,UL-Mon,UL-Mon,-,-,249,3.55,243,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,Ill,Ill,-,-,250,3.54,240,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,KentSt,KentSt,-,-,251,3.53,253,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,Boise,Boise,-,-,252,3.52,254,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,Ohio,Buff,-,-,253,3.52,249,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,NIU,NIU,-,-,254,3.49,257,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,MD,MD,-,-,255,3.38,266,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,UTEP,UTEP,-,-,256,3.36,255,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,OhioSt,Neb,-,-,257,3.35,262,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
Damian Henderson,Colorado State,NM,NM,-,-,258,3.27,267,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,BGSU,BGSU,-,-,259,3.26,263,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,Oregon,Ill,-,-,260,3.25,265,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,Ark,Ark,-,-,261,3.25,261,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,NorTx,Tulane,-,-,262,3.23,250,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,GaSt,GaSt,-,-,263,3.16,270,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,ECU,Temple,-,-,264,3.16,264,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,SMU,SMU,-,-,265,3.12,260,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,OreSt,OreSt,-,-,266,3.11,259,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,Baylor,OkSt,-,-,267,3.09,272,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,Hou,Utah,-,-,268,3.07,281,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,UNC,UNC,-,-,269,3.06,258,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,WashSt,WashSt,-,-,270,3.03,273,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,SamHou,SamHou,-,-,271,3.01,252,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,JacSt,MiddTn,-,-,272,2.92,275,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,Akron,EastMi,-,-,273,2.92,269,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
Quintrevion Wisner,Texas,Vandy,Tex,-,-,274,2.91,274,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Cam Barfield,Hawaii,Nevada,Nevada,-,-,275,2.88,268,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
Lloyd Avant,Tulsa,Tx-SA,Tx-SA,-,-,276,2.86,271,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
David Egbe,Wake Forest,Stan,Wake,-,-,277,2.79,286,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
John Emery Jr.,LSU,TexA&M,LSU,-,-,278,2.77,284,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,Fres,SJSU,-,-,279,2.72,282,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,Mia-Fl,FlaSt,-,-,280,2.70,290,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Ja'Shon Benjamin,Rutgers,USC,Rut,-,-,281,2.67,279,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,ArkSt,Troy,-,-,282,2.67,276,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,Mia-O,CentMi,-,-,283,2.61,277,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,Rice,Rice,-,-,284,2.60,287,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,MD,MD,-,-,285,2.60,278,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,LSU,LSU,-,-,286,2.59,280,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,UCF,BYU,-,-,287,2.57,291,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,TxTch,TxTch,-,-,288,2.57,295,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,Wake,Wake,-,-,289,2.56,283,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,GaSt,GaSt,-,-,290,2.48,298,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,LaTech,UTEP,-,-,291,2.41,296,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,ColoSt,NM,-,-,292,2.37,293,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
Johnny Richardson,Central Florida,BYU,BYU,-,-,293,2.35,285,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,NorTx,Tulane,-,-,294,2.34,299,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,Oregon,Ill,-,-,295,2.33,294,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,PSU,PSU,-,-,296,2.31,301,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,SDSU,WashSt,-,-,297,2.19,297,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,Wyo,UtahSt,-,-,298,2.14,304,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,Neb,Neb,-,-,299,2.09,303,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,Wisc,PSU,-,-,300,2.07,309,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,WashSt,WashSt,-,-,301,2.06,289,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,Syr,Syr,-,-,302,2.06,300,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,Toledo,BGSU,-,-,303,2.06,288,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,MSU,MSU,-,-,304,2.06,318,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Moni Jones,Vanderbilt,Tex,Tex,-,-,305,2.02,308,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,Nevada,Nevada,-,-,306,2.01,307,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Hinckley Ropati,BYU,UCF,BYU,-,-,307,2.00,292,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,Missou,Missou,-,-,308,1.95,315,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,FlaSt,FlaSt,-,-,309,1.93,312,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,MD,MD,-,-,310,1.93,326,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,Rut,Rut,-,-,311,1.92,321,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,BallSt,NIU,-,-,312,1.92,302,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,Hou,Utah,-,-,313,1.92,314,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,MissSt,Ark,-,-,314,1.90,319,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,Troy,Troy,-,-,315,1.88,323,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,FIU,SamHou,-,-,316,1.88,310,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,Hou,Utah,-,-,317,1.88,305,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,JMU,SouMis,-,-,318,1.86,313,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,JMU,SouMis,-,-,319,1.85,324,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,WestMI,KentSt,-,-,320,1.84,322,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,Mia-Fl,FlaSt,-,-,321,1.80,306,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,Buff,Buff,-,-,322,1.78,327,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,EastMi,EastMi,-,-,323,1.76,317,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Jaden Nixon,Western Michigan,KentSt,KentSt,-,-,324,1.72,311,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,VaTech,GaTech,-,-,325,1.70,320,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,TCU,TxTch,-,-,326,1.68,330,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,UNC,UNC,-,-,327,1.68,316,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,UVa,UNC,-,-,328,1.67,331,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,Cal,OreSt,-,-,329,1.66,325,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,ODU,GaSo,-,-,330,1.60,328,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Sevion Morrison,Kansas,KanSt,Kansas,-,-,331,1.48,332,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,Colo,Cin,-,-,332,1.46,329,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,Rice,Rice,-,-,333,1.45,333,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Jack Griese,Virginia,UNC,UNC,-,-,334,1.32,334,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,ECU,Temple,-,-,335,1.27,335,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,UtahSt,UtahSt,-,-,336,1.20,339,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,BYU,BYU,-,-,337,1.13,337,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,Auburn,Auburn,-,-,338,1.11,336,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,Ari,WVU,-,-,339,1.02,338,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,MSU,MSU,-,-,340,0.93,343,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,Ala,Missou,-,-,341,0.89,344,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,Wake,Wake,-,-,342,0.85,345,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,MD,MD,-,-,343,0.84,346,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,Auburn,Auburn,-,-,344,0.84,342,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Caleb Komolafe,Northwestern,Iowa,NW,-,-,345,0.81,340,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,Mich,MSU,-,-,346,0.81,347,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,Baylor,OkSt,-,-,347,0.77,341,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,Kansas,Kansas,-,-,348,0.52,348,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,SJSU,SJSU,-,-,349,0.51,349,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,GaTech,GaTech,-,-,350,0.32,351,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,ND,ND,-,-,351,0.28,350,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
CJ Baxter,Texas,Vandy,Tex,-,-,352,0.00,352,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,WVU,WVU,-,-,353,0.00,354,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,Utah,Utah,-,-,354,0.00,356,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,LSU,LSU,-,-,355,0.00,353,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,Cin,Cin,-,-,356,0.00,357,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,Duke,SMU,-,-,357,0.00,355,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
