,,Week 12 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Cadarrius Thompson,Georgia State,ArkSt,ArkSt,-,-,194,5.54,192,8.52,36.05,2.98,12.1,0.32,0.00,0.00,0.0,0.00
LV Bunkley-Shelton,Georgia Southern,Troy,Troy,-,-,195,5.53,170,9.06,41.85,3.53,11.9,0.22,0.00,0.00,0.0,0.00
Kendrick Law,Alabama,Merc,Merc,-,-,196,5.48,193,8.52,39.84,3.03,13.1,0.25,0.25,0.08,3.1,0.00
Marlion Jackson,Louisiana Tech,WestKy,LaTech,-,-,197,5.46,199,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
Tylan Hines,Hawaii,UtahSt,Hawaii,-,-,198,5.45,168,9.13,38.80,3.68,10.5,0.24,1.28,0.32,4.0,0.00
Taji Johnson,Buffalo,BallSt,BallSt,-,-,199,5.45,198,8.38,33.79,2.93,11.5,0.34,0.00,0.00,0.0,0.00
Latrell Caples,Boise State,SJSU,Boise,-,-,200,5.44,182,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Jared Brown,South Carolina,Missou,Missou,-,-,201,5.41,187,8.57,38.75,3.17,12.2,0.25,0.33,0.33,1.0,0.00
Chase Hendricks,Ohio,EastMi,EastMi,-,-,202,5.41,210,8.12,38.31,2.71,14.1,0.25,0.51,0.17,3.0,0.00
Moose Muhammad III,Texas A&M,NMSt,NMSt,-,-,203,5.41,181,8.72,37.50,3.31,11.3,0.24,2.10,0.48,4.4,0.00
Reymello Murphy,Arizona,Hou,Hou,-,-,204,5.41,219,7.94,30.69,2.53,12.1,0.33,3.84,0.82,4.7,0.00
Colby Bowman,Utah State,Hawaii,Hawaii,-,-,205,5.40,203,8.26,37.95,2.86,13.3,0.27,0.00,0.00,0.0,0.00
Qian Magwood,Ball State,Buff,BallSt,-,-,206,5.40,167,9.13,37.64,3.73,10.1,0.27,0.00,0.00,0.0,0.00
Matthew Golden,Texas,Ark,Tex,-,-,207,5.39,218,7.98,35.06,2.59,13.5,0.31,0.00,0.08,0.0,0.00
Gary Bryant Jr.,Oregon,Wisc,Oregon,-,-,208,5.38,236,7.70,34.84,2.32,15.0,0.29,1.55,0.29,5.3,0.00
Ryan Davis,New Mexico,WashSt,WashSt,-,-,209,5.37,174,8.90,43.15,3.53,12.2,0.18,0.00,0.00,0.0,0.00
Jordan Faison,Notre Dame,UVa,UVa,-,-,210,5.37,247,7.47,34.10,2.10,16.2,0.30,1.60,0.20,8.0,0.00
Montana Lemonious-Craig,Arizona,Hou,Hou,-,-,211,5.37,200,8.32,32.32,2.95,11.0,0.36,0.00,0.00,0.0,0.00
Dante Cephas,Kansas State,AriSt,AriSt,-,-,212,5.36,211,8.11,37.17,2.75,13.5,0.25,1.42,0.33,4.3,0.00
Quentin Skinner,Kansas,BYU,Kansas,-,-,213,5.34,232,7.72,42.38,2.38,17.8,0.17,0.77,0.17,4.5,0.00
Ashtyn Hawkins,Baylor,WVU,Baylor,-,-,214,5.33,207,8.16,38.25,2.83,13.5,0.25,0.00,0.08,0.0,0.00
Tyson Mobley,Liberty,UMass,Lib,-,-,215,5.33,270,6.96,31.45,1.64,19.2,0.36,0.00,0.00,0.0,0.00
Trech Kekahuna,Wisconsin,Oregon,Oregon,-,-,216,5.28,185,8.58,36.70,3.30,11.1,0.27,0.00,0.00,0.0,0.00
Milan Tucker,Florida Atlantic,Temple,FlaAtl,-,-,217,5.23,189,8.56,35.65,3.33,10.7,0.28,0.00,0.00,0.0,0.00
Trent Walker,Oregon State,AF,OreSt,-,-,218,5.22,195,8.49,36.29,3.28,11.1,0.26,0.34,0.09,3.8,0.00
Harvey Broussard,Louisiana-Lafayette,USA,USA,-,-,219,5.19,227,7.83,35.55,2.64,13.5,0.27,0.00,0.00,0.0,0.00
Gavin Blackwell,North Carolina,Wake,Wake,-,-,220,5.18,237,7.64,37.54,2.46,15.3,0.24,0.00,0.00,0.0,0.00
Mekhi Shaw,San Diego State,UNLV,SDSU,-,-,221,5.17,205,8.18,37.38,3.02,12.4,0.24,0.00,0.00,0.0,0.00
Luke Floriea,Kent,Mia-O,KentSt,-,-,222,5.15,202,8.27,32.26,3.12,10.3,0.31,0.55,0.08,6.9,0.00
Jeremiah Ballard,Tulsa,ECU,ECU,-,-,223,5.14,216,8.01,46.03,2.87,16.0,0.09,0.00,0.00,0.0,0.00
Horatio Fields,Wake Forest,UNC,Wake,-,-,224,5.12,220,7.90,34.54,2.78,12.4,0.28,0.00,0.00,0.0,0.00
Antonio Jones,Temple,FlaAtl,FlaAtl,-,-,225,5.10,238,7.64,41.51,2.54,16.3,0.16,0.00,0.00,0.0,0.00
KeAndre Lambert-Smith,Auburn,UL-Mon,UL-Mon,-,-,226,5.08,229,7.81,34.45,2.73,12.6,0.27,0.00,0.00,0.0,0.00
Giles Jackson,Washington,UCLA,UCLA,-,-,227,5.07,190,8.54,34.52,3.47,9.9,0.24,1.69,0.40,4.2,0.00
Will Pelissier,Wyoming,ColoSt,Wyo,-,-,228,5.04,234,7.71,35.08,2.67,13.1,0.25,0.33,0.17,1.9,0.00
Devonte Ross,Troy,GaSo,Troy,-,-,229,5.02,231,7.72,36.23,2.69,13.5,0.23,0.15,0.08,1.9,0.00
O'Mega Blake,UNC Charlotte,USF,USF,-,-,230,5.00,258,7.29,32.86,2.29,14.3,0.29,0.00,0.00,0.0,0.00
Lance LeGendre,Louisiana-Lafayette,USA,USA,-,-,231,4.98,245,7.50,34.17,2.52,13.6,0.26,0.00,0.00,0.0,0.00
Aaron Anderson,LSU,Fla,LSU,-,-,232,4.95,241,7.61,33.47,2.67,12.5,0.27,0.00,0.00,0.0,0.00
Duce Robinson,USC,Neb,Neb,-,-,233,4.95,278,6.66,34.95,1.70,20.6,0.24,0.00,0.00,0.0,0.00
Jyaire Shorter,Memphis,UAB,UAB,-,-,234,4.95,246,7.48,29.88,2.53,11.8,0.33,0.00,0.00,0.0,0.00
Armani Winfield,Colorado State,Wyo,Wyo,-,-,235,4.95,215,8.01,38.43,3.06,12.6,0.19,0.00,0.00,0.0,0.00
Marc Britt,Louisiana-Monroe,Auburn,UL-Mon,-,-,236,4.94,243,7.53,32.50,2.59,12.5,0.28,0.19,0.09,2.1,0.00
Julian Gray,Liberty,UMass,Lib,-,-,237,4.94,274,6.77,29.17,1.83,15.9,0.33,0.25,0.08,3.1,0.00
Michael Mathison,Western Kentucky,LaTech,LaTech,-,-,238,4.94,217,8.01,34.92,3.06,11.4,0.24,0.00,0.00,0.0,0.00
Tyrone Broden,Arkansas,Tex,Tex,-,-,239,4.93,242,7.55,35.08,2.62,13.4,0.23,0.38,0.08,4.8,0.00
Moochie Dixon,SMU,BC,BC,-,-,240,4.93,263,7.09,29.84,2.16,13.8,0.32,0.24,0.08,3.0,0.00
Elijah Canion,Liberty,UMass,Lib,-,-,241,4.91,279,6.64,27.27,1.73,15.8,0.36,0.00,0.00,0.0,0.00
Koby Drake,Memphis,UAB,UAB,-,-,242,4.91,209,8.14,34.60,3.23,10.7,0.24,0.00,0.00,0.0,0.00
Ja'Cyais Credle,Georgia State,ArkSt,ArkSt,-,-,243,4.90,228,7.82,35.15,2.92,12.0,0.23,0.00,0.00,0.0,0.00
Eric Rivers,Florida International,JacSt,FIU,-,-,244,4.89,226,7.84,34.10,2.95,11.6,0.25,0.00,0.00,0.0,0.00
Porter Rooks,Eastern Michigan,Ohio,EastMi,-,-,245,4.89,224,7.84,38.21,2.95,13.0,0.18,0.00,0.00,0.0,0.00
Christian Dremel,Rutgers,MD,Rut,-,-,246,4.88,223,7.85,33.13,2.97,11.2,0.23,1.64,0.31,5.3,0.00
Peyton Higgins,Troy,GaSo,Troy,-,-,247,4.86,250,7.44,38.33,2.58,14.9,0.17,0.25,0.08,3.1,0.00
Kody Epps,BYU,Kansas,Kansas,-,-,248,4.84,244,7.50,33.75,2.66,12.7,0.23,0.63,0.23,2.7,0.00
Carlos Hernandez,Washington State,NM,WashSt,-,-,249,4.81,221,7.86,39.44,3.06,12.9,0.14,0.28,0.14,2.0,0.00
Iverson Hooks,UAB,Mem,UAB,-,-,250,4.80,248,7.44,28.80,2.64,10.9,0.32,0.00,0.00,0.0,0.00
Prince Strachan,Boise State,SJSU,Boise,-,-,251,4.76,291,6.38,33.77,1.62,20.8,0.23,0.00,0.00,0.0,0.00
Davon Wells,Louisiana-Monroe,Auburn,UL-Mon,-,-,252,4.75,239,7.62,32.79,2.87,11.4,0.25,0.00,0.00,0.0,0.00
Kyre Duplessis,Coastal Carolina,Marsh,CoastC,-,-,253,4.74,222,7.85,35.16,3.11,11.3,0.16,2.38,0.98,2.4,0.00
Damien Alford,Utah,Colo,Utah,-,-,254,4.73,264,7.08,33.18,2.35,14.1,0.24,0.00,0.00,0.0,0.00
Daejon Reynolds,Pittsburgh,Clem,Clem,-,-,255,4.73,235,7.70,33.28,2.97,11.2,0.23,0.00,0.00,0.0,0.00
Chuck Montgomery,Marshall,CoastC,CoastC,-,-,256,4.70,252,7.40,32.21,2.70,11.9,0.25,0.00,0.00,0.0,0.00
Frank Covey IV,Northwestern,OhioSt,OhioSt,-,-,257,4.67,225,7.84,36.09,3.18,11.3,0.18,0.00,0.00,0.0,0.00
Andre Greene,Virginia,ND,UVa,-,-,258,4.66,240,7.61,36.72,2.95,12.4,0.16,0.00,0.00,0.0,0.00
Melquan Stovall,Arizona State,KanSt,AriSt,-,-,259,4.66,251,7.42,34.22,2.76,12.4,0.17,2.07,0.34,6.1,0.00
Baylin Brooks,San Diego State,UNLV,SDSU,-,-,260,4.61,261,7.16,35.61,2.54,14.0,0.18,0.00,0.00,0.0,0.00
CJ Smith,Purdue,PSU,PSU,-,-,261,4.59,267,7.03,33.09,2.45,13.5,0.21,0.00,0.00,0.0,0.00
Willie McCoy,UTSA,NorTx,NorTx,-,-,262,4.55,262,7.15,28.37,2.60,10.9,0.28,0.37,0.28,1.3,0.00
Sterling Galban,Massachusetts,Lib,Lib,-,-,263,4.54,255,7.35,31.33,2.81,11.1,0.23,0.00,0.00,0.0,0.00
Zae Baines,Temple,FlaAtl,FlaAtl,-,-,264,4.52,233,7.72,40.40,3.20,12.6,0.08,0.00,0.00,0.0,0.00
Donovan Ollie,Colorado State,Wyo,Wyo,-,-,265,4.51,256,7.33,35.40,2.82,12.6,0.16,0.00,0.00,0.0,0.00
Alex Perry,Hawaii,UtahSt,Hawaii,-,-,266,4.51,259,7.21,30.79,2.70,11.4,0.24,0.00,0.00,0.0,0.00
RJ Garcia,Bowling Green,WestMI,WestMI,-,-,267,4.49,257,7.31,34.35,2.82,12.2,0.16,0.89,0.24,3.7,0.00
Devin Boddie,Wyoming,ColoSt,Wyo,-,-,268,4.48,253,7.39,32.64,2.91,11.2,0.18,1.27,0.27,4.7,0.00
Malcolm Johnson,Bowling Green,WestMI,WestMI,-,-,269,4.45,265,7.08,34.07,2.63,13.0,0.17,0.25,0.08,3.1,0.00
Landon Parker,Troy,GaSo,Troy,-,-,270,4.44,284,6.53,28.00,2.09,13.4,0.27,0.00,0.00,0.0,0.00
Donovan Faupel,New Mexico State,TexA&M,NMSt,-,-,271,4.39,285,6.51,25.10,2.12,11.8,0.31,0.00,0.00,0.0,0.00
Robert Lewis,Auburn,UL-Mon,UL-Mon,-,-,272,4.38,271,6.94,29.58,2.57,11.5,0.23,0.60,0.08,7.5,0.00
Jake Smith,Arizona State,KanSt,AriSt,-,-,273,4.34,266,7.07,29.30,2.73,10.7,0.23,0.00,0.00,0.0,0.00
Titus Mokiao-Atimalala,UCLA,Wash,UCLA,-,-,274,4.33,287,6.49,28.25,2.17,13.0,0.25,0.00,0.00,0.0,0.00
Reagan Ealy,Arkansas State,GaSt,ArkSt,-,-,275,4.29,289,6.43,31.72,2.14,14.8,0.19,0.00,0.00,0.0,0.00
Diante Vines,Old Dominion,JMU,JMU,-,-,276,4.29,292,6.37,28.16,2.08,13.5,0.24,0.32,0.08,4.0,0.00
Jacob Bernard,Louisiana-Lafayette,USA,USA,-,-,277,4.28,254,7.37,38.26,3.09,12.4,0.08,0.00,0.00,0.0,0.00
Brionne Penny,James Madison,ODU,JMU,-,-,278,4.26,272,6.82,32.43,2.55,12.7,0.17,0.00,0.00,0.0,0.00
Chris Parker,Central Michigan,Toledo,CentMi,-,-,279,4.24,301,6.20,27.76,1.96,14.2,0.24,0.00,0.00,0.0,0.00
Trell Harris,Virginia,ND,UVa,-,-,280,4.20,286,6.50,31.83,2.30,13.8,0.17,0.00,0.00,0.0,0.00
TreyShun Hurry,San Jose State,Boise,Boise,-,-,281,4.20,269,6.96,31.64,2.76,11.5,0.17,0.00,0.00,0.0,0.00
Larry Simmons,Southern Miss,TxSt,SouMis,-,-,282,4.20,283,6.58,28.15,2.38,11.8,0.23,0.00,0.00,0.0,0.00
Nazeviah Burris,Florida International,JacSt,FIU,-,-,283,4.18,295,6.34,32.16,2.16,14.9,0.16,0.00,0.00,0.0,0.00
Tony Johnson,Cincinnati,IaSt,Cin,-,-,284,4.18,296,6.31,30.13,2.13,14.1,0.18,0.98,0.09,10.9,0.00
Raphael Williams,Pittsburgh,Clem,Clem,-,-,285,4.18,277,6.70,26.17,2.52,10.4,0.26,0.00,0.00,0.0,0.00
Adam Jones,Arkansas State,GaSt,ArkSt,-,-,286,4.17,315,6.00,31.67,1.83,17.3,0.17,0.00,0.00,0.0,0.00
Caleb Odom,Alabama,Merc,Merc,-,-,287,4.16,313,6.01,25.68,1.85,13.9,0.26,0.00,0.00,0.0,0.00
Jayden Thomas,Notre Dame,UVa,UVa,-,-,288,4.13,309,6.07,29.03,1.94,15.0,0.19,0.68,0.10,6.8,0.00
Gage Larvadain,South Carolina,Missou,Missou,-,-,289,4.09,293,6.36,29.27,2.27,12.9,0.18,0.73,0.18,4.1,0.00
Justin Bowick,Ball State,Buff,BallSt,-,-,290,4.08,282,6.58,25.83,2.50,10.3,0.25,0.00,0.00,0.0,0.00
Jayden McGowan,Boston College,SMU,BC,-,-,291,4.07,268,7.02,33.30,2.95,11.3,0.09,2.05,0.45,4.6,0.00
T.J. Jones,UAB,Mem,UAB,-,-,292,4.05,327,5.64,24.62,1.59,15.5,0.26,0.00,0.00,0.0,0.00
Nick Marsh,Michigan State,Ill,MSU,-,-,293,4.05,325,5.66,26.12,1.61,16.2,0.22,1.17,0.22,5.3,0.00
Keagan Johnson,Kansas State,AriSt,AriSt,-,-,294,4.02,298,6.26,23.84,2.24,10.6,0.24,2.00,0.56,3.6,0.00
Anthony Smith,East Carolina,Tulsa,ECU,-,-,295,4.02,307,6.10,30.17,2.08,14.5,0.17,0.00,0.00,0.0,0.00
Alex Brown,Wyoming,ColoSt,Wyo,-,-,296,4.01,300,6.22,24.77,2.21,11.2,0.26,0.00,0.00,0.0,0.00
Casey Cain,UNLV,SDSU,SDSU,-,-,297,4.00,303,6.14,28.84,2.14,13.5,0.19,0.00,0.00,0.0,0.00
Nate McCollum,North Carolina,Wake,Wake,-,-,298,4.00,260,7.20,35.08,3.20,11.0,0.08,0.00,0.00,0.0,0.00
Romello Brinson,SMU,BC,BC,-,-,299,3.96,306,6.12,29.58,2.17,13.6,0.17,0.00,0.00,0.0,0.00
Dalevon Campbell,South Carolina,Missou,Missou,-,-,300,3.96,308,6.09,33.96,2.13,15.9,0.09,0.27,0.09,3.0,0.00
Malik Phillips,Sam Houston,KennSt,SamHou,-,-,301,3.95,275,6.75,33.73,2.80,12.0,0.08,0.68,0.25,2.7,0.00
Trebor Pena,Syracuse,Cal,Syr,-,-,302,3.92,299,6.25,29.17,2.33,12.5,0.17,0.00,0.00,0.0,0.00
Kaden Saunders,Penn State,Purdue,PSU,-,-,303,3.92,329,5.61,20.23,1.69,12.0,0.31,0.46,0.08,5.8,0.00
Jordan Smith,New Mexico State,TexA&M,NMSt,-,-,304,3.89,288,6.44,28.00,2.55,11.0,0.18,0.00,0.00,0.0,0.00
Isaiah Alston,Iowa State,Cin,Cin,-,-,305,3.85,322,5.75,26.50,1.90,13.9,0.20,0.00,0.00,0.0,0.00
Stephon Johnson,Houston,Ari,Hou,-,-,306,3.85,305,6.13,26.91,2.27,11.9,0.18,0.73,0.09,8.1,0.00
Dont'e Thornton Jr.,Tennessee,UGa,Tenn,-,-,307,3.85,334,5.49,27.64,1.64,16.9,0.18,0.00,0.00,0.0,0.00
Emmett Mosley,Stanford,Lou,Lou,-,-,308,3.84,312,6.01,27.17,2.17,12.5,0.17,1.25,0.17,7.4,0.00
Kordell David,New Mexico State,TexA&M,NMSt,-,-,309,3.82,316,5.94,24.08,2.12,11.4,0.24,0.00,0.00,0.0,0.00
Dane Pardridge,Northern Illinois,Akron,Akron,-,-,310,3.81,314,6.00,26.67,2.19,12.2,0.19,0.00,0.00,0.0,0.00
Walker Merrill,Wake Forest,UNC,Wake,-,-,311,3.78,302,6.16,27.57,2.38,11.6,0.17,0.00,0.00,0.0,0.00
Jimmy Horn,Colorado,Utah,Utah,-,-,312,3.77,294,6.34,25.81,2.57,10.0,0.19,0.48,0.10,4.8,0.00
John Adams,Temple,FlaAtl,FlaAtl,-,-,313,3.74,317,5.88,21.42,2.13,10.1,0.27,0.00,0.00,0.0,0.00
Darius Copeland,Liberty,UMass,Lib,-,-,314,3.73,359,4.93,14.90,1.20,12.4,0.10,10.40,2.30,4.5,0.10
Jadon Jackson,Kansas State,AriSt,AriSt,-,-,315,3.73,337,5.43,22.90,1.70,13.5,0.20,2.40,0.40,6.0,0.00
Malikhi Miller,San Jose State,Boise,Boise,-,-,316,3.71,281,6.58,31.57,2.87,11.0,0.09,0.00,0.00,0.0,0.00
Mookie Cooper,Missouri,SCar,Missou,-,-,317,3.70,280,6.63,36.71,2.93,12.5,0.00,0.27,0.09,3.0,0.00
Malik Elzy,Illinois,MSU,MSU,-,-,318,3.70,330,5.60,25.52,1.90,13.4,0.19,0.00,0.00,0.0,0.00
Octavian Smith,Maryland,Rut,Rut,-,-,319,3.69,290,6.39,27.06,2.70,10.0,0.16,0.32,0.16,2.0,0.00
Brandon Buckhaulter,UAB,Mem,UAB,-,-,320,3.68,352,5.06,19.93,1.38,14.4,0.21,4.41,0.41,10.8,0.00
Rodney Harris,Ohio,EastMi,EastMi,-,-,321,3.68,319,5.80,27.02,2.12,12.7,0.16,0.00,0.00,0.0,0.00
Troy Omeire,Arizona State,KanSt,AriSt,-,-,322,3.66,332,5.57,21.58,1.92,11.2,0.25,0.00,0.00,0.0,0.00
Eamonn Dennis,Ohio,EastMi,EastMi,-,-,323,3.65,310,6.05,25.87,2.40,10.8,0.18,0.00,0.00,0.0,0.00
Javon Campbell,Louisiana-Monroe,Auburn,UL-Mon,-,-,324,3.64,326,5.64,24.95,2.00,12.5,0.19,0.00,0.00,0.0,0.00
Kenny Johnson,Pittsburgh,Clem,Clem,-,-,325,3.62,318,5.88,25.74,2.26,11.4,0.17,0.00,0.00,0.0,0.00
Dymere Miller,Rutgers,MD,Rut,-,-,326,3.61,320,5.80,27.02,2.19,12.3,0.15,0.00,0.00,0.0,0.00
Jeremiah Webb,South Alabama,UL-Laf,USA,-,-,327,3.61,349,5.15,25.18,1.55,16.2,0.18,0.00,0.00,0.0,0.00
Silas Bolden,Texas,Ark,Tex,-,-,328,3.56,335,5.47,24.27,1.91,12.7,0.18,0.45,0.09,5.0,0.00
Michael Brown-Stephens,South Florida,Char,USF,-,-,329,3.56,331,5.60,25.36,2.04,12.4,0.17,0.00,0.00,0.0,0.00
Kyle Maxwell,Washington State,NM,WashSt,-,-,330,3.56,347,5.17,25.56,1.61,15.9,0.17,0.00,0.00,0.0,0.00
Ife Adeyi,Sam Houston,KennSt,SamHou,-,-,331,3.54,323,5.73,29.71,2.19,13.6,0.10,0.00,0.00,0.0,0.00
Shadeed Ahmed,Louisiana Tech,WestKy,LaTech,-,-,332,3.54,328,5.63,23.83,2.09,11.4,0.17,1.13,0.61,1.9,0.00
Solomon Davis,Central Michigan,Toledo,CentMi,-,-,333,3.54,321,5.75,25.19,2.21,11.4,0.17,0.00,0.00,0.0,0.00
Javon Ivory,South Alabama,UL-Laf,USA,-,-,334,3.54,311,6.04,29.81,2.50,11.9,0.09,0.00,0.00,0.0,0.00
Koali Nishigaya,Hawaii,UtahSt,Hawaii,-,-,335,3.53,273,6.78,30.33,3.25,9.3,0.08,0.00,0.00,0.0,0.00
Jonah Panoke,Hawaii,UtahSt,Hawaii,-,-,336,3.53,297,6.30,26.08,2.77,9.4,0.15,0.00,0.00,0.0,0.00
Oran Singleton,Eastern Michigan,Ohio,EastMi,-,-,337,3.48,324,5.66,23.91,2.18,11.0,0.18,0.00,0.00,0.0,0.00
Davis Dalton,Southern Miss,TxSt,SouMis,-,-,338,3.47,345,5.21,20.53,1.74,11.8,0.24,0.00,0.00,0.0,0.00
Mikey Matthews,California,Syr,Syr,-,-,339,3.47,276,6.72,29.33,3.25,9.0,0.08,0.33,0.08,4.1,0.00
Zavion Thomas,LSU,Fla,LSU,-,-,340,3.47,341,5.30,24.67,1.83,13.5,0.17,0.00,0.00,0.0,0.00
Malique Dieudonne,Western Michigan,BGSU,WestMI,-,-,341,3.39,304,6.14,28.92,2.75,10.5,0.08,0.00,0.00,0.0,0.00
Senika McKie,Coastal Carolina,Marsh,CoastC,-,-,342,3.37,339,5.41,28.82,2.04,14.1,0.08,0.00,0.00,0.0,0.00
Bryce Farrell,Stanford,Lou,Lou,-,-,343,3.35,338,5.43,19.85,2.08,9.5,0.08,4.46,1.38,3.2,0.08
Kamryn Perry,Miami (OH),KentSt,KentSt,-,-,344,3.34,358,4.96,22.86,1.62,14.1,0.16,0.81,0.24,3.4,0.00
Jay Jay Etheridge,Kent,Mia-O,KentSt,-,-,345,3.29,340,5.38,22.00,2.09,10.5,0.18,0.00,0.00,0.0,0.00
Marcus Sanders,Georgia Southern,Troy,Troy,-,-,346,3.28,355,4.98,23.62,1.69,14.0,0.15,0.00,0.00,0.0,0.00
Kyron Hudson,USC,Neb,Neb,-,-,347,3.27,351,5.07,20.70,1.80,11.5,0.20,0.00,0.00,0.0,0.00
Moussa Barry,Western Kentucky,LaTech,LaTech,-,-,348,3.20,357,4.97,22.77,1.77,12.9,0.15,0.00,0.00,0.0,0.00
Preston Fox,West Virginia,Baylor,Baylor,-,-,349,3.20,356,4.98,25.78,1.78,14.5,0.09,0.56,0.19,2.9,0.00
Isaiah Sategna,Arkansas,Tex,Tex,-,-,350,3.20,354,5.00,20.49,1.80,11.4,0.17,1.20,0.17,7.1,0.00
Zeed Haynes,Syracuse,Cal,Syr,-,-,351,3.18,372,4.64,22.05,1.46,15.1,0.16,0.00,0.00,0.0,0.00
Beau Sparks,Texas State,SouMis,SouMis,-,-,352,3.18,360,4.86,22.98,1.68,13.7,0.15,0.00,0.00,0.0,0.00
Spencer Curtis,Hawaii,UtahSt,Hawaii,-,-,353,3.13,336,5.43,26.21,2.30,11.4,0.09,0.00,0.00,0.0,0.00
Umari Hatcher,Syracuse,Cal,Syr,-,-,354,3.10,368,4.67,21.98,1.58,13.9,0.15,0.00,0.00,0.0,0.00
Nic Trujillo,New Mexico,WashSt,WashSt,-,-,355,3.10,367,4.70,22.17,1.61,13.8,0.15,0.00,0.00,0.0,0.00
Brannon Spector,Jacksonville State,FIU,FIU,-,-,356,3.07,366,4.71,19.06,1.65,11.6,0.19,0.00,0.00,0.0,0.00
CJ Williams,Wisconsin,Oregon,Oregon,-,-,357,3.07,342,5.26,24.95,2.19,11.4,0.10,0.00,0.00,0.0,0.00
Carl Chester,Marshall,CoastC,CoastC,-,-,358,3.06,353,5.06,25.84,2.00,12.9,0.08,0.00,0.00,0.0,0.00
Dontae Fleming,Tulane,Navy,Tulane,-,-,359,3.06,348,5.15,25.18,2.09,12.0,0.09,0.00,0.00,0.0,0.00
Isaiah Neyor,Nebraska,USC,Neb,-,-,360,3.06,370,4.64,19.42,1.58,12.3,0.08,1.74,0.32,5.4,0.08
Larry Stephens,Toledo,CentMi,CentMi,-,-,361,3.06,365,4.75,21.38,1.69,12.7,0.15,0.00,0.00,0.0,0.00
Ian Strong,Rutgers,MD,Rut,-,-,362,3.04,377,4.54,19.76,1.50,13.2,0.18,0.00,0.00,0.0,0.00
Demariyon Houston,Old Dominion,JMU,JMU,-,-,363,3.02,369,4.65,19.89,1.63,12.2,0.17,0.00,0.00,0.0,0.00
Mycah Pittman,Utah,Colo,Utah,-,-,364,3.01,346,5.17,24.33,2.17,11.2,0.08,0.75,0.25,3.0,0.00
Jabre Barber,Texas A&M,NMSt,NMSt,-,-,365,2.96,363,4.78,24.18,1.82,13.3,0.09,0.00,0.00,0.0,0.00
Keshawn Brown,Massachusetts,Lib,Lib,-,-,366,2.95,344,5.22,24.00,2.27,10.6,0.09,0.00,0.00,0.0,0.00
Jaron Tibbs,Purdue,PSU,PSU,-,-,367,2.93,361,4.84,23.82,1.91,12.5,0.09,0.00,0.00,0.0,0.00
Keelan Marion,BYU,Kansas,Kansas,-,-,368,2.90,382,4.44,17.34,1.54,11.3,0.07,2.93,0.73,4.0,0.07
Chance Morrow,Buffalo,BallSt,BallSt,-,-,369,2.90,381,4.44,19.77,1.54,12.8,0.15,0.00,0.00,0.0,0.00
Abdur-Rahmaan Yaseen,South Florida,Char,USF,-,-,370,2.87,350,5.09,28.71,2.22,12.9,0.00,0.00,0.00,0.0,0.00
Jake Bailey,SMU,BC,BC,-,-,371,2.86,333,5.50,28.24,2.64,10.7,0.00,0.32,0.08,4.0,0.00
Cade Harris,Air Force,OreSt,OreSt,-,-,372,2.86,418,3.27,12.67,0.42,30.2,0.08,5.92,0.83,7.1,0.08
Finn Hogan,Bowling Green,WestMI,WestMI,-,-,373,2.85,364,4.77,19.00,1.92,9.9,0.15,0.23,0.08,2.9,0.00
Mike Pettway,Jacksonville State,FIU,FIU,-,-,374,2.83,362,4.80,22.69,1.97,11.5,0.09,0.00,0.00,0.0,0.00
Rico Flores,UCLA,Wash,UCLA,-,-,375,2.79,383,4.43,22.06,1.65,13.4,0.10,0.00,0.00,0.0,0.00
Tyler Griffin,Louisiana-Monroe,Auburn,UL-Mon,-,-,376,2.78,390,4.28,18.83,1.50,12.6,0.15,0.00,0.00,0.0,0.00
Alante Brown,Michigan State,Ill,MSU,-,-,377,2.75,384,4.42,21.83,1.67,13.1,0.08,0.67,0.25,2.7,0.00
Arian Smith,Georgia,Tenn,Tenn,-,-,378,2.73,407,3.73,15.91,1.00,15.9,0.18,0.45,0.09,5.0,0.00
Tyler King,Wyoming,ColoSt,Wyo,-,-,379,2.72,376,4.54,17.53,1.82,9.6,0.16,0.24,0.08,3.0,0.00
Troy Stellato,Clemson,Pitt,Clem,-,-,380,2.72,343,5.25,22.29,2.53,8.8,0.08,0.00,0.00,0.0,0.00
Ahmari Huggins-Bruce,South Carolina,Missou,Missou,-,-,381,2.71,389,4.29,21.75,1.58,13.8,0.08,0.33,0.08,4.1,0.00
Jackson Meeks,Syracuse,Cal,Syr,-,-,382,2.67,392,4.27,20.70,1.60,12.9,0.10,0.00,0.00,0.0,0.00
David Wells Jr.,Oregon State,AF,OreSt,-,-,383,2.67,385,4.41,20.90,1.74,12.0,0.10,0.00,0.00,0.0,0.00
Bugs Mortimer,Western Michigan,BGSU,WestMI,-,-,384,2.66,388,4.33,19.94,1.68,11.9,0.09,1.32,0.18,7.3,0.00
Jeremiah Noga,Oregon State,AF,OreSt,-,-,385,2.66,378,4.51,21.26,1.85,11.5,0.09,0.00,0.00,0.0,0.00
Jalen Johnson,Northern Illinois,Akron,Akron,-,-,386,2.65,375,4.57,21.50,1.92,11.2,0.08,0.00,0.00,0.0,0.00
Otto Tia,Utah State,Hawaii,Hawaii,-,-,387,2.65,379,4.49,20.71,1.84,11.3,0.10,0.00,0.00,0.0,0.00
