,,Week 13 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Malachi Fields,Virginia,SMU,SMU,-,-,19,11.24,21,17.01,79.91,5.77,13.8,0.54,0.09,0.09,1.0,0.00
Noah Smith,Sam Houston,JacSt,SamHou,-,-,20,11.19,15,17.44,62.83,6.25,10.1,0.50,9.08,2.33,3.9,0.17
Brennan Presley,Oklahoma State,TxTch,TxTch,-,-,21,11.17,10,18.67,76.91,7.51,10.2,0.44,3.32,0.87,3.8,0.09
Jayden Higgins,Iowa State,Utah,IaSt,-,-,22,11.11,32,15.51,81.80,4.40,18.6,0.49,0.00,0.00,0.0,0.00
Kyle Williams,Washington State,OreSt,WashSt,-,-,23,11.06,23,16.40,74.24,5.33,13.9,0.60,0.26,0.26,1.0,0.00
Derwin Burgess,Georgia Southern,CoastC,GaSo,-,-,24,10.82,14,17.73,75.45,6.91,10.9,0.55,0.00,0.00,0.0,0.00
Elic Ayomanor,Stanford,Cal,Stan,-,-,25,10.81,29,15.91,79.41,5.10,15.6,0.48,0.00,0.00,0.0,0.00
Josh Kelly,Texas Tech,OkSt,TxTch,-,-,26,10.81,30,15.91,71.91,5.11,14.1,0.60,0.43,0.09,4.8,0.00
Kobe Hudson,Central Florida,WVU,UCF,-,-,27,10.80,36,14.77,72.61,3.96,18.3,0.59,0.00,0.00,0.0,0.00
Eric Singleton,Georgia Tech,NCSU,NCSU,-,-,28,10.74,31,15.87,76.54,5.13,14.9,0.50,0.59,0.08,7.4,0.00
Lajohntay Wester,Colorado,Kansas,Colo,-,-,29,10.73,20,17.06,66.86,6.34,10.5,0.64,1.84,0.28,6.6,0.00
Squirrel White,Tennessee,UTEP,UTEP,-,-,30,10.68,27,16.21,76.12,5.53,13.8,0.49,0.99,0.16,6.2,0.00
Rashod Owens,Oklahoma State,TxTch,TxTch,-,-,31,10.59,25,16.21,81.17,5.61,14.5,0.41,0.00,0.00,0.0,0.00
Nic Anderson,Oklahoma,Ala,Ala,-,-,32,10.57,48,14.02,71.18,3.45,20.6,0.58,0.00,0.00,0.0,0.00
Travis Hunter,Colorado,Kansas,Colo,-,-,33,10.33,28,16.12,73.88,5.80,12.7,0.49,0.00,0.00,0.0,0.00
Caullin Lacy,Louisville,Pitt,Pitt,-,-,34,10.31,26,16.21,69.33,5.91,11.7,0.56,0.00,0.00,0.0,0.00
Isaiah Bond,Texas,Kty,Kty,-,-,35,10.02,33,15.19,75.39,5.17,14.6,0.40,0.57,0.16,3.6,0.00
Kole Wilson,Texas State,GaSt,GaSt,-,-,36,9.81,34,14.98,59.23,5.17,11.5,0.65,0.08,0.16,0.5,0.00
Kelly Akharaiyi,Mississippi State,Missou,Missou,-,-,37,9.80,50,13.97,68.53,4.18,16.4,0.44,2.76,0.53,5.2,0.00
Jalen Moss,Fresno State,ColoSt,ColoSt,-,-,38,9.71,35,14.77,65.07,5.07,12.8,0.53,0.00,0.00,0.0,0.00
Kamdyn Benjamin,Tulsa,USF,Tulsa,-,-,39,9.68,46,14.09,65.07,4.41,14.8,0.52,0.60,0.09,6.7,0.00
Jordan Moore,Duke,VaTech,VaTech,-,-,40,9.62,51,13.90,60.53,4.28,14.1,0.57,1.70,0.48,3.5,0.00
Chrishon McCray,Kent,Akron,Akron,-,-,41,9.59,41,14.21,69.86,4.62,15.1,0.41,1.32,0.33,4.0,0.00
Daniel Jackson,Minnesota,PSU,PSU,-,-,42,9.55,43,14.14,64.70,4.58,14.1,0.51,0.25,0.08,3.1,0.00
Damon Ward,North Texas,ECU,ECU,-,-,43,9.54,42,14.15,58.22,4.61,12.6,0.62,0.00,0.00,0.0,0.00
Will Sheppard,Colorado,Kansas,Colo,-,-,44,9.49,47,14.08,62.56,4.58,13.7,0.54,0.00,0.00,0.0,0.00
Devin McCuin,UTSA,Temple,Temple,-,-,45,9.44,38,14.68,68.04,5.25,13.0,0.43,0.52,0.09,5.8,0.00
Chris Bell,Louisville,Pitt,Pitt,-,-,46,9.40,40,14.37,68.72,4.97,13.8,0.42,0.00,0.00,0.0,0.00
Chris Tyree,Virginia,SMU,SMU,-,-,47,9.29,44,14.14,60.48,4.85,12.5,0.47,4.39,1.49,2.9,0.00
Antwane Wells Jr.,Mississippi,Fla,Miss,-,-,48,9.26,56,13.51,65.92,4.25,15.5,0.44,0.09,0.09,1.0,0.00
Dalvin Smith,Western Kentucky,Lib,WestKy,-,-,49,9.25,37,14.70,57.57,5.44,10.6,0.58,0.33,0.08,4.1,0.00
Elijhah Badger,Florida,Miss,Miss,-,-,50,9.08,53,13.72,73.88,4.64,15.9,0.25,1.77,0.34,5.2,0.00
Jaylin Noel,Iowa State,Utah,IaSt,-,-,51,9.05,49,13.99,60.78,4.94,12.3,0.49,0.08,0.08,1.0,0.00
Johntay Cook II,Texas,Kty,Kty,-,-,52,9.03,62,12.85,53.22,3.83,13.9,0.61,0.52,0.17,3.1,0.00
Dorian Singer,Utah,IaSt,IaSt,-,-,53,8.98,68,12.47,54.45,3.49,15.6,0.54,3.13,0.54,5.8,0.00
Zachariah Branch,USC,UCLA,USC,-,-,54,8.87,60,12.99,61.61,4.12,15.0,0.36,5.55,0.81,6.9,0.00
Trayvon Rudolph,Northern Illinois,Mia-O,NIU,-,-,55,8.77,54,13.66,52.00,4.89,10.6,0.27,14.40,1.87,7.7,0.09
Eric McAlister,TCU,Ari,Ari,-,-,56,8.73,57,13.17,64.53,4.44,14.5,0.36,1.42,0.36,3.9,0.00
Malik Benson,Florida State,ChSou,ChSou,-,-,57,8.55,67,12.58,55.84,4.04,13.8,0.49,0.00,0.00,0.0,0.00
Xzavier Henderson,Cincinnati,KanSt,Cin,-,-,58,8.55,55,13.54,65.86,4.99,13.2,0.33,0.00,0.00,0.0,0.00
Jeremiah Smith,Ohio State,Ind,Ind,-,-,59,8.55,70,12.36,56.35,3.81,14.8,0.49,0.00,0.00,0.0,0.00
Treon Sibley,Liberty,WestKy,WestKy,-,-,60,8.53,81,11.80,58.00,3.27,17.7,0.45,0.00,0.00,0.0,0.00
Jacolby George,Miami,Wake,Wake,-,-,61,8.51,72,12.27,56.32,3.76,15.0,0.48,0.00,0.00,0.0,0.00
Elijah Sarratt,Indiana,OhioSt,Ind,-,-,62,8.51,61,12.95,59.24,4.44,13.3,0.43,0.26,0.09,2.9,0.00
Josh Meredith,Washington State,OreSt,WashSt,-,-,63,8.41,39,14.43,63.00,6.03,10.4,0.34,0.68,0.17,4.0,0.00
Lawrence Arnold,Kansas,Colo,Colo,-,-,64,8.40,84,11.76,56.00,3.36,16.7,0.45,0.73,0.09,8.1,0.00
Ty Robinson,Ball State,BGSU,BGSU,-,-,65,8.36,79,11.82,57.06,3.46,16.5,0.44,0.00,0.00,0.0,0.00
Jameson Tucker,Coastal Carolina,GaSo,GaSo,-,-,66,8.35,82,11.80,56.18,3.45,16.3,0.45,0.00,0.00,0.0,0.00
Marquis Shoulders,Houston,Baylor,Baylor,-,-,67,8.33,69,12.44,57.05,4.11,13.9,0.44,0.00,0.00,0.0,0.00
Joseph Manjack,Houston,Baylor,Baylor,-,-,68,8.32,73,12.20,50.91,3.88,13.1,0.53,0.53,0.26,2.0,0.00
Ketron Jackson,Baylor,Hou,Baylor,-,-,69,8.30,77,11.93,56.78,3.63,15.6,0.43,0.35,0.09,3.9,0.00
Noah Thomas,Texas A&M,Auburn,TexA&M,-,-,70,8.23,65,12.66,55.38,4.43,12.5,0.44,0.35,0.35,1.0,0.00
Tailique Williams,Georgia State,TxSt,GaSt,-,-,71,8.14,58,13.12,60.09,4.98,12.1,0.36,0.00,0.00,0.0,0.00
Nick Nash,San Jose State,UNLV,UNLV,-,-,72,8.13,64,12.76,54.36,4.64,11.7,0.45,0.00,0.00,0.0,0.00
Dalen Cobb,Georgia Southern,CoastC,GaSo,-,-,73,8.10,52,13.81,61.79,5.71,10.8,0.26,3.63,0.61,6.0,0.00
Kris Hutson,Washington State,OreSt,WashSt,-,-,74,8.10,63,12.83,59.50,4.73,12.6,0.35,0.53,0.18,2.9,0.00
Anthony Simpson,Massachusetts,UGa,UMass,-,-,75,8.05,66,12.65,62.98,4.60,13.7,0.26,2.21,0.51,4.3,0.00
Courtney Jackson,Arkansas State,UL-Mon,UL-Mon,-,-,76,8.02,113,11.10,54.83,3.08,17.8,0.42,0.33,0.08,4.1,0.00
Dante Wright,Temple,Tx-SA,Temple,-,-,77,7.95,78,11.90,53.10,3.96,13.4,0.44,0.00,0.00,0.0,0.00
Carnell Tate,Ohio State,Ind,Ind,-,-,78,7.94,85,11.72,54.74,3.78,14.5,0.41,0.00,0.00,0.0,0.00
Amare Thomas,UAB,Rice,Rice,-,-,79,7.90,45,14.13,55.92,6.23,9.0,0.34,2.86,0.34,8.4,0.00
Nyck Harbor,South Carolina,Wof,Wof,-,-,80,7.89,99,11.38,58.95,3.49,16.9,0.32,0.49,0.16,3.1,0.00
Savion Williams,TCU,Ari,Ari,-,-,81,7.85,90,11.61,51.31,3.76,13.6,0.36,5.73,1.07,5.4,0.00
Omari Kelly,Middle Tenn. St,NMSt,NMSt,-,-,82,7.84,71,12.34,59.06,4.51,13.1,0.32,0.00,0.00,0.0,0.00
Kris Mitchell,Notre Dame,Army,ND,-,-,83,7.84,158,10.20,43.67,2.37,18.4,0.57,0.41,0.08,5.1,0.00
Tru Edwards,Louisiana Tech,Ark,LaTech,-,-,84,7.79,75,12.05,51.13,4.27,12.0,0.43,1.11,0.34,3.3,0.00
Theo Wease Jr.,Missouri,MissSt,Missou,-,-,85,7.75,96,11.50,52.50,3.75,14.0,0.42,0.00,0.00,0.0,0.00
Chris Brazzell II,Tennessee,UTEP,UTEP,-,-,86,7.74,135,10.63,49.30,2.89,17.1,0.47,0.00,0.00,0.0,0.00
Tyrin Smith,Cincinnati,KanSt,Cin,-,-,87,7.68,94,11.56,50.38,3.88,13.0,0.35,5.21,0.71,7.3,0.00
Ali Jennings,Virginia Tech,Duke,VaTech,-,-,88,7.67,106,11.22,52.97,3.55,14.9,0.39,0.00,0.00,0.0,0.00
Donavon Greene,Wake Forest,Mia-Fl,Wake,-,-,89,7.66,95,11.55,55.29,3.90,14.2,0.35,0.00,0.00,0.0,0.00
Jordan Hudson,SMU,UVa,SMU,-,-,90,7.65,140,10.54,43.67,2.89,15.1,0.55,0.00,0.00,0.0,0.00
Trond Grizzell,California,Stan,Stan,-,-,91,7.62,119,10.92,50.87,3.30,15.4,0.42,0.00,0.00,0.0,0.00
Louis Brown,San Diego State,UtahSt,SDSU,-,-,92,7.61,76,12.03,48.45,4.42,11.0,0.46,0.00,0.00,0.0,0.00
Chase Sowell,East Carolina,NorTx,ECU,-,-,93,7.61,83,11.77,56.08,4.17,13.4,0.33,0.00,0.00,0.0,0.00
De'Corian Clark,UTSA,Temple,Temple,-,-,94,7.60,101,11.33,51.65,3.73,13.8,0.41,0.00,0.00,0.0,0.00
Makai Lemon,USC,UCLA,USC,-,-,95,7.59,80,11.80,48.00,4.21,11.4,0.45,1.07,0.18,5.9,0.00
Pat Bryant,Illinois,Rut,Ill,-,-,96,7.58,109,11.17,47.77,3.58,13.3,0.47,0.00,0.00,0.0,0.00
Tyler Brown,Clemson,Cit,Cit,-,-,97,7.54,74,12.08,49.05,4.54,10.8,0.41,2.03,0.16,12.7,0.00
Landon Ransom-Goelz,Rice,UAB,Rice,-,-,98,7.53,107,11.21,49.54,3.69,13.4,0.43,0.00,0.00,0.0,0.00
Corey Rucker,Arkansas State,UL-Mon,UL-Mon,-,-,99,7.52,125,10.75,58.60,3.23,18.1,0.27,0.45,0.09,5.0,0.00
J. Michael Sturdivant,UCLA,USC,USC,-,-,100,7.47,100,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Devin Voisin,South Alabama,SouMis,USA,-,-,101,7.47,114,11.07,55.52,3.60,15.4,0.32,0.00,0.00,0.0,0.00
Jahdae Walker,Texas A&M,Auburn,TexA&M,-,-,102,7.47,122,10.88,51.92,3.42,15.2,0.33,2.75,0.67,4.1,0.00
Montorie Foster,Michigan State,Purdue,Purdue,-,-,103,7.46,102,11.31,53.02,3.85,13.8,0.35,0.61,0.18,3.4,0.00
Ja'Corey Brooks,Louisville,Pitt,Pitt,-,-,104,7.44,133,10.70,43.26,3.26,13.3,0.52,0.00,0.00,0.0,0.00
Tobias Merriweather,California,Stan,Stan,-,-,105,7.44,141,10.52,50.76,3.08,16.5,0.39,0.00,0.00,0.0,0.00
Cam Camper,Boise State,Wyo,Boise,-,-,106,7.40,149,10.32,50.92,2.92,17.4,0.38,0.00,0.00,0.0,0.00
Lewis Bond,Boston College,UNC,UNC,-,-,107,7.39,130,10.72,47.92,3.33,14.4,0.42,1.00,0.17,5.9,0.00
Jordan Watkins,Mississippi,Fla,Miss,-,-,108,7.36,92,11.56,58.11,4.20,13.8,0.26,0.09,0.09,1.0,0.00
Kaden Prather,Maryland,Iowa,Iowa,-,-,109,7.31,134,10.67,48.64,3.36,14.5,0.40,0.48,0.08,6.0,0.00
Ja'Khi Douglas,Florida State,ChSou,ChSou,-,-,110,7.29,111,11.13,59.07,3.84,15.4,0.17,3.59,0.60,6.0,0.00
Dane Key,Kentucky,Tex,Kty,-,-,111,7.29,139,10.54,47.92,3.25,14.7,0.42,0.00,0.00,0.0,0.00
Jack Hestera,Utah State,SDSU,SDSU,-,-,112,7.28,120,10.90,48.16,3.62,13.3,0.41,0.00,0.00,0.0,0.00
Kobe Paysour,North Carolina,BC,UNC,-,-,113,7.27,104,11.27,50.91,4.00,12.7,0.36,0.00,0.00,0.0,0.00
Andrew Armstrong,Arkansas,LaTech,LaTech,-,-,114,7.26,112,11.12,53.02,3.86,13.7,0.32,0.24,0.08,3.0,0.00
Trey Goodman,UTEP,Tenn,UTEP,-,-,115,7.26,136,10.63,45.36,3.36,13.5,0.45,0.00,0.00,0.0,0.00
Elijah Metcalf,Marshall,ODU,Marsh,-,-,116,7.23,89,11.62,47.86,4.40,10.9,0.41,0.00,0.00,0.0,0.00
Xavier Townsend,Central Florida,WVU,UCF,-,-,117,7.23,115,11.07,42.83,3.83,11.2,0.42,4.50,0.58,7.8,0.00
Winston Wright,East Carolina,NorTx,ECU,-,-,118,7.23,86,11.70,57.10,4.47,12.8,0.25,0.00,0.00,0.0,0.00
Junior Vandeross,Toledo,Ohio,Ohio,-,-,119,7.21,128,10.74,49.15,3.53,13.9,0.35,1.76,0.26,6.8,0.00
Omari Hayes,Florida Atlantic,Char,Char,-,-,120,7.20,87,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Samuel Brown,Miami,Wake,Wake,-,-,121,7.19,88,11.66,56.76,4.47,12.7,0.25,0.00,0.00,0.0,0.00
Dominic Lovett,Georgia,UMass,UMass,-,-,122,7.18,93,11.56,52.38,4.38,12.0,0.32,0.00,0.00,0.0,0.00
Jaylin Lane,Virginia Tech,Duke,VaTech,-,-,123,7.17,156,10.22,39.26,3.06,12.8,0.46,4.63,1.20,3.9,0.00
Jerjuan Newton,Toledo,Ohio,Ohio,-,-,124,7.16,124,10.82,48.08,3.66,13.1,0.39,0.16,0.08,2.0,0.00
Barion Brown,Kentucky,Tex,Kty,-,-,125,7.15,91,11.60,48.75,4.45,11.0,0.33,2.96,0.49,6.0,0.00
Cam Coleman,Auburn,TexA&M,TexA&M,-,-,126,7.14,152,10.27,43.28,3.13,13.8,0.47,0.00,0.00,0.0,0.00
Darrius Clemons,Oregon State,WashSt,WashSt,-,-,127,7.13,117,10.94,50.70,3.80,13.3,0.34,0.34,0.08,4.3,0.00
Ja'Kobi Lane,USC,UCLA,USC,-,-,128,7.11,150,10.29,45.95,3.17,14.5,0.40,1.35,0.24,5.6,0.00
Da'Quan Felton,Virginia Tech,Duke,VaTech,-,-,129,7.10,174,9.91,42.89,2.81,15.3,0.47,0.00,0.00,0.0,0.00
Darius Lassiter,BYU,AriSt,BYU,-,-,130,7.10,144,10.46,43.18,3.36,12.9,0.45,0.55,0.09,6.1,0.00
Julian Fleming,Penn State,Minn,PSU,-,-,131,7.09,153,10.26,45.17,3.17,14.2,0.42,0.75,0.17,4.4,0.00
Jayce Brown,Kansas State,Cin,Cin,-,-,132,7.07,126,10.75,46.40,3.68,12.6,0.40,0.32,0.32,1.0,0.00
Easton Messer,Western Kentucky,Lib,WestKy,-,-,133,7.06,103,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Jimmy Valsin,Oregon State,WashSt,WashSt,-,-,134,7.06,127,10.75,49.63,3.69,13.4,0.34,0.43,0.09,4.8,0.00
Alex Adams,Akron,KentSt,Akron,-,-,135,7.05,97,11.42,48.73,4.36,11.2,0.36,0.00,0.00,0.0,0.00
Chris Hilton,LSU,Vandy,Vandy,-,-,136,7.05,175,9.89,47.23,2.85,16.6,0.38,0.15,0.08,1.9,0.00
Logan Loya,UCLA,USC,USC,-,-,137,7.04,110,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Donaven McCulley,Indiana,OhioSt,Ind,-,-,138,7.03,132,10.70,48.54,3.67,13.2,0.36,0.27,0.09,3.0,0.00
Luke Grimm,Kansas,Colo,Colo,-,-,139,6.99,161,10.14,41.85,3.15,13.3,0.46,0.28,0.09,3.1,0.00
Bryce Kirtz,Northwestern,Mich,NW,-,-,140,6.99,118,10.94,50.15,3.95,12.7,0.33,0.00,0.00,0.0,0.00
Taylor Morin,Wake Forest,Mia-Fl,Wake,-,-,141,6.98,129,10.74,50.40,3.76,13.4,0.32,0.24,0.08,3.0,0.00
Dylan Goffney,Colorado State,Fres,ColoSt,-,-,142,6.96,131,10.71,48.74,3.76,13.0,0.34,0.34,0.17,2.0,0.00
Taji Hudson,James Madison,App,JMU,-,-,143,6.96,177,9.81,42.77,2.86,15.0,0.45,0.00,0.00,0.0,0.00
Christan Horn,Appalachian State,JMU,JMU,-,-,144,6.91,182,9.74,44.08,2.83,15.6,0.42,0.00,0.00,0.0,0.00
Nik McMillan,Buffalo,EastMi,Buff,-,-,145,6.91,138,10.57,49.40,3.66,13.5,0.31,1.01,0.16,6.3,0.00
Jerand Bradley,Boston College,UNC,UNC,-,-,146,6.88,179,9.79,47.65,2.91,16.4,0.35,0.00,0.00,0.0,0.00
Tai Felton,Maryland,Iowa,Iowa,-,-,147,6.88,160,10.18,47.22,3.30,14.3,0.35,0.70,0.09,7.8,0.00
A.J. Henning,Northwestern,Mich,NW,-,-,148,6.88,121,10.90,39.11,4.02,9.7,0.26,8.66,2.27,3.8,0.09
Justin Olson,UNC Charlotte,FlaAtl,Char,-,-,149,6.88,108,11.19,47.29,4.31,11.0,0.36,0.00,0.00,0.0,0.00
J.J. Jones,North Carolina,BC,UNC,-,-,150,6.86,157,10.22,52.76,3.35,15.7,0.26,0.00,0.00,0.0,0.00
Ryan Williams,Alabama,Okla,Ala,-,-,151,6.86,169,9.95,52.27,3.09,16.9,0.27,0.00,0.00,0.0,0.00
Ja'Mori Maclin,Kentucky,Tex,Kty,-,-,152,6.84,197,9.42,49.03,2.58,19.0,0.32,0.00,0.00,0.0,0.00
Justus Ross-Simmons,Syracuse,UConn,UConn,-,-,153,6.84,151,10.28,52.50,3.44,15.3,0.26,0.00,0.00,0.0,0.00
Antonio Williams,Clemson,Cit,Cit,-,-,154,6.84,98,11.40,49.20,4.56,10.8,0.32,0.00,0.00,0.0,0.00
Kenneth Womack,Western Michigan,CentMi,WestMI,-,-,155,6.84,59,13.01,58.42,6.17,9.5,0.17,0.00,0.00,0.0,0.00
Zakhari Franklin,Illinois,Rut,Ill,-,-,156,6.83,163,10.11,44.96,3.27,13.7,0.39,0.00,0.00,0.0,0.00
Jaden Greathouse,Notre Dame,Army,ND,-,-,157,6.82,194,9.46,37.28,2.64,14.1,0.51,0.26,0.09,2.9,0.00
Harrison Wallace,Penn State,Minn,PSU,-,-,158,6.81,164,10.06,43.81,3.25,13.5,0.40,0.48,0.08,6.0,0.00
Semaj Morgan,Michigan,NW,NW,-,-,159,6.80,166,9.96,38.42,3.16,12.2,0.35,3.25,0.61,5.3,0.09
Chase Roberts,BYU,AriSt,BYU,-,-,160,6.75,159,10.20,46.77,3.45,13.6,0.33,0.99,0.16,6.2,0.00
Justin Lockhart,San Jose State,UNLV,UNLV,-,-,161,6.73,147,10.43,52.46,3.71,14.1,0.25,0.00,0.00,0.0,0.00
Tiaquelin Mims,Southern Miss,USA,USA,-,-,162,6.73,123,10.82,46.42,4.08,11.4,0.33,0.92,0.17,5.4,0.00
J.J. Sparkman,UTSA,Temple,Temple,-,-,163,6.70,143,10.49,48.08,3.79,12.7,0.32,0.00,0.00,0.0,0.00
Jaylen Lloyd,Nebraska,Wisc,Wisc,-,-,164,6.69,216,8.82,41.39,2.12,19.5,0.41,1.06,0.33,3.2,0.00
Junior Sherrill,Vanderbilt,LSU,Vandy,-,-,165,6.68,167,9.96,42.67,3.28,13.0,0.34,3.45,0.60,5.8,0.00
Malik Rutherford,Georgia Tech,NCSU,NCSU,-,-,166,6.67,137,10.58,44.96,3.91,11.5,0.35,0.87,0.17,5.1,0.00
Micah Davis,Mississippi,Fla,Miss,-,-,167,6.65,183,9.65,36.50,3.00,12.2,0.50,0.00,0.00,0.0,0.00
Kellen Stewart,Middle Tenn. St,NMSt,NMSt,-,-,168,6.65,148,10.41,44.87,3.76,11.9,0.36,0.18,0.09,2.0,0.00
De'zhaun Stribling,Oklahoma State,TxTch,TxTch,-,-,169,6.65,146,10.43,51.98,3.78,13.8,0.24,0.00,0.00,0.0,0.00
Coy Eakin,Texas Tech,OkSt,TxTch,-,-,170,6.64,105,11.24,50.33,4.61,10.9,0.27,0.09,0.09,1.0,0.00
Jaden Williams,Texas State,GaSt,GaSt,-,-,171,6.64,192,9.48,50.86,2.84,17.9,0.26,0.00,0.00,0.0,0.00
Quincy Skinner Jr.,Vanderbilt,LSU,Vandy,-,-,172,6.61,198,9.36,40.92,2.75,14.9,0.42,0.17,0.08,2.1,0.00
Bryson Green,Wisconsin,Neb,Wisc,-,-,173,6.59,181,9.76,45.92,3.17,14.5,0.33,0.00,0.00,0.0,0.00
Cameron Ross,James Madison,App,JMU,-,-,174,6.56,176,9.86,47.10,3.30,14.3,0.30,0.52,0.22,2.4,0.00
Jahmal Edrine,Purdue,MSU,Purdue,-,-,175,6.47,173,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Colbie Young,Georgia,UMass,UMass,-,-,176,6.47,172,9.94,44.07,3.47,12.7,0.34,0.25,0.08,3.1,0.00
Gabriel Benyard,Kennesaw State,FIU,FIU,-,-,177,6.45,200,9.25,42.29,2.80,15.1,0.34,1.86,0.59,3.2,0.00
Konata Mumpfield,Pittsburgh,Lou,Pitt,-,-,178,6.42,185,9.64,38.73,3.22,12.0,0.42,0.00,0.00,0.0,0.00
Dillon Bell,Georgia,UMass,UMass,-,-,179,6.41,203,9.23,34.67,2.82,12.3,0.16,10.59,1.73,6.1,0.16
Jacob De Jesus,UNLV,SJSU,UNLV,-,-,180,6.41,116,10.97,45.55,4.56,10.0,0.17,3.30,0.76,4.3,0.08
Landon Sides,North Texas,ECU,ECU,-,-,181,6.40,168,9.95,37.98,3.55,10.7,0.40,1.85,0.32,5.8,0.00
Dean Patterson,Florida International,KennSt,FIU,-,-,182,6.37,170,9.95,53.97,3.58,15.1,0.16,0.00,0.00,0.0,0.00
Jaron Glover,Michigan State,Purdue,Purdue,-,-,183,6.32,211,8.91,45.83,2.58,17.8,0.17,2.42,0.50,4.8,0.08
Coleman Owen,Ohio,Toledo,Ohio,-,-,184,6.32,142,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Tiger Bachmeier,Stanford,Cal,Stan,-,-,185,6.31,155,10.24,46.01,3.93,11.7,0.26,1.71,0.17,10.1,0.00
Kobe Prentice,Alabama,Okla,Ala,-,-,186,6.29,189,9.57,44.14,3.28,13.5,0.31,0.00,0.00,0.0,0.00
Hykeem Williams,Florida State,ChSou,ChSou,-,-,187,6.29,227,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,NW,NW,-,-,188,6.28,202,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
DT Sheffield,North Texas,ECU,ECU,-,-,189,6.28,186,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),NIU,NIU,-,-,190,6.26,229,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Mac Dalena,Fresno State,ColoSt,ColoSt,-,-,191,6.23,165,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Jacoby Jones,Central Florida,WVU,UCF,-,-,192,6.23,223,8.71,38.32,2.48,15.5,0.40,0.00,0.00,0.0,0.00
Cade McDonald,Miami (OH),NIU,NIU,-,-,193,6.22,199,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Eli Pancol,Duke,VaTech,VaTech,-,-,194,6.22,180,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
