,,Week 5 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Gio Lopez,South Alabama,LSU,USA,-,-,25,21.32,25,21.32,238.64,1.71,0.90,11.7,24.98,6.75,3.7,0.41
Quinn Ewers,Texas,MissSt,MissSt,-,-,26,21.22,26,21.22,286.78,1.91,0.58,12.9,6.07,4.99,1.2,0.25
Carson Beck,Georgia,Ala,UGa,-,-,27,21.20,27,21.20,291.08,1.83,0.58,12.7,7.48,4.41,1.7,0.25
Miller Moss,USC,Wisc,Wisc,-,-,28,21.16,28,21.16,277.17,2.05,0.77,13.0,8.38,3.68,2.3,0.17
DJ Uiagalelei,Florida State,SMU,FlaSt,-,-,29,21.06,29,21.06,238.60,1.78,0.68,13.5,18.63,7.20,2.6,0.42
Donovan Smith,Houston,IaSt,IaSt,-,-,30,20.96,30,20.96,214.82,1.76,0.92,11.9,28.08,9.39,3.0,0.42
Jacob Zeno,UAB,Navy,Navy,-,-,31,20.81,31,20.81,273.20,1.82,0.83,10.7,10.86,8.38,1.3,0.25
Maddux Madsen,Boise State,WashSt,WashSt,-,-,32,20.49,32,20.49,232.23,1.83,0.83,13.4,18.94,5.23,3.6,0.33
Tyler Shough,Louisville,ND,Lou,-,-,33,20.40,33,20.40,247.63,1.84,1.00,11.5,16.37,5.26,3.1,0.25
Jalon Daniels,Kansas,TCU,TCU,-,-,34,19.98,34,19.98,204.04,1.60,0.34,12.8,28.97,9.01,3.2,0.42
JC French,Georgia Southern,GaSt,GaSo,-,-,35,19.95,35,19.95,267.83,1.83,1.08,10.7,9.00,6.00,1.5,0.17
Cameron Rising,Utah,Ari,Ari,-,-,36,19.80,36,19.80,210.63,1.65,0.58,12.1,27.91,5.61,5.0,0.33
Dequan Finn,Baylor,BYU,BYU,-,-,37,19.78,37,19.78,227.31,1.54,1.00,12.1,26.92,6.92,3.9,0.31
Nicholas Vattiato,Middle Tenn. St,Mem,MiddTn,-,-,38,19.73,38,19.73,232.58,1.66,0.99,12.2,23.04,7.96,2.9,0.25
Josh Hoover,TCU,Kansas,TCU,-,-,39,19.59,39,19.59,281.45,1.77,1.18,12.3,2.28,3.80,0.6,0.17
John Mateer,Washington State,Boise,WashSt,-,-,40,19.58,40,19.58,232.36,1.52,0.76,11.5,21.56,8.27,2.6,0.34
TJ Finley,Western Kentucky,BC,WestKy,-,-,41,19.57,41,19.57,251.77,2.00,0.91,11.0,5.16,3.99,1.3,0.17
E.J. Warner,Rice,Char,Char,-,-,42,19.51,42,19.51,244.28,2.28,0.93,12.0,0.93,3.22,0.3,0.08
Rocco Becht,Iowa State,Hou,IaSt,-,-,43,19.40,43,19.40,246.25,1.85,0.67,13.3,6.15,6.07,1.0,0.25
Kurtis Rourke,Indiana,MD,MD,-,-,44,19.35,44,19.35,241.47,1.57,0.66,11.2,19.31,6.44,3.0,0.25
Danny O'Neil,San Diego State,CentMi,SDSU,-,-,45,19.34,46,19.34,237.84,1.65,1.07,11.0,12.60,7.00,1.8,0.33
Matthew Sluka,UNLV,Fres,Fres,-,-,46,19.34,45,19.34,242.53,1.24,0.82,13.8,27.18,7.00,3.9,0.33
Ashton Daniels,Stanford,Clem,Stan,-,-,47,18.90,47,18.90,243.25,1.26,0.93,11.5,26.07,9.34,2.8,0.25
Cade Klubnik,Clemson,Stan,Stan,-,-,48,18.85,48,18.85,233.88,1.65,0.74,10.1,14.17,9.47,1.5,0.25
Aidan Chiles,Michigan State,OhioSt,OhioSt,-,-,49,18.69,49,18.69,226.52,1.43,1.01,13.7,23.77,6.07,3.9,0.25
Jase Bauer,Sam Houston,TxSt,TxSt,-,-,50,18.62,50,18.62,223.18,1.34,1.00,10.2,23.47,8.35,2.8,0.33
Jack Turner,Louisiana Tech,FIU,LaTech,-,-,51,18.56,51,18.56,234.20,1.27,1.10,11.4,16.02,7.25,2.2,0.42
Luke Altmyer,Illinois,PSU,Ill,-,-,52,18.53,52,18.53,224.40,1.50,1.25,11.4,20.38,9.27,2.2,0.25
Devon Dampier,New Mexico,NMSt,NM,-,-,53,18.50,53,18.50,217.63,1.41,0.99,12.2,16.87,6.20,2.7,0.41
Blake Shapen,Mississippi State,Tex,MissSt,-,-,54,18.44,54,18.44,228.07,1.51,0.76,12.6,12.52,6.55,1.9,0.34
Mikey Keene,Fresno State,UNLV,Fres,-,-,55,18.13,55,18.13,274.68,2.10,1.01,10.5,-17.65,4.45,-4.0,0.08
Drew Allar,Penn State,Ill,Ill,-,-,56,18.00,56,18.00,179.45,1.82,0.25,12.5,20.52,6.21,3.3,0.25
Brendan Sorsby,Cincinnati,TxTch,Cin,-,-,57,17.93,57,17.93,192.98,1.43,0.59,11.7,24.98,8.63,2.9,0.34
Alan Bowman,Oklahoma State,KanSt,OkSt,-,-,58,17.88,58,17.88,280.00,1.51,1.09,11.3,1.51,2.09,0.7,0.08
Behren Morton,Texas Tech,Cin,Cin,-,-,59,17.87,59,17.87,233.83,1.73,0.99,10.4,0.91,3.63,0.3,0.25
Hudson Card,Purdue,Neb,Neb,-,-,60,17.84,60,17.84,207.96,1.25,0.66,11.4,20.36,7.81,2.6,0.42
Will Rogers,Washington,Rut,Wash,-,-,61,17.47,61,17.47,258.10,1.90,0.74,11.2,-4.63,3.31,-1.4,0.00
Parker Navarro,Ohio,Akron,Akron,-,-,62,17.42,62,17.42,195.85,1.15,1.07,11.3,30.15,8.13,3.7,0.33
Brett Gabbert,Miami (OH),UMass,UMass,-,-,63,17.35,63,17.35,190.76,1.61,0.85,14.0,17.76,6.43,2.8,0.25
Payton Thorne,Auburn,Okla,Okla,-,-,64,17.10,64,17.10,176.92,1.52,1.02,10.9,29.05,9.65,3.0,0.17
Tyler Van Dyke,Wisconsin,USC,Wisc,-,-,65,17.08,65,17.08,241.20,1.69,1.10,11.0,1.77,2.61,0.7,0.08
Max Brown,UNC Charlotte,Rice,Char,-,-,66,16.95,66,16.95,185.67,1.25,1.08,9.9,30.25,10.42,2.9,0.25
Keyone Jenkins,Florida International,LaTech,LaTech,-,-,67,16.54,67,16.54,224.38,1.18,1.01,11.7,2.88,9.56,0.3,0.42
Grant Wilson,Old Dominion,BGSU,ODU,-,-,68,16.51,68,16.51,182.10,1.41,0.75,12.1,20.85,10.47,2.0,0.25
Cam Fancher,Florida Atlantic,Wagner,Wagner,-,-,69,16.38,69,16.38,195.05,1.15,1.07,9.7,19.98,8.72,2.3,0.33
Brock Vandagriff,Kentucky,Miss,Kty,-,-,70,16.34,70,16.34,202.25,1.48,0.82,12.9,13.34,4.45,3.0,0.16
Kyle McCord,Syracuse,HolyCr,HolyCr,-,-,71,16.24,71,16.24,247.91,1.68,0.76,12.1,-3.95,2.60,-1.5,0.00
Maalik Murphy,Duke,UNC,UNC,-,-,72,16.20,72,16.20,222.14,1.53,1.21,12.4,2.41,3.06,0.8,0.16
Goose Crowder,Troy,UL-Mon,UL-Mon,-,-,73,16.04,73,16.04,209.75,1.42,1.17,12.0,9.83,4.67,2.1,0.17
Ty Thompson,Tulane,USF,USF,-,-,74,16.01,74,16.01,200.00,1.41,0.66,13.2,13.62,3.99,3.4,0.17
Evan Svoboda,Wyoming,AF,AF,-,-,75,15.88,75,15.88,192.40,1.26,0.84,10.8,16.09,5.14,3.1,0.25
Ethan Garbers,UCLA,Oregon,Oregon,-,-,76,15.55,76,15.55,201.34,1.40,0.82,11.9,14.21,5.26,2.7,0.08
Davis Bryson,Kennesaw State,TN-Mar,TN-Mar,-,-,77,15.42,77,15.42,122.43,0.75,0.58,12.6,40.48,9.87,4.1,0.58
Bryson Daily,Army,Temple,Army,-,-,78,15.31,78,15.31,79.44,0.59,0.59,15.2,67.60,17.80,3.8,0.50
Hayden Wolff,Western Michigan,Marsh,WestMI,-,-,79,15.13,79,15.13,214.57,1.18,0.67,10.2,3.20,6.40,0.5,0.25
John Busha,Air Force,Wyo,AF,-,-,80,15.04,80,15.04,76.31,0.70,0.35,18.1,54.86,14.42,3.8,0.62
Athan Kaliakmanis,Rutgers,Wash,Wash,-,-,81,14.32,81,14.32,157.56,1.25,0.75,11.6,15.37,6.15,2.5,0.25
Owen McCown,UTSA,ECU,Tx-SA,-,-,82,14.29,82,14.29,167.09,1.14,0.65,11.7,15.54,4.99,3.1,0.25
General Booty,Louisiana-Monroe,Troy,UL-Mon,-,-,83,14.18,83,14.18,175.29,1.15,0.98,12.3,15.84,7.22,2.2,0.16
Malachi Nelson,Boise State,WashSt,WashSt,-,-,84,14.16,85,14.16,224.00,0.00,0.00,14.0,52.00,16.00,3.3,0.00
Jake Retzlaff,BYU,Baylor,BYU,-,-,85,14.16,84,14.16,154.25,1.00,0.50,11.6,14.92,6.75,2.2,0.42
Kadin Semonza,Ball State,JMU,BallSt,-,-,86,13.79,86,13.79,182.80,1.34,1.17,10.4,6.12,6.12,1.0,0.08
Ben Finley,Akron,Ohio,Akron,-,-,87,13.59,87,13.59,190.33,1.27,0.93,11.4,3.89,4.91,0.8,0.08
Alex Orji,Michigan,Minn,Minn,-,-,88,13.50,88,13.50,154.29,1.01,0.59,12.3,17.82,4.12,4.3,0.25
Joe Labas,Central Michigan,SDSU,SDSU,-,-,89,13.45,89,13.45,169.95,1.16,0.91,11.9,10.26,6.87,1.5,0.17
Hank Bachmeier,Wake Forest,UL-Laf,UL-Laf,-,-,90,13.10,90,13.10,187.17,1.08,0.58,12.2,2.83,5.75,0.5,0.17
Taisun Phommachanh,Massachusetts,Mia-O,UMass,-,-,91,12.94,91,12.94,178.27,0.91,0.66,10.8,6.94,6.28,1.1,0.25
Dylan Raiola,Nebraska,Purdue,Neb,-,-,92,12.92,92,12.92,165.86,1.15,0.66,12.4,6.76,4.54,1.5,0.16
Conner Harrell,North Carolina,Duke,UNC,-,-,93,12.80,93,12.80,167.92,1.07,0.66,13.0,8.15,3.87,2.1,0.16
Max Brosmer,Minnesota,Mich,Minn,-,-,94,12.50,94,12.50,151.96,1.23,0.66,12.4,5.09,3.94,1.3,0.16
Blake Horvath,Navy,UAB,Navy,-,-,95,12.50,95,12.50,100.68,0.82,0.33,13.3,37.42,9.13,4.1,0.24
Cole Snyder,Eastern Michigan,KentSt,EastMi,-,-,96,12.15,96,12.15,167.75,1.01,0.76,10.2,9.00,5.97,1.5,0.08
Connor Bazelak,Bowling Green,ODU,ODU,-,-,97,11.44,97,11.44,175.17,1.01,0.67,11.6,-11.20,5.13,-2.2,0.25
Dylan Morris,James Madison,BallSt,BallSt,-,-,98,11.25,98,11.25,146.60,0.93,1.01,12.5,6.59,5.49,1.2,0.17
Cardell Williams,Tulsa,NorTx,Tulsa,-,-,99,11.11,99,11.11,85.49,0.73,0.57,14.5,18.68,4.77,3.9,0.49
Ethan Hampton,Northern Illinois,NCSU,NIU,-,-,100,11.01,100,11.01,136.07,0.85,0.77,11.8,6.07,4.19,1.4,0.26
AJ Duffy,San Diego State,CentMi,SDSU,-,-,101,10.88,101,10.88,232.00,0.00,0.00,11.6,16.00,12.00,1.3,0.00
Jack Shields,Buffalo,UConn,Buff,-,-,102,10.81,102,10.81,140.24,0.73,0.90,12.5,12.82,3.67,3.5,0.16
Ben Wooldridge,Louisiana-Lafayette,Wake,UL-Laf,-,-,103,10.29,103,10.29,103.10,0.81,0.24,11.6,14.73,3.64,4.0,0.24
Devin Kargman,Kent,EastMi,EastMi,-,-,104,10.23,104,10.23,153.48,1.01,0.84,10.9,-9.39,6.71,-1.4,0.17
Joseph Fagnano,UConn,Buff,Buff,-,-,105,10.10,105,10.10,142.67,0.75,0.75,10.7,8.92,3.92,2.3,0.08
Chandler Fields,Louisiana-Lafayette,Wake,UL-Laf,-,-,106,9.76,106,9.76,103.75,0.81,0.32,11.8,9.14,3.64,2.5,0.24
MJ Morris,Maryland,Ind,MD,-,-,107,9.72,107,9.72,137.80,0.76,0.68,12.1,1.36,3.98,0.3,0.17
Zach Gibson,Georgia State,GaSo,GaSo,-,-,108,9.05,108,9.05,126.00,0.76,0.68,11.9,4.65,4.65,1.0,0.08
Kirk Francis,Tulsa,NorTx,Tulsa,-,-,109,8.95,109,8.95,131.14,0.92,0.50,13.7,0.17,1.93,0.1,0.00
Katin Houser,East Carolina,Tx-SA,Tx-SA,-,-,110,8.93,110,8.93,142.10,0.84,0.50,11.7,-1.18,4.03,-0.3,0.00
Evan Simon,Temple,Army,Army,-,-,111,8.90,111,8.90,144.25,0.76,0.93,9.9,0.85,4.31,0.2,0.00
Max Johnson,North Carolina,Duke,UNC,-,-,112,8.69,112,8.69,112.00,0.74,0.33,12.8,2.55,4.86,0.5,0.16
CJ Ogbonna,Buffalo,UConn,Buff,-,-,113,7.98,113,7.98,93.65,0.51,0.60,12.8,11.61,3.07,3.8,0.17
Cole Pennington,Marshall,WestMI,WestMI,-,-,114,5.70,114,5.70,69.13,0.51,0.42,10.9,3.98,1.44,2.8,0.08
Braylon Braxton,Marshall,WestMI,WestMI,-,-,115,5.67,115,5.67,70.23,0.42,0.42,11.1,6.60,1.61,4.1,0.08
Alonza Barnett,James Madison,BallSt,BallSt,-,-,116,5.64,116,5.64,55.75,0.33,0.41,12.5,10.97,2.47,4.4,0.16
Beau Pribula,Penn State,Ill,Ill,-,-,117,5.60,117,5.60,23.32,0.29,0.10,12.7,17.61,3.29,5.4,0.29
Jake Garcia,East Carolina,Tx-SA,Tx-SA,-,-,118,5.47,118,5.47,94.76,0.49,0.33,12.2,-2.78,3.92,-0.7,0.00
Santino Marucci,New Mexico State,NM,NM,-,-,119,5.45,119,5.45,70.00,0.48,0.56,11.9,2.34,2.90,0.8,0.08
Eddie Lee Marburger,UTSA,ECU,Tx-SA,-,-,120,5.43,120,5.43,69.03,0.48,0.24,11.0,2.50,2.50,1.0,0.08
Christian Veilleux,Georgia State,GaSo,GaSo,-,-,121,5.22,121,5.22,82.82,0.51,0.42,11.5,-1.18,2.37,-0.5,0.00
Parker Awad,New Mexico State,NM,NM,-,-,122,5.16,122,5.16,52.82,0.34,0.34,11.4,11.53,2.92,3.9,0.09
Stone Earle,Marshall,WestMI,WestMI,-,-,123,5.14,123,5.14,71.33,0.42,0.42,11.4,5.92,1.35,4.4,0.00
Brady Lichtenberg,Cincinnati,TxTch,Cin,-,-,124,4.68,124,4.68,21.65,0.16,0.08,12.7,17.11,4.30,4.0,0.24
Zevi Eckhaus,Washington State,Boise,WashSt,-,-,125,4.66,125,4.66,66.75,0.37,0.37,11.9,4.87,1.50,3.2,0.00
Deuce Hogan,New Mexico State,NM,NM,-,-,126,4.32,126,4.32,54.37,0.34,0.34,12.2,2.49,2.49,1.0,0.09
Billy Edwards,Maryland,Ind,MD,-,-,127,4.29,127,4.29,43.27,0.24,0.24,11.5,5.96,2.04,2.9,0.16
Jalen Macon,Northern Illinois,NCSU,NIU,-,-,128,4.25,128,4.25,53.76,0.32,0.32,11.6,3.36,1.68,2.0,0.08
Forrest Brock,Temple,Army,Army,-,-,129,4.01,129,4.01,70.23,0.42,0.76,8.8,-4.80,4.80,-1.0,0.00
Camden Orth,Bowling Green,ODU,ODU,-,-,130,3.96,130,3.96,21.00,0.09,0.09,12.1,11.18,3.73,3.0,0.27
Gerry Bohanon,BYU,Baylor,BYU,-,-,131,3.52,131,3.52,33.64,0.25,0.08,11.7,6.44,1.61,4.0,0.08
Cameran Brown,Texas Tech,Cin,Cin,-,-,132,3.33,132,3.33,23.00,0.17,0.08,10.6,7.42,1.67,4.4,0.17
Davis Warren,Michigan,Minn,Minn,-,-,133,2.70,133,2.70,38.75,0.25,0.17,12.2,1.50,1.00,1.5,0.00
Bert Emanuel,Central Michigan,SDSU,SDSU,-,-,134,2.62,134,2.62,19.85,0.18,0.18,12.5,5.91,1.41,4.2,0.09
McCae Hillstead,BYU,Baylor,BYU,-,-,135,2.58,135,2.58,33.64,0.25,0.17,11.7,2.20,2.46,0.9,0.00
Heinrich Haarberg,Nebraska,Purdue,Neb,-,-,136,2.57,136,2.57,19.13,0.09,0.09,11.3,8.63,2.16,4.0,0.09
Gavin Wimsatt,Kentucky,Miss,Kty,-,-,137,2.49,137,2.49,12.64,0.08,0.08,13.2,7.04,1.76,4.0,0.16
Nick Evers,UConn,Buff,Buff,-,-,138,2.30,138,2.30,33.04,0.16,0.16,10.6,3.36,1.12,3.0,0.00
Grayson Loftis,Duke,UNC,UNC,-,-,139,2.25,139,2.25,12.50,0.00,0.00,12.5,2.50,3.00,0.8,0.25
Caden Veltkamp,Western Kentucky,BC,WestKy,-,-,140,2.24,140,2.24,27.43,0.24,0.08,11.2,1.63,0.65,2.5,0.00
Kai Horton,Tulane,USF,USF,-,-,141,2.22,141,2.22,30.87,0.23,0.08,12.8,0.83,0.68,1.2,0.00
Cameron Edge,Maryland,Ind,MD,-,-,142,2.07,143,2.07,34.41,0.17,0.17,13.1,0.17,0.68,0.3,0.00
Michael Kern,Wake Forest,UL-Laf,UL-Laf,-,-,143,2.07,142,2.07,28.62,0.18,0.09,11.9,2.13,1.07,2.0,0.00
Colin Parachek,Marshall,WestMI,WestMI,-,-,144,2.01,144,2.01,24.93,0.19,0.19,11.2,2.70,1.12,2.4,0.00
Sawyer Robertson,Baylor,BYU,BYU,-,-,145,1.69,145,1.69,31.00,0.00,0.00,12.4,4.50,1.50,3.0,0.00
Pierce Clarkson,Louisville,ND,Lou,-,-,146,1.61,146,1.61,21.26,0.18,0.09,14.2,0.53,0.18,2.9,0.00
Steve Angeli,Notre Dame,Lou,Lou,-,-,147,1.59,147,1.59,17.45,0.18,0.09,13.7,1.64,0.45,3.6,0.00
Elijah Brown,Stanford,Clem,Stan,-,-,148,1.56,148,1.56,19.67,0.08,0.08,11.2,4.42,2.00,2.2,0.00
Devin Brown,Ohio State,MSU,OhioSt,-,-,149,1.41,149,1.41,15.70,0.15,0.07,13.2,1.93,0.74,2.6,0.00
Justin Lamson,Stanford,Clem,Stan,-,-,150,1.38,150,1.38,5.67,0.00,0.00,11.3,6.58,2.33,2.8,0.08
Ty Simpson,Alabama,UGa,UGa,-,-,151,1.37,151,1.37,7.89,0.00,0.00,14.1,3.89,0.89,4.4,0.11
Brock Glenn,Florida State,SMU,FlaSt,-,-,152,1.35,152,1.35,7.00,0.00,0.00,12.3,2.14,1.71,1.3,0.14
Collin Schlee,Virginia Tech,Mia-Fl,VaTech,-,-,153,1.30,153,1.30,7.17,0.00,0.00,10.7,10.17,1.67,6.1,0.00
Dematrius Davis,UTSA,ECU,Tx-SA,-,-,154,1.24,154,1.24,13.43,0.10,0.10,10.8,3.24,0.86,3.8,0.00
Jayden Maiava,USC,Wisc,Wisc,-,-,155,1.24,155,1.24,17.10,0.10,0.10,13.2,1.60,0.50,3.2,0.00
Justyn Martin,UCLA,Oregon,Oregon,-,-,156,1.14,156,1.14,13.78,0.11,0.11,12.4,1.44,0.67,2.1,0.00
Dante Moore,Oregon,UCLA,Oregon,-,-,157,1.14,157,1.14,15.44,0.11,0.11,11.6,0.78,0.33,2.4,0.00
Dexter Williams,Georgia Southern,GaSt,GaSo,-,-,158,1.04,158,1.04,13.52,0.08,0.08,12.1,1.76,0.56,3.1,0.00
Ryan Burger,Liberty,App,Lib,-,-,159,1.02,159,1.02,8.00,0.14,0.00,14.0,1.29,0.71,1.8,0.00
Trexler Ivey,UNC Charlotte,Rice,Char,-,-,160,0.99,161,0.99,17.60,0.10,0.20,11.0,-1.10,0.50,-2.2,0.00
Gunner Stockton,Georgia,Ala,UGa,-,-,161,0.99,160,0.99,7.50,0.08,0.00,11.2,3.58,0.83,4.3,0.00
Braedyn Locke,Wisconsin,USC,Wisc,-,-,162,0.88,162,0.88,12.91,0.09,0.09,10.9,0.00,0.18,0.0,0.00
Arch Manning,Texas,MissSt,MissSt,-,-,163,0.82,163,0.82,8.60,0.10,0.00,12.3,0.80,0.40,2.0,0.00
Ta'Quan Roberson,Kansas State,OkSt,OkSt,-,-,164,0.78,164,0.78,7.29,0.00,0.00,12.8,4.86,1.43,3.4,0.00
AJ Padgett,Rice,Char,Char,-,-,165,0.75,165,0.75,6.00,0.13,0.00,9.5,0.13,0.25,0.5,0.00
Hunter Herring,Louisiana-Monroe,Troy,UL-Mon,-,-,166,0.74,166,0.74,6.53,0.06,0.06,12.3,2.41,0.53,4.5,0.00
Ajani Sheppard,Rutgers,Wash,Wash,-,-,167,0.73,167,0.73,6.50,0.00,0.00,13.0,4.67,1.17,4.0,0.00
Cole Ballard,Kansas,TCU,TCU,-,-,168,0.70,168,0.70,7.50,0.00,0.00,15.0,4.00,1.17,3.4,0.00
Jaylen Henderson,Texas A&M,Ark,Ark,-,-,169,0.68,169,0.68,8.14,0.00,0.00,11.5,3.57,1.00,3.6,0.00
Zeon Chriss,Houston,IaSt,IaSt,-,-,170,0.65,170,0.65,7.43,0.00,0.00,13.0,3.57,0.71,5.0,0.00
Tahj Bullock,Akron,Ohio,Akron,-,-,171,0.62,171,0.62,6.06,0.06,0.06,11.4,1.47,0.47,3.1,0.00
Ahmad Haston,Massachusetts,Mia-O,UMass,-,-,172,0.62,172,0.62,6.76,0.06,0.06,10.4,1.18,0.47,2.5,0.00
Kevin Jennings,SMU,FlaSt,FlaSt,-,-,173,0.57,173,0.57,6.13,0.00,0.00,9.7,3.25,1.13,2.9,0.00
Braden Bohannon,Kennesaw State,TN-Mar,TN-Mar,-,-,174,0.55,174,0.55,7.09,0.00,0.00,12.9,2.64,0.73,3.6,0.00
JJ Kohl,Iowa State,Hou,IaSt,-,-,175,0.54,175,0.54,7.86,0.00,0.00,13.8,2.29,0.57,4.0,0.00
RJ Martinez,Texas State,SamHou,TxSt,-,-,176,0.54,176,0.54,7.88,0.00,0.00,12.5,2.25,0.50,4.5,0.00
Emmett Morehead,Old Dominion,BGSU,ODU,-,-,177,0.53,177,0.53,6.65,0.06,0.00,12.5,0.29,0.12,2.4,0.00
Tommy Ulatowski,Kent,EastMi,EastMi,-,-,178,0.53,178,0.53,6.13,0.06,0.06,12.3,0.38,0.19,2.0,0.00
Sam Huard,Utah,Ari,Ari,-,-,179,0.50,179,0.50,7.47,0.06,0.06,12.7,-0.35,0.24,-1.5,0.00
Malachi Singleton,Arkansas,TexA&M,Ark,-,-,180,0.49,180,0.49,7.57,0.00,0.00,13.3,1.86,1.00,1.9,0.00
Tyriq Starks,Florida Atlantic,Wagner,Wagner,-,-,181,0.48,181,0.48,12.10,0.00,0.00,10.1,0.00,0.40,0.0,0.00
Hajj-Malik Williams,UNLV,Fres,Fres,-,-,182,0.48,182,0.48,8.00,0.00,0.00,14.0,1.57,0.57,2.8,0.00
Jacurri Brown,Central Florida,Colo,Colo,-,-,183,0.46,183,0.46,6.57,0.00,0.00,9.3,2.00,0.57,3.5,0.00
Drew Viotto,Eastern Michigan,KentSt,EastMi,-,-,184,0.46,184,0.46,5.86,0.00,0.00,10.3,2.29,1.43,1.6,0.00
Evan Bullock,Louisiana Tech,FIU,LaTech,-,-,185,0.45,185,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
CJ Bailey,North Carolina State,NIU,NIU,-,-,186,0.44,186,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Walker Howard,Mississippi,Kty,Kty,-,-,187,0.44,187,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
AJ Swann,LSU,USA,USA,-,-,188,0.42,188,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
Cash McCollum,North Texas,Tulsa,Tulsa,-,-,189,0.40,190,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,Mem,MiddTn,-,-,190,0.40,189,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,MiddTn,MiddTn,-,-,191,0.39,192,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Trent Pearman,Clemson,Stan,Stan,-,-,192,0.39,194,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Casey Thompson,Oklahoma,Auburn,Okla,-,-,193,0.39,195,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,Akron,Akron,-,-,194,0.39,193,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
