,,Week 6 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Brady Hunt,South Carolina,Miss,Miss,-,-,52,4.01,41,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,Missou,Missou,-,-,53,3.98,58,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,ECU,ECU,-,-,54,3.98,40,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Jack Endries,California,Mia-Fl,Mia-Fl,-,-,55,3.97,50,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,UNC,Pitt,-,-,56,3.94,59,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,BallSt,WestMI,-,-,57,3.94,56,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,NCSU,Wake,-,-,58,3.86,61,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,USA,USA,-,-,59,3.81,49,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,Ala,Ala,-,-,60,3.79,62,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Luke McGary,Tulsa,Army,Army,-,-,61,3.69,71,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,AriSt,Kansas,-,-,62,3.59,64,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,Boise,UtahSt,-,-,63,3.54,57,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,TxTch,TxTch,-,-,64,3.54,65,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,TxTch,TxTch,-,-,65,3.53,66,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,Mich,Mich,-,-,66,3.51,63,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,ColoSt,ColoSt,-,-,67,3.45,70,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,Ari,TxTch,-,-,68,3.41,69,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,Syr,Syr,-,-,69,3.38,76,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,Clem,Clem,-,-,70,3.37,67,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,Stan,VaTech,-,-,71,3.36,60,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,UTEP,SamHou,-,-,72,3.31,53,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Maliq Carr,Houston,TCU,Hou,-,-,73,3.10,73,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,UL-Laf,UL-Laf,-,-,74,3.10,72,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,UMass,UMass,-,-,75,3.05,82,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,UCF,UCF,-,-,76,3.01,79,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,Ark,Tenn,-,-,77,2.97,81,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,OhioSt,Iowa,-,-,78,2.87,77,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Vince Brown,Colorado State,OreSt,ColoSt,-,-,79,2.80,74,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,Ala,Ala,-,-,80,2.77,78,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Cade Conley,Marshall,App,App,-,-,81,2.69,75,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Andrew Savaiinaea,Nevada,SJSU,Nevada,-,-,82,2.64,80,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Lake McRee,USC,Minn,USC,-,-,83,2.63,83,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,Iowa,Iowa,-,-,84,2.50,86,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,Vandy,Ala,-,-,85,2.47,84,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Tucker Ashcraft,Wisconsin,Purdue,Purdue,-,-,86,2.35,87,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,Purdue,Purdue,-,-,87,2.31,88,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,Char,ECU,-,-,88,2.26,85,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,JacSt,JacSt,-,-,89,2.18,89,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,NW,Ind,-,-,90,2.14,90,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,UtahSt,UtahSt,-,-,91,2.11,99,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,UCLA,UCLA,-,-,92,2.06,92,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,Ind,Ind,-,-,93,2.00,91,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,Neb,Rut,-,-,94,1.96,95,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,Duke,Duke,-,-,95,1.91,106,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,MSU,MSU,-,-,96,1.88,104,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,UVa,BC,-,-,97,1.87,100,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,Troy,TxSt,-,-,98,1.83,98,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
George Burhenn,Purdue,Wisc,Purdue,-,-,99,1.73,97,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,Mich,Mich,-,-,100,1.72,93,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,WVU,WVU,-,-,101,1.68,96,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,Ark,Tenn,-,-,102,1.65,107,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,UConn,Temple,-,-,103,1.64,94,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,Auburn,Auburn,-,-,104,1.52,108,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,SJSU,Nevada,-,-,105,1.51,102,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,SMU,SMU,-,-,106,1.51,109,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,Wash,Mich,-,-,107,1.47,103,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,CoastC,ODU,-,-,108,1.45,101,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,USC,USC,-,-,109,1.44,105,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,Oregon,MSU,-,-,110,1.27,112,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,BC,BC,-,-,111,1.23,115,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,Minn,USC,-,-,112,1.21,110,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,Tenn,Tenn,-,-,113,1.19,111,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,BC,BC,-,-,114,1.18,113,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,Baylor,Baylor,-,-,115,1.15,114,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,Ind,Ind,-,-,116,1.00,116,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,AriSt,Kansas,-,-,117,0.98,117,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),Toledo,Mia-O,-,-,118,0.91,118,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,PSU,UCLA,-,-,119,0.65,119,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,Wake,Wake,-,-,120,0.56,120,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,BC,BC,-,-,121,0.00,121,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,Duke,Duke,-,-,122,0.00,122,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
