,,,Week 16 Game,,,,Fantasy,Receiving,,,Rushing,,
65,Devin Culp,TB,DAL,-,-,,1.12,0.73,7.58,0.06,0.00,0.00,0.00
66,Adam Trautman,DEN,LAC,-,-,,1.12,0.75,7.55,0.06,0.00,0.00,0.00
67,Darnell Washington,PIT,BAL,-,-,,1.11,0.79,8.05,0.05,0.00,0.00,0.00
68,Tip Reiman,ARI,CAR,-,-,,1.11,0.74,7.46,0.06,0.00,0.00,0.00
69,Dallin Holker,NO,GB,-,-,,1.10,0.72,7.44,0.06,0.00,0.00,0.00
70,Harrison Bryant,LV,JAX,-,-,,1.07,0.70,7.11,0.06,0.00,0.00,0.00
71,Irv Smith,KC,HOU,-,-,,1.05,0.65,6.87,0.06,0.00,0.00,0.00
72,Josh Oliver,MIN,SEA,-,-,,1.00,0.61,6.41,0.06,0.00,0.00,0.00
73,Daniel Bellinger,NYG,ATL,-,-,,1.00,0.68,7.04,0.05,0.00,0.00,0.00
74,Brock Wright,DET,CHI,-,-,,0.99,0.63,6.27,0.06,0.00,0.00,0.00
75,Mo Alie-Cox,IND,TEN,-,-,,0.99,0.59,6.33,0.06,0.00,0.00,0.00
76,Jody Fortson,MIA,SF,-,-,,0.96,0.57,5.97,0.06,0.00,0.00,0.00
77,Will Dissly,LAC,DEN,-,-,,0.95,0.58,5.91,0.06,0.00,0.00,0.00
78,Jack Stoll,NYG,ATL,-,-,,0.92,0.53,5.56,0.06,0.00,0.00,0.00
79,Foster Moreau,NO,GB,-,-,,0.92,0.59,6.21,0.05,0.00,0.00,0.00
80,Luke Schoonmaker,DAL,TB,-,-,,0.89,0.49,5.32,0.06,0.00,0.00,0.00
81,Stone Smartt,LAC,DEN,-,-,,0.87,0.47,5.14,0.06,0.00,0.00,0.00
82,Quintin Morris,BUF,NE,-,-,,0.86,0.50,4.97,0.06,0.00,0.00,0.00
83,Austin Hooper,NE,BUF,-,-,,0.86,0.57,5.62,0.05,0.00,0.00,0.00
84,Cole Turner,WAS,PHI,-,-,,0.85,0.45,4.92,0.06,0.00,0.00,0.00
85,Jordan Akins,CLE,CIN,-,-,,0.81,0.45,4.52,0.06,0.00,0.00,0.00
86,Pharaoh Brown,SEA,MIN,-,-,,0.81,0.43,4.46,0.06,0.00,0.00,0.00
87,Ian Thomas,CAR,ARI,-,-,,0.36,0.33,3.63,0.00,0.00,0.00,0.00
88,Connor Heyward,PIT,BAL,-,-,,0.34,0.31,3.38,0.00,0.00,0.00,0.00
89,Charlie Kolar,BAL,PIT,-,-,,0.30,0.29,2.99,0.00,0.00,0.00,0.00
90,Josiah Deguara,JAX,LV,-,-,,0.29,0.29,2.94,0.00,0.00,0.00,0.00
91,John Bates,WAS,PHI,-,-,,0.28,0.28,2.82,0.00,0.00,0.00,0.00
92,Albert Okwuegbunam,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tre' McKitty,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Patrick Murtagh,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Logan Thomas,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Chris Manhertz,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Eric Saubert,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Geor'quarius Spivey,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Kenny Yeboah,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Tomlinson,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Joel Wilson,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Colson Yankoff,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Rodney Williams,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Blake Whiteheart,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,David Wells,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jacob Warren,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Jordan Thomas,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Nick Vannett,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Nate Adkins,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Erick All,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
