,,,Week 2 Game,,,,Fantasy,Receiving,,,Rushing,,
43,Josh Whyle,TEN,NYJ,NYJ,4,43.5,1.99,1.29,13.27,0.11,0.00,0.00,0.00
44,Hayden Hurst,LAC,CAR,LAC,-3.5,42.0,1.97,1.33,13.68,0.10,0.00,0.00,0.00
45,Zach Ertz,WAS,NYG,WAS,-2.5,41.5,1.95,1.49,14.09,0.09,0.00,0.00,0.00
46,Brevin Jordan,HOU,CHI,HOU,-3.5,46.5,1.94,1.28,13.39,0.10,0.00,0.00,0.00
47,Greg Dulcich,DEN,PIT,PIT,2.5,40.5,1.87,1.34,13.85,0.08,0.00,0.00,0.00
48,Jonnu Smith,MIA,BUF,MIA,-2.0,50.5,1.76,1.15,11.59,0.10,0.00,0.00,0.00
49,Donald Parham,LAC,CAR,LAC,-3.5,42.0,1.67,0.89,9.45,0.12,0.00,0.00,0.00
50,Jeremy Ruckert,NYJ,TEN,NYJ,-4.0,43.5,1.47,1.06,11.10,0.06,0.00,0.00,0.00
51,Tommy Tremble,CAR,LAC,LAC,3.5,42.0,1.40,0.98,10.40,0.06,0.00,0.00,0.00
52,Kylen Granson,IND,GB,GB,5,47.0,1.34,0.96,9.78,0.06,0.00,0.00,0.00
53,Johnny Mundt,MIN,SF,SF,7,45.5,1.26,0.93,9.58,0.05,0.00,0.00,0.00
54,Lucas Krull,DEN,PIT,PIT,2.5,40.5,1.24,0.83,8.83,0.06,0.00,0.00,0.00
55,Elijah Higgins,ARI,LAR,LAR,2,48.0,1.24,0.86,8.78,0.06,0.00,0.00,0.00
56,Darnell Washington,PIT,DEN,PIT,-2.5,40.5,1.22,0.84,8.55,0.06,0.00,0.00,0.00
57,AJ Barner,SEA,NE,SEA,-3.0,41.0,1.21,0.79,8.46,0.06,0.00,0.00,0.00
58,Peyton Hendershot,DAL,NO,DAL,-6.5,44.5,1.20,0.83,8.39,0.06,0.00,0.00,0.00
59,Davis Allen,LAR,ARI,LAR,-2.0,48.0,1.20,0.83,8.39,0.06,0.00,0.00,0.00
60,Jared Wiley,KC,CIN,KC,-3.5,47.5,1.18,0.77,8.20,0.06,0.00,0.00,0.00
61,Brenton Strange,JAX,CLE,JAX,-2.0,44.5,1.17,0.80,8.08,0.06,0.00,0.00,0.00
62,Payne Durham,TB,DET,DET,6.5,48.5,1.14,0.77,7.76,0.06,0.00,0.00,0.00
63,Devin Culp,TB,DET,DET,6.5,48.5,1.12,0.73,7.58,0.06,0.00,0.00,0.00
64,Drew Sample,CIN,KC,KC,3.5,47.5,1.12,0.72,7.60,0.06,0.00,0.00,0.00
65,Robert Tonyan,MIN,SF,SF,7,45.5,1.12,0.80,8.20,0.05,0.00,0.00,0.00
66,Adam Trautman,DEN,PIT,PIT,2.5,40.5,1.11,0.74,7.48,0.06,0.00,0.00,0.00
67,Tanner McLachlan,CIN,KC,KC,3.5,47.5,1.10,0.72,7.42,0.06,0.00,0.00,0.00
68,Tip Reiman,ARI,LAR,LAR,2,48.0,1.10,0.74,7.43,0.06,0.00,0.00,0.00
69,Irv Smith,KC,CIN,KC,-3.5,47.5,1.04,0.65,6.84,0.06,0.00,0.00,0.00
70,Jody Fortson,MIA,BUF,MIA,-2.0,50.5,1.04,0.59,6.21,0.07,0.00,0.00,0.00
71,Dallin Holker,NO,DAL,DAL,6.5,44.5,1.03,0.70,7.30,0.05,0.00,0.00,0.00
72,Brock Wright,DET,TB,DET,-6.5,48.5,1.02,0.67,6.64,0.06,0.00,0.00,0.00
73,Daniel Bellinger,NYG,WAS,WAS,2.5,41.5,1.00,0.67,6.97,0.05,0.00,0.00,0.00
74,Harrison Bryant,LV,BAL,BAL,8,43.5,0.96,0.64,6.55,0.05,0.00,0.00,0.00
75,Mo Alie-Cox,IND,GB,GB,5,47.0,0.95,0.55,5.93,0.06,0.00,0.00,0.00
76,Will Dissly,LAC,CAR,LAC,-3.5,42.0,0.94,0.57,5.83,0.06,0.00,0.00,0.00
77,Jack Stoll,NYG,WAS,WAS,2.5,41.5,0.91,0.52,5.51,0.06,0.00,0.00,0.00
78,Foster Moreau,NO,DAL,DAL,6.5,44.5,0.91,0.58,6.09,0.05,0.00,0.00,0.00
79,Josh Oliver,MIN,SF,SF,7,45.5,0.91,0.58,6.12,0.05,0.00,0.00,0.00
80,Luke Schoonmaker,DAL,NO,DAL,-6.5,44.5,0.89,0.49,5.32,0.06,0.00,0.00,0.00
81,Austin Hooper,NE,SEA,SEA,3,41.0,0.87,0.58,5.73,0.05,0.00,0.00,0.00
82,Stone Smartt,LAC,CAR,LAC,-3.5,42.0,0.87,0.47,5.07,0.06,0.00,0.00,0.00
83,Cole Turner,WAS,NYG,WAS,-2.5,41.5,0.86,0.46,5.01,0.06,0.00,0.00,0.00
84,Quintin Morris,BUF,MIA,MIA,2,50.5,0.84,0.48,4.79,0.06,0.00,0.00,0.00
85,Jordan Akins,CLE,JAX,JAX,2,44.5,0.81,0.45,4.54,0.06,0.00,0.00,0.00
86,Pharaoh Brown,SEA,NE,SEA,-3.0,41.0,0.79,0.41,4.32,0.06,0.00,0.00,0.00
87,Connor Heyward,PIT,DEN,PIT,-2.5,40.5,0.36,0.33,3.59,0.00,0.00,0.00,0.00
88,Ian Thomas,CAR,LAC,LAC,3.5,42.0,0.34,0.31,3.44,0.00,0.00,0.00,0.00
89,Charlie Kolar,BAL,LV,BAL,-8.0,43.5,0.31,0.30,3.07,0.00,0.00,0.00,0.00
90,Josiah Deguara,JAX,CLE,JAX,-2.0,44.5,0.29,0.29,2.94,0.00,0.00,0.00,0.00
91,John Bates,WAS,NYG,WAS,-2.5,41.5,0.29,0.28,2.88,0.00,0.00,0.00,0.00
92,Erick All,CIN,KC,KC,3.5,47.5,0.21,0.00,2.10,0.00,0.00,0.00,0.00
93,Patrick Murtagh,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Albert Okwuegbunam,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Chris Manhertz,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Tre' McKitty,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Geor'quarius Spivey,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Logan Thomas,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Nick Vannett,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Saubert,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Colson Yankoff,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Kenny Yeboah,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Joel Wilson,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Rodney Williams,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Blake Whiteheart,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,David Wells,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,JAX,JAX,2,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Eric Tomlinson,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Jordan Thomas,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Hunter Long,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Jacob Warren,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Nate Adkins,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,JAX,JAX,2,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
