,,,Week 5 Game,,,,Fantasy,Receiving,,,Rushing,,
272,Rondale Moore,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Lideatrick Griffin,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Samson Nacua,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,Justin Hall,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Gunner Olszewski,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,Mike Harley,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Sam Pinckney,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Kelvin Harmon,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,James Proche,CLE,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,Tyler Harrell,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Nikko Remigio,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Hayden Hatten,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,Tayvion Robinson,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Jaaron Hayek,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,Braylon Sanders,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Julian Hicks,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Anthony Schwartz,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Odieu Hiliare,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Zavier Scott,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,KhaDarel Hodge,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Kyle Sheets,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Dennis Houston,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,Justin Shorter,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Lil'Jordan Humphrey,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,Marcus Simms,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Andy Isabella,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,Derek Slywka,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,Qadir Ismail,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Xavier Smith,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,John Jackson,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,Willie Snead,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,JaQuae Jackson,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Drake Stoops,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Lucky Jackson,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Freddie Swain,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Trishton Jackson,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Trent Taylor,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Shed Jackson,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Cody Thompson,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,Jadon Janke,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Mason Tipton,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Jaray Jenkins,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Austin Trammell,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,John Jiles,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Brycen Tremayne,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Cam Johnson,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,Jalen Virgil,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,Xavier Johnson,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,David Wallis,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,Kameron Johnson,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,Montrell Washington,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
323,Cephus Johnson,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,Duece Watts,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Johnny Johnson,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,Xavier Weaver,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,Tyler Johnson,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Nsimba Webster,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Collin Johnson,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,David White,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Velus Jones,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,Kristian Wilkerson,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,Jeshaun Jones,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Dee Williams,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,Latreal Jones,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Isaiah Winstead,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,Ramel Keyton,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Dareke Young,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,Jontre Kirklin,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
