,,,Week 13 Game,,,,Fantasy,Receiving,,,Rushing,,
137,Rakim Jarrett,TB,CAR,-,-,,1.45,0.82,10.30,0.06,0.12,0.59,0.00
138,Nick Westbrook-Ikhine,TEN,WAS,-,-,,1.44,0.76,10.59,0.06,0.06,0.24,0.00
139,Xavier Gipson,NYJ,SEA,-,-,,1.43,0.87,9.35,0.06,0.25,1.30,0.00
140,Isaiah Hodgins,NYG,DAL,-,-,,1.42,0.79,10.36,0.06,0.06,0.23,0.00
141,Derius Davis,LAC,ATL,-,-,,1.40,0.69,8.70,0.06,0.29,1.73,0.00
142,Johnny Wilson,PHI,BAL,-,-,,1.38,0.83,9.90,0.06,0.06,0.30,0.00
143,Charlie Jones,CIN,PIT,-,-,,1.38,0.77,9.88,0.06,0.06,0.30,0.00
144,John Metchie,HOU,JAX,-,-,,1.37,0.83,9.61,0.06,0.06,0.47,0.00
145,Trent Sherfield,MIN,ARI,-,-,,1.35,0.75,9.67,0.06,0.06,0.23,0.00
146,Cornelius Johnson,LAC,ATL,-,-,,1.35,0.66,9.92,0.06,0.00,0.00,0.00
147,Brandon Powell,MIN,ARI,-,-,,1.34,0.84,8.44,0.06,0.24,1.38,0.00
148,Malik Heath,GB,MIA,-,-,,1.32,0.68,8.12,0.08,0.08,0.23,0.00
149,Olamide Zaccheaus,WAS,TEN,-,-,,1.28,0.72,8.85,0.06,0.06,0.30,0.00
150,Parris Campbell,PHI,BAL,-,-,,1.26,0.81,8.74,0.06,0.06,0.29,0.00
151,Skyy Moore,KC,LV,-,-,,1.26,0.78,8.37,0.06,0.13,0.58,0.00
152,Jason Brownlee,NYJ,SEA,-,-,,1.26,0.70,8.84,0.06,0.06,0.19,0.00
153,Ray-Ray McCloud,ATL,LAC,-,-,,1.25,0.72,7.88,0.06,0.18,1.06,0.00
154,Ryan Flournoy,DAL,NYG,-,-,,1.24,0.72,8.24,0.07,0.00,0.00,0.00
155,Antoine Green,DET,CHI,-,-,,1.24,0.75,8.77,0.06,0.00,0.00,0.00
156,Jacob Cowing,SF,BUF,-,-,,1.24,0.69,8.44,0.06,0.06,0.38,0.00
157,Bub Means,NO,LAR,-,-,,1.23,0.72,8.66,0.06,0.00,0.00,0.00
158,Jamari Thrash,CLE,DEN,-,-,,1.22,0.64,8.23,0.06,0.06,0.35,0.00
159,Kayshon Boutte,NE,IND,-,-,,1.21,0.65,8.17,0.06,0.06,0.30,0.00
160,Ronnie Bell,SF,BUF,-,-,,1.20,0.67,8.12,0.06,0.06,0.24,0.00
161,Ainias Smith,PHI,BAL,-,-,,1.19,0.62,7.95,0.06,0.06,0.34,0.00
162,Jordan Whittington,LAR,NO,-,-,,1.16,0.69,7.99,0.06,0.00,0.00,0.00
163,Tahj Washington,MIA,GB,-,-,,1.16,0.67,8.01,0.06,0.00,0.00,0.00
164,Marcus Rosemy-Jacksaint,WAS,TEN,-,-,,1.15,0.60,7.57,0.06,0.06,0.36,0.00
165,Casey Washington,ATL,LAC,-,-,,1.14,0.61,7.77,0.06,0.00,0.00,0.00
166,Trenton Irwin,CIN,PIT,-,-,,1.12,0.56,7.39,0.06,0.06,0.25,0.00
167,Luke McCaffrey,WAS,TEN,-,-,,1.11,0.75,8.28,0.04,0.09,0.40,0.00
168,Tejhaun Palmer,ARI,MIN,-,-,,1.10,0.66,7.36,0.06,0.00,0.00,0.00
169,Michael Woods,CLE,DEN,-,-,,1.10,0.54,7.20,0.06,0.06,0.24,0.00
170,Zach Pascal,ARI,MIN,-,-,,1.09,0.53,7.05,0.06,0.06,0.24,0.00
171,Justyn Ross,KC,LV,-,-,,1.09,0.52,6.73,0.07,0.00,0.00,0.00
172,Mack Hollins,BUF,SF,-,-,,1.08,0.56,7.17,0.06,0.00,0.00,0.00
173,Tyquan Thornton,NE,IND,-,-,,1.07,0.51,6.67,0.06,0.11,0.46,0.00
174,David Moore,CAR,TB,-,-,,1.06,0.49,7.29,0.05,0.05,0.27,0.00
175,Devaughn Vele,DEN,CLE,-,-,,1.05,0.56,6.85,0.06,0.00,0.00,0.00
176,Jalen Guyton,LV,KC,-,-,,1.05,0.51,6.70,0.06,0.06,0.23,0.00
177,Chris Conley,SF,BUF,-,-,,1.04,0.53,6.54,0.06,0.06,0.24,0.00
178,Allen Robinson,NYG,DAL,-,-,,1.03,0.62,6.42,0.06,0.06,0.23,0.00
179,Deonte Harty,BAL,PHI,-,-,,1.03,0.49,5.79,0.06,0.18,0.91,0.00
180,Ben Skowronek,HOU,JAX,-,-,,1.02,0.52,6.37,0.06,0.06,0.23,0.00
181,Anthony Gould,IND,NE,-,-,,0.98,0.51,6.16,0.06,0.00,0.00,0.00
182,Ashton Dulin,IND,NE,-,-,,0.97,0.52,5.85,0.06,0.06,0.23,0.00
183,Jalen Reagor,NE,IND,-,-,,0.97,0.44,5.87,0.06,0.06,0.22,0.00
184,Tim Jones,JAX,HOU,-,-,,0.95,0.48,5.66,0.06,0.06,0.24,0.00
185,Danny Gray,SF,BUF,-,-,,0.95,0.42,5.65,0.06,0.06,0.24,0.00
186,Isaiah McKenzie,NYG,DAL,-,-,,0.94,0.60,5.85,0.05,0.11,0.55,0.00
187,Equanimeous St. Brown,NO,LAR,-,-,,0.91,0.41,5.28,0.06,0.06,0.23,0.00
188,Jha'Quan Jackson,TEN,WAS,-,-,,0.75,0.73,7.48,0.00,0.00,0.00,0.00
189,Laviska Shenault,SEA,NYJ,-,-,,0.70,0.35,4.01,0.00,0.64,3.02,0.00
190,Kyle Philips,TEN,WAS,-,-,,0.61,0.60,5.97,0.00,0.00,0.15,0.00
191,Byron Pringle,WAS,TEN,-,-,,0.57,0.46,5.37,0.00,0.00,0.31,0.00
192,Devin Duvernay,JAX,HOU,-,-,,0.49,0.32,4.09,0.00,0.13,0.77,0.00
193,Tylan Wallace,BAL,PHI,-,-,,0.44,0.33,4.18,0.00,0.07,0.26,0.00
194,Terrace Marshall,CAR,TB,-,-,,0.41,0.30,3.84,0.00,0.06,0.24,0.00
195,Scotty Miller,PIT,CIN,-,-,,0.40,0.30,3.79,0.00,0.06,0.24,0.00
196,Dee Eskridge,SEA,NYJ,-,-,,0.34,0.22,3.10,0.00,0.06,0.33,0.00
197,Ryan Miller,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Bryce Oliver,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Josh Ali,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Peter LeBlanc,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mason Tipton,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Raleigh Webb,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kawaan Baker,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Steven Sims,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Andre Baccellia,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Alex Bachman,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Marcus Riley,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Daylen Baldwin,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Ty Scott,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Bandy,DEN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Drake Stoops,LAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyron Billy-Johnson,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,David Wallis,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Chris Blair,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Miles Boykin,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Tanner Knue,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Phillip Brooks,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Lance McCutcheon,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Jalen Brooks,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Stanley Morgan,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Ahmarean Brown,CLE,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Cornell Powell,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Martavis Bryant,WAS,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Cole Burgess,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Deontay Burnett,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Je'Quan Burton,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Trent Taylor,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Hakeem Butler,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Brycen Tremayne,WAS,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Terrell Bynum,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Damiere Byrd,BUF,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Sam Wiglusz,LAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Deon Cain,BUF,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jalon Calhoun,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Keith Kirkwood,BAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Devin Carter,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Matt Landers,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,DeAndre Carter,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tay Martin,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Quintez Cephus,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Racey McMath,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Joshua Cephus,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Denzel Mims,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Irvin Charles,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Nailor,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dan Chisena,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Dante Pettis,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Robbie Chosen,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Tyrie Cleveland,IND,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Jalen Coker,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Elijah Cooks,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jacob Copeland,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Chase Cota,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Britain Covey,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Willie Snead,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,River Cracraft,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
