,,,Week 16 Game,,,,Fantasy,Receiving,,,Rushing,,
28,Zay Flowers,BAL,PIT,-,-,,8.08,4.87,56.08,0.36,0.48,3.07,0.00
29,Stefon Diggs,HOU,KC,-,-,,8.02,4.67,56.53,0.39,0.06,0.28,0.00
30,Malik Nabers,NYG,ATL,-,-,,7.93,4.28,58.08,0.34,0.11,0.85,0.00
31,Tank Dell,HOU,KC,-,-,,7.93,4.39,55.75,0.33,0.66,3.73,0.00
32,Rome Odunze,CHI,DET,-,-,,7.91,4.22,57.07,0.36,0.06,0.42,0.00
33,George Pickens,PIT,BAL,-,-,,7.76,3.83,57.87,0.32,0.11,0.54,0.00
34,Keenan Allen,CHI,DET,-,-,,7.66,4.95,54.99,0.35,0.12,0.65,0.00
35,Calvin Ridley,TEN,IND,-,-,,7.61,4.02,54.47,0.33,0.33,1.87,0.00
36,Chris Godwin,TB,DAL,-,-,,7.48,4.97,55.96,0.29,0.23,1.48,0.00
37,Terry McLaurin,WAS,PHI,-,-,,7.44,4.33,57.29,0.28,0.06,0.34,0.00
38,Rashee Rice,KC,HOU,-,-,,7.28,4.81,51.92,0.34,0.11,0.51,0.00
39,Xavier Worthy,KC,HOU,-,-,,7.28,3.77,50.48,0.35,0.18,1.29,0.00
40,Christian Watson,GB,NO,-,-,,7.16,3.48,47.72,0.37,0.31,1.65,0.00
41,Marquise Brown,KC,HOU,-,-,,6.99,3.62,50.40,0.31,0.18,0.86,0.00
42,DeAndre Hopkins,TEN,IND,-,-,,6.67,3.97,47.63,0.31,0.12,0.50,0.00
43,Ladd McConkey,LAC,DEN,-,-,,6.52,3.62,44.16,0.34,0.06,0.62,0.00
44,Mike Williams,NYJ,LAR,-,-,,6.49,3.34,45.94,0.31,0.06,0.31,0.00
45,Romeo Doubs,GB,NO,-,-,,6.45,3.70,46.15,0.30,0.06,0.30,0.00
46,Tyler Lockett,SEA,MIN,-,-,,6.44,3.84,46.07,0.30,0.06,0.30,0.00
47,Brian Thomas,JAX,LV,-,-,,6.37,3.53,45.42,0.29,0.12,0.87,0.00
48,Dontayvion Wicks,GB,NO,-,-,,6.36,3.19,41.65,0.35,0.21,0.97,0.00
49,Jaxon Smith-Njigba,SEA,MIN,-,-,,6.35,4.10,44.29,0.31,0.12,0.61,0.00
50,Keon Coleman,BUF,NE,-,-,,6.32,3.41,44.86,0.30,0.06,0.30,0.00
51,Khalil Shakir,BUF,NE,-,-,,6.24,3.71,43.92,0.30,0.06,0.49,0.00
52,Jameson Williams,DET,CHI,-,-,,6.12,3.04,43.14,0.27,0.32,1.87,0.00
53,Brandin Cooks,DAL,TB,-,-,,6.11,3.33,41.44,0.31,0.19,1.05,0.00
54,Gabe Davis,JAX,LV,-,-,,6.07,3.15,43.59,0.28,0.06,0.28,0.00
55,Curtis Samuel,BUF,NE,-,-,,5.99,3.50,38.99,0.22,0.70,4.74,0.05
56,Courtland Sutton,DEN,LAC,-,-,,5.83,3.21,43.07,0.25,0.05,0.25,0.00
57,Xavier Legette,CAR,ARI,-,-,,5.83,3.23,41.44,0.26,0.19,1.29,0.00
58,Joshua Palmer,LAC,DEN,-,-,,5.76,3.09,38.59,0.31,0.05,0.37,0.00
59,Jerry Jeudy,CLE,CIN,-,-,,5.66,3.16,40.33,0.26,0.11,0.68,0.00
60,Ricky Pearsall,SF,MIA,-,-,,5.63,3.09,37.23,0.30,0.18,1.03,0.00
61,Malachi Corley,NYJ,LAR,-,-,,5.63,3.50,36.93,0.28,0.42,2.52,0.00
62,Josh Downs,IND,TEN,-,-,,5.61,3.63,40.46,0.24,0.18,1.27,0.00
63,Jakobi Meyers,LV,JAX,-,-,,5.59,3.53,39.88,0.24,0.24,1.24,0.00
64,Jahan Dotson,PHI,WAS,-,-,,5.51,3.04,39.40,0.25,0.08,0.66,0.00
65,Adonai Mitchell,IND,TEN,-,-,,5.47,3.04,39.76,0.24,0.06,0.49,0.00
66,Rashid Shaheed,NO,GB,-,-,,5.42,2.84,38.18,0.22,0.44,2.84,0.00
67,Diontae Johnson,CAR,ARI,-,-,,5.39,3.93,41.19,0.20,0.10,0.66,0.00
68,Michael Wilson,ARI,CAR,-,-,,5.28,2.84,38.05,0.24,0.06,0.30,0.00
69,Troy Franklin,DEN,LAC,-,-,,5.26,2.94,36.06,0.27,0.09,0.36,0.00
70,Darnell Mooney,ATL,NYG,-,-,,5.13,2.76,37.27,0.22,0.11,0.83,0.00
71,Quentin Johnston,LAC,DEN,-,-,,5.12,2.91,36.42,0.24,0.06,0.36,0.00
72,Roman Wilson,PIT,BAL,-,-,,5.10,2.70,36.22,0.22,0.22,1.56,0.00
73,Wan'Dale Robinson,NYG,ATL,-,-,,4.92,3.22,32.92,0.22,0.56,3.05,0.00
74,Marvin Mims,DEN,LAC,-,-,,4.88,2.50,34.57,0.21,0.21,1.60,0.00
75,Jermaine Burton,CIN,CLE,-,-,,4.88,2.67,33.76,0.24,0.06,0.61,0.00
76,Ja'Lynn Polk,NE,BUF,-,-,,4.87,2.93,34.78,0.22,0.05,0.76,0.00
77,DeMario Douglas,NE,BUF,-,-,,4.80,3.11,34.20,0.20,0.30,1.83,0.00
78,Rashod Bateman,BAL,PIT,-,-,,4.75,2.62,33.38,0.23,0.06,0.28,0.00
79,Adam Thielen,CAR,ARI,-,-,,4.71,3.47,34.72,0.20,0.05,0.36,0.00
80,Devontez Walker,BAL,PIT,-,-,,4.64,2.55,31.45,0.24,0.08,0.56,0.00
81,Jalen McMillan,TB,DAL,-,-,,4.37,2.83,29.96,0.21,0.15,1.13,0.00
82,Greg Dortch,ARI,CAR,-,-,,4.24,3.13,30.73,0.17,0.28,1.42,0.00
83,Darius Slayton,NYG,ATL,-,-,,4.16,2.15,31.08,0.17,0.06,0.28,0.00
84,Tyler Boyd,TEN,IND,-,-,,3.97,2.72,28.46,0.18,0.12,0.47,0.00
85,Zay Jones,ARI,CAR,-,-,,3.76,2.23,26.36,0.18,0.12,0.41,0.00
86,Kendrick Bourne,NE,BUF,-,-,,3.65,2.08,26.24,0.16,0.11,0.64,0.00
87,Odell Beckham,MIA,SF,-,-,,3.65,2.03,25.29,0.18,0.06,0.42,0.00
88,Demarcus Robinson,LAR,NYJ,-,-,,3.54,1.85,23.00,0.20,0.04,0.43,0.00
89,Elijah Moore,CLE,CIN,-,-,,3.47,2.16,23.45,0.17,0.23,1.02,0.00
90,K.J. Osborn,NE,BUF,-,-,,3.27,1.76,22.77,0.16,0.05,0.32,0.00
91,DJ Chark,LAC,DEN,-,-,,3.25,1.80,23.74,0.14,0.05,0.32,0.00
92,Javon Baker,NE,BUF,-,-,,3.23,1.89,22.90,0.14,0.14,1.04,0.00
93,Marquez Valdes-Scantling,BUF,NE,-,-,,3.17,1.37,20.65,0.18,0.09,0.27,0.00
94,Jalen Tolbert,DAL,TB,-,-,,3.08,1.90,22.09,0.14,0.05,0.33,0.00
95,Jalin Hyatt,NYG,ATL,-,-,,3.00,1.48,22.01,0.13,0.06,0.19,0.00
96,Tyler Scott,CHI,DET,-,-,,2.95,1.62,18.39,0.15,0.44,2.14,0.00
97,Tre Tucker,LV,JAX,-,-,,2.87,1.72,18.33,0.14,0.33,2.00,0.00
98,A.T. Perry,NO,GB,-,-,,2.86,1.45,20.56,0.13,0.07,0.26,0.00
99,Jake Bobo,SEA,MIN,-,-,,2.79,1.51,18.57,0.15,0.08,0.30,0.00
100,Josh Reynolds,DEN,LAC,-,-,,2.78,1.65,20.95,0.11,0.05,0.27,0.00
101,Treylon Burks,TEN,IND,-,-,,2.73,1.50,19.43,0.11,0.26,1.27,0.00
102,Alec Pierce,IND,TEN,-,-,,2.71,1.32,20.19,0.11,0.05,0.26,0.00
103,KJ Hamler,BUF,NE,-,-,,2.60,1.22,16.88,0.14,0.14,0.68,0.00
104,Jonathan Mingo,CAR,ARI,-,-,,2.59,1.52,18.17,0.12,0.04,0.48,0.00
105,Malik Washington,MIA,SF,-,-,,2.58,1.39,17.70,0.11,0.21,1.49,0.00
106,Noah Brown,HOU,KC,-,-,,2.56,1.23,16.97,0.14,0.07,0.20,0.00
107,Cedric Tillman,CLE,CIN,-,-,,2.46,1.28,17.10,0.12,0.06,0.29,0.00
108,Trey Palmer,TB,DAL,-,-,,2.44,1.42,17.40,0.10,0.20,1.01,0.00
109,Jauan Jennings,SF,MIA,-,-,,2.43,1.42,17.31,0.11,0.04,0.38,0.00
110,Van Jefferson,PIT,BAL,-,-,,2.39,1.30,16.67,0.11,0.11,0.65,0.00
111,Kalif Raymond,DET,CHI,-,-,,2.34,1.21,15.24,0.10,0.34,2.14,0.00
112,Andrei Iosivas,CIN,CLE,-,-,,2.34,1.31,16.38,0.11,0.04,0.37,0.00
113,Parker Washington,JAX,LV,-,-,,2.28,1.41,15.14,0.12,0.12,0.47,0.00
114,Cedrick Wilson,NO,GB,-,-,,2.28,1.26,15.87,0.11,0.06,0.34,0.00
115,Brenden Rice,LAC,DEN,-,-,,2.18,1.18,14.76,0.11,0.11,0.43,0.00
116,Dyami Brown,WAS,PHI,-,-,,2.12,1.19,14.30,0.11,0.11,0.32,0.00
117,Chris Moore,ARI,CAR,-,-,,2.09,1.11,13.92,0.10,0.20,1.01,0.00
118,Allen Lazard,NYJ,LAR,-,-,,2.05,1.00,13.64,0.11,0.11,0.22,0.00
119,Mecole Hardman,KC,HOU,-,-,,2.03,0.97,12.63,0.09,0.35,2.28,0.00
120,Calvin Austin,PIT,BAL,-,-,,2.03,1.23,13.21,0.08,0.37,2.26,0.00
121,Bo Melton,GB,NO,-,-,,1.90,0.92,12.08,0.11,0.04,0.32,0.00
122,Justin Watson,KC,HOU,-,-,,1.89,1.03,13.48,0.09,0.00,0.00,0.00
123,Tutu Atwell,LAR,NYJ,-,-,,1.88,1.12,14.24,0.06,0.18,1.00,0.00
124,Braxton Berrios,MIA,SF,-,-,,1.79,1.25,12.46,0.08,0.08,0.67,0.00
125,Robert Woods,HOU,KC,-,-,,1.75,1.15,11.72,0.09,0.09,0.35,0.00
126,Kadarius Toney,KC,HOU,-,-,,1.74,0.87,10.70,0.06,0.50,3.05,0.00
127,Tim Patrick,DEN,LAC,-,-,,1.70,0.97,11.94,0.08,0.05,0.23,0.00
128,David Bell,CLE,CIN,-,-,,1.64,1.06,11.26,0.08,0.08,0.33,0.00
129,D.J. Montgomery,IND,TEN,-,-,,1.59,0.99,11.93,0.06,0.06,0.37,0.00
130,Russell Gage,BAL,PIT,-,-,,1.58,0.89,10.14,0.09,0.09,0.27,0.00
131,Brandon Johnson,DEN,LAC,-,-,,1.56,0.82,10.23,0.08,0.08,0.58,0.00
132,Nelson Agholor,BAL,PIT,-,-,,1.49,0.79,9.85,0.08,0.08,0.24,0.00
133,Donovan Peoples-Jones,DET,CHI,-,-,,1.48,0.79,10.93,0.06,0.06,0.24,0.00
134,Xavier Hutchinson,HOU,KC,-,-,,1.48,0.81,10.07,0.06,0.17,1.09,0.00
135,KaVontae Turpin,DAL,TB,-,-,,1.47,0.68,7.65,0.06,0.56,3.45,0.00
136,Isaiah Hodgins,NYG,ATL,-,-,,1.44,0.81,10.60,0.06,0.06,0.23,0.00
137,Johnny Wilson,PHI,WAS,-,-,,1.43,0.87,10.39,0.06,0.06,0.31,0.00
138,Rakim Jarrett,TB,DAL,-,-,,1.42,0.80,10.02,0.06,0.11,0.57,0.00
139,Derius Davis,LAC,DEN,-,-,,1.42,0.70,8.86,0.06,0.29,1.76,0.00
140,Xavier Gipson,NYJ,LAR,-,-,,1.42,0.86,9.31,0.06,0.25,1.30,0.00
141,Nick Westbrook-Ikhine,TEN,IND,-,-,,1.41,0.74,10.26,0.06,0.06,0.23,0.00
142,Quez Watkins,PIT,BAL,-,-,,1.38,0.75,10.53,0.05,0.05,0.27,0.00
143,Charlie Jones,CIN,CLE,-,-,,1.37,0.77,9.84,0.06,0.06,0.29,0.00
144,Cornelius Johnson,LAC,DEN,-,-,,1.37,0.67,10.09,0.06,0.00,0.00,0.00
145,John Metchie,HOU,KC,-,-,,1.34,0.81,9.32,0.06,0.06,0.46,0.00
146,Trent Sherfield,MIN,SEA,-,-,,1.32,0.73,9.38,0.06,0.06,0.22,0.00
147,Brandon Powell,MIN,SEA,-,-,,1.31,0.81,8.19,0.06,0.23,1.34,0.00
148,Parris Campbell,PHI,WAS,-,-,,1.31,0.85,9.18,0.06,0.06,0.30,0.00
149,Jason Brownlee,NYJ,LAR,-,-,,1.26,0.70,8.80,0.06,0.06,0.19,0.00
150,Jacob Cowing,SF,MIA,-,-,,1.25,0.70,8.51,0.06,0.06,0.38,0.00
151,Ray-Ray McCloud,ATL,NYG,-,-,,1.25,0.72,7.82,0.06,0.18,1.05,0.00
152,Skyy Moore,KC,HOU,-,-,,1.25,0.77,8.30,0.06,0.13,0.58,0.00
153,Malik Heath,GB,NO,-,-,,1.24,0.67,8.02,0.07,0.07,0.22,0.00
154,Olamide Zaccheaus,WAS,PHI,-,-,,1.23,0.69,8.40,0.06,0.06,0.29,0.00
155,Ainias Smith,PHI,WAS,-,-,,1.23,0.65,8.34,0.06,0.06,0.36,0.00
156,Ronnie Bell,SF,MIA,-,-,,1.20,0.67,8.19,0.06,0.06,0.24,0.00
157,Antoine Green,DET,CHI,-,-,,1.19,0.71,8.34,0.06,0.00,0.00,0.00
158,Jamari Thrash,CLE,CIN,-,-,,1.19,0.62,7.91,0.06,0.06,0.34,0.00
159,Bub Means,NO,GB,-,-,,1.19,0.69,8.28,0.06,0.00,0.00,0.00
160,Tahj Washington,MIA,SF,-,-,,1.18,0.69,8.18,0.06,0.00,0.00,0.00
161,Ryan Flournoy,DAL,TB,-,-,,1.17,0.70,8.07,0.06,0.00,0.00,0.00
162,Kayshon Boutte,NE,BUF,-,-,,1.16,0.62,7.73,0.06,0.06,0.28,0.00
163,David Moore,CAR,ARI,-,-,,1.14,0.50,7.53,0.06,0.06,0.28,0.00
164,Jordan Whittington,LAR,NYJ,-,-,,1.14,0.67,7.75,0.06,0.00,0.00,0.00
165,Casey Washington,ATL,NYG,-,-,,1.13,0.61,7.70,0.06,0.00,0.00,0.00
166,Mack Hollins,BUF,NE,-,-,,1.13,0.60,7.67,0.06,0.00,0.00,0.00
167,Trenton Irwin,CIN,CLE,-,-,,1.12,0.56,7.36,0.06,0.06,0.25,0.00
168,Tejhaun Palmer,ARI,CAR,-,-,,1.11,0.68,7.52,0.06,0.00,0.00,0.00
169,Marcus Rosemy-Jacksaint,WAS,PHI,-,-,,1.11,0.57,7.18,0.06,0.06,0.34,0.00
170,Zach Pascal,ARI,CAR,-,-,,1.10,0.54,7.20,0.06,0.06,0.24,0.00
171,Jalen Guyton,LV,JAX,-,-,,1.09,0.54,7.08,0.06,0.06,0.24,0.00
172,Michael Woods,CLE,CIN,-,-,,1.08,0.52,6.92,0.06,0.06,0.23,0.00
173,Luke McCaffrey,WAS,PHI,-,-,,1.06,0.72,7.85,0.04,0.08,0.38,0.00
174,Devaughn Vele,DEN,LAC,-,-,,1.04,0.55,6.82,0.06,0.00,0.00,0.00
175,Allen Robinson,NYG,ATL,-,-,,1.04,0.64,6.57,0.06,0.06,0.23,0.00
176,Chris Conley,SF,MIA,-,-,,1.04,0.53,6.59,0.06,0.06,0.24,0.00
177,Justyn Ross,KC,HOU,-,-,,1.03,0.52,6.67,0.06,0.00,0.00,0.00
178,Deonte Harty,BAL,PIT,-,-,,1.02,0.48,5.69,0.06,0.18,0.90,0.00
179,Isaiah McKenzie,NYG,ATL,-,-,,1.02,0.62,5.99,0.06,0.11,0.56,0.00
180,Anthony Gould,IND,TEN,-,-,,1.00,0.52,6.35,0.06,0.00,0.00,0.00
181,Ben Skowronek,HOU,KC,-,-,,1.00,0.50,6.18,0.06,0.06,0.22,0.00
182,Ashton Dulin,IND,TEN,-,-,,0.99,0.53,6.03,0.06,0.06,0.24,0.00
183,Tyquan Thornton,NE,BUF,-,-,,0.97,0.49,6.31,0.05,0.11,0.43,0.00
184,Danny Gray,SF,MIA,-,-,,0.95,0.42,5.70,0.06,0.06,0.24,0.00
185,Tim Jones,JAX,LV,-,-,,0.94,0.47,5.59,0.06,0.06,0.24,0.00
186,Equanimeous St. Brown,NO,GB,-,-,,0.89,0.39,5.05,0.06,0.06,0.22,0.00
187,Jalen Reagor,NE,BUF,-,-,,0.88,0.42,5.55,0.05,0.05,0.21,0.00
188,Laviska Shenault,SEA,MIN,-,-,,0.74,0.37,4.21,0.00,0.67,3.17,0.00
189,Jha'Quan Jackson,TEN,IND,-,-,,0.73,0.71,7.25,0.00,0.00,0.00,0.00
190,Kyle Philips,TEN,IND,-,-,,0.59,0.58,5.79,0.00,0.00,0.14,0.00
191,Byron Pringle,WAS,PHI,-,-,,0.54,0.44,5.09,0.00,0.00,0.29,0.00
192,Devin Duvernay,JAX,LV,-,-,,0.48,0.32,4.04,0.00,0.13,0.76,0.00
193,Tylan Wallace,BAL,PIT,-,-,,0.44,0.32,4.11,0.00,0.06,0.26,0.00
194,Terrace Marshall,CAR,ARI,-,-,,0.42,0.31,3.96,0.00,0.06,0.25,0.00
195,Scotty Miller,PIT,BAL,-,-,,0.39,0.29,3.68,0.00,0.06,0.23,0.00
196,Dee Eskridge,SEA,MIN,-,-,,0.36,0.23,3.26,0.00,0.06,0.35,0.00
197,Ryan Miller,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Bryce Oliver,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Josh Ali,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Peter LeBlanc,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mason Tipton,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Raleigh Webb,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kawaan Baker,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Steven Sims,HOU,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Andre Baccellia,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Alex Bachman,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Marcus Riley,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Daylen Baldwin,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Ty Scott,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Bandy,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Drake Stoops,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyron Billy-Johnson,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,David Wallis,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Chris Blair,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Miles Boykin,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Tanner Knue,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Phillip Brooks,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Lance McCutcheon,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Jalen Brooks,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Stanley Morgan,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Ahmarean Brown,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Cornell Powell,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Martavis Bryant,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Cole Burgess,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Deontay Burnett,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Je'Quan Burton,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Trent Taylor,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Hakeem Butler,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Brycen Tremayne,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Terrell Bynum,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Damiere Byrd,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Sam Wiglusz,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Deon Cain,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jalon Calhoun,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Keith Kirkwood,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Devin Carter,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Matt Landers,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,DeAndre Carter,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tay Martin,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Quintez Cephus,HOU,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Racey McMath,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Joshua Cephus,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Denzel Mims,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Irvin Charles,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Nailor,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dan Chisena,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Dante Pettis,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Robbie Chosen,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Tyrie Cleveland,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Jalen Coker,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Elijah Cooks,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jacob Copeland,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Chase Cota,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Britain Covey,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Willie Snead,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,River Cracraft,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
