,,,Week 16 Game,,,,Fantasy,Receiving,,,Rushing,,
272,Freddie Swain,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Jalen Cropper,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Cody Thompson,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,Jamison Crowder,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Austin Trammell,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,Malik Cunningham,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Jalen Virgil,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Jaelon Darden,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,Montrell Washington,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,Kaden Davis,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Jalen Wayne,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Shaquan Davis,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,Cody White,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Davion Davis,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,Seth Williams,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Tom Kennedy,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Isaiah Winstead,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Mason Kinsey,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Phillip Dorsett,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Maurice Alexander,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Ramel Keyton,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Colton Dowell,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,Jontre Kirklin,SF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Dylan Drummond,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,Malik Knowles,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Grant DuBose,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,JJ Laap,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,David Durden,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Kwamie Lassiter,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,Erik Ezukanma,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,T.J. Luther,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,Simi Fehoko,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Jesse Matthews,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Dez Fitzpatrick,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Kyric McGowan,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Bryce Ford-Wheaton,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Anthony Miller,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Jeff Foreman,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Dax Milne,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,Daurice Fountain,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Rondale Moore,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Jaelen Gill,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Samson Nacua,NO,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,Lideatrick Griffin,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Joseph Ngata,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Justin Hall,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,Gunner Olszewski,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,Mike Harley,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,Sam Pinckney,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,Kelvin Harmon,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,James Proche,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
323,Tyler Harrell,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,Nikko Remigio,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Jacob Harris,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,Tayvion Robinson,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,Tre'Shaun Harrison,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Sean Ryan,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Hayden Hatten,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Joseph Scates,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Jaaron Hayek,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,Anthony Schwartz,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,Griffin Hebert,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Zavier Scott,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,Julian Hicks,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Kyle Sheets,KC,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,Odieu Hiliare,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Justin Shorter,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,KhaDarel Hodge,ATL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,Marcus Simms,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,Dennis Houston,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
342,Derek Slywka,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,Lil'Jordan Humphrey,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,Tre'Quan Smith,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Andy Isabella,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
346,Ihmir Smith-Marsette,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Qadir Ismail,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,Dimitri Stanley,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
349,John Jackson,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,Mike Strachan,CAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,JaQuae Jackson,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,Malik Taylor,NYJ,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353,Shed Jackson,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,Thayer Thomas,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
355,Lucky Jackson,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,Mitchell Tinsley,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357,Trishton Jackson,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
358,Samori Toure,GB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,Kearis Jackson,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,Laquon Treadwell,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
361,Jadon Janke,MIA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,DJ Turner,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Jaray Jenkins,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,Dayton Wade,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365,John Jiles,NYG,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
366,Greg Ward,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
367,Cam Johnson,DAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
368,Isaiah Washington,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,Kameron Johnson,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
370,Duece Watts,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
371,Xavier Johnson,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
372,Xavier Weaver,ARI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Jaylen Johnson,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
374,Nsimba Webster,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
375,Cephus Johnson,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
376,David White,JAX,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
377,Johnny Johnson,HOU,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
378,Kristian Wilkerson,LV,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
379,Tyler Johnson,LAR,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
380,Dee Williams,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,Collin Johnson,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,Juwann Winfree,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
383,Velus Jones,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Easop Winston,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Jeshaun Jones,MIN,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,Dareke Young,SEA,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Latreal Jones,TB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
