,,,Week 6 Game,,,,Fantasy,Receiving,,,Rushing,,
19,Ben Sinnott,WAS,BAL,-,-,,3.55,2.29,24.05,0.19,0.00,0.00,0.00
20,Tucker Kraft,GB,ARI,-,-,,3.40,2.16,22.58,0.19,0.00,0.00,0.00
21,Isaiah Likely,BAL,WAS,-,-,,3.27,2.03,22.49,0.17,0.00,0.00,0.00
22,Juwan Johnson,NO,TB,-,-,,3.20,1.89,21.20,0.18,0.00,0.00,0.00
23,Tyler Conklin,NYJ,BUF,-,-,,3.07,2.24,22.32,0.14,0.00,0.00,0.00
24,Ja'Tavion Sanders,CAR,ATL,-,-,,3.03,1.81,20.09,0.17,0.00,0.00,0.00
25,Dawson Knox,BUF,NYJ,-,-,,2.96,1.72,18.81,0.18,0.00,0.00,0.00
26,Hunter Henry,NE,HOU,-,-,,2.86,2.00,20.16,0.14,0.00,0.00,0.00
27,Noah Fant,SEA,SF,-,-,,2.76,2.02,20.40,0.12,0.00,0.00,0.00
28,Michael Mayer,LV,PIT,-,-,,2.64,1.75,18.61,0.13,0.00,0.00,0.00
29,Gerald Everett,CHI,JAX,-,-,,2.62,1.75,17.79,0.14,0.00,0.00,0.00
30,Theo Johnson,NYG,CIN,-,-,,2.59,1.66,17.45,0.14,0.00,0.00,0.00
31,Will Mallory,IND,TEN,-,-,,2.30,1.61,16.97,0.10,0.00,0.00,0.00
32,Tanner Hudson,CIN,NYG,-,-,,2.26,1.47,14.76,0.13,0.00,0.00,0.00
33,Jelani Woods,IND,TEN,-,-,,2.24,1.41,15.79,0.11,0.00,0.00,0.00
34,Mike Gesicki,CIN,NYG,-,-,,2.21,1.41,15.49,0.11,0.00,0.00,0.00
35,Josh Whyle,TEN,IND,-,-,,2.09,1.34,13.70,0.12,0.00,0.00,0.00
36,Jaheim Bell,NE,HOU,-,-,,2.06,1.27,13.98,0.11,0.00,0.00,0.00
37,Cade Stover,HOU,NE,-,-,,2.03,1.41,14.90,0.09,0.00,0.00,0.00
38,Brevin Jordan,HOU,NE,-,-,,1.92,1.26,13.22,0.10,0.00,0.00,0.00
39,Greg Dulcich,DEN,LAC,-,-,,1.90,1.38,14.24,0.08,0.00,0.00,0.00
40,Hayden Hurst,LAC,DEN,-,-,,1.90,1.32,13.62,0.09,0.00,0.00,0.00
41,Zach Ertz,WAS,BAL,-,-,,1.82,1.42,13.40,0.08,0.00,0.00,0.00
42,Donald Parham,LAC,DEN,-,-,,1.66,0.88,9.41,0.12,0.00,0.00,0.00
43,Jeremy Ruckert,NYJ,BUF,-,-,,1.48,1.07,11.24,0.06,0.00,0.00,0.00
44,Tommy Tremble,CAR,ATL,-,-,,1.42,1.00,10.60,0.06,0.00,0.00,0.00
45,Kylen Granson,IND,TEN,-,-,,1.37,1.00,10.14,0.06,0.00,0.00,0.00
46,Lucas Krull,DEN,LAC,-,-,,1.27,0.85,9.08,0.06,0.00,0.00,0.00
47,Darnell Washington,PIT,LV,-,-,,1.22,0.84,8.55,0.06,0.00,0.00,0.00
48,Elijah Higgins,ARI,GB,-,-,,1.20,0.83,8.44,0.06,0.00,0.00,0.00
49,Peyton Hendershot,DAL,DET,-,-,,1.19,0.82,8.25,0.06,0.00,0.00,0.00
50,AJ Barner,SEA,SF,-,-,,1.19,0.77,8.27,0.06,0.00,0.00,0.00
51,Brenton Strange,JAX,CHI,-,-,,1.18,0.82,8.22,0.06,0.00,0.00,0.00
52,Drew Sample,CIN,NYG,-,-,,1.16,0.76,7.97,0.06,0.00,0.00,0.00
53,Dallin Holker,NO,TB,-,-,,1.14,0.75,7.75,0.06,0.00,0.00,0.00
54,Tanner McLachlan,CIN,NYG,-,-,,1.14,0.76,7.78,0.06,0.00,0.00,0.00
55,Adam Trautman,DEN,LAC,-,-,,1.13,0.76,7.69,0.06,0.00,0.00,0.00
56,Payne Durham,TB,NO,-,-,,1.13,0.77,7.72,0.06,0.00,0.00,0.00
57,Devin Culp,TB,NO,-,-,,1.11,0.73,7.54,0.06,0.00,0.00,0.00
58,Tip Reiman,ARI,GB,-,-,,1.07,0.71,7.13,0.06,0.00,0.00,0.00
59,Harrison Bryant,LV,PIT,-,-,,1.05,0.68,6.89,0.06,0.00,0.00,0.00
60,Foster Moreau,NO,TB,-,-,,1.01,0.61,6.47,0.06,0.00,0.00,0.00
61,Daniel Bellinger,NYG,CIN,-,-,,1.01,0.68,7.07,0.05,0.00,0.00,0.00
62,Brock Wright,DET,DAL,-,-,,0.99,0.63,6.27,0.06,0.00,0.00,0.00
63,Mo Alie-Cox,IND,TEN,-,-,,0.97,0.57,6.14,0.06,0.00,0.00,0.00
64,Will Dissly,LAC,DEN,-,-,,0.94,0.57,5.80,0.06,0.00,0.00,0.00
65,Jack Stoll,NYG,CIN,-,-,,0.92,0.53,5.59,0.06,0.00,0.00,0.00
66,Luke Schoonmaker,DAL,DET,-,-,,0.88,0.48,5.23,0.06,0.00,0.00,0.00
67,Austin Hooper,NE,HOU,-,-,,0.88,0.59,5.81,0.05,0.00,0.00,0.00
68,Stone Smartt,LAC,DEN,-,-,,0.87,0.46,5.05,0.06,0.00,0.00,0.00
69,Quintin Morris,BUF,NYJ,-,-,,0.83,0.47,4.69,0.06,0.00,0.00,0.00
70,Jordan Akins,CLE,PHI,-,-,,0.81,0.45,4.54,0.06,0.00,0.00,0.00
71,Pharaoh Brown,SEA,SF,-,-,,0.78,0.41,4.23,0.06,0.00,0.00,0.00
72,Cole Turner,WAS,BAL,-,-,,0.78,0.44,4.76,0.05,0.00,0.00,0.00
73,Connor Heyward,PIT,LV,-,-,,0.36,0.33,3.59,0.00,0.00,0.00,0.00
74,Ian Thomas,CAR,ATL,-,-,,0.35,0.32,3.51,0.00,0.00,0.00,0.00
75,Charlie Kolar,BAL,WAS,-,-,,0.31,0.31,3.14,0.00,0.00,0.00,0.00
76,Josiah Deguara,JAX,CHI,-,-,,0.30,0.29,2.99,0.00,0.00,0.00,0.00
77,John Bates,WAS,BAL,-,-,,0.27,0.27,2.73,0.00,0.00,0.00,0.00
78,Brady Russell,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,La'Michael Pettway,NE,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,Kevin Rader,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,Tre' McKitty,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,Patrick Murtagh,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,Sage Surratt,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,Chris Manhertz,NYG,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,Colson Yankoff,WAS,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,Kenny Yeboah,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,Rodney Williams,PIT,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,Joel Wilson,GB,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Blake Whiteheart,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,David Wells,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Jacob Warren,NE,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,Riley Sharp,BAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Logan Thomas,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Brevyn Spann-Ford,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Zach Davidson,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Nick Vannett,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Tyler Davis,GB,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Jordan Matthews,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Ross Dwelley,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Zaire Mitchell-Paden,CLE,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Michael Ezeike,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Drew Ogletree,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Mason Fairchild,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,MyCole Pruitt,PIT,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Princeton Fant,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Mike Rigerman,BAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Luke Farrell,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Lincoln Sefcik,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Anthony Firkser,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Ben Sims,GB,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Tucker Fisk,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Steven Stilianos,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,John FitzPatrick,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Messiah Swinson,GB,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Kevin Foelsch,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Tyler Mabry,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Cole Fotheringham,LV,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,David Martin-Robinson,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Feleipe Franks,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Sean McKeon,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Devon Garrison,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,James Mitchell,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Zach Gentry,LV,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Jordan Murray,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Cam Grandy,CIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Thomas Odukoya,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Zach Heins,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Albert Okwuegbunam,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Parker Hesse,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Mason Pline,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Alec Holler,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Teagan Quitoriano,HOU,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Jacob Hollister,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Isaac Rex,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Jesper Horsted,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Armani Rogers,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Michael Jacobson,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Eric Saubert,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,E.J. Jenkins,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Bernhard Seikovits,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Hunter Kampmoyer,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,John Samuel Shenker,LV,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Dalton Keene,HOU,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Matt Sokol,PIT,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Ko Kieft,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,John Stephens,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Zack Kuntz,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Austin Stogner,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Cameron Latu,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Tommy Sweeney,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Marcedes Lewis,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Tanner Taula,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Eric Tomlinson,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Jordan Thomas,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Nate Adkins,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Jake Tonges,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Erick All,CIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Travis Vokolek,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Brenden Bates,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Treyton Welch,CLE,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Luke Benson,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Jack Westover,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Shawn Bowman,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Mitchell Wilcox,NE,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Lawrence Cager,NYG,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Brayden Willis,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Grant Calcaterra,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Charlie Woerner,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Sal Cannella,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Thomas Yassmin,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Stephen Carlson,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Shane Zylstra,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,McCallan Castles,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
