,,,Week 9 Game,,,,Fantasy,Receiving,,,Rushing,,
68,Josh Oliver,MIN,IND,-,-,,1.02,0.63,6.64,0.06,0.00,0.00,0.00
69,Adam Trautman,DEN,BAL,-,-,,1.01,0.70,7.09,0.05,0.00,0.00,0.00
70,Brock Wright,DET,GB,-,-,,0.98,0.63,6.24,0.06,0.00,0.00,0.00
71,Mo Alie-Cox,IND,MIN,-,-,,0.97,0.57,6.11,0.06,0.00,0.00,0.00
72,Harrison Bryant,LV,CIN,-,-,,0.97,0.66,6.70,0.05,0.00,0.00,0.00
73,Jody Fortson,MIA,BUF,-,-,,0.96,0.57,5.97,0.06,0.00,0.00,0.00
74,Jack Stoll,NYG,WAS,-,-,,0.93,0.54,5.74,0.06,0.00,0.00,0.00
75,Foster Moreau,NO,CAR,-,-,,0.93,0.60,6.30,0.05,0.00,0.00,0.00
76,Austin Hooper,NE,TEN,-,-,,0.88,0.58,5.75,0.05,0.00,0.00,0.00
77,Luke Schoonmaker,DAL,ATL,-,-,,0.88,0.48,5.23,0.06,0.00,0.00,0.00
78,Quintin Morris,BUF,MIA,-,-,,0.86,0.50,5.02,0.06,0.00,0.00,0.00
79,Will Dissly,LAC,CLE,-,-,,0.86,0.55,5.57,0.05,0.00,0.00,0.00
80,Cole Turner,WAS,NYG,-,-,,0.85,0.45,4.85,0.06,0.00,0.00,0.00
81,Stone Smartt,LAC,CLE,-,-,,0.85,0.45,4.85,0.06,0.00,0.00,0.00
82,Jordan Akins,CLE,LAC,-,-,,0.83,0.47,4.71,0.06,0.00,0.00,0.00
83,Pharaoh Brown,SEA,LAR,-,-,,0.80,0.42,4.36,0.06,0.00,0.00,0.00
84,Ian Thomas,CAR,NO,-,-,,0.35,0.32,3.47,0.00,0.00,0.00,0.00
85,Charlie Kolar,BAL,DEN,-,-,,0.31,0.31,3.12,0.00,0.00,0.00,0.00
86,Josiah Deguara,JAX,PHI,-,-,,0.29,0.28,2.86,0.00,0.00,0.00,0.00
87,John Bates,WAS,NYG,-,-,,0.28,0.27,2.79,0.00,0.00,0.00,0.00
88,Patrick Murtagh,JAX,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Albert Okwuegbunam,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,Chris Manhertz,NYG,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Tre' McKitty,BUF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,Sage Surratt,ARI,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Zack Kuntz,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Sal Cannella,TB,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Riley Sharp,BAL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Kenny Yeboah,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Nick Vannett,TEN,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Colson Yankoff,WAS,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Joel Wilson,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Blake Whiteheart,ARI,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Isaac Rex,LAC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Stephen Carlson,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Hayden Rucci,MIA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,McCallan Castles,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Geor'quarius Spivey,KC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Tanner Conner,MIA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Jordan Thomas,ATL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Baylor Cupp,KC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Hunter Long,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Zach Davidson,BUF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Jordan Matthews,CAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Tyler Davis,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zaire Mitchell-Paden,CLE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Ross Dwelley,ATL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Thomas Odukoya,TEN,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Michael Ezeike,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Teagan Quitoriano,HOU,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Mason Fairchild,NO,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Mike Rigerman,BAL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Princeton Fant,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Lincoln Sefcik,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Luke Farrell,JAX,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Ben Sims,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Anthony Firkser,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Steven Stilianos,TEN,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Tucker Fisk,LAC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Messiah Swinson,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,John FitzPatrick,ATL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,David Wells,TB,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Kevin Foelsch,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Marcedes Lewis,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Miller Forristall,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Tyler Mabry,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Cole Fotheringham,LV,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,David Martin-Robinson,TEN,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Feleipe Franks,CAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Sean McKeon,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Devon Garrison,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,James Mitchell,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Zach Gentry,LV,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Jordan Murray,IND,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Cam Grandy,CIN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Nick Muse,MIN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,N'Keal Harry,MIN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Drew Ogletree,IND,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Zach Heins,LAC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,La'Michael Pettway,NE,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Parker Hesse,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Kevin Rader,NO,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Julian Hill,MIA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Sammis Reyes,MIN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Alec Holler,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Armani Rogers,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Jacob Hollister,CAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Brady Russell,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Jesper Horsted,CAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Bernhard Seikovits,ARI,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Michael Jacobson,NO,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,John Samuel Shenker,LV,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,E.J. Jenkins,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Brevyn Spann-Ford,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Neal Johnson,MIN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,John Stephens,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Nikola Kalinic,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Austin Stogner,ATL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Hunter Kampmoyer,DEN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Tommy Sweeney,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Dalton Keene,HOU,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Tanner Taula,TB,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Ko Kieft,TB,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Eric Tomlinson,IND,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Jacob Warren,NE,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Travis Vokolek,ARI,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Nate Adkins,DEN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Treyton Welch,CLE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Erick All,CIN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Jack Westover,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Brenden Bates,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Mitchell Wilcox,NE,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Luke Benson,LAC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Charlie Woerner,ATL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Shawn Bowman,JAX,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Thomas Yassmin,DEN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Lawrence Cager,NYG,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Shane Zylstra,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Grant Calcaterra,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
