,,,Week 8 Game,,,,Fantasy,Receiving,,,Rushing,,
54,Lucas Krull,DEN,CAR,-,-,,1.30,0.88,9.37,0.06,0.00,0.00,0.00
55,Darnell Washington,PIT,NYG,-,-,,1.24,0.86,8.82,0.06,0.00,0.00,0.00
56,Robert Tonyan,MIN,LAR,-,-,,1.21,0.83,8.47,0.06,0.00,0.00,0.00
57,AJ Barner,SEA,BUF,-,-,,1.20,0.79,8.42,0.06,0.00,0.00,0.00
58,Jared Wiley,KC,LV,-,-,,1.19,0.78,8.27,0.06,0.00,0.00,0.00
59,Davis Allen,LAR,MIN,-,-,,1.19,0.82,8.31,0.06,0.00,0.00,0.00
60,Payne Durham,TB,ATL,-,-,,1.16,0.79,8.01,0.06,0.00,0.00,0.00
61,Drew Sample,CIN,PHI,-,-,,1.16,0.77,8.04,0.06,0.00,0.00,0.00
62,Brenton Strange,JAX,GB,-,-,,1.16,0.79,7.97,0.06,0.00,0.00,0.00
63,Adam Trautman,DEN,CAR,-,-,,1.15,0.79,7.94,0.06,0.00,0.00,0.00
64,Tanner McLachlan,CIN,PHI,-,-,,1.15,0.77,7.85,0.06,0.00,0.00,0.00
65,Peyton Hendershot,DAL,SF,-,-,,1.14,0.77,7.76,0.06,0.00,0.00,0.00
66,Devin Culp,TB,ATL,-,-,,1.14,0.75,7.82,0.06,0.00,0.00,0.00
67,Elijah Higgins,ARI,MIA,-,-,,1.14,0.82,8.40,0.05,0.00,0.00,0.00
68,Dallin Holker,NO,LAC,-,-,,1.11,0.72,7.51,0.06,0.00,0.00,0.00
69,Tip Reiman,ARI,MIA,-,-,,1.07,0.70,7.10,0.06,0.00,0.00,0.00
70,Harrison Bryant,LV,KC,-,-,,1.06,0.68,6.96,0.06,0.00,0.00,0.00
71,Irv Smith,KC,LV,-,-,,1.05,0.65,6.90,0.06,0.00,0.00,0.00
72,Jody Fortson,MIA,ARI,-,-,,1.04,0.59,6.23,0.07,0.00,0.00,0.00
73,Brock Wright,DET,TEN,-,-,,1.02,0.66,6.56,0.06,0.00,0.00,0.00
74,Daniel Bellinger,NYG,PIT,-,-,,0.99,0.67,6.94,0.05,0.00,0.00,0.00
75,Mo Alie-Cox,IND,HOU,-,-,,0.96,0.56,6.03,0.06,0.00,0.00,0.00
76,Will Dissly,LAC,NO,-,-,,0.95,0.58,5.91,0.06,0.00,0.00,0.00
77,Foster Moreau,NO,LAC,-,-,,0.93,0.59,6.27,0.05,0.00,0.00,0.00
78,Josh Oliver,MIN,LAR,-,-,,0.93,0.60,6.32,0.05,0.00,0.00,0.00
79,Jack Stoll,NYG,PIT,-,-,,0.91,0.52,5.49,0.06,0.00,0.00,0.00
80,Stone Smartt,LAC,NO,-,-,,0.87,0.47,5.14,0.06,0.00,0.00,0.00
81,Austin Hooper,NE,NYJ,-,-,,0.87,0.57,5.67,0.05,0.00,0.00,0.00
82,Cole Turner,WAS,CHI,-,-,,0.85,0.45,4.94,0.06,0.00,0.00,0.00
83,Luke Schoonmaker,DAL,SF,-,-,,0.85,0.45,4.92,0.06,0.00,0.00,0.00
84,Quintin Morris,BUF,SEA,-,-,,0.84,0.48,4.83,0.06,0.00,0.00,0.00
85,Jordan Akins,CLE,BAL,-,-,,0.82,0.46,4.63,0.06,0.00,0.00,0.00
86,Pharaoh Brown,SEA,BUF,-,-,,0.79,0.41,4.30,0.06,0.00,0.00,0.00
87,Connor Heyward,PIT,NYG,-,-,,0.37,0.34,3.70,0.00,0.00,0.00,0.00
88,Ian Thomas,CAR,DEN,-,-,,0.35,0.32,3.47,0.00,0.00,0.00,0.00
89,Charlie Kolar,BAL,CLE,-,-,,0.29,0.29,2.94,0.00,0.00,0.00,0.00
90,Josiah Deguara,JAX,GB,-,-,,0.29,0.28,2.90,0.00,0.00,0.00,0.00
91,John Bates,WAS,CHI,-,-,,0.28,0.28,2.84,0.00,0.00,0.00,0.00
92,Albert Okwuegbunam,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tre' McKitty,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Patrick Murtagh,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Logan Thomas,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Chris Manhertz,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Eric Saubert,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Geor'quarius Spivey,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Kenny Yeboah,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Tomlinson,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Joel Wilson,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Colson Yankoff,WAS,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Rodney Williams,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Blake Whiteheart,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,David Wells,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jacob Warren,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Jordan Thomas,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Nick Vannett,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Nate Adkins,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Erick All,CIN,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
