,,,Week 13 Game,,,,Fantasy,Receiving,,,Rushing,,
26,Ja'Tavion Sanders,CAR,TB,-,-,,3.04,1.82,20.18,0.17,0.00,0.00,0.00
27,Hunter Henry,NE,IND,-,-,,2.96,2.04,20.62,0.15,0.00,0.00,0.00
28,Dawson Knox,BUF,SF,-,-,,2.95,1.71,18.65,0.18,0.00,0.00,0.00
29,Colby Parkinson,LAR,NO,-,-,,2.91,1.81,19.45,0.16,0.00,0.00,0.00
30,Noah Fant,SEA,NYJ,-,-,,2.77,2.03,20.50,0.12,0.00,0.00,0.00
31,Gerald Everett,CHI,DET,-,-,,2.61,1.74,17.72,0.14,0.00,0.00,0.00
32,Michael Mayer,LV,KC,-,-,,2.60,1.71,18.18,0.13,0.00,0.00,0.00
33,Theo Johnson,NYG,DAL,-,-,,2.48,1.61,16.96,0.13,0.00,0.00,0.00
34,Noah Gray,KC,LV,-,-,,2.41,1.53,16.31,0.13,0.00,0.00,0.00
35,Will Mallory,IND,NE,-,-,,2.30,1.61,16.97,0.10,0.00,0.00,0.00
36,Tanner Hudson,CIN,PIT,-,-,,2.26,1.47,14.76,0.13,0.00,0.00,0.00
37,Jelani Woods,IND,NE,-,-,,2.24,1.41,15.79,0.11,0.00,0.00,0.00
38,Mike Gesicki,CIN,PIT,-,-,,2.21,1.41,15.49,0.11,0.00,0.00,0.00
39,Durham Smythe,MIA,GB,-,-,,2.17,1.32,13.29,0.14,0.00,0.00,0.00
40,Tyler Higbee,LAR,NO,-,-,,2.14,1.35,14.18,0.12,0.00,0.00,0.00
41,Josh Whyle,TEN,WAS,-,-,,2.12,1.36,13.95,0.12,0.00,0.00,0.00
42,Jaheim Bell,NE,IND,-,-,,2.09,1.30,14.30,0.11,0.00,0.00,0.00
43,Zach Ertz,WAS,TEN,-,-,,2.00,1.54,14.59,0.09,0.00,0.00,0.00
44,Cade Stover,HOU,JAX,-,-,,2.00,1.38,14.58,0.09,0.00,0.00,0.00
45,Hayden Hurst,LAC,ATL,-,-,,1.90,1.32,13.62,0.09,0.00,0.00,0.00
46,Brevin Jordan,HOU,JAX,-,-,,1.89,1.24,12.94,0.10,0.00,0.00,0.00
47,Greg Dulcich,DEN,CLE,-,-,,1.88,1.36,14.04,0.08,0.00,0.00,0.00
48,Donald Parham,LAC,ATL,-,-,,1.66,0.88,9.41,0.12,0.00,0.00,0.00
49,Jonnu Smith,MIA,GB,-,-,,1.63,1.08,10.92,0.09,0.00,0.00,0.00
50,Jeremy Ruckert,NYJ,SEA,-,-,,1.50,1.09,11.43,0.06,0.00,0.00,0.00
51,Tommy Tremble,CAR,TB,-,-,,1.43,1.00,10.65,0.06,0.00,0.00,0.00
52,Johnny Mundt,MIN,ARI,-,-,,1.39,1.00,10.34,0.06,0.00,0.00,0.00
53,Kylen Granson,IND,NE,-,-,,1.37,1.00,10.14,0.06,0.00,0.00,0.00
54,Peyton Hendershot,DAL,NYG,-,-,,1.28,0.85,8.57,0.07,0.00,0.00,0.00
55,Lucas Krull,DEN,CLE,-,-,,1.26,0.84,8.96,0.06,0.00,0.00,0.00
56,Robert Tonyan,MIN,ARI,-,-,,1.25,0.87,8.86,0.06,0.00,0.00,0.00
57,Elijah Higgins,ARI,MIN,-,-,,1.22,0.85,8.63,0.06,0.00,0.00,0.00
58,Jared Wiley,KC,LV,-,-,,1.19,0.78,8.30,0.06,0.00,0.00,0.00
59,AJ Barner,SEA,NYJ,-,-,,1.19,0.78,8.31,0.06,0.00,0.00,0.00
60,Brenton Strange,JAX,HOU,-,-,,1.18,0.81,8.18,0.06,0.00,0.00,0.00
61,Davis Allen,LAR,NO,-,-,,1.18,0.81,8.24,0.06,0.00,0.00,0.00
62,Payne Durham,TB,CAR,-,-,,1.16,0.79,7.97,0.06,0.00,0.00,0.00
63,Drew Sample,CIN,PIT,-,-,,1.16,0.76,7.97,0.06,0.00,0.00,0.00
64,Dallin Holker,NO,LAR,-,-,,1.14,0.75,7.78,0.06,0.00,0.00,0.00
65,Devin Culp,TB,CAR,-,-,,1.14,0.75,7.78,0.06,0.00,0.00,0.00
66,Tanner McLachlan,CIN,PIT,-,-,,1.14,0.76,7.78,0.06,0.00,0.00,0.00
67,Darnell Washington,PIT,CIN,-,-,,1.13,0.81,8.28,0.05,0.00,0.00,0.00
68,Adam Trautman,DEN,CLE,-,-,,1.12,0.75,7.58,0.06,0.00,0.00,0.00
69,Tip Reiman,ARI,MIN,-,-,,1.09,0.72,7.30,0.06,0.00,0.00,0.00
70,Irv Smith,KC,LV,-,-,,1.05,0.66,6.93,0.06,0.00,0.00,0.00
71,Harrison Bryant,LV,KC,-,-,,1.03,0.66,6.73,0.06,0.00,0.00,0.00
72,Josh Oliver,MIN,ARI,-,-,,1.02,0.63,6.61,0.06,0.00,0.00,0.00
73,Brock Wright,DET,CHI,-,-,,1.02,0.66,6.59,0.06,0.00,0.00,0.00
74,Foster Moreau,NO,LAR,-,-,,1.01,0.62,6.50,0.06,0.00,0.00,0.00
75,Daniel Bellinger,NYG,DAL,-,-,,0.99,0.66,6.88,0.05,0.00,0.00,0.00
76,Mo Alie-Cox,IND,NE,-,-,,0.97,0.57,6.14,0.06,0.00,0.00,0.00
77,Jody Fortson,MIA,GB,-,-,,0.95,0.55,5.85,0.06,0.00,0.00,0.00
78,Will Dissly,LAC,ATL,-,-,,0.94,0.57,5.80,0.06,0.00,0.00,0.00
79,Luke Schoonmaker,DAL,NYG,-,-,,0.90,0.50,5.43,0.06,0.00,0.00,0.00
80,Jack Stoll,NYG,DAL,-,-,,0.90,0.51,5.43,0.06,0.00,0.00,0.00
81,Austin Hooper,NE,IND,-,-,,0.89,0.60,5.94,0.05,0.00,0.00,0.00
82,Cole Turner,WAS,TEN,-,-,,0.88,0.48,5.19,0.06,0.00,0.00,0.00
83,Stone Smartt,LAC,ATL,-,-,,0.87,0.46,5.05,0.06,0.00,0.00,0.00
84,Quintin Morris,BUF,SF,-,-,,0.83,0.46,4.65,0.06,0.00,0.00,0.00
85,Jordan Akins,CLE,DEN,-,-,,0.83,0.47,4.71,0.06,0.00,0.00,0.00
86,Pharaoh Brown,SEA,NYJ,-,-,,0.79,0.41,4.25,0.06,0.00,0.00,0.00
87,Ian Thomas,CAR,TB,-,-,,0.35,0.32,3.52,0.00,0.00,0.00,0.00
88,Connor Heyward,PIT,CIN,-,-,,0.35,0.32,3.47,0.00,0.00,0.00,0.00
89,Josiah Deguara,JAX,HOU,-,-,,0.30,0.29,2.98,0.00,0.00,0.00,0.00
90,John Bates,WAS,TEN,-,-,,0.30,0.29,2.98,0.00,0.00,0.00,0.00
91,Charlie Kolar,BAL,PHI,-,-,,0.30,0.30,3.04,0.00,0.00,0.00,0.00
92,Albert Okwuegbunam,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tre' McKitty,BUF,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Patrick Murtagh,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Jordan Thomas,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Chris Manhertz,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Eric Saubert,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Geor'quarius Spivey,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Kenny Yeboah,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Tomlinson,IND,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Joel Wilson,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Colson Yankoff,WAS,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Rodney Williams,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Blake Whiteheart,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,David Wells,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jacob Warren,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Logan Thomas,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Nick Vannett,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Nate Adkins,DEN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Erick All,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
