,,,Week 12 Game,,,,Fantasy,Receiving,,,Rushing,,
272,Jaaron Hayek,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Kyle Sheets,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Griffin Hebert,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,David Sills,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Julian Hicks,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,Steven Sims,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Dennis Houston,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Xavier Smith,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,Lil'Jordan Humphrey,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,Ihmir Smith-Marsette,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Qadir Ismail,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Dimitri Stanley,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,John Jackson,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Mike Strachan,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,JaQuae Jackson,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Trent Taylor,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Trishton Jackson,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Cody Thompson,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Lucky Jackson,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Samori Toure,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Kearis Jackson,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Brycen Tremayne,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,Jadon Janke,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Jalen Virgil,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,Jaray Jenkins,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,David Wallis,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,John Jiles,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,Montrell Washington,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Jaylen Johnson,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,Austin Watkins,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,Cam Johnson,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,Jalen Wayne,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Kameron Johnson,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Raleigh Webb,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Cephus Johnson,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Cody White,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Johnny Johnson,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Kristian Wilkerson,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Tyler Johnson,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,Dee Williams,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Collin Johnson,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Easop Winston,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Velus Jones,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,Dareke Young,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Jeshaun Jones,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
