,,,Week 12 Game,,,,Fantasy,Receiving,,,Rushing,,
119,Derius Davis,LAC,BAL,-,-,,1.40,0.69,8.67,0.06,0.29,1.72,0.00
120,Cornelius Johnson,LAC,BAL,-,-,,1.35,0.65,9.87,0.06,0.00,0.00,0.00
121,Trent Sherfield,MIN,CHI,-,-,,1.31,0.72,9.25,0.06,0.06,0.22,0.00
122,Brandon Powell,MIN,CHI,-,-,,1.30,0.80,8.08,0.06,0.23,1.32,0.00
123,Parris Campbell,PHI,LAR,-,-,,1.30,0.83,9.06,0.06,0.06,0.30,0.00
124,Skyy Moore,KC,CAR,-,-,,1.26,0.78,8.37,0.06,0.13,0.58,0.00
125,Jacob Cowing,SF,GB,-,-,,1.25,0.70,8.48,0.06,0.06,0.38,0.00
126,Olamide Zaccheaus,WAS,DAL,-,-,,1.24,0.69,8.47,0.06,0.06,0.29,0.00
127,Ainias Smith,PHI,LAR,-,-,,1.22,0.64,8.23,0.06,0.06,0.35,0.00
128,Jamari Thrash,CLE,PIT,-,-,,1.22,0.64,8.23,0.06,0.06,0.35,0.00
129,Tahj Washington,MIA,NE,-,-,,1.21,0.71,8.46,0.06,0.00,0.00,0.00
130,Malik Heath,GB,SF,-,-,,1.21,0.64,7.65,0.07,0.07,0.21,0.00
131,Antoine Green,DET,IND,-,-,,1.21,0.72,8.49,0.06,0.00,0.00,0.00
132,Ronnie Bell,SF,GB,-,-,,1.20,0.67,8.16,0.06,0.06,0.24,0.00
133,Kayshon Boutte,NE,MIA,-,-,,1.18,0.63,7.88,0.06,0.06,0.29,0.00
134,Jordan Whittington,LAR,PHI,-,-,,1.16,0.68,7.96,0.06,0.00,0.00,0.00
135,Ryan Flournoy,DAL,WAS,-,-,,1.15,0.69,7.94,0.06,0.00,0.00,0.00
136,Marcus Rosemy-Jacksaint,WAS,DAL,-,-,,1.12,0.58,7.25,0.06,0.06,0.35,0.00
137,Jalen Guyton,LV,DEN,-,-,,1.10,0.54,7.11,0.06,0.06,0.24,0.00
138,Michael Woods,CLE,PIT,-,-,,1.10,0.54,7.20,0.06,0.06,0.24,0.00
139,Tejhaun Palmer,ARI,SEA,-,-,,1.09,0.66,7.29,0.06,0.00,0.00,0.00
140,Justyn Ross,KC,CAR,-,-,,1.09,0.52,6.73,0.07,0.00,0.00,0.00
141,Zach Pascal,ARI,SEA,-,-,,1.08,0.53,6.98,0.06,0.06,0.23,0.00
142,Luke McCaffrey,WAS,DAL,-,-,,1.07,0.72,7.93,0.04,0.08,0.38,0.00
143,Ben Skowronek,HOU,TEN,-,-,,1.06,0.55,6.73,0.06,0.06,0.24,0.00
144,Allen Robinson,NYG,TB,-,-,,1.06,0.66,6.75,0.06,0.06,0.24,0.00
145,Devaughn Vele,DEN,LV,-,-,,1.04,0.55,6.82,0.06,0.00,0.00,0.00
146,Chris Conley,SF,GB,-,-,,1.04,0.53,6.57,0.06,0.06,0.24,0.00
147,David Moore,CAR,KC,-,-,,1.04,0.48,7.13,0.05,0.05,0.26,0.00
148,Isaiah McKenzie,NYG,TB,-,-,,1.03,0.63,6.16,0.06,0.12,0.58,0.00
149,Deonte Harty,BAL,LAC,-,-,,1.03,0.48,5.74,0.06,0.18,0.91,0.00
150,Tyquan Thornton,NE,MIA,-,-,,0.99,0.49,6.43,0.05,0.11,0.44,0.00
151,Anthony Gould,IND,DET,-,-,,0.97,0.50,6.10,0.06,0.00,0.00,0.00
152,Ashton Dulin,IND,DET,-,-,,0.96,0.51,5.80,0.06,0.06,0.23,0.00
153,Danny Gray,SF,GB,-,-,,0.95,0.42,5.68,0.06,0.06,0.24,0.00
154,Jalen Reagor,NE,MIA,-,-,,0.89,0.43,5.66,0.05,0.05,0.21,0.00
155,Laviska Shenault,SEA,ARI,-,-,,0.75,0.37,4.27,0.00,0.68,3.22,0.00
156,Jha'Quan Jackson,TEN,HOU,-,-,,0.72,0.70,7.19,0.00,0.00,0.00,0.00
157,Kyle Philips,TEN,HOU,-,-,,0.59,0.57,5.74,0.00,0.00,0.14,0.00
158,Byron Pringle,WAS,DAL,-,-,,0.54,0.44,5.13,0.00,0.00,0.29,0.00
159,Tylan Wallace,BAL,LAC,-,-,,0.44,0.32,4.14,0.00,0.06,0.26,0.00
160,Scotty Miller,PIT,CLE,-,-,,0.41,0.30,3.82,0.00,0.06,0.24,0.00
161,Terrace Marshall,CAR,KC,-,-,,0.40,0.29,3.75,0.00,0.06,0.23,0.00
162,Dee Eskridge,SEA,ARI,-,-,,0.37,0.24,3.30,0.00,0.06,0.35,0.00
163,Willie Snead,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Sterling Shepard,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,John Ross,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Bryce Oliver,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Tay Martin,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Jontre Kirklin,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Nsimba Webster,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Daylen Baldwin,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Kawaan Baker,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Alex Bachman,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Andre Baccellia,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Ayir Asante,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Kazmeir Allen,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Mitchell Tinsley,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Greg Ward,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Michael Bandy,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Isaiah Wooden,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Tyron Billy-Johnson,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,JJ Laap,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Miles Boykin,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Ryan Miller,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Jalen Brooks,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Cornell Powell,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Phillip Brooks,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Anthony Schwartz,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Ahmarean Brown,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Derek Slywka,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Martavis Bryant,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Freddie Swain,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Deontay Burnett,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,DJ Turner,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Je'Quan Burton,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Duece Watts,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Terrell Bynum,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Isaiah Williams,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Jalon Calhoun,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Maurice Alexander,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Devin Carter,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Malik Knowles,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,DeAndre Carter,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Peter LeBlanc,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Quintez Cephus,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Racey McMath,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Dan Chisena,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Jalen Nailor,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Robbie Chosen,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Dante Pettis,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Tyrie Cleveland,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Nikko Remigio,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Jalen Coker,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Braylon Sanders,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Jacob Copeland,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Zavier Scott,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Chase Cota,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Marcus Simms,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Britain Covey,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Tre'Quan Smith,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,River Cracraft,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Drake Stoops,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Jalen Cropper,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Thayer Thomas,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Jamison Crowder,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Laquon Treadwell,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Malik Cunningham,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Dayton Wade,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Jaelon Darden,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Isaiah Washington,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Davion Davis,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Xavier Weaver,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Kaden Davis,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Sam Wiglusz,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Phillip Dorsett,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Juwann Winfree,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Latreal Jones,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Colton Dowell,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Ramel Keyton,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Tom Kennedy,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Grant DuBose,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Mason Kinsey,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,David Durden,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Keith Kirkwood,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Erik Ezukanma,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Tanner Knue,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Simi Fehoko,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Matt Landers,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Dez Fitzpatrick,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,T.J. Luther,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Bryce Ford-Wheaton,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Kyric McGowan,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Jeff Foreman,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Anthony Miller,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Daurice Fountain,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dax Milne,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Jaelen Gill,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Joseph Ngata,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Lideatrick Griffin,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Gunner Olszewski,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Justin Hall,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Sam Pinckney,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Mike Harley,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,James Proche,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Kelvin Harmon,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Tayvion Robinson,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Jacob Harris,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Sean Ryan,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Tre'Shaun Harrison,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Sam Schnee,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Hayden Hatten,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,Ty Scott,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
