,,,Week 15 Game,,,,Fantasy,Receiving,,,Rushing,,
53,Kylen Granson,IND,DEN,-,-,,1.38,1.00,10.22,0.06,0.00,0.00,0.00
54,Lucas Krull,DEN,IND,-,-,,1.28,0.86,9.16,0.06,0.00,0.00,0.00
55,Elijah Higgins,ARI,NE,-,-,,1.25,0.87,8.90,0.06,0.00,0.00,0.00
56,Robert Tonyan,MIN,CHI,-,-,,1.23,0.85,8.70,0.06,0.00,0.00,0.00
57,AJ Barner,SEA,GB,-,-,,1.22,0.80,8.61,0.06,0.00,0.00,0.00
58,Darnell Washington,PIT,PHI,-,-,,1.21,0.83,8.47,0.06,0.00,0.00,0.00
59,Peyton Hendershot,DAL,CAR,-,-,,1.20,0.83,8.36,0.06,0.00,0.00,0.00
60,Jared Wiley,KC,CLE,-,-,,1.17,0.76,8.10,0.06,0.00,0.00,0.00
61,Brenton Strange,JAX,NYJ,-,-,,1.16,0.79,7.97,0.06,0.00,0.00,0.00
62,Drew Sample,CIN,TEN,-,-,,1.16,0.77,8.04,0.06,0.00,0.00,0.00
63,Tanner McLachlan,CIN,TEN,-,-,,1.15,0.77,7.85,0.06,0.00,0.00,0.00
64,Adam Trautman,DEN,IND,-,-,,1.14,0.77,7.76,0.06,0.00,0.00,0.00
65,Dallin Holker,NO,WAS,-,-,,1.14,0.75,7.78,0.06,0.00,0.00,0.00
66,Davis Allen,LAR,SF,-,-,,1.13,0.76,7.71,0.06,0.00,0.00,0.00
67,Payne Durham,TB,LAC,-,-,,1.12,0.75,7.58,0.06,0.00,0.00,0.00
68,Tip Reiman,ARI,NE,-,-,,1.11,0.75,7.52,0.06,0.00,0.00,0.00
69,Harrison Bryant,LV,ATL,-,-,,1.07,0.70,7.11,0.06,0.00,0.00,0.00
70,Devin Culp,TB,LAC,-,-,,1.04,0.71,7.40,0.05,0.00,0.00,0.00
71,Irv Smith,KC,CLE,-,-,,1.04,0.64,6.75,0.06,0.00,0.00,0.00
72,Josh Oliver,MIN,CHI,-,-,,1.01,0.62,6.50,0.06,0.00,0.00,0.00
73,Foster Moreau,NO,WAS,-,-,,1.01,0.62,6.50,0.06,0.00,0.00,0.00
74,Brock Wright,DET,BUF,-,-,,1.01,0.66,6.51,0.06,0.00,0.00,0.00
75,Daniel Bellinger,NYG,BAL,-,-,,0.99,0.66,6.88,0.05,0.00,0.00,0.00
76,Mo Alie-Cox,IND,DEN,-,-,,0.98,0.58,6.19,0.06,0.00,0.00,0.00
77,Jody Fortson,MIA,HOU,-,-,,0.95,0.56,5.92,0.06,0.00,0.00,0.00
78,Will Dissly,LAC,TB,-,-,,0.94,0.57,5.83,0.06,0.00,0.00,0.00
79,Jack Stoll,NYG,BAL,-,-,,0.90,0.51,5.43,0.06,0.00,0.00,0.00
80,Luke Schoonmaker,DAL,CAR,-,-,,0.89,0.49,5.30,0.06,0.00,0.00,0.00
81,Austin Hooper,NE,ARI,-,-,,0.89,0.59,5.86,0.05,0.00,0.00,0.00
82,Stone Smartt,LAC,TB,-,-,,0.87,0.47,5.07,0.06,0.00,0.00,0.00
83,Quintin Morris,BUF,DET,-,-,,0.84,0.48,4.79,0.06,0.00,0.00,0.00
84,Jordan Akins,CLE,KC,-,-,,0.82,0.46,4.58,0.06,0.00,0.00,0.00
85,Pharaoh Brown,SEA,GB,-,-,,0.80,0.42,4.40,0.06,0.00,0.00,0.00
86,Cole Turner,WAS,NO,-,-,,0.78,0.44,4.78,0.05,0.00,0.00,0.00
87,Connor Heyward,PIT,PHI,-,-,,0.36,0.32,3.55,0.00,0.00,0.00,0.00
88,Ian Thomas,CAR,DAL,-,-,,0.34,0.31,3.41,0.00,0.00,0.00,0.00
89,Charlie Kolar,BAL,NYG,-,-,,0.30,0.30,3.04,0.00,0.00,0.00,0.00
90,Josiah Deguara,JAX,NYJ,-,-,,0.29,0.28,2.90,0.00,0.00,0.00,0.00
91,John Bates,WAS,NO,-,-,,0.28,0.27,2.75,0.00,0.00,0.00,0.00
92,Albert Okwuegbunam,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tre' McKitty,BUF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Patrick Murtagh,JAX,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Jordan Thomas,ATL,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Chris Manhertz,NYG,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Eric Saubert,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Geor'quarius Spivey,KC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Kenny Yeboah,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Tomlinson,IND,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Joel Wilson,GB,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Colson Yankoff,WAS,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Rodney Williams,PIT,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Blake Whiteheart,ARI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,David Wells,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jacob Warren,NE,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Logan Thomas,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Nick Vannett,TEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Nate Adkins,DEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Erick All,CIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
