,,,Week 14 Game,,,,Fantasy,Receiving,,,Rushing,,
22,Ja'Tavion Sanders,CAR,PHI,-,-,,2.97,1.76,19.53,0.17,0.00,0.00,0.00
23,Tyler Conklin,NYJ,MIA,-,-,,2.95,2.17,21.66,0.13,0.00,0.00,0.00
24,Colby Parkinson,LAR,BUF,-,-,,2.89,1.79,19.28,0.16,0.00,0.00,0.00
25,Noah Fant,SEA,ARI,-,-,,2.83,2.08,21.05,0.12,0.00,0.00,0.00
26,Michael Mayer,LV,TB,-,-,,2.67,1.77,18.86,0.13,0.00,0.00,0.00
27,Theo Johnson,NYG,NO,-,-,,2.58,1.65,17.37,0.14,0.00,0.00,0.00
28,Gerald Everett,CHI,SF,-,-,,2.49,1.68,17.10,0.13,0.00,0.00,0.00
29,Noah Gray,KC,LAC,-,-,,2.39,1.51,16.10,0.13,0.00,0.00,0.00
30,Tanner Hudson,CIN,DAL,-,-,,2.23,1.44,14.51,0.13,0.00,0.00,0.00
31,Durham Smythe,MIA,NYJ,-,-,,2.22,1.36,13.76,0.14,0.00,0.00,0.00
32,Mike Gesicki,CIN,DAL,-,-,,2.18,1.39,15.23,0.11,0.00,0.00,0.00
33,Tyler Higbee,LAR,BUF,-,-,,2.13,1.34,14.06,0.12,0.00,0.00,0.00
34,Josh Whyle,TEN,JAX,-,-,,2.10,1.34,13.77,0.12,0.00,0.00,0.00
35,Hayden Hurst,LAC,KC,-,-,,1.82,1.24,12.78,0.09,0.00,0.00,0.00
36,Jonnu Smith,MIA,NYJ,-,-,,1.67,1.12,11.30,0.09,0.00,0.00,0.00
37,Donald Parham,LAC,KC,-,-,,1.54,0.83,8.83,0.11,0.00,0.00,0.00
38,Jeremy Ruckert,NYJ,MIA,-,-,,1.45,1.04,10.90,0.06,0.00,0.00,0.00
39,Tommy Tremble,CAR,PHI,-,-,,1.39,0.97,10.31,0.06,0.00,0.00,0.00
40,Johnny Mundt,MIN,ATL,-,-,,1.37,0.98,10.07,0.06,0.00,0.00,0.00
41,Elijah Higgins,ARI,SEA,-,-,,1.25,0.87,8.86,0.06,0.00,0.00,0.00
42,Darnell Washington,PIT,CLE,-,-,,1.23,0.85,8.67,0.06,0.00,0.00,0.00
43,Robert Tonyan,MIN,ATL,-,-,,1.22,0.85,8.63,0.06,0.00,0.00,0.00
44,AJ Barner,SEA,ARI,-,-,,1.21,0.80,8.53,0.06,0.00,0.00,0.00
45,Peyton Hendershot,DAL,CIN,-,-,,1.19,0.82,8.29,0.06,0.00,0.00,0.00
46,Davis Allen,LAR,BUF,-,-,,1.18,0.80,8.17,0.06,0.00,0.00,0.00
47,Jared Wiley,KC,LAC,-,-,,1.18,0.77,8.20,0.06,0.00,0.00,0.00
48,Brenton Strange,JAX,TEN,-,-,,1.17,0.80,8.08,0.06,0.00,0.00,0.00
49,Payne Durham,TB,LV,-,-,,1.16,0.79,8.01,0.06,0.00,0.00,0.00
50,Devin Culp,TB,LV,-,-,,1.14,0.75,7.82,0.06,0.00,0.00,0.00
51,Drew Sample,CIN,DAL,-,-,,1.14,0.75,7.84,0.06,0.00,0.00,0.00
52,Tanner McLachlan,CIN,DAL,-,-,,1.13,0.75,7.65,0.06,0.00,0.00,0.00
53,Dallin Holker,NO,NYG,-,-,,1.12,0.73,7.58,0.06,0.00,0.00,0.00
54,Tip Reiman,ARI,SEA,-,-,,1.11,0.74,7.49,0.06,0.00,0.00,0.00
55,Harrison Bryant,LV,TB,-,-,,1.06,0.69,6.99,0.06,0.00,0.00,0.00
56,Irv Smith,KC,LAC,-,-,,1.04,0.65,6.84,0.06,0.00,0.00,0.00
57,Josh Oliver,MIN,ATL,-,-,,1.00,0.61,6.44,0.06,0.00,0.00,0.00
58,Brock Wright,DET,GB,-,-,,1.00,0.65,6.40,0.06,0.00,0.00,0.00
59,Daniel Bellinger,NYG,NO,-,-,,1.00,0.68,7.04,0.05,0.00,0.00,0.00
60,Jody Fortson,MIA,NYJ,-,-,,0.97,0.57,6.05,0.06,0.00,0.00,0.00
61,Foster Moreau,NO,NYG,-,-,,0.93,0.60,6.32,0.05,0.00,0.00,0.00
62,Jack Stoll,NYG,NO,-,-,,0.92,0.53,5.56,0.06,0.00,0.00,0.00
63,Luke Schoonmaker,DAL,CIN,-,-,,0.89,0.48,5.25,0.06,0.00,0.00,0.00
64,Quintin Morris,BUF,LAR,-,-,,0.84,0.48,4.81,0.06,0.00,0.00,0.00
65,Will Dissly,LAC,KC,-,-,,0.84,0.53,5.44,0.05,0.00,0.00,0.00
66,Jordan Akins,CLE,PIT,-,-,,0.81,0.45,4.54,0.06,0.00,0.00,0.00
67,Pharaoh Brown,SEA,ARI,-,-,,0.80,0.42,4.36,0.06,0.00,0.00,0.00
68,Stone Smartt,LAC,KC,-,-,,0.77,0.44,4.74,0.05,0.00,0.00,0.00
69,Connor Heyward,PIT,CLE,-,-,,0.36,0.33,3.63,0.00,0.00,0.00,0.00
70,Ian Thomas,CAR,PHI,-,-,,0.34,0.31,3.41,0.00,0.00,0.00,0.00
71,Josiah Deguara,JAX,TEN,-,-,,0.29,0.29,2.94,0.00,0.00,0.00,0.00
72,Sammis Reyes,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73,Patrick Murtagh,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,Mason Pline,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75,Tyler Mabry,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76,Sean McKeon,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,E.J. Jenkins,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,Zack Kuntz,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,Jack Westover,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,Rodney Williams,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,Nick Vannett,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,Treyton Welch,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,Jordan Thomas,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,Tanner Taula,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,Tommy Sweeney,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,Eric Saubert,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,Joel Wilson,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,Ben Sims,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Kenny Yeboah,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,Nikola Kalinic,LAR,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Brevyn Spann-Ford,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,Marcedes Lewis,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tyler Davis,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,David Martin-Robinson,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Ross Dwelley,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,James Mitchell,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Michael Ezeike,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Thomas Odukoya,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Mason Fairchild,NO,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Kevin Rader,NO,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Princeton Fant,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Hayden Rucci,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Luke Farrell,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Bernhard Seikovits,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Anthony Firkser,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Austin Stogner,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Tucker Fisk,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Neal Johnson,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,John FitzPatrick,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Ko Kieft,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Kevin Foelsch,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Cameron Latu,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Miller Forristall,LAR,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Cole Fotheringham,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Chris Manhertz,NYG,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Feleipe Franks,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Jordan Matthews,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Devon Garrison,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Tre' McKitty,BUF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Zach Gentry,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Zaire Mitchell-Paden,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Cam Grandy,CIN,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Nick Muse,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,N'Keal Harry,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Albert Okwuegbunam,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Zach Heins,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,MyCole Pruitt,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Parker Hesse,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Isaac Rex,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Julian Hill,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Armani Rogers,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Alec Holler,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Brady Russell,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Jacob Hollister,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Lincoln Sefcik,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Jesper Horsted,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,John Samuel Shenker,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Michael Jacobson,NO,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Matt Sokol,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,John Stephens,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Geor'quarius Spivey,KC,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Erick All,CIN,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Steven Stilianos,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Brenden Bates,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Sage Surratt,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Luke Benson,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Messiah Swinson,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Shawn Bowman,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Logan Thomas,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Lawrence Cager,NYG,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Jake Tonges,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Grant Calcaterra,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Travis Vokolek,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Sal Cannella,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,David Wells,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Stephen Carlson,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Blake Whiteheart,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,McCallan Castles,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Brayden Willis,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Tanner Conner,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Charlie Woerner,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Baylor Cupp,KC,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Shane Zylstra,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Zach Davidson,BUF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
