,,,Week 14 Game,,,,Fantasy,Receiving,,,Rushing,,
89,Kalif Raymond,DET,GB,-,-,,2.38,1.24,15.57,0.10,0.35,2.18,0.00
90,Cedrick Wilson,NO,NYG,-,-,,2.37,1.28,16.17,0.12,0.06,0.35,0.00
91,Andrei Iosivas,CIN,DAL,-,-,,2.31,1.30,16.17,0.11,0.04,0.37,0.00
92,Parker Washington,JAX,TEN,-,-,,2.28,1.41,15.14,0.12,0.12,0.47,0.00
93,Calvin Austin,PIT,CLE,-,-,,2.21,1.33,14.22,0.09,0.40,2.44,0.00
94,Chris Moore,ARI,SEA,-,-,,2.10,1.11,13.98,0.10,0.20,1.01,0.00
95,Mecole Hardman,KC,LAC,-,-,,2.03,0.96,12.58,0.09,0.35,2.27,0.00
96,Brenden Rice,LAC,KC,-,-,,2.00,1.08,13.61,0.10,0.10,0.39,0.00
97,Allen Lazard,NYJ,MIA,-,-,,1.99,0.96,13.07,0.11,0.11,0.21,0.00
98,Tutu Atwell,LAR,BUF,-,-,,1.92,1.14,14.56,0.06,0.18,1.02,0.00
99,Justin Watson,KC,LAC,-,-,,1.88,1.03,13.42,0.09,0.00,0.00,0.00
100,Braxton Berrios,MIA,NYJ,-,-,,1.81,1.27,12.62,0.08,0.08,0.68,0.00
101,Bo Melton,GB,DET,-,-,,1.79,0.89,11.63,0.10,0.03,0.31,0.00
102,Kadarius Toney,KC,LAC,-,-,,1.73,0.87,10.66,0.06,0.50,3.04,0.00
103,David Bell,CLE,PIT,-,-,,1.64,1.07,11.31,0.08,0.08,0.33,0.00
104,Quez Watkins,PIT,CLE,-,-,,1.52,0.81,11.33,0.06,0.06,0.29,0.00
105,Donovan Peoples-Jones,DET,GB,-,-,,1.50,0.80,11.17,0.06,0.06,0.25,0.00
106,Johnny Wilson,PHI,CAR,-,-,,1.47,0.90,10.79,0.06,0.06,0.32,0.00
107,KaVontae Turpin,DAL,CIN,-,-,,1.46,0.67,7.55,0.06,0.55,3.41,0.00
108,Rakim Jarrett,TB,LV,-,-,,1.45,0.83,10.34,0.06,0.12,0.59,0.00
109,Isaiah Hodgins,NYG,NO,-,-,,1.44,0.81,10.60,0.06,0.06,0.23,0.00
110,Nick Westbrook-Ikhine,TEN,JAX,-,-,,1.43,0.75,10.45,0.06,0.06,0.23,0.00
111,Xavier Gipson,NYJ,MIA,-,-,,1.38,0.83,8.92,0.06,0.24,1.24,0.00
112,Charlie Jones,CIN,DAL,-,-,,1.36,0.76,9.71,0.06,0.06,0.29,0.00
113,Parris Campbell,PHI,CAR,-,-,,1.34,0.88,9.53,0.06,0.06,0.31,0.00
114,Jacob Cowing,SF,CHI,-,-,,1.33,0.72,8.73,0.07,0.07,0.39,0.00
115,Trent Sherfield,MIN,ATL,-,-,,1.33,0.73,9.42,0.06,0.06,0.23,0.00
116,Brandon Powell,MIN,ATL,-,-,,1.32,0.82,8.22,0.06,0.23,1.34,0.00
117,Cornelius Johnson,LAC,KC,-,-,,1.29,0.62,9.30,0.06,0.00,0.00,0.00
118,Derius Davis,LAC,KC,-,-,,1.28,0.65,8.17,0.05,0.27,1.62,0.00
119,Ainias Smith,PHI,CAR,-,-,,1.26,0.68,8.67,0.06,0.06,0.37,0.00
120,Skyy Moore,KC,LAC,-,-,,1.24,0.77,8.26,0.06,0.13,0.58,0.00
121,Ronnie Bell,SF,CHI,-,-,,1.23,0.69,8.40,0.06,0.06,0.25,0.00
122,Ray-Ray McCloud,ATL,MIN,-,-,,1.23,0.70,7.62,0.06,0.17,1.03,0.00
123,Jason Brownlee,NYJ,MIA,-,-,,1.22,0.67,8.43,0.06,0.06,0.18,0.00
124,Antoine Green,DET,GB,-,-,,1.21,0.73,8.52,0.06,0.00,0.00,0.00
125,Malik Heath,GB,DET,-,-,,1.21,0.64,7.71,0.07,0.07,0.21,0.00
126,Bub Means,NO,NYG,-,-,,1.20,0.70,8.43,0.06,0.00,0.00,0.00
127,Jamari Thrash,CLE,PIT,-,-,,1.19,0.62,7.95,0.06,0.06,0.34,0.00
128,Tahj Washington,MIA,NYJ,-,-,,1.19,0.70,8.29,0.06,0.00,0.00,0.00
129,Ryan Flournoy,DAL,CIN,-,-,,1.16,0.70,7.97,0.06,0.00,0.00,0.00
130,Jordan Whittington,LAR,BUF,-,-,,1.15,0.68,7.93,0.06,0.00,0.00,0.00
131,Tejhaun Palmer,ARI,SEA,-,-,,1.12,0.68,7.55,0.06,0.00,0.00,0.00
132,Zach Pascal,ARI,SEA,-,-,,1.11,0.55,7.23,0.06,0.06,0.24,0.00
133,Trenton Irwin,CIN,DAL,-,-,,1.11,0.55,7.27,0.06,0.06,0.24,0.00
134,Casey Washington,ATL,MIN,-,-,,1.11,0.59,7.50,0.06,0.00,0.00,0.00
135,Mack Hollins,BUF,LAR,-,-,,1.10,0.58,7.42,0.06,0.00,0.00,0.00
136,Michael Woods,CLE,PIT,-,-,,1.08,0.53,6.95,0.06,0.06,0.23,0.00
137,Jalen Guyton,LV,TB,-,-,,1.08,0.53,6.95,0.06,0.06,0.23,0.00
138,Chris Conley,SF,CHI,-,-,,1.06,0.55,6.76,0.06,0.06,0.24,0.00
139,Allen Robinson,NYG,NO,-,-,,1.04,0.64,6.57,0.06,0.06,0.23,0.00
140,David Moore,CAR,PHI,-,-,,1.03,0.47,7.06,0.05,0.05,0.26,0.00
141,Isaiah McKenzie,NYG,NO,-,-,,1.02,0.62,5.99,0.06,0.11,0.56,0.00
142,Justyn Ross,KC,LAC,-,-,,1.02,0.52,6.64,0.06,0.00,0.00,0.00
143,Danny Gray,SF,CHI,-,-,,0.97,0.44,5.84,0.06,0.06,0.25,0.00
144,Tim Jones,JAX,TEN,-,-,,0.94,0.47,5.59,0.06,0.06,0.24,0.00
145,Equanimeous St. Brown,NO,NYG,-,-,,0.90,0.40,5.14,0.06,0.06,0.23,0.00
146,Jha'Quan Jackson,TEN,JAX,-,-,,0.74,0.72,7.38,0.00,0.00,0.00,0.00
147,Laviska Shenault,SEA,ARI,-,-,,0.72,0.36,4.12,0.00,0.66,3.11,0.00
148,Kyle Philips,TEN,JAX,-,-,,0.60,0.59,5.89,0.00,0.00,0.15,0.00
149,Devin Duvernay,JAX,TEN,-,-,,0.48,0.32,4.04,0.00,0.13,0.76,0.00
150,Scotty Miller,PIT,CLE,-,-,,0.42,0.31,3.96,0.00,0.06,0.25,0.00
151,Terrace Marshall,CAR,PHI,-,-,,0.40,0.29,3.72,0.00,0.06,0.23,0.00
152,Dee Eskridge,SEA,ARI,-,-,,0.35,0.23,3.19,0.00,0.06,0.34,0.00
153,Kendric Pryor,CIN,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Anthony Schwartz,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Kyric McGowan,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Jalen Nailor,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jeshaun Jones,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Tanner Knue,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Tyron Billy-Johnson,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Montrell Washington,KC,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Alex Bachman,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Daylen Baldwin,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,David White,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Isaiah Wooden,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Isaiah Winstead,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Tre'Quan Smith,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Chris Blair,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Malik Taylor,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Miles Boykin,NYG,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Dee Williams,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Jalen Brooks,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Ramel Keyton,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Phillip Brooks,KC,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,T.J. Luther,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Ahmarean Brown,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Denzel Mims,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cole Burgess,CIN,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Dante Pettis,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Deontay Burnett,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,John Ross,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Je'Quan Burton,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Sterling Shepard,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Hakeem Butler,CIN,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Dimitri Stanley,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Terrell Bynum,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Mason Tipton,NO,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Damiere Byrd,BUF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Xavier Weaver,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Deon Cain,BUF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Tyler Johnson,LAR,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Jalon Calhoun,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Latreal Jones,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Devin Carter,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Jontre Kirklin,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,DeAndre Carter,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Kwamie Lassiter,CIN,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Joshua Cephus,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Jesse Matthews,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Irvin Charles,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Ryan Miller,TB,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Dan Chisena,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Stanley Morgan,NO,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Robbie Chosen,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Bryce Oliver,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Jalen Coker,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Cornell Powell,KC,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Elijah Cooks,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Marcus Riley,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Jacob Copeland,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Joseph Scates,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Chase Cota,NYG,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Tyrell Shavers,BUF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Britain Covey,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Marcus Simms,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,River Cracraft,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Ihmir Smith-Marsette,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Jalen Cropper,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Mike Strachan,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Jaelon Darden,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Thayer Thomas,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Kaden Davis,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Austin Trammell,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Shaquan Davis,NO,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Duece Watts,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Jahan Dotson,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Nsimba Webster,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Colton Dowell,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Jaylen Johnson,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Dylan Drummond,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Collin Johnson,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Grant DuBose,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Velus Jones,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,David Durden,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Tom Kennedy,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Erik Ezukanma,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Mason Kinsey,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Simi Fehoko,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Malik Knowles,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Dez Fitzpatrick,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,JJ Laap,LAR,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Bryce Ford-Wheaton,NYG,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Peter LeBlanc,CHI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jeff Foreman,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Tay Martin,SF,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Daurice Fountain,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Lance McCutcheon,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Jaelen Gill,LAC,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Racey McMath,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Lideatrick Griffin,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Dax Milne,LV,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Justin Hall,MIN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Rondale Moore,ATL,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Mike Harley,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Samson Nacua,NO,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Kelvin Harmon,DAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Joseph Ngata,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Tyler Harrell,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Gunner Olszewski,NYG,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Jacob Harris,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Sam Pinckney,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Tre'Shaun Harrison,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,James Proche,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Hayden Hatten,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Nikko Remigio,KC,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jaaron Hayek,KC,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Tayvion Robinson,CAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Griffin Hebert,PHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Braylon Sanders,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Julian Hicks,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Sam Schnee,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
