,,,Week 2 Game,,,,Fantasy,Receiving,,,Rushing,,
92,DJ Chark,LAC,CAR,LAC,-3.5,42.0,3.22,1.78,23.43,0.14,0.05,0.32,0.00
93,Marquez Valdes-Scantling,BUF,MIA,MIA,2,50.5,3.09,1.32,19.88,0.18,0.09,0.26,0.00
94,Jalen Tolbert,DAL,NO,DAL,-6.5,44.5,3.08,1.90,22.09,0.14,0.05,0.33,0.00
95,Jalin Hyatt,NYG,WAS,WAS,2.5,41.5,2.98,1.46,21.81,0.13,0.06,0.19,0.00
96,Tyler Scott,CHI,HOU,HOU,3.5,46.5,2.84,1.58,17.91,0.14,0.43,2.09,0.00
97,A.T. Perry,NO,DAL,DAL,6.5,44.5,2.82,1.42,20.18,0.13,0.06,0.26,0.00
98,Josh Reynolds,DEN,PIT,PIT,2.5,40.5,2.76,1.63,20.76,0.11,0.05,0.27,0.00
99,Noah Brown,HOU,CHI,HOU,-3.5,46.5,2.73,1.31,18.12,0.15,0.07,0.22,0.00
100,Jake Bobo,SEA,NE,SEA,-3.0,41.0,2.73,1.46,18.01,0.15,0.07,0.29,0.00
101,Treylon Burks,TEN,NYJ,NYJ,4,43.5,2.69,1.47,19.08,0.11,0.26,1.25,0.00
102,Malik Washington,MIA,BUF,MIA,-2.0,50.5,2.65,1.44,18.39,0.11,0.22,1.55,0.00
103,Tre Tucker,LV,BAL,BAL,8,43.5,2.65,1.58,16.86,0.13,0.31,1.84,0.00
104,Van Jefferson,PIT,DEN,PIT,-2.5,40.5,2.56,1.38,17.71,0.12,0.12,0.69,0.00
105,Jauan Jennings,SF,MIN,SF,-7.0,45.5,2.53,1.45,17.68,0.12,0.04,0.39,0.00
106,Alec Pierce,IND,GB,GB,5,47.0,2.52,1.24,18.91,0.10,0.05,0.25,0.00
107,Cedric Tillman,CLE,JAX,JAX,2,44.5,2.47,1.29,17.17,0.12,0.06,0.29,0.00
108,KJ Hamler,BUF,MIA,MIA,2,50.5,2.47,1.17,16.25,0.13,0.13,0.65,0.00
109,Trey Palmer,TB,DET,DET,6.5,48.5,2.44,1.42,17.40,0.10,0.20,1.01,0.00
110,Kalif Raymond,DET,TB,DET,-6.5,48.5,2.44,1.29,16.16,0.10,0.36,2.26,0.00
111,Jonathan Mingo,CAR,LAC,LAC,3.5,42.0,2.43,1.44,17.21,0.11,0.04,0.45,0.00
112,Parker Washington,JAX,CLE,JAX,-2.0,44.5,2.28,1.41,15.14,0.12,0.12,0.47,0.00
113,Andrei Iosivas,CIN,KC,KC,3.5,47.5,2.26,1.26,15.68,0.11,0.04,0.36,0.00
114,Cedrick Wilson,NO,DAL,DAL,6.5,44.5,2.25,1.23,15.58,0.11,0.06,0.34,0.00
115,Calvin Austin,PIT,DEN,PIT,-2.5,40.5,2.18,1.31,14.03,0.09,0.39,2.40,0.00
116,Brenden Rice,LAC,CAR,LAC,-3.5,42.0,2.16,1.16,14.57,0.11,0.11,0.42,0.00
117,Dyami Brown,WAS,NYG,WAS,-2.5,41.5,2.15,1.21,14.56,0.11,0.11,0.33,0.00
118,Chris Moore,ARI,LAR,LAR,2,48.0,2.09,1.10,13.86,0.10,0.20,1.00,0.00
119,Allen Lazard,NYJ,TEN,NYJ,-4.0,43.5,2.01,0.97,13.30,0.11,0.11,0.22,0.00
120,Tutu Atwell,LAR,ARI,LAR,-2.0,48.0,1.96,1.17,14.94,0.06,0.19,1.05,0.00
121,Bo Melton,GB,IND,GB,-5.0,47.0,1.92,0.94,12.29,0.11,0.04,0.32,0.00
122,Braxton Berrios,MIA,BUF,MIA,-2.0,50.5,1.90,1.30,12.94,0.09,0.09,0.69,0.00
123,Justin Watson,KC,CIN,KC,-3.5,47.5,1.88,1.03,13.42,0.09,0.00,0.00,0.00
124,Robert Woods,HOU,CHI,HOU,-3.5,46.5,1.83,1.22,12.51,0.09,0.09,0.38,0.00
125,Kadarius Toney,KC,CIN,KC,-3.5,47.5,1.73,0.87,10.66,0.06,0.50,3.04,0.00
126,Tim Patrick,DEN,PIT,PIT,2.5,40.5,1.69,0.96,11.83,0.08,0.05,0.23,0.00
127,David Bell,CLE,JAX,JAX,2,44.5,1.64,1.07,11.31,0.08,0.08,0.33,0.00
128,Russell Gage,BAL,LV,BAL,-8.0,43.5,1.61,0.91,10.40,0.09,0.09,0.27,0.00
129,Brandon Johnson,DEN,PIT,PIT,2.5,40.5,1.55,0.82,10.13,0.08,0.08,0.57,0.00
130,Xavier Hutchinson,HOU,CHI,HOU,-3.5,46.5,1.55,0.86,10.75,0.06,0.18,1.17,0.00
131,Donovan Peoples-Jones,DET,TB,DET,-6.5,48.5,1.55,0.83,11.59,0.06,0.06,0.26,0.00
132,Nelson Agholor,BAL,LV,BAL,-8.0,43.5,1.52,0.82,10.11,0.08,0.08,0.24,0.00
133,Quez Watkins,PIT,DEN,PIT,-2.5,40.5,1.51,0.80,11.18,0.06,0.06,0.29,0.00
134,D.J. Montgomery,IND,GB,GB,5,47.0,1.51,0.93,11.17,0.06,0.06,0.35,0.00
135,KaVontae Turpin,DAL,NO,DAL,-6.5,44.5,1.47,0.68,7.65,0.06,0.56,3.45,0.00
136,Johnny Wilson,PHI,ATL,PHI,-4.0,47.5,1.46,0.90,10.70,0.06,0.06,0.32,0.00
137,Isaiah Hodgins,NYG,WAS,WAS,2.5,41.5,1.43,0.80,10.50,0.06,0.06,0.23,0.00
138,Rakim Jarrett,TB,DET,DET,6.5,48.5,1.42,0.80,10.02,0.06,0.11,0.57,0.00
139,Derius Davis,LAC,CAR,LAC,-3.5,42.0,1.41,0.69,8.74,0.06,0.29,1.74,0.00
140,John Metchie,HOU,CHI,HOU,-3.5,46.5,1.40,0.86,9.95,0.06,0.06,0.49,0.00
141,Nick Westbrook-Ikhine,TEN,NYJ,NYJ,4,43.5,1.39,0.73,10.08,0.06,0.06,0.22,0.00
142,Xavier Gipson,NYJ,TEN,NYJ,-4.0,43.5,1.39,0.84,9.08,0.06,0.24,1.26,0.00
143,Cornelius Johnson,LAC,CAR,LAC,-3.5,42.0,1.36,0.66,9.96,0.06,0.00,0.00,0.00
144,Parris Campbell,PHI,ATL,PHI,-4.0,47.5,1.34,0.87,9.46,0.06,0.06,0.31,0.00
145,Charlie Jones,CIN,KC,KC,3.5,47.5,1.33,0.73,9.42,0.06,0.06,0.28,0.00
146,Malik Heath,GB,IND,GB,-5.0,47.0,1.32,0.68,8.16,0.08,0.08,0.23,0.00
147,Jacob Cowing,SF,MIN,SF,-7.0,45.5,1.27,0.71,8.69,0.06,0.06,0.39,0.00
148,Brandon Powell,MIN,SF,SF,7,45.5,1.27,0.78,7.82,0.06,0.22,1.28,0.00
149,Ainias Smith,PHI,ATL,PHI,-4.0,47.5,1.26,0.67,8.59,0.06,0.06,0.37,0.00
150,Olamide Zaccheaus,WAS,NYG,WAS,-2.5,41.5,1.24,0.70,8.55,0.06,0.06,0.29,0.00
151,Jason Brownlee,NYJ,TEN,NYJ,-4.0,43.5,1.24,0.68,8.58,0.06,0.06,0.19,0.00
152,Skyy Moore,KC,CIN,KC,-3.5,47.5,1.24,0.77,8.26,0.06,0.13,0.58,0.00
153,Trent Sherfield,MIN,SF,SF,7,45.5,1.22,0.70,8.96,0.05,0.05,0.21,0.00
154,Ronnie Bell,SF,MIN,SF,-7.0,45.5,1.22,0.69,8.37,0.06,0.06,0.25,0.00
155,Tahj Washington,MIA,BUF,MIA,-2.0,50.5,1.21,0.71,8.50,0.06,0.00,0.00,0.00
156,Ray-Ray McCloud,ATL,PHI,PHI,4,47.5,1.21,0.68,7.45,0.06,0.17,1.00,0.00
157,Jamari Thrash,CLE,JAX,JAX,2,44.5,1.19,0.62,7.95,0.06,0.06,0.34,0.00
158,Kayshon Boutte,NE,SEA,SEA,3,41.0,1.18,0.63,7.88,0.06,0.06,0.29,0.00
159,Bub Means,NO,DAL,DAL,6.5,44.5,1.17,0.67,8.13,0.06,0.00,0.00,0.00
160,Ryan Flournoy,DAL,NO,DAL,-6.5,44.5,1.17,0.70,8.07,0.06,0.00,0.00,0.00
161,Jordan Whittington,LAR,ARI,LAR,-2.0,48.0,1.17,0.70,8.13,0.06,0.00,0.00,0.00
162,Marcus Rosemy-Jacksaint,WAS,NYG,WAS,-2.5,41.5,1.13,0.58,7.31,0.06,0.06,0.35,0.00
163,Tejhaun Palmer,ARI,LAR,LAR,2,48.0,1.11,0.68,7.49,0.06,0.00,0.00,0.00
164,Mack Hollins,BUF,MIA,MIA,2,50.5,1.10,0.58,7.39,0.06,0.00,0.00,0.00
165,Zach Pascal,ARI,LAR,LAR,2,48.0,1.10,0.54,7.17,0.06,0.06,0.24,0.00
166,Casey Washington,ATL,PHI,PHI,4,47.5,1.09,0.58,7.34,0.06,0.00,0.00,0.00
167,Trenton Irwin,CIN,KC,KC,3.5,47.5,1.09,0.53,7.05,0.06,0.06,0.24,0.00
168,Michael Woods,CLE,JAX,JAX,2,44.5,1.08,0.53,6.95,0.06,0.06,0.23,0.00
169,Luke McCaffrey,WAS,NYG,WAS,-2.5,41.5,1.08,0.73,8.00,0.04,0.08,0.38,0.00
170,Chris Conley,SF,MIN,SF,-7.0,45.5,1.06,0.55,6.73,0.06,0.06,0.24,0.00
171,David Moore,CAR,LAC,LAC,3.5,42.0,1.04,0.48,7.13,0.05,0.05,0.26,0.00
172,Ben Skowronek,HOU,CHI,HOU,-3.5,46.5,1.04,0.53,6.59,0.06,0.06,0.24,0.00
173,Deonte Harty,BAL,LV,BAL,-8.0,43.5,1.04,0.49,5.83,0.06,0.18,0.92,0.00
174,Allen Robinson,NYG,WAS,WAS,2.5,41.5,1.03,0.63,6.51,0.06,0.06,0.23,0.00
175,Justyn Ross,KC,CIN,KC,-3.5,47.5,1.02,0.52,6.64,0.06,0.00,0.00,0.00
176,Isaiah McKenzie,NYG,WAS,WAS,2.5,41.5,1.01,0.61,5.93,0.06,0.11,0.55,0.00
177,Tyquan Thornton,NE,SEA,SEA,3,41.0,0.99,0.49,6.43,0.05,0.11,0.44,0.00
178,Devaughn Vele,DEN,PIT,PIT,2.5,40.5,0.98,0.55,6.76,0.05,0.00,0.00,0.00
179,Danny Gray,SF,MIN,SF,-7.0,45.5,0.97,0.43,5.82,0.06,0.06,0.25,0.00
180,Jalen Guyton,LV,BAL,BAL,8,43.5,0.97,0.49,6.51,0.05,0.05,0.22,0.00
181,Ashton Dulin,IND,GB,GB,5,47.0,0.95,0.50,5.65,0.06,0.06,0.22,0.00
182,Mecole Hardman,KC,CIN,KC,-3.5,47.5,0.94,0.70,7.10,0.01,0.26,1.67,0.00
183,Tim Jones,JAX,CLE,JAX,-2.0,44.5,0.94,0.47,5.59,0.06,0.06,0.24,0.00
184,Jalen Reagor,NE,SEA,SEA,3,41.0,0.89,0.43,5.66,0.05,0.05,0.21,0.00
185,Anthony Gould,IND,GB,GB,5,47.0,0.89,0.49,5.94,0.05,0.00,0.00,0.00
186,Equanimeous St. Brown,NO,DAL,DAL,6.5,44.5,0.82,0.38,4.96,0.05,0.05,0.22,0.00
187,Laviska Shenault,SEA,NE,SEA,-3.0,41.0,0.72,0.36,4.09,0.00,0.65,3.08,0.00
188,Jha'Quan Jackson,TEN,NYJ,NYJ,4,43.5,0.71,0.69,7.12,0.00,0.00,0.00,0.00
189,Kyle Philips,TEN,NYJ,NYJ,4,43.5,0.58,0.57,5.68,0.00,0.00,0.14,0.00
190,Devin Duvernay,JAX,CLE,JAX,-2.0,44.5,0.48,0.32,4.04,0.00,0.13,0.76,0.00
191,Tylan Wallace,BAL,LV,BAL,-8.0,43.5,0.45,0.33,4.21,0.00,0.07,0.26,0.00
192,Scotty Miller,PIT,DEN,PIT,-2.5,40.5,0.42,0.31,3.91,0.00,0.06,0.24,0.00
193,Terrace Marshall,CAR,LAC,LAC,3.5,42.0,0.40,0.29,3.75,0.00,0.06,0.23,0.00
194,Dee Eskridge,SEA,NE,SEA,-3.0,41.0,0.35,0.23,3.16,0.00,0.06,0.34,0.00
195,Byron Pringle,WAS,NYG,WAS,-2.5,41.5,0.20,0.15,1.90,0.00,0.00,0.10,0.00
196,Antoine Green,DET,TB,DET,-6.5,48.5,0.16,0.14,1.00,0.01,0.00,0.00,0.00
197,Ryan Miller,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Bryce Oliver,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Josh Ali,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Peter LeBlanc,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mason Tipton,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Raleigh Webb,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kawaan Baker,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Steven Sims,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Andre Baccellia,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Alex Bachman,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Marcus Riley,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Daylen Baldwin,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Ty Scott,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Bandy,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Drake Stoops,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyron Billy-Johnson,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,David Wallis,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Chris Blair,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Miles Boykin,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Tanner Knue,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Phillip Brooks,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Lance McCutcheon,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Jalen Brooks,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Stanley Morgan,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Ahmarean Brown,CLE,JAX,JAX,2,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Cornell Powell,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Martavis Bryant,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Cole Burgess,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Deontay Burnett,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Je'Quan Burton,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Trent Taylor,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Hakeem Butler,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Brycen Tremayne,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Terrell Bynum,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Damiere Byrd,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
