,,,Week 11 Game,,,,Fantasy,Receiving,,,Rushing,,
26,Hunter Henry,NE,LAR,-,-,,2.87,2.02,20.34,0.14,0.00,0.00,0.00
27,Noah Fant,SEA,SF,-,-,,2.69,1.94,19.66,0.12,0.00,0.00,0.00
28,Michael Mayer,LV,MIA,-,-,,2.64,1.75,18.61,0.13,0.00,0.00,0.00
29,Gerald Everett,CHI,GB,-,-,,2.60,1.74,17.64,0.14,0.00,0.00,0.00
30,Durham Smythe,MIA,LV,-,-,,2.32,1.40,14.17,0.15,0.00,0.00,0.00
31,Noah Gray,KC,BUF,-,-,,2.28,1.47,15.63,0.12,0.00,0.00,0.00
32,Will Mallory,IND,NYJ,-,-,,2.24,1.55,16.38,0.10,0.00,0.00,0.00
33,Tanner Hudson,CIN,LAC,-,-,,2.23,1.44,14.45,0.13,0.00,0.00,0.00
34,Mike Gesicki,CIN,LAC,-,-,,2.18,1.38,15.16,0.11,0.00,0.00,0.00
35,Tyler Higbee,LAR,NE,-,-,,2.14,1.36,14.24,0.12,0.00,0.00,0.00
36,Jelani Woods,IND,NYJ,-,-,,2.12,1.36,15.24,0.10,0.00,0.00,0.00
37,Josh Whyle,TEN,MIN,-,-,,2.08,1.33,13.64,0.12,0.00,0.00,0.00
38,Jaheim Bell,NE,LAR,-,-,,2.07,1.28,14.11,0.11,0.00,0.00,0.00
39,Cade Stover,HOU,DAL,-,-,,2.00,1.38,14.58,0.09,0.00,0.00,0.00
40,Greg Dulcich,DEN,ATL,-,-,,1.91,1.38,14.30,0.08,0.00,0.00,0.00
41,Brevin Jordan,HOU,DAL,-,-,,1.89,1.24,12.94,0.10,0.00,0.00,0.00
42,Hayden Hurst,LAC,CIN,-,-,,1.88,1.30,13.38,0.09,0.00,0.00,0.00
43,Zach Ertz,WAS,PHI,-,-,,1.83,1.42,13.46,0.08,0.00,0.00,0.00
44,Jonnu Smith,MIA,LV,-,-,,1.76,1.15,11.64,0.10,0.00,0.00,0.00
45,Donald Parham,LAC,CIN,-,-,,1.65,0.87,9.25,0.12,0.00,0.00,0.00
46,Jeremy Ruckert,NYJ,IND,-,-,,1.49,1.08,11.34,0.06,0.00,0.00,0.00
47,Johnny Mundt,MIN,TEN,-,-,,1.37,0.98,10.12,0.06,0.00,0.00,0.00
48,Kylen Granson,IND,NYJ,-,-,,1.34,0.96,9.78,0.06,0.00,0.00,0.00
49,Lucas Krull,DEN,ATL,-,-,,1.27,0.86,9.12,0.06,0.00,0.00,0.00
50,Robert Tonyan,MIN,TEN,-,-,,1.23,0.85,8.67,0.06,0.00,0.00,0.00
51,Peyton Hendershot,DAL,HOU,-,-,,1.21,0.84,8.46,0.06,0.00,0.00,0.00
52,Davis Allen,LAR,NE,-,-,,1.19,0.82,8.28,0.06,0.00,0.00,0.00
53,Jared Wiley,KC,BUF,-,-,,1.16,0.75,7.96,0.06,0.00,0.00,0.00
54,Brenton Strange,JAX,DET,-,-,,1.16,0.80,8.04,0.06,0.00,0.00,0.00
55,Drew Sample,CIN,LAC,-,-,,1.14,0.74,7.80,0.06,0.00,0.00,0.00
56,Adam Trautman,DEN,ATL,-,-,,1.13,0.77,7.72,0.06,0.00,0.00,0.00
57,Darnell Washington,PIT,BAL,-,-,,1.13,0.82,8.32,0.05,0.00,0.00,0.00
58,Tanner McLachlan,CIN,LAC,-,-,,1.12,0.74,7.62,0.06,0.00,0.00,0.00
59,AJ Barner,SEA,SF,-,-,,1.10,0.74,7.97,0.05,0.00,0.00,0.00
60,Dallin Holker,NO,CLE,-,-,,1.10,0.72,7.44,0.06,0.00,0.00,0.00
61,Harrison Bryant,LV,MIA,-,-,,1.05,0.68,6.89,0.06,0.00,0.00,0.00
62,Jody Fortson,MIA,LV,-,-,,1.04,0.59,6.23,0.07,0.00,0.00,0.00
63,Irv Smith,KC,BUF,-,-,,1.02,0.63,6.64,0.06,0.00,0.00,0.00
64,Brock Wright,DET,JAX,-,-,,1.02,0.66,6.59,0.06,0.00,0.00,0.00
65,Josh Oliver,MIN,TEN,-,-,,1.01,0.61,6.47,0.06,0.00,0.00,0.00
66,Mo Alie-Cox,IND,NYJ,-,-,,0.95,0.55,5.93,0.06,0.00,0.00,0.00
67,Will Dissly,LAC,CIN,-,-,,0.93,0.56,5.70,0.06,0.00,0.00,0.00
68,Foster Moreau,NO,CLE,-,-,,0.92,0.59,6.21,0.05,0.00,0.00,0.00
69,Luke Schoonmaker,DAL,HOU,-,-,,0.90,0.49,5.36,0.06,0.00,0.00,0.00
70,Austin Hooper,NE,LAR,-,-,,0.89,0.59,5.86,0.05,0.00,0.00,0.00
71,Stone Smartt,LAC,CIN,-,-,,0.86,0.46,4.96,0.06,0.00,0.00,0.00
72,Quintin Morris,BUF,KC,-,-,,0.84,0.48,4.83,0.06,0.00,0.00,0.00
73,Jordan Akins,CLE,NO,-,-,,0.82,0.46,4.61,0.06,0.00,0.00,0.00
74,Cole Turner,WAS,PHI,-,-,,0.78,0.44,4.78,0.05,0.00,0.00,0.00
75,Pharaoh Brown,SEA,SF,-,-,,0.77,0.39,4.07,0.06,0.00,0.00,0.00
76,Connor Heyward,PIT,BAL,-,-,,0.35,0.32,3.49,0.00,0.00,0.00,0.00
77,Charlie Kolar,BAL,PIT,-,-,,0.29,0.29,2.93,0.00,0.00,0.00,0.00
78,Josiah Deguara,JAX,DET,-,-,,0.29,0.29,2.93,0.00,0.00,0.00,0.00
79,John Bates,WAS,PHI,-,-,,0.28,0.27,2.75,0.00,0.00,0.00,0.00
80,Mike Rigerman,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,Albert Okwuegbunam,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,Teagan Quitoriano,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,Tre' McKitty,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,Patrick Murtagh,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,John Stephens,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,Hunter Long,LAR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,Jordan Thomas,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,Tanner Conner,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Colson Yankoff,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,Kenny Yeboah,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Joel Wilson,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,Rodney Williams,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Jack Westover,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Eric Saubert,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Baylor Cupp,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Ben Sims,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Zach Davidson,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Messiah Swinson,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Tyler Davis,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,David Martin-Robinson,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Ross Dwelley,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Zaire Mitchell-Paden,CLE,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Michael Ezeike,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Thomas Odukoya,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Mason Fairchild,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Mason Pline,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Princeton Fant,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Isaac Rex,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Luke Farrell,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Hayden Rucci,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Anthony Firkser,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Riley Sharp,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Tucker Fisk,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Brevyn Spann-Ford,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,John FitzPatrick,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Austin Stogner,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Kevin Foelsch,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Jacob Warren,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Miller Forristall,LAR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Tyler Mabry,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Cole Fotheringham,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Sean McKeon,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Devon Garrison,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,James Mitchell,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Zach Gentry,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Jordan Murray,IND,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Cam Grandy,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Nick Muse,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,N'Keal Harry,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Drew Ogletree,IND,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Zach Heins,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,La'Michael Pettway,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Parker Hesse,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,MyCole Pruitt,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Julian Hill,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Kevin Rader,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Alec Holler,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Sammis Reyes,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Michael Jacobson,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Armani Rogers,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,E.J. Jenkins,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Brady Russell,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Neal Johnson,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Lincoln Sefcik,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Nikola Kalinic,LAR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,John Samuel Shenker,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Hunter Kampmoyer,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Matt Sokol,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Dalton Keene,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Geor'quarius Spivey,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Zack Kuntz,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Steven Stilianos,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Cameron Latu,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Tommy Sweeney,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Marcedes Lewis,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Logan Thomas,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jake Tonges,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Eric Tomlinson,IND,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Nate Adkins,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Nick Vannett,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Erick All,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Treyton Welch,CLE,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Brenden Bates,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Mitchell Wilcox,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Luke Benson,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Brayden Willis,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Shawn Bowman,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Charlie Woerner,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Grant Calcaterra,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Thomas Yassmin,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Stephen Carlson,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Shane Zylstra,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,McCallan Castles,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
