,,,Week 6 Game,,,,Fantasy,Receiving,,,Rushing,,
91,Jake Bobo,SEA,SF,-,-,,2.63,1.43,17.61,0.14,0.07,0.29,0.00
92,Alec Pierce,IND,TEN,-,-,,2.59,1.28,19.59,0.10,0.05,0.26,0.00
93,Van Jefferson,PIT,LV,-,-,,2.56,1.38,17.71,0.12,0.12,0.69,0.00
94,Jonathan Mingo,CAR,ATL,-,-,,2.52,1.46,17.53,0.12,0.04,0.46,0.00
95,Jauan Jennings,SF,SEA,-,-,,2.51,1.44,17.53,0.12,0.04,0.39,0.00
96,Cedric Tillman,CLE,PHI,-,-,,2.47,1.29,17.17,0.12,0.06,0.29,0.00
97,KJ Hamler,BUF,NYJ,-,-,,2.43,1.15,15.90,0.13,0.13,0.64,0.00
98,Trey Palmer,TB,NO,-,-,,2.43,1.41,17.32,0.10,0.20,1.01,0.00
99,Cedrick Wilson,NO,TB,-,-,,2.41,1.31,16.53,0.12,0.06,0.36,0.00
100,Kalif Raymond,DET,DAL,-,-,,2.34,1.21,15.24,0.10,0.34,2.14,0.00
101,Andrei Iosivas,CIN,NYG,-,-,,2.34,1.32,16.45,0.11,0.04,0.38,0.00
102,Parker Washington,JAX,CHI,-,-,,2.31,1.44,15.41,0.12,0.12,0.48,0.00
103,Calvin Austin,PIT,LV,-,-,,2.18,1.31,14.03,0.09,0.39,2.40,0.00
104,Brenden Rice,LAC,DEN,-,-,,2.15,1.16,14.50,0.11,0.11,0.42,0.00
105,Allen Lazard,NYJ,BUF,-,-,,2.03,0.99,13.47,0.11,0.11,0.22,0.00
106,Chris Moore,ARI,GB,-,-,,2.03,1.06,13.31,0.10,0.19,0.96,0.00
107,Dyami Brown,WAS,BAL,-,-,,2.02,1.15,13.85,0.10,0.10,0.31,0.00
108,Bo Melton,GB,ARI,-,-,,1.92,0.93,12.24,0.11,0.04,0.32,0.00
109,Robert Woods,HOU,NE,-,-,,1.81,1.21,12.35,0.09,0.09,0.37,0.00
110,Tim Patrick,DEN,LAC,-,-,,1.72,0.99,12.16,0.08,0.05,0.23,0.00
111,David Bell,CLE,PHI,-,-,,1.64,1.07,11.31,0.08,0.08,0.33,0.00
112,Russell Gage,BAL,WAS,-,-,,1.63,0.94,10.66,0.09,0.09,0.28,0.00
113,Brandon Johnson,DEN,LAC,-,-,,1.58,0.84,10.42,0.08,0.08,0.59,0.00
114,D.J. Montgomery,IND,TEN,-,-,,1.55,0.96,11.57,0.06,0.06,0.36,0.00
115,Nelson Agholor,BAL,WAS,-,-,,1.54,0.84,10.36,0.08,0.08,0.25,0.00
116,Xavier Hutchinson,HOU,NE,-,-,,1.54,0.85,10.61,0.06,0.18,1.15,0.00
117,Quez Watkins,PIT,LV,-,-,,1.51,0.80,11.18,0.06,0.06,0.29,0.00
118,Donovan Peoples-Jones,DET,DAL,-,-,,1.48,0.79,10.93,0.06,0.06,0.24,0.00
119,Isaiah Hodgins,NYG,CIN,-,-,,1.45,0.81,10.65,0.06,0.06,0.23,0.00
120,KaVontae Turpin,DAL,DET,-,-,,1.45,0.67,7.52,0.06,0.55,3.40,0.00
121,Johnny Wilson,PHI,CLE,-,-,,1.43,0.87,10.43,0.06,0.06,0.31,0.00
122,Rakim Jarrett,TB,NO,-,-,,1.42,0.80,9.98,0.06,0.11,0.57,0.00
123,Nick Westbrook-Ikhine,TEN,IND,-,-,,1.42,0.75,10.40,0.06,0.06,0.23,0.00
124,Xavier Gipson,NYJ,BUF,-,-,,1.41,0.85,9.20,0.06,0.24,1.28,0.00
125,Derius Davis,LAC,DEN,-,-,,1.40,0.69,8.70,0.06,0.29,1.73,0.00
126,John Metchie,HOU,NE,-,-,,1.39,0.85,9.83,0.06,0.06,0.49,0.00
127,Charlie Jones,CIN,NYG,-,-,,1.38,0.77,9.88,0.06,0.06,0.30,0.00
128,Cornelius Johnson,LAC,DEN,-,-,,1.35,0.66,9.92,0.06,0.00,0.00,0.00
129,Malik Heath,GB,ARI,-,-,,1.32,0.68,8.12,0.08,0.08,0.23,0.00
130,Parris Campbell,PHI,CLE,-,-,,1.31,0.85,9.22,0.06,0.06,0.30,0.00
131,Jacob Cowing,SF,SEA,-,-,,1.26,0.71,8.62,0.06,0.06,0.39,0.00
132,Jason Brownlee,NYJ,BUF,-,-,,1.25,0.69,8.69,0.06,0.06,0.19,0.00
133,Ray-Ray McCloud,ATL,CAR,-,-,,1.24,0.71,7.72,0.06,0.18,1.04,0.00
134,Ainias Smith,PHI,CLE,-,-,,1.23,0.65,8.38,0.06,0.06,0.36,0.00
135,Bub Means,NO,TB,-,-,,1.22,0.71,8.62,0.06,0.00,0.00,0.00
136,Ronnie Bell,SF,SEA,-,-,,1.22,0.68,8.30,0.06,0.06,0.25,0.00
137,Olamide Zaccheaus,WAS,BAL,-,-,,1.20,0.66,8.13,0.06,0.06,0.28,0.00
138,Kayshon Boutte,NE,HOU,-,-,,1.19,0.64,7.99,0.06,0.06,0.29,0.00
139,Jamari Thrash,CLE,PHI,-,-,,1.19,0.62,7.95,0.06,0.06,0.34,0.00
140,Antoine Green,DET,DAL,-,-,,1.19,0.71,8.34,0.06,0.00,0.00,0.00
141,Ryan Flournoy,DAL,DET,-,-,,1.15,0.69,7.94,0.06,0.00,0.00,0.00
142,Casey Washington,ATL,CAR,-,-,,1.12,0.60,7.60,0.06,0.00,0.00,0.00
143,Trenton Irwin,CIN,NYG,-,-,,1.12,0.56,7.39,0.06,0.06,0.25,0.00
144,Marcus Rosemy-Jacksaint,WAS,BAL,-,-,,1.09,0.55,6.96,0.06,0.06,0.33,0.00
145,Tejhaun Palmer,ARI,GB,-,-,,1.08,0.65,7.19,0.06,0.00,0.00,0.00
146,Michael Woods,CLE,PHI,-,-,,1.08,0.53,6.95,0.06,0.06,0.23,0.00
147,Mack Hollins,BUF,NYJ,-,-,,1.08,0.56,7.23,0.06,0.00,0.00,0.00
148,Jalen Guyton,LV,PIT,-,-,,1.07,0.52,6.86,0.06,0.06,0.23,0.00
149,Zach Pascal,ARI,GB,-,-,,1.07,0.52,6.89,0.06,0.06,0.23,0.00
150,Devaughn Vele,DEN,LAC,-,-,,1.06,0.56,6.95,0.06,0.00,0.00,0.00
151,Tyquan Thornton,NE,HOU,-,-,,1.06,0.50,6.52,0.06,0.11,0.45,0.00
152,Chris Conley,SF,SEA,-,-,,1.05,0.54,6.68,0.06,0.06,0.24,0.00
153,David Moore,CAR,ATL,-,-,,1.05,0.48,7.26,0.05,0.05,0.27,0.00
154,Deonte Harty,BAL,WAS,-,-,,1.05,0.50,5.98,0.06,0.19,0.94,0.00
155,Allen Robinson,NYG,CIN,-,-,,1.04,0.64,6.60,0.06,0.06,0.23,0.00
156,Luke McCaffrey,WAS,BAL,-,-,,1.04,0.69,7.61,0.04,0.08,0.37,0.00
157,Ben Skowronek,HOU,NE,-,-,,1.03,0.53,6.51,0.06,0.06,0.23,0.00
158,Isaiah McKenzie,NYG,CIN,-,-,,1.02,0.62,6.02,0.06,0.11,0.56,0.00
159,Anthony Gould,IND,TEN,-,-,,0.98,0.51,6.16,0.06,0.00,0.00,0.00
160,Ashton Dulin,IND,TEN,-,-,,0.97,0.52,5.85,0.06,0.06,0.23,0.00
161,Danny Gray,SF,SEA,-,-,,0.96,0.43,5.77,0.06,0.06,0.25,0.00
162,Tim Jones,JAX,CHI,-,-,,0.95,0.48,5.69,0.06,0.06,0.24,0.00
163,Equanimeous St. Brown,NO,TB,-,-,,0.91,0.40,5.26,0.06,0.06,0.23,0.00
164,Jalen Reagor,NE,HOU,-,-,,0.90,0.43,5.74,0.05,0.05,0.22,0.00
165,Jha'Quan Jackson,TEN,IND,-,-,,0.74,0.72,7.35,0.00,0.00,0.00,0.00
166,Laviska Shenault,SEA,SF,-,-,,0.70,0.35,3.99,0.00,0.64,3.01,0.00
167,Kyle Philips,TEN,IND,-,-,,0.60,0.59,5.87,0.00,0.00,0.15,0.00
168,Byron Pringle,WAS,BAL,-,-,,0.52,0.42,4.93,0.00,0.00,0.28,0.00
169,Devin Duvernay,JAX,CHI,-,-,,0.49,0.32,4.11,0.00,0.13,0.77,0.00
170,Tylan Wallace,BAL,WAS,-,-,,0.46,0.34,4.32,0.00,0.07,0.27,0.00
171,Scotty Miller,PIT,LV,-,-,,0.42,0.31,3.91,0.00,0.06,0.24,0.00
172,Terrace Marshall,CAR,ATL,-,-,,0.41,0.30,3.82,0.00,0.06,0.24,0.00
173,Dee Eskridge,SEA,SF,-,-,,0.34,0.22,3.09,0.00,0.06,0.33,0.00
174,Malik Taylor,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Steven Sims,HOU,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Sam Schnee,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Sam Pinckney,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Denzel Mims,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Seth Williams,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Alex Bachman,LV,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Andre Baccellia,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Kevin Austin,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Ayir Asante,NYG,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Kazmeir Allen,WAS,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Josh Ali,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Maurice Alexander,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brycen Tremayne,WAS,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Duece Watts,PIT,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Ramel Keyton,LV,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Kawaan Baker,NE,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,T.J. Luther,PIT,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Tanner Knue,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Daylen Baldwin,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Racey McMath,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Michael Bandy,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Joseph Ngata,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Tyron Billy-Johnson,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Tayvion Robinson,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Chris Blair,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Sterling Shepard,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Miles Boykin,NYG,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Ihmir Smith-Marsette,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Jalen Brooks,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Mason Tipton,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Ahmarean Brown,CLE,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,David Wallis,NE,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Martavis Bryant,WAS,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Nsimba Webster,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Cole Burgess,CIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Isaiah Winstead,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Deontay Burnett,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Latreal Jones,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Hakeem Butler,CIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Jontre Kirklin,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Terrell Bynum,LV,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Kwamie Lassiter,CIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Damiere Byrd,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Jesse Matthews,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Deon Cain,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Ryan Miller,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Jalon Calhoun,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Stanley Morgan,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Devin Carter,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Gunner Olszewski,NYG,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,DeAndre Carter,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Kendric Pryor,CIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Quintez Cephus,HOU,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Sean Ryan,BAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Joshua Cephus,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Zavier Scott,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Irvin Charles,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,David Sills,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Dan Chisena,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Brandon Smith,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Robbie Chosen,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Mike Strachan,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Tyrie Cleveland,IND,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Cody Thompson,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Jalen Coker,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Austin Trammell,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Elijah Cooks,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Jalen Virgil,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jacob Copeland,PIT,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Isaiah Washington,BAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Chase Cota,NYG,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Xavier Weaver,ARI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Britain Covey,PHI,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,David White,JAX,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Jalen Cropper,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Dee Williams,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Jamison Crowder,WAS,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Isaiah Wooden,LAC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Malik Cunningham,BAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Velus Jones,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Jaelon Darden,CLE,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Tom Kennedy,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Davion Davis,WAS,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Mason Kinsey,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Kaden Davis,DET,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Keith Kirkwood,BAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Shaquan Davis,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Matt Landers,NE,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Phillip Dorsett,DEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Peter LeBlanc,CHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Colton Dowell,TEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Tay Martin,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Dylan Drummond,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Lance McCutcheon,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Grant DuBose,GB,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Anthony Miller,BAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,David Durden,DAL,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
