,,,Week 17 Game,,,,Fantasy,Receiving,,,Rushing,,
80,Austin Hooper,NE,LAC,-,-,,0.88,0.58,5.75,0.05,0.00,0.00,0.00
81,Luke Schoonmaker,DAL,PHI,-,-,,0.87,0.46,5.05,0.06,0.00,0.00,0.00
82,Stone Smartt,LAC,NE,-,-,,0.86,0.46,4.99,0.06,0.00,0.00,0.00
83,Cole Turner,WAS,ATL,-,-,,0.86,0.46,5.01,0.06,0.00,0.00,0.00
84,Quintin Morris,BUF,NYJ,-,-,,0.84,0.48,4.77,0.06,0.00,0.00,0.00
85,Jordan Akins,CLE,MIA,-,-,,0.83,0.47,4.71,0.06,0.00,0.00,0.00
86,Pharaoh Brown,SEA,CHI,-,-,,0.79,0.41,4.25,0.06,0.00,0.00,0.00
87,Ian Thomas,CAR,TB,-,-,,0.34,0.31,3.42,0.00,0.00,0.00,0.00
88,Connor Heyward,PIT,KC,-,-,,0.34,0.31,3.44,0.00,0.00,0.00,0.00
89,Charlie Kolar,BAL,HOU,-,-,,0.30,0.29,2.98,0.00,0.00,0.00,0.00
90,Josiah Deguara,JAX,TEN,-,-,,0.30,0.30,3.03,0.00,0.00,0.00,0.00
91,John Bates,WAS,ATL,-,-,,0.29,0.28,2.88,0.00,0.00,0.00,0.00
92,Albert Okwuegbunam,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tre' McKitty,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Patrick Murtagh,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Jordan Thomas,ATL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Chris Manhertz,NYG,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Eric Saubert,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Geor'quarius Spivey,KC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Kenny Yeboah,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Tomlinson,IND,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Joel Wilson,GB,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Colson Yankoff,WAS,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Rodney Williams,PIT,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Blake Whiteheart,ARI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,David Wells,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jacob Warren,NE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Logan Thomas,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Nick Vannett,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Nate Adkins,DEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Erick All,CIN,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
