,,,Week 9 Game,,,,Fantasy,Receiving,,,Rushing,,
48,Ladd McConkey,LAC,CLE,-,-,,6.15,3.42,41.67,0.32,0.05,0.59,0.00
49,Jameson Williams,DET,GB,-,-,,6.10,3.03,42.95,0.27,0.32,1.86,0.00
50,Curtis Samuel,BUF,MIA,-,-,,6.03,3.53,39.31,0.22,0.71,4.78,0.05
51,Brandin Cooks,DAL,ATL,-,-,,5.98,3.27,40.75,0.30,0.18,1.03,0.00
52,Gabe Davis,JAX,PHI,-,-,,5.89,3.07,42.45,0.27,0.05,0.27,0.00
53,Jerry Jeudy,CLE,LAC,-,-,,5.89,3.28,41.98,0.27,0.11,0.71,0.00
54,Jahan Dotson,PHI,JAX,-,-,,5.59,3.10,40.25,0.25,0.08,0.67,0.00
55,Xavier Legette,CAR,NO,-,-,,5.58,3.08,39.60,0.25,0.19,1.23,0.00
56,Courtland Sutton,DEN,BAL,-,-,,5.51,3.01,40.46,0.24,0.05,0.24,0.00
57,Rashid Shaheed,NO,CAR,-,-,,5.48,2.88,38.71,0.22,0.44,2.88,0.00
58,Malachi Corley,NYJ,HOU,-,-,,5.48,3.43,36.15,0.27,0.41,2.47,0.00
59,Joshua Palmer,LAC,CLE,-,-,,5.48,2.91,36.42,0.30,0.05,0.35,0.00
60,Josh Downs,IND,MIN,-,-,,5.41,3.51,39.09,0.23,0.18,1.23,0.00
61,Adonai Mitchell,IND,MIN,-,-,,5.33,2.94,38.41,0.24,0.06,0.47,0.00
62,Michael Wilson,ARI,CHI,-,-,,5.24,2.82,37.72,0.24,0.06,0.29,0.00
63,Jakobi Meyers,LV,CIN,-,-,,5.23,3.33,37.58,0.22,0.22,1.16,0.00
64,Diontae Johnson,CAR,NO,-,-,,5.14,3.76,39.36,0.19,0.10,0.63,0.00
65,Wan'Dale Robinson,NYG,WAS,-,-,,5.09,3.32,33.98,0.23,0.57,3.15,0.00
66,Darnell Mooney,ATL,DAL,-,-,,5.07,2.71,36.64,0.22,0.11,0.81,0.00
67,Jermaine Burton,CIN,LV,-,-,,5.02,2.74,34.62,0.25,0.06,0.62,0.00
68,Ja'Lynn Polk,NE,TEN,-,-,,4.96,3.01,35.62,0.22,0.06,0.78,0.00
69,Rashod Bateman,BAL,DEN,-,-,,4.95,2.73,34.81,0.24,0.06,0.30,0.00
70,Troy Franklin,DEN,BAL,-,-,,4.92,2.76,33.88,0.25,0.08,0.33,0.00
71,DeMario Douglas,NE,TEN,-,-,,4.89,3.18,35.02,0.20,0.30,1.87,0.00
72,Devontez Walker,BAL,DEN,-,-,,4.84,2.66,32.80,0.25,0.08,0.58,0.00
73,Quentin Johnston,LAC,CLE,-,-,,4.79,2.74,34.36,0.22,0.06,0.34,0.00
74,Marvin Mims,DEN,BAL,-,-,,4.60,2.35,32.47,0.20,0.20,1.50,0.00
75,Adam Thielen,CAR,NO,-,-,,4.55,3.32,33.18,0.20,0.05,0.34,0.00
76,Darius Slayton,NYG,WAS,-,-,,4.26,2.22,32.08,0.17,0.06,0.29,0.00
77,Jalen McMillan,TB,KC,-,-,,4.25,2.77,29.41,0.20,0.15,1.11,0.00
78,Greg Dortch,ARI,CHI,-,-,,4.21,3.10,30.46,0.17,0.28,1.41,0.00
79,Tyler Boyd,TEN,NE,-,-,,4.03,2.77,28.98,0.18,0.12,0.48,0.00
80,Kendrick Bourne,NE,TEN,-,-,,3.71,2.13,26.86,0.16,0.11,0.65,0.00
81,Zay Jones,ARI,CHI,-,-,,3.67,2.21,26.13,0.17,0.12,0.41,0.00
82,Odell Beckham,MIA,BUF,-,-,,3.65,2.03,25.29,0.18,0.06,0.42,0.00
83,Elijah Moore,CLE,LAC,-,-,,3.63,2.25,24.41,0.18,0.24,1.07,0.00
84,Demarcus Robinson,LAR,SEA,-,-,,3.62,1.91,23.71,0.20,0.04,0.45,0.00
85,Javon Baker,NE,TEN,-,-,,3.35,1.93,23.45,0.15,0.15,1.06,0.00
86,K.J. Osborn,NE,TEN,-,-,,3.32,1.80,23.31,0.16,0.05,0.33,0.00
87,Marquez Valdes-Scantling,BUF,MIA,-,-,,3.19,1.38,20.82,0.18,0.09,0.28,0.00
88,Jalin Hyatt,NYG,WAS,-,-,,3.07,1.52,22.73,0.13,0.07,0.20,0.00
89,Jalen Tolbert,DAL,ATL,-,-,,3.05,1.87,21.72,0.14,0.05,0.33,0.00
90,DJ Chark,LAC,CLE,-,-,,3.05,1.70,22.40,0.13,0.04,0.31,0.00
91,Tyler Scott,CHI,ARI,-,-,,2.98,1.65,18.63,0.15,0.45,2.17,0.00
92,A.T. Perry,NO,CAR,-,-,,2.89,1.47,20.84,0.13,0.07,0.27,0.00
93,Treylon Burks,TEN,NE,-,-,,2.77,1.52,19.79,0.11,0.27,1.30,0.00
94,Jake Bobo,SEA,LAR,-,-,,2.75,1.48,18.17,0.15,0.07,0.30,0.00
95,Tre Tucker,LV,CIN,-,-,,2.70,1.62,17.27,0.13,0.31,1.89,0.00
96,KJ Hamler,BUF,MIA,-,-,,2.61,1.23,17.02,0.14,0.14,0.68,0.00
97,Josh Reynolds,DEN,BAL,-,-,,2.59,1.55,19.68,0.10,0.05,0.26,0.00
98,Malik Washington,MIA,BUF,-,-,,2.58,1.39,17.70,0.11,0.21,1.49,0.00
99,Alec Pierce,IND,MIN,-,-,,2.58,1.28,19.51,0.10,0.05,0.26,0.00
100,Noah Brown,HOU,NYJ,-,-,,2.55,1.22,16.89,0.14,0.07,0.20,0.00
101,Cedric Tillman,CLE,LAC,-,-,,2.53,1.33,17.80,0.12,0.06,0.30,0.00
102,Andrei Iosivas,CIN,LV,-,-,,2.44,1.35,16.80,0.12,0.04,0.38,0.00
103,Jonathan Mingo,CAR,NO,-,-,,2.44,1.45,17.37,0.11,0.04,0.46,0.00
104,Trey Palmer,TB,KC,-,-,,2.41,1.39,17.08,0.10,0.20,0.99,0.00
105,Cedrick Wilson,NO,CAR,-,-,,2.36,1.27,16.09,0.12,0.06,0.35,0.00
106,Kalif Raymond,DET,GB,-,-,,2.33,1.21,15.18,0.10,0.34,2.13,0.00
107,Parker Washington,JAX,PHI,-,-,,2.18,1.38,14.75,0.11,0.11,0.46,0.00
108,Dyami Brown,WAS,NYG,-,-,,2.10,1.18,14.10,0.11,0.11,0.32,0.00
109,Chris Moore,ARI,CHI,-,-,,2.08,1.10,13.80,0.10,0.20,1.00,0.00
110,Mecole Hardman,KC,TB,-,-,,2.06,0.99,12.90,0.09,0.36,2.33,0.00
111,Brenden Rice,LAC,CLE,-,-,,2.03,1.11,13.93,0.10,0.10,0.40,0.00
112,Allen Lazard,NYJ,HOU,-,-,,2.02,0.98,13.36,0.11,0.11,0.22,0.00
113,Justin Watson,KC,TB,-,-,,1.98,1.05,13.76,0.10,0.00,0.00,0.00
114,Tutu Atwell,LAR,SEA,-,-,,1.93,1.15,14.68,0.06,0.18,1.03,0.00
115,Bo Melton,GB,DET,-,-,,1.91,0.93,12.14,0.11,0.04,0.32,0.00
116,Braxton Berrios,MIA,BUF,-,-,,1.79,1.25,12.46,0.08,0.08,0.67,0.00
117,Kadarius Toney,KC,TB,-,-,,1.76,0.89,10.92,0.06,0.51,3.11,0.00
118,Robert Woods,HOU,NYJ,-,-,,1.74,1.14,11.66,0.09,0.09,0.35,0.00
119,David Bell,CLE,LAC,-,-,,1.69,1.10,11.72,0.08,0.08,0.34,0.00
120,Russell Gage,BAL,DEN,-,-,,1.63,0.93,10.57,0.09,0.09,0.28,0.00
121,Tim Patrick,DEN,BAL,-,-,,1.56,0.91,11.22,0.07,0.05,0.22,0.00
122,D.J. Montgomery,IND,MIN,-,-,,1.55,0.96,11.52,0.06,0.06,0.36,0.00
123,Nelson Agholor,BAL,DEN,-,-,,1.53,0.83,10.28,0.08,0.08,0.25,0.00
124,Brandon Johnson,DEN,BAL,-,-,,1.50,0.77,9.61,0.08,0.08,0.54,0.00
125,Isaiah Hodgins,NYG,WAS,-,-,,1.48,0.84,10.94,0.06,0.06,0.24,0.00
126,Xavier Hutchinson,HOU,NYJ,-,-,,1.47,0.80,10.02,0.06,0.17,1.09,0.00
127,Donovan Peoples-Jones,DET,GB,-,-,,1.47,0.78,10.88,0.06,0.06,0.24,0.00
128,KaVontae Turpin,DAL,ATL,-,-,,1.45,0.67,7.52,0.06,0.55,3.40,0.00
129,Johnny Wilson,PHI,JAX,-,-,,1.45,0.89,10.61,0.06,0.06,0.32,0.00
130,Nick Westbrook-Ikhine,TEN,NE,-,-,,1.43,0.75,10.45,0.06,0.06,0.23,0.00
131,Rakim Jarrett,TB,KC,-,-,,1.40,0.79,9.84,0.06,0.11,0.56,0.00
132,Charlie Jones,CIN,LV,-,-,,1.40,0.79,10.09,0.06,0.06,0.30,0.00
133,Xavier Gipson,NYJ,HOU,-,-,,1.40,0.85,9.12,0.06,0.24,1.27,0.00
134,Derius Davis,LAC,CLE,-,-,,1.36,0.66,8.36,0.06,0.28,1.66,0.00
135,Brandon Powell,MIN,IND,-,-,,1.35,0.84,8.48,0.06,0.24,1.38,0.00
136,Trent Sherfield,MIN,IND,-,-,,1.35,0.76,9.71,0.06,0.06,0.23,0.00
137,Skyy Moore,KC,TB,-,-,,1.33,0.79,8.47,0.07,0.13,0.59,0.00
138,John Metchie,HOU,NYJ,-,-,,1.33,0.80,9.28,0.06,0.06,0.46,0.00
139,Parris Campbell,PHI,JAX,-,-,,1.33,0.86,9.38,0.06,0.06,0.31,0.00
140,Cornelius Johnson,LAC,CLE,-,-,,1.31,0.63,9.52,0.06,0.00,0.00,0.00
141,Ainias Smith,PHI,JAX,-,-,,1.25,0.66,8.52,0.06,0.06,0.36,0.00
142,Malik Heath,GB,DET,-,-,,1.25,0.67,8.05,0.07,0.07,0.22,0.00
143,Jason Brownlee,NYJ,HOU,-,-,,1.24,0.69,8.62,0.06,0.06,0.19,0.00
144,Ray-Ray McCloud,ATL,DAL,-,-,,1.23,0.70,7.68,0.06,0.18,1.04,0.00
145,Olamide Zaccheaus,WAS,NYG,-,-,,1.22,0.68,8.28,0.06,0.06,0.28,0.00
146,Jamari Thrash,CLE,LAC,-,-,,1.22,0.64,8.23,0.06,0.06,0.35,0.00
147,Bub Means,NO,CAR,-,-,,1.20,0.69,8.39,0.06,0.00,0.00,0.00
148,Antoine Green,DET,GB,-,-,,1.19,0.71,8.31,0.06,0.00,0.00,0.00
149,Tahj Washington,MIA,BUF,-,-,,1.18,0.69,8.18,0.06,0.00,0.00,0.00
150,Kayshon Boutte,NE,TEN,-,-,,1.18,0.63,7.91,0.06,0.06,0.29,0.00
151,Jordan Whittington,LAR,SEA,-,-,,1.16,0.69,7.99,0.06,0.00,0.00,0.00
152,Ryan Flournoy,DAL,ATL,-,-,,1.15,0.69,7.94,0.06,0.00,0.00,0.00
153,Trenton Irwin,CIN,LV,-,-,,1.14,0.57,7.55,0.06,0.06,0.25,0.00
154,Mack Hollins,BUF,MIA,-,-,,1.13,0.60,7.74,0.06,0.00,0.00,0.00
155,Casey Washington,ATL,DAL,-,-,,1.12,0.60,7.57,0.06,0.00,0.00,0.00
156,Tejhaun Palmer,ARI,CHI,-,-,,1.11,0.67,7.46,0.06,0.00,0.00,0.00
157,Marcus Rosemy-Jacksaint,WAS,NYG,-,-,,1.10,0.56,7.09,0.06,0.06,0.34,0.00
158,Justyn Ross,KC,TB,-,-,,1.10,0.53,6.81,0.07,0.00,0.00,0.00
159,Michael Woods,CLE,LAC,-,-,,1.10,0.54,7.20,0.06,0.06,0.24,0.00
160,Zach Pascal,ARI,CHI,-,-,,1.10,0.54,7.14,0.06,0.06,0.24,0.00
161,Allen Robinson,NYG,WAS,-,-,,1.06,0.66,6.78,0.06,0.06,0.24,0.00
162,Tyquan Thornton,NE,TEN,-,-,,1.05,0.50,6.46,0.06,0.11,0.44,0.00
163,Jalen Guyton,LV,CIN,-,-,,1.05,0.50,6.67,0.06,0.06,0.22,0.00
164,Luke McCaffrey,WAS,NYG,-,-,,1.05,0.71,7.75,0.04,0.08,0.37,0.00
165,Deonte Harty,BAL,DEN,-,-,,1.05,0.50,5.93,0.06,0.19,0.94,0.00
166,David Moore,CAR,NO,-,-,,1.05,0.48,7.19,0.05,0.05,0.27,0.00
167,Isaiah McKenzie,NYG,WAS,-,-,,1.04,0.64,6.18,0.06,0.12,0.58,0.00
168,Ben Skowronek,HOU,NYJ,-,-,,1.00,0.50,6.15,0.06,0.06,0.22,0.00
169,Anthony Gould,IND,MIN,-,-,,0.97,0.51,6.13,0.06,0.00,0.00,0.00
170,Ashton Dulin,IND,MIN,-,-,,0.97,0.51,5.83,0.06,0.06,0.23,0.00
171,Devaughn Vele,DEN,BAL,-,-,,0.94,0.52,6.41,0.05,0.00,0.00,0.00
172,Tim Jones,JAX,PHI,-,-,,0.93,0.46,5.44,0.06,0.06,0.23,0.00
173,Equanimeous St. Brown,NO,CAR,-,-,,0.90,0.39,5.12,0.06,0.06,0.23,0.00
174,Jalen Reagor,NE,TEN,-,-,,0.89,0.43,5.68,0.05,0.05,0.21,0.00
175,Jha'Quan Jackson,TEN,NE,-,-,,0.74,0.72,7.38,0.00,0.00,0.00,0.00
176,Laviska Shenault,SEA,LAR,-,-,,0.72,0.36,4.12,0.00,0.66,3.11,0.00
177,Kyle Philips,TEN,NE,-,-,,0.60,0.59,5.89,0.00,0.00,0.15,0.00
178,Byron Pringle,WAS,NYG,-,-,,0.53,0.43,5.02,0.00,0.00,0.29,0.00
179,Devin Duvernay,JAX,PHI,-,-,,0.47,0.31,3.93,0.00,0.12,0.74,0.00
180,Tylan Wallace,BAL,DEN,-,-,,0.46,0.33,4.28,0.00,0.07,0.27,0.00
181,Terrace Marshall,CAR,NO,-,-,,0.40,0.30,3.79,0.00,0.06,0.24,0.00
182,Dee Eskridge,SEA,LAR,-,-,,0.35,0.23,3.19,0.00,0.06,0.34,0.00
183,Kendric Pryor,CIN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Racey McMath,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Jalen Nailor,MIN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Isaiah Williams,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Tanner Knue,TB,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Willie Snead,MIA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Dayton Wade,BAL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Kawaan Baker,NE,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Daylen Baldwin,ARI,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Andre Baccellia,ARI,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Alex Bachman,LV,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Kevin Austin,NO,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Ayir Asante,NYG,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Kazmeir Allen,WAS,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sam Schnee,TEN,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Michael Bandy,DEN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,David Sills,DEN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Tyron Billy-Johnson,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mitchell Tinsley,WAS,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Chris Blair,ATL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Raleigh Webb,TB,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Miles Boykin,NYG,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Ramel Keyton,LV,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Jalen Brooks,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Peter LeBlanc,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Phillip Brooks,KC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Denzel Mims,JAX,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Ahmarean Brown,CLE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Dante Pettis,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Martavis Bryant,WAS,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,John Ross,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Cole Burgess,CIN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyrell Shavers,BUF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Deontay Burnett,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Brandon Smith,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Je'Quan Burton,MIA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Freddie Swain,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Hakeem Butler,CIN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Laquon Treadwell,IND,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Terrell Bynum,LV,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Isaiah Washington,BAL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Damiere Byrd,BUF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Sam Wiglusz,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Deon Cain,BUF,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Josh Ali,ATL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Jalon Calhoun,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Keith Kirkwood,BAL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Devin Carter,CAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Matt Landers,NE,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,DeAndre Carter,CHI,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Lance McCutcheon,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Quintez Cephus,HOU,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Anthony Miller,BAL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Joshua Cephus,JAX,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Stanley Morgan,NO,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Irvin Charles,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Bryce Oliver,TEN,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Dan Chisena,ARI,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Cornell Powell,KC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Tyrie Cleveland,IND,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Marcus Riley,NYJ,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Jalen Coker,CAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Braylon Sanders,MIA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Elijah Cooks,JAX,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Ty Scott,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Chase Cota,NYG,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Sterling Shepard,TB,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Britain Covey,PHI,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Steven Sims,HOU,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,River Cracraft,MIA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Xavier Smith,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Cropper,DAL,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Drake Stoops,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Jamison Crowder,WAS,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Thayer Thomas,MIN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Malik Cunningham,BAL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Samori Toure,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Jaelon Darden,CLE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,DJ Turner,LV,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Davion Davis,WAS,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Greg Ward,IND,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Shaquan Davis,NO,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jalen Wayne,GB,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Kaden Davis,DET,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Cody White,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Phillip Dorsett,DEN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Seth Williams,JAX,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Colton Dowell,TEN,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
