,,,Week 18 Game,,,,Fantasy,Receiving,,,Rushing,,
35,Calvin Ridley,TEN,HOU,-,-,,7.64,4.04,54.72,0.33,0.33,1.88,0.00
36,Keenan Allen,CHI,GB,-,-,,7.46,4.82,53.54,0.34,0.11,0.63,0.00
37,Terry McLaurin,WAS,DAL,-,-,,7.39,4.29,56.77,0.28,0.06,0.33,0.00
38,Christian Watson,GB,CHI,-,-,,7.05,3.45,47.31,0.36,0.30,1.63,0.00
39,Rashee Rice,KC,DEN,-,-,,7.00,4.61,49.75,0.33,0.11,0.49,0.00
40,Xavier Worthy,KC,DEN,-,-,,7.00,3.61,48.37,0.34,0.17,1.24,0.00
41,DeAndre Hopkins,TEN,HOU,-,-,,6.69,3.99,47.84,0.31,0.12,0.50,0.00
42,Marquise Brown,KC,DEN,-,-,,6.65,3.47,48.30,0.29,0.18,0.82,0.00
43,Romeo Doubs,GB,CHI,-,-,,6.41,3.67,45.76,0.30,0.06,0.30,0.00
44,Jameson Williams,DET,MIN,-,-,,6.36,3.16,44.81,0.28,0.33,1.94,0.00
45,Ladd McConkey,LAC,LV,-,-,,6.36,3.55,43.21,0.33,0.06,0.61,0.00
46,Mike Williams,NYJ,MIA,-,-,,6.33,3.27,44.97,0.30,0.06,0.30,0.00
47,Dontayvion Wicks,GB,CHI,-,-,,6.27,3.16,41.30,0.34,0.21,0.96,0.00
48,Brian Thomas,JAX,IND,-,-,,6.23,3.47,44.63,0.28,0.11,0.85,0.00
49,Brandin Cooks,DAL,WAS,-,-,,6.15,3.36,41.79,0.31,0.19,1.06,0.00
50,Tyler Lockett,SEA,LAR,-,-,,6.08,3.64,43.68,0.28,0.06,0.28,0.00
51,Keon Coleman,BUF,NE,-,-,,6.07,3.26,43.01,0.29,0.06,0.29,0.00
52,Jaxon Smith-Njigba,SEA,LAR,-,-,,6.00,3.89,42.00,0.29,0.12,0.58,0.00
53,Khalil Shakir,BUF,NE,-,-,,6.00,3.55,42.11,0.29,0.06,0.47,0.00
54,Gabe Davis,JAX,IND,-,-,,5.93,3.10,42.83,0.27,0.05,0.27,0.00
55,Courtland Sutton,DEN,KC,-,-,,5.81,3.19,42.87,0.25,0.05,0.25,0.00
56,Curtis Samuel,BUF,NE,-,-,,5.75,3.36,37.39,0.21,0.67,4.54,0.05
57,Joshua Palmer,LAC,LV,-,-,,5.67,3.02,37.76,0.31,0.05,0.36,0.00
58,Jerry Jeudy,CLE,BAL,-,-,,5.59,3.10,39.60,0.26,0.10,0.67,0.00
59,Josh Downs,IND,JAX,-,-,,5.58,3.60,40.12,0.24,0.18,1.26,0.00
60,Xavier Legette,CAR,ATL,-,-,,5.57,3.07,39.42,0.25,0.18,1.23,0.00
61,Ricky Pearsall,SF,ARI,-,-,,5.53,3.01,36.29,0.30,0.18,1.00,0.00
62,Jahan Dotson,PHI,NYG,-,-,,5.51,3.04,39.40,0.25,0.08,0.66,0.00
63,Malachi Corley,NYJ,MIA,-,-,,5.48,3.43,36.15,0.27,0.41,2.47,0.00
64,Jakobi Meyers,LV,LAC,-,-,,5.45,3.47,39.17,0.23,0.23,1.21,0.00
65,Rashid Shaheed,NO,TB,-,-,,5.44,2.85,38.36,0.22,0.44,2.85,0.00
66,Adonai Mitchell,IND,JAX,-,-,,5.43,3.02,39.42,0.24,0.06,0.48,0.00
67,Roman Wilson,PIT,CIN,-,-,,5.38,2.85,38.30,0.23,0.23,1.65,0.00
68,Darnell Mooney,ATL,CAR,-,-,,5.29,2.83,38.23,0.23,0.11,0.85,0.00
69,Troy Franklin,DEN,KC,-,-,,5.25,2.92,35.90,0.27,0.09,0.35,0.00
70,Diontae Johnson,CAR,ATL,-,-,,5.12,3.74,39.18,0.19,0.10,0.62,0.00
71,Ja'Lynn Polk,NE,BUF,-,-,,5.11,3.08,36.45,0.23,0.06,0.80,0.00
72,DeMario Douglas,NE,BUF,-,-,,5.04,3.26,35.84,0.21,0.31,1.91,0.00
73,Quentin Johnston,LAC,LV,-,-,,4.98,2.84,35.63,0.23,0.06,0.35,0.00
74,Michael Wilson,ARI,SF,-,-,,4.90,2.66,35.56,0.22,0.06,0.28,0.00
75,Marvin Mims,DEN,KC,-,-,,4.86,2.49,34.41,0.21,0.21,1.59,0.00
76,Wan'Dale Robinson,NYG,PHI,-,-,,4.85,3.16,32.31,0.22,0.54,3.00,0.00
77,Rashod Bateman,BAL,CLE,-,-,,4.76,2.63,33.52,0.23,0.06,0.29,0.00
78,Jermaine Burton,CIN,PIT,-,-,,4.68,2.57,32.46,0.23,0.06,0.58,0.00
79,Devontez Walker,BAL,CLE,-,-,,4.66,2.57,31.59,0.24,0.08,0.56,0.00
80,Adam Thielen,CAR,ATL,-,-,,4.48,3.30,33.03,0.19,0.05,0.34,0.00
81,Jalen McMillan,TB,NO,-,-,,4.47,2.92,30.91,0.21,0.16,1.17,0.00
82,Darius Slayton,NYG,PHI,-,-,,4.10,2.11,30.50,0.17,0.06,0.28,0.00
83,Tyler Boyd,TEN,HOU,-,-,,3.99,2.73,28.59,0.18,0.12,0.47,0.00
84,Greg Dortch,ARI,SF,-,-,,3.97,2.93,28.72,0.16,0.27,1.33,0.00
85,Kendrick Bourne,NE,BUF,-,-,,3.84,2.17,27.49,0.17,0.11,0.67,0.00
86,Demarcus Robinson,LAR,SEA,-,-,,3.77,1.98,24.63,0.21,0.04,0.46,0.00
87,Zay Jones,ARI,SF,-,-,,3.46,2.08,24.64,0.16,0.11,0.38,0.00
88,Odell Beckham,MIA,NYJ,-,-,,3.46,1.93,23.98,0.17,0.06,0.40,0.00
89,K.J. Osborn,NE,BUF,-,-,,3.44,1.84,23.86,0.17,0.06,0.34,0.00
90,Elijah Moore,CLE,BAL,-,-,,3.42,2.12,23.03,0.17,0.22,1.01,0.00
91,Javon Baker,NE,BUF,-,-,,3.41,1.98,24.00,0.15,0.15,1.09,0.00
92,DJ Chark,LAC,LV,-,-,,3.20,1.76,23.23,0.14,0.05,0.32,0.00
93,Jalen Tolbert,DAL,WAS,-,-,,3.10,1.92,22.27,0.14,0.05,0.34,0.00
94,Marquez Valdes-Scantling,BUF,NE,-,-,,3.09,1.31,19.80,0.18,0.09,0.26,0.00
95,Jalin Hyatt,NYG,PHI,-,-,,2.96,1.45,21.61,0.13,0.06,0.19,0.00
96,A.T. Perry,NO,TB,-,-,,2.87,1.46,20.65,0.13,0.07,0.26,0.00
97,Tre Tucker,LV,LAC,-,-,,2.84,1.69,18.00,0.14,0.33,1.97,0.00
98,Tyler Scott,CHI,GB,-,-,,2.84,1.58,17.91,0.14,0.43,2.09,0.00
99,Josh Reynolds,DEN,KC,-,-,,2.77,1.64,20.86,0.11,0.05,0.27,0.00
100,Treylon Burks,TEN,HOU,-,-,,2.74,1.50,19.52,0.11,0.26,1.28,0.00
101,Noah Brown,HOU,TEN,-,-,,2.64,1.29,17.81,0.14,0.07,0.21,0.00
102,Jake Bobo,SEA,LAR,-,-,,2.63,1.43,17.61,0.14,0.07,0.29,0.00
103,Alec Pierce,IND,JAX,-,-,,2.63,1.31,20.02,0.10,0.05,0.26,0.00
104,Trey Palmer,TB,NO,-,-,,2.50,1.46,17.95,0.10,0.21,1.04,0.00
105,Van Jefferson,PIT,CIN,-,-,,2.49,1.38,17.63,0.11,0.11,0.69,0.00
106,KJ Hamler,BUF,NE,-,-,,2.46,1.17,16.18,0.13,0.13,0.65,0.00
107,Jonathan Mingo,CAR,ATL,-,-,,2.44,1.44,17.29,0.11,0.04,0.46,0.00
108,Malik Washington,MIA,NYJ,-,-,,2.42,1.31,16.79,0.10,0.20,1.42,0.00
109,Kalif Raymond,DET,MIN,-,-,,2.41,1.26,15.83,0.10,0.35,2.22,0.00
110,Jauan Jennings,SF,ARI,-,-,,2.38,1.38,16.87,0.11,0.04,0.37,0.00
111,Cedric Tillman,CLE,BAL,-,-,,2.37,1.26,16.79,0.11,0.06,0.29,0.00
112,Cedrick Wilson,NO,TB,-,-,,2.29,1.26,15.95,0.11,0.06,0.34,0.00
113,Andrei Iosivas,CIN,PIT,-,-,,2.27,1.26,15.75,0.11,0.04,0.36,0.00
114,Parker Washington,JAX,IND,-,-,,2.25,1.39,14.88,0.12,0.12,0.46,0.00
115,Calvin Austin,PIT,CIN,-,-,,2.18,1.31,13.96,0.09,0.39,2.39,0.00
116,Dyami Brown,WAS,DAL,-,-,,2.11,1.18,14.17,0.11,0.11,0.32,0.00
117,Brenden Rice,LAC,LV,-,-,,2.09,1.15,14.44,0.10,0.10,0.42,0.00
118,Allen Lazard,NYJ,MIA,-,-,,2.02,0.98,13.36,0.11,0.11,0.22,0.00
119,Tutu Atwell,LAR,SEA,-,-,,1.99,1.20,15.25,0.06,0.19,1.07,0.00
120,Chris Moore,ARI,SF,-,-,,1.94,1.04,13.01,0.09,0.19,0.94,0.00
121,Mecole Hardman,KC,DEN,-,-,,1.91,0.92,12.11,0.08,0.34,2.19,0.00
122,Bo Melton,GB,CHI,-,-,,1.89,0.91,11.98,0.11,0.04,0.32,0.00
123,Justin Watson,KC,DEN,-,-,,1.83,0.99,12.91,0.09,0.00,0.00,0.00
124,Robert Woods,HOU,TEN,-,-,,1.81,1.20,12.30,0.09,0.09,0.37,0.00
125,Braxton Berrios,MIA,NYJ,-,-,,1.73,1.19,11.82,0.08,0.08,0.63,0.00
126,Tim Patrick,DEN,KC,-,-,,1.69,0.97,11.89,0.08,0.05,0.23,0.00
127,Kadarius Toney,KC,DEN,-,-,,1.68,0.83,10.25,0.06,0.48,2.92,0.00
128,David Bell,CLE,BAL,-,-,,1.62,1.04,11.06,0.08,0.08,0.32,0.00
129,Russell Gage,BAL,CLE,-,-,,1.59,0.89,10.18,0.09,0.09,0.27,0.00
130,D.J. Montgomery,IND,JAX,-,-,,1.58,0.99,11.82,0.06,0.06,0.37,0.00
131,Brandon Johnson,DEN,KC,-,-,,1.56,0.82,10.18,0.08,0.08,0.57,0.00
132,Xavier Hutchinson,HOU,TEN,-,-,,1.53,0.85,10.57,0.06,0.18,1.15,0.00
133,Donovan Peoples-Jones,DET,MIN,-,-,,1.52,0.82,11.35,0.06,0.06,0.25,0.00
134,Quez Watkins,PIT,CIN,-,-,,1.50,0.80,11.13,0.06,0.06,0.28,0.00
135,Nelson Agholor,BAL,CLE,-,-,,1.49,0.80,9.90,0.08,0.08,0.24,0.00
136,KaVontae Turpin,DAL,WAS,-,-,,1.48,0.68,7.71,0.06,0.56,3.48,0.00
137,Rakim Jarrett,TB,NO,-,-,,1.45,0.83,10.34,0.06,0.12,0.59,0.00
138,Johnny Wilson,PHI,NYG,-,-,,1.43,0.87,10.39,0.06,0.06,0.31,0.00
139,Isaiah Hodgins,NYG,PHI,-,-,,1.42,0.80,10.40,0.06,0.06,0.23,0.00
140,Nick Westbrook-Ikhine,TEN,HOU,-,-,,1.41,0.74,10.31,0.06,0.06,0.23,0.00
141,Derius Davis,LAC,LV,-,-,,1.40,0.69,8.67,0.06,0.29,1.72,0.00
142,Xavier Gipson,NYJ,MIA,-,-,,1.40,0.85,9.12,0.06,0.24,1.27,0.00
143,John Metchie,HOU,TEN,-,-,,1.39,0.85,9.78,0.06,0.06,0.48,0.00
144,Cornelius Johnson,LAC,LV,-,-,,1.35,0.65,9.87,0.06,0.00,0.00,0.00
145,Charlie Jones,CIN,PIT,-,-,,1.33,0.74,9.46,0.06,0.06,0.28,0.00
146,Parris Campbell,PHI,NYG,-,-,,1.31,0.85,9.18,0.06,0.06,0.30,0.00
147,Trent Sherfield,MIN,DET,-,-,,1.30,0.72,9.21,0.06,0.06,0.22,0.00
148,Brandon Powell,MIN,DET,-,-,,1.30,0.80,8.04,0.06,0.23,1.31,0.00
149,Ray-Ray McCloud,ATL,CAR,-,-,,1.27,0.73,8.02,0.06,0.18,1.08,0.00
150,Malik Heath,GB,CHI,-,-,,1.24,0.66,7.95,0.07,0.07,0.22,0.00
151,Jason Brownlee,NYJ,MIA,-,-,,1.24,0.69,8.62,0.06,0.06,0.19,0.00
152,Ainias Smith,PHI,NYG,-,-,,1.23,0.65,8.34,0.06,0.06,0.36,0.00
153,Antoine Green,DET,MIN,-,-,,1.23,0.74,8.67,0.06,0.00,0.00,0.00
154,Jacob Cowing,SF,ARI,-,-,,1.23,0.68,8.30,0.06,0.06,0.37,0.00
155,Olamide Zaccheaus,WAS,DAL,-,-,,1.22,0.68,8.32,0.06,0.06,0.28,0.00
156,Skyy Moore,KC,DEN,-,-,,1.21,0.74,7.95,0.06,0.12,0.55,0.00
157,Kayshon Boutte,NE,BUF,-,-,,1.20,0.65,8.10,0.06,0.06,0.29,0.00
158,Jordan Whittington,LAR,SEA,-,-,,1.19,0.71,8.30,0.06,0.00,0.00,0.00
159,Bub Means,NO,TB,-,-,,1.19,0.69,8.32,0.06,0.00,0.00,0.00
160,Ronnie Bell,SF,ARI,-,-,,1.18,0.66,7.99,0.06,0.06,0.24,0.00
161,Ryan Flournoy,DAL,WAS,-,-,,1.17,0.71,8.14,0.06,0.00,0.00,0.00
162,Jamari Thrash,CLE,BAL,-,-,,1.17,0.61,7.77,0.06,0.06,0.33,0.00
163,Casey Washington,ATL,CAR,-,-,,1.15,0.62,7.90,0.06,0.00,0.00,0.00
164,Tahj Washington,MIA,NYJ,-,-,,1.14,0.65,7.76,0.06,0.00,0.00,0.00
165,Marcus Rosemy-Jacksaint,WAS,DAL,-,-,,1.11,0.56,7.12,0.06,0.06,0.34,0.00
166,Mack Hollins,BUF,NE,-,-,,1.10,0.57,7.36,0.06,0.00,0.00,0.00
167,Trenton Irwin,CIN,PIT,-,-,,1.09,0.54,7.08,0.06,0.06,0.24,0.00
168,Jalen Guyton,LV,LAC,-,-,,1.08,0.53,6.95,0.06,0.06,0.23,0.00
169,Tyquan Thornton,NE,BUF,-,-,,1.07,0.51,6.61,0.06,0.11,0.45,0.00
170,Zach Pascal,ARI,SF,-,-,,1.06,0.51,6.73,0.06,0.06,0.23,0.00
171,Tejhaun Palmer,ARI,SF,-,-,,1.06,0.63,7.03,0.06,0.00,0.00,0.00
172,Luke McCaffrey,WAS,DAL,-,-,,1.06,0.71,7.78,0.04,0.08,0.37,0.00
173,Michael Woods,CLE,BAL,-,-,,1.06,0.51,6.79,0.06,0.06,0.23,0.00
174,David Moore,CAR,ATL,-,-,,1.04,0.48,7.16,0.05,0.05,0.27,0.00
175,Devaughn Vele,DEN,KC,-,-,,1.04,0.55,6.79,0.06,0.00,0.00,0.00
176,Allen Robinson,NYG,PHI,-,-,,1.03,0.63,6.45,0.06,0.06,0.23,0.00
177,Chris Conley,SF,ARI,-,-,,1.03,0.52,6.43,0.06,0.06,0.23,0.00
178,Ben Skowronek,HOU,TEN,-,-,,1.03,0.53,6.48,0.06,0.06,0.23,0.00
179,Deonte Harty,BAL,CLE,-,-,,1.02,0.48,5.71,0.06,0.18,0.90,0.00
180,Justyn Ross,KC,DEN,-,-,,1.00,0.50,6.39,0.06,0.00,0.00,0.00
181,Anthony Gould,IND,JAX,-,-,,0.99,0.52,6.29,0.06,0.00,0.00,0.00
182,Ashton Dulin,IND,JAX,-,-,,0.98,0.53,5.98,0.06,0.06,0.23,0.00
183,Isaiah McKenzie,NYG,PHI,-,-,,0.94,0.60,5.88,0.05,0.11,0.55,0.00
184,Danny Gray,SF,ARI,-,-,,0.94,0.41,5.56,0.06,0.06,0.24,0.00
185,Tim Jones,JAX,IND,-,-,,0.93,0.46,5.49,0.06,0.06,0.23,0.00
186,Jalen Reagor,NE,BUF,-,-,,0.90,0.44,5.82,0.05,0.05,0.22,0.00
187,Equanimeous St. Brown,NO,TB,-,-,,0.89,0.39,5.07,0.06,0.06,0.22,0.00
188,Jha'Quan Jackson,TEN,HOU,-,-,,0.73,0.71,7.29,0.00,0.00,0.00,0.00
189,Laviska Shenault,SEA,LAR,-,-,,0.70,0.35,3.99,0.00,0.64,3.01,0.00
190,Kyle Philips,TEN,HOU,-,-,,0.60,0.58,5.82,0.00,0.00,0.15,0.00
191,Byron Pringle,WAS,DAL,-,-,,0.53,0.43,5.04,0.00,0.00,0.29,0.00
192,Devin Duvernay,JAX,IND,-,-,,0.47,0.31,3.96,0.00,0.12,0.74,0.00
193,Tylan Wallace,BAL,CLE,-,-,,0.44,0.32,4.12,0.00,0.06,0.26,0.00
194,Scotty Miller,PIT,CIN,-,-,,0.41,0.30,3.89,0.00,0.06,0.24,0.00
195,Terrace Marshall,CAR,ATL,-,-,,0.40,0.29,3.77,0.00,0.06,0.24,0.00
196,Dee Eskridge,SEA,LAR,-,-,,0.34,0.22,3.09,0.00,0.06,0.33,0.00
197,Ryan Miller,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Bryce Oliver,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Josh Ali,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Peter LeBlanc,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mason Tipton,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Raleigh Webb,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kawaan Baker,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Steven Sims,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Andre Baccellia,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Alex Bachman,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Marcus Riley,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Daylen Baldwin,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Ty Scott,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Bandy,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Drake Stoops,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyron Billy-Johnson,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,David Wallis,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Chris Blair,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Miles Boykin,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Tanner Knue,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Phillip Brooks,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Lance McCutcheon,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Jalen Brooks,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Stanley Morgan,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Ahmarean Brown,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Cornell Powell,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Martavis Bryant,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Cole Burgess,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Deontay Burnett,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Je'Quan Burton,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Trent Taylor,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Hakeem Butler,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Brycen Tremayne,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Terrell Bynum,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Damiere Byrd,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Sam Wiglusz,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Deon Cain,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jalon Calhoun,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Keith Kirkwood,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Devin Carter,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Matt Landers,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,DeAndre Carter,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tay Martin,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Quintez Cephus,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Racey McMath,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Joshua Cephus,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Denzel Mims,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Irvin Charles,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Nailor,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dan Chisena,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Dante Pettis,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Robbie Chosen,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Tyrie Cleveland,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Jalen Coker,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Elijah Cooks,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jacob Copeland,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Chase Cota,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Britain Covey,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Willie Snead,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,River Cracraft,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
