,,,Week 3 Game,,,,Fantasy,Receiving,,,Rushing,,
23,Dawson Knox,BUF,JAX,-,-,,3.15,1.83,20.05,0.19,0.00,0.00,0.00
24,Juwan Johnson,NO,PHI,-,-,,3.09,1.85,20.73,0.17,0.00,0.00,0.00
25,Tyler Conklin,NYJ,NE,-,-,,3.08,2.25,22.42,0.14,0.00,0.00,0.00
26,Isaiah Likely,BAL,DAL,-,-,,3.07,1.91,21.11,0.16,0.00,0.00,0.00
27,Ja'Tavion Sanders,CAR,LV,-,-,,3.00,1.79,19.81,0.17,0.00,0.00,0.00
28,Noah Fant,SEA,MIA,-,-,,2.92,2.12,21.43,0.13,0.00,0.00,0.00
29,Colby Parkinson,LAR,SF,-,-,,2.88,1.78,19.20,0.16,0.00,0.00,0.00
30,Michael Mayer,LV,CAR,-,-,,2.80,1.85,19.63,0.14,0.00,0.00,0.00
31,Hunter Henry,NE,NYJ,-,-,,2.76,1.91,19.22,0.14,0.00,0.00,0.00
32,Gerald Everett,CHI,IND,-,-,,2.60,1.73,17.56,0.14,0.00,0.00,0.00
33,Theo Johnson,NYG,CLE,-,-,,2.45,1.59,16.72,0.13,0.00,0.00,0.00
34,Noah Gray,KC,ATL,-,-,,2.40,1.52,16.24,0.13,0.00,0.00,0.00
35,Tanner Hudson,CIN,WAS,-,-,,2.39,1.54,15.45,0.14,0.00,0.00,0.00
36,Will Mallory,IND,CHI,-,-,,2.34,1.65,17.42,0.10,0.00,0.00,0.00
37,Durham Smythe,MIA,SEA,-,-,,2.29,1.38,13.94,0.15,0.00,0.00,0.00
38,Jelani Woods,IND,CHI,-,-,,2.28,1.44,16.21,0.11,0.00,0.00,0.00
39,Mike Gesicki,CIN,WAS,-,-,,2.28,1.48,16.21,0.11,0.00,0.00,0.00
40,Tyler Higbee,LAR,SF,-,-,,2.12,1.34,14.00,0.12,0.00,0.00,0.00
41,Cade Stover,HOU,MIN,-,-,,2.05,1.42,15.09,0.09,0.00,0.00,0.00
42,Josh Whyle,TEN,GB,-,-,,2.00,1.31,13.40,0.11,0.00,0.00,0.00
43,Jaheim Bell,NE,NYJ,-,-,,1.99,1.21,13.33,0.11,0.00,0.00,0.00
44,Brevin Jordan,HOU,MIN,-,-,,1.94,1.28,13.39,0.10,0.00,0.00,0.00
45,Greg Dulcich,DEN,TB,-,-,,1.88,1.36,14.04,0.08,0.00,0.00,0.00
46,Hayden Hurst,LAC,PIT,-,-,,1.85,1.27,13.08,0.09,0.00,0.00,0.00
47,Zach Ertz,WAS,CIN,-,-,,1.85,1.45,13.71,0.08,0.00,0.00,0.00
48,Jonnu Smith,MIA,SEA,-,-,,1.69,1.13,11.45,0.09,0.00,0.00,0.00
49,Donald Parham,LAC,PIT,-,-,,1.56,0.85,9.04,0.11,0.00,0.00,0.00
50,Jeremy Ruckert,NYJ,NE,-,-,,1.49,1.07,11.29,0.06,0.00,0.00,0.00
51,Tommy Tremble,CAR,LV,-,-,,1.41,0.98,10.45,0.06,0.00,0.00,0.00
52,Kylen Granson,IND,CHI,-,-,,1.40,1.02,10.40,0.06,0.00,0.00,0.00
53,Johnny Mundt,MIN,HOU,-,-,,1.36,0.97,9.98,0.06,0.00,0.00,0.00
54,Lucas Krull,DEN,TB,-,-,,1.26,0.84,8.96,0.06,0.00,0.00,0.00
55,Drew Sample,CIN,WAS,-,-,,1.25,0.79,8.34,0.07,0.00,0.00,0.00
56,Elijah Higgins,ARI,DET,-,-,,1.24,0.86,8.78,0.06,0.00,0.00,0.00
57,AJ Barner,SEA,MIA,-,-,,1.23,0.81,8.68,0.06,0.00,0.00,0.00
58,Tanner McLachlan,CIN,WAS,-,-,,1.23,0.79,8.14,0.07,0.00,0.00,0.00
59,Darnell Washington,PIT,LAC,-,-,,1.23,0.85,8.67,0.06,0.00,0.00,0.00
60,Robert Tonyan,MIN,HOU,-,-,,1.22,0.84,8.55,0.06,0.00,0.00,0.00
61,Peyton Hendershot,DAL,BAL,-,-,,1.19,0.82,8.25,0.06,0.00,0.00,0.00
62,Jared Wiley,KC,ATL,-,-,,1.19,0.78,8.27,0.06,0.00,0.00,0.00
63,Payne Durham,TB,DEN,-,-,,1.17,0.80,8.08,0.06,0.00,0.00,0.00
64,Davis Allen,LAR,SF,-,-,,1.17,0.80,8.14,0.06,0.00,0.00,0.00
65,Devin Culp,TB,DEN,-,-,,1.15,0.76,7.88,0.06,0.00,0.00,0.00
66,Brenton Strange,JAX,BUF,-,-,,1.15,0.79,7.94,0.06,0.00,0.00,0.00
67,Adam Trautman,DEN,TB,-,-,,1.12,0.75,7.58,0.06,0.00,0.00,0.00
68,Dallin Holker,NO,PHI,-,-,,1.12,0.73,7.58,0.06,0.00,0.00,0.00
69,Tip Reiman,ARI,DET,-,-,,1.10,0.74,7.43,0.06,0.00,0.00,0.00
70,Harrison Bryant,LV,CAR,-,-,,1.09,0.72,7.27,0.06,0.00,0.00,0.00
71,Irv Smith,KC,ATL,-,-,,1.05,0.65,6.90,0.06,0.00,0.00,0.00
72,Brock Wright,DET,ARI,-,-,,1.02,0.66,6.59,0.06,0.00,0.00,0.00
73,Josh Oliver,MIN,HOU,-,-,,1.00,0.61,6.38,0.06,0.00,0.00,0.00
74,Mo Alie-Cox,IND,CHI,-,-,,0.99,0.59,6.30,0.06,0.00,0.00,0.00
75,Daniel Bellinger,NYG,CLE,-,-,,0.98,0.66,6.78,0.05,0.00,0.00,0.00
76,Jody Fortson,MIA,SEA,-,-,,0.97,0.58,6.13,0.06,0.00,0.00,0.00
77,Foster Moreau,NO,PHI,-,-,,0.93,0.60,6.32,0.05,0.00,0.00,0.00
78,Jack Stoll,NYG,CLE,-,-,,0.90,0.51,5.36,0.06,0.00,0.00,0.00
79,Luke Schoonmaker,DAL,BAL,-,-,,0.88,0.48,5.23,0.06,0.00,0.00,0.00
80,Will Dissly,LAC,PIT,-,-,,0.86,0.55,5.57,0.05,0.00,0.00,0.00
81,Quintin Morris,BUF,JAX,-,-,,0.86,0.50,4.99,0.06,0.00,0.00,0.00
82,Cole Turner,WAS,CIN,-,-,,0.85,0.45,4.87,0.06,0.00,0.00,0.00
83,Stone Smartt,LAC,PIT,-,-,,0.85,0.45,4.85,0.06,0.00,0.00,0.00
84,Austin Hooper,NE,NYJ,-,-,,0.85,0.56,5.54,0.05,0.00,0.00,0.00
85,Jordan Akins,CLE,NYG,-,-,,0.84,0.48,4.81,0.06,0.00,0.00,0.00
86,Pharaoh Brown,SEA,MIA,-,-,,0.80,0.43,4.44,0.06,0.00,0.00,0.00
87,Connor Heyward,PIT,LAC,-,-,,0.36,0.33,3.63,0.00,0.00,0.00,0.00
88,Ian Thomas,CAR,LV,-,-,,0.35,0.31,3.46,0.00,0.00,0.00,0.00
89,Charlie Kolar,BAL,DAL,-,-,,0.30,0.29,2.95,0.00,0.00,0.00,0.00
90,Josiah Deguara,JAX,BUF,-,-,,0.29,0.28,2.89,0.00,0.00,0.00,0.00
91,John Bates,WAS,CIN,-,-,,0.28,0.27,2.80,0.00,0.00,0.00,0.00
92,Albert Okwuegbunam,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tre' McKitty,BUF,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Patrick Murtagh,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Jordan Thomas,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Chris Manhertz,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Eric Saubert,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Geor'quarius Spivey,KC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Kenny Yeboah,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Tomlinson,IND,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Joel Wilson,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Colson Yankoff,WAS,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Rodney Williams,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Blake Whiteheart,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,David Wells,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jacob Warren,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Logan Thomas,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Nick Vannett,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Nate Adkins,DEN,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Erick All,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
