,,,Week 1 Game,,,,Fantasy,Receiving,,,Rushing,,
20,Brandon Aiyuk,SF,NYJ,SF,-4.0,44.0,8.96,4.34,64.10,0.42,0.06,0.30,0.00
21,Amari Cooper,CLE,DAL,CLE,-2.0,43.0,8.94,4.38,64.54,0.41,0.06,0.30,0.00
22,DJ Moore,CHI,TEN,CHI,-4.5,43.5,8.84,4.61,62.37,0.41,0.24,1.42,0.00
23,DeVonta Smith,PHI,GB,PHI,-2.0,48.5,8.69,5.25,64.34,0.37,0.06,0.37,0.00
24,Tank Dell,HOU,IND,HOU,-2.0,49.0,8.50,4.73,60.02,0.35,0.71,4.02,0.00
25,Davante Adams,LV,LAC,LAC,3.5,42.5,8.45,5.29,63.20,0.35,0.06,0.29,0.00
26,Rashee Rice,KC,BAL,KC,-2.5,46.5,8.35,5.47,58.93,0.40,0.13,0.61,0.00
27,Malik Nabers,NYG,MIN,-,-,,8.24,4.46,60.48,0.35,0.12,0.88,0.00
28,Christian Kirk,JAX,MIA,MIA,3.5,49.0,8.21,4.74,60.41,0.35,0.12,0.64,0.00
29,Keenan Allen,CHI,TEN,CHI,-4.5,43.5,8.16,5.23,58.06,0.38,0.13,0.69,0.00
30,Jordan Addison,MIN,NYG,-,-,,7.99,4.13,57.23,0.36,0.18,1.09,0.00
31,Michael Pittman,IND,HOU,HOU,2,49.0,7.96,5.42,60.65,0.31,0.06,0.31,0.00
32,George Pickens,PIT,ATL,ATL,3,41.5,7.93,3.91,58.97,0.33,0.11,0.55,0.00
33,Jayden Reed,GB,PHI,PHI,2,48.5,7.89,4.23,52.78,0.30,0.77,4.53,0.06
34,Zay Flowers,BAL,KC,KC,2.5,46.5,7.79,4.69,53.91,0.35,0.46,2.95,0.00
35,Calvin Ridley,TEN,CHI,CHI,4.5,43.5,7.67,4.07,55.05,0.33,0.33,1.89,0.00
36,Chris Godwin,TB,WAS,TB,-3.0,42.0,7.64,5.10,57.48,0.29,0.23,1.53,0.00
37,Rome Odunze,CHI,TEN,CHI,-4.5,43.5,7.52,4.02,54.42,0.34,0.06,0.40,0.00
38,Xavier Worthy,KC,BAL,KC,-2.5,46.5,7.47,3.82,51.23,0.37,0.18,1.31,0.00
39,Terry McLaurin,WAS,TB,TB,3,42.0,7.42,4.28,56.48,0.29,0.06,0.33,0.00
40,Joshua Palmer,LAC,LV,LAC,-3.5,42.5,6.97,3.81,47.61,0.36,0.06,0.45,0.00
41,Christian Watson,GB,PHI,PHI,2,48.5,6.95,3.38,46.30,0.36,0.30,1.60,0.00
42,Romeo Doubs,GB,PHI,PHI,2,48.5,6.91,3.97,49.58,0.32,0.07,0.32,0.00
43,Curtis Samuel,BUF,ARI,BUF,-6.0,48.0,6.84,3.98,44.42,0.25,0.79,5.40,0.06
44,Courtland Sutton,DEN,SEA,SEA,5,42.0,6.66,3.59,48.33,0.30,0.06,0.30,0.00
45,Marquise Brown,KC,BAL,KC,-2.5,46.5,6.57,3.41,47.49,0.29,0.17,0.81,0.00
46,Gabe Davis,JAX,MIA,MIA,3.5,49.0,6.53,3.21,46.35,0.31,0.06,0.31,0.00
47,Diontae Johnson,CAR,NO,NO,4,40.0,6.51,4.60,48.18,0.27,0.12,0.76,0.00
48,DeAndre Hopkins,TEN,CHI,CHI,4.5,43.5,6.50,3.88,46.54,0.30,0.12,0.49,0.00
49,Ladd McConkey,LAC,LV,LAC,-3.5,42.5,6.48,3.59,43.78,0.34,0.06,0.62,0.00
50,Jameson Williams,DET,LAR,DET,-3.5,51.0,6.43,3.21,45.55,0.28,0.34,1.97,0.00
51,Tyler Lockett,SEA,DEN,SEA,-5.0,42.0,6.42,3.82,45.87,0.30,0.06,0.30,0.00
52,Keon Coleman,BUF,ARI,BUF,-6.0,48.0,6.35,3.43,45.23,0.30,0.06,0.30,0.00
53,Khalil Shakir,BUF,ARI,BUF,-6.0,48.0,6.34,3.74,44.28,0.31,0.06,0.49,0.00
54,Brian Thomas,JAX,MIA,MIA,3.5,49.0,6.33,3.50,45.02,0.29,0.11,0.86,0.00
55,Jaxon Smith-Njigba,SEA,DEN,SEA,-5.0,42.0,6.27,4.09,44.10,0.30,0.12,0.61,0.00
56,Wan'Dale Robinson,NYG,MIN,-,-,,6.15,3.99,40.87,0.28,0.70,3.80,0.00
57,Demarcus Robinson,LAR,DET,DET,3.5,51.0,6.03,3.34,41.52,0.30,0.07,0.77,0.00
58,Mike Williams,NYJ,SF,SF,4,44.0,5.90,3.05,41.87,0.28,0.06,0.28,0.00
59,Jakobi Meyers,LV,LAC,LAC,3.5,42.5,5.84,3.74,42.34,0.24,0.25,1.31,0.00
60,Jerry Jeudy,CLE,DAL,CLE,-2.0,43.0,5.82,3.23,41.25,0.27,0.11,0.70,0.00
61,Rashid Shaheed,NO,CAR,NO,-4.0,40.0,5.63,2.94,39.59,0.23,0.45,2.94,0.00
62,Brandin Cooks,DAL,CLE,CLE,2,43.0,5.59,3.06,38.14,0.28,0.17,0.96,0.00
63,Jahan Dotson,PHI,GB,PHI,-2.0,48.5,5.59,3.10,40.25,0.25,0.08,0.67,0.00
64,Ricky Pearsall,SF,NYJ,SF,-4.0,44.0,5.56,3.04,36.60,0.30,0.18,1.01,0.00
65,Josh Downs,IND,HOU,HOU,2,49.0,5.52,3.55,39.60,0.24,0.18,1.24,0.00
66,Adonai Mitchell,IND,HOU,HOU,2,49.0,5.38,2.98,38.92,0.24,0.06,0.48,0.00
67,Adam Thielen,CAR,NO,NO,4,40.0,5.37,3.95,39.47,0.23,0.06,0.41,0.00
68,Michael Wilson,ARI,BUF,BUF,6,48.0,5.34,2.89,38.71,0.24,0.06,0.30,0.00
69,Malachi Corley,NYJ,SF,SF,4,44.0,5.16,3.19,33.66,0.26,0.38,2.30,0.00
70,Dontayvion Wicks,GB,PHI,PHI,2,48.5,5.13,2.58,33.68,0.28,0.17,0.78,0.00
71,Jalen Tolbert,DAL,CLE,CLE,2,43.0,5.04,3.10,36.07,0.23,0.08,0.55,0.00
72,K.J. Osborn,NE,CIN,CIN,9,42.5,5.02,2.69,34.72,0.25,0.08,0.48,0.00
73,Jermaine Burton,CIN,NE,CIN,-9.0,42.5,5.01,2.73,34.48,0.25,0.06,0.62,0.00
74,Jalen McMillan,TB,WAS,TB,-3.0,42.0,4.95,3.25,34.42,0.23,0.18,1.30,0.00
75,Darnell Mooney,ATL,PIT,ATL,-3.0,41.5,4.92,2.66,35.84,0.21,0.11,0.80,0.00
76,DJ Chark,LAC,LV,LAC,-3.5,42.5,4.86,2.70,35.52,0.21,0.07,0.49,0.00
77,Andrei Iosivas,CIN,NE,CIN,-9.0,42.5,4.74,2.68,33.46,0.22,0.08,0.76,0.00
78,Ja'Lynn Polk,NE,CIN,CIN,9,42.5,4.73,2.86,33.95,0.21,0.05,0.74,0.00
79,DeMario Douglas,NE,CIN,CIN,9,42.5,4.66,3.03,33.38,0.19,0.29,1.78,0.00
80,Treylon Burks,TEN,CHI,CHI,4.5,43.5,4.58,2.49,32.29,0.19,0.43,2.12,0.00
81,Rashod Bateman,BAL,KC,KC,2.5,46.5,4.56,2.52,32.09,0.22,0.05,0.27,0.00
82,Greg Dortch,ARI,BUF,BUF,6,48.0,4.50,3.33,32.73,0.18,0.30,1.51,0.00
83,Roman Wilson,PIT,ATL,ATL,3,41.5,4.49,2.39,32.13,0.19,0.19,1.38,0.00
84,Darius Slayton,NYG,MIN,-,-,,4.23,2.20,31.79,0.17,0.06,0.29,0.00
85,Tre Tucker,LV,LAC,LAC,3.5,42.5,4.18,2.46,26.27,0.21,0.48,2.88,0.00
86,Marvin Mims,DEN,SEA,SEA,5,42.0,4.13,2.29,30.85,0.15,0.19,1.44,0.00
87,Troy Franklin,DEN,SEA,SEA,5,42.0,4.13,2.36,29.09,0.20,0.07,0.25,0.00
88,Xavier Legette,CAR,NO,NO,4,40.0,3.96,2.17,27.92,0.18,0.13,0.87,0.00
89,Jonathan Mingo,CAR,NO,NO,4,40.0,3.94,2.33,27.87,0.18,0.06,0.73,0.00
90,Josh Reynolds,DEN,SEA,SEA,5,42.0,3.92,2.30,29.24,0.16,0.08,0.39,0.00
91,Tyler Boyd,TEN,CHI,CHI,4.5,43.5,3.85,2.65,27.81,0.17,0.12,0.46,0.00
92,Odell Beckham,MIA,JAX,MIA,-3.5,49.0,3.81,2.11,26.26,0.19,0.06,0.43,0.00
93,Zay Jones,ARI,BUF,BUF,6,48.0,3.59,2.14,25.33,0.17,0.11,0.39,0.00
94,Kendrick Bourne,NE,CIN,CIN,9,42.5,3.58,2.03,25.61,0.16,0.10,0.62,0.00
95,Alec Pierce,IND,HOU,HOU,2,49.0,3.57,1.76,26.94,0.14,0.07,0.36,0.00
96,Van Jefferson,PIT,ATL,ATL,3,41.5,3.54,1.94,24.84,0.16,0.16,0.98,0.00
97,Elijah Moore,CLE,DAL,CLE,-2.0,43.0,3.52,2.21,23.98,0.17,0.23,1.05,0.00
98,Devontez Walker,BAL,KC,KC,2.5,46.5,3.50,1.93,23.76,0.18,0.06,0.42,0.00
99,Tim Patrick,DEN,SEA,SEA,5,42.0,3.49,1.94,24.23,0.17,0.10,0.47,0.00
100,Quentin Johnston,LAC,LV,LAC,-3.5,42.5,3.46,1.97,24.71,0.16,0.04,0.24,0.00
101,Kalif Raymond,DET,LAR,DET,-3.5,51.0,3.45,1.82,22.88,0.14,0.51,3.21,0.00
102,Dyami Brown,WAS,TB,TB,3,42.0,3.25,1.86,22.39,0.16,0.17,0.51,0.00
103,Olamide Zaccheaus,WAS,TB,TB,3,42.0,3.24,1.63,22.01,0.16,0.15,0.74,0.00
104,Marquez Valdes-Scantling,BUF,ARI,BUF,-6.0,48.0,3.19,1.38,20.82,0.18,0.09,0.28,0.00
105,Jalin Hyatt,NYG,MIN,-,-,,3.05,1.51,22.52,0.13,0.07,0.20,0.00
106,A.T. Perry,NO,CAR,NO,-4.0,40.0,3.00,1.50,21.32,0.14,0.07,0.27,0.00
107,Calvin Austin,PIT,ATL,ATL,3,41.5,2.94,1.77,18.93,0.12,0.52,3.25,0.00
108,Jake Bobo,SEA,DEN,SEA,-5.0,42.0,2.78,1.50,18.49,0.15,0.08,0.30,0.00
109,Noah Brown,HOU,IND,HOU,-2.0,49.0,2.75,1.32,18.27,0.15,0.07,0.22,0.00
110,KJ Hamler,BUF,ARI,BUF,-6.0,48.0,2.61,1.23,17.02,0.14,0.14,0.68,0.00
111,Cedric Tillman,CLE,DAL,CLE,-2.0,43.0,2.50,1.31,17.48,0.12,0.06,0.30,0.00
112,Trey Palmer,TB,WAS,TB,-3.0,42.0,2.49,1.45,17.87,0.10,0.21,1.04,0.00
113,Cedrick Wilson,NO,CAR,NO,-4.0,40.0,2.40,1.30,16.46,0.12,0.06,0.36,0.00
114,Jauan Jennings,SF,NYJ,SF,-4.0,44.0,2.40,1.39,17.02,0.11,0.04,0.38,0.00
115,Tyler Scott,CHI,TEN,CHI,-4.5,43.5,2.38,1.32,14.90,0.12,0.36,1.74,0.00
116,Parker Washington,JAX,MIA,MIA,3.5,49.0,2.27,1.40,15.01,0.12,0.12,0.47,0.00
117,Brenden Rice,LAC,LV,LAC,-3.5,42.5,2.17,1.17,14.63,0.11,0.11,0.42,0.00
118,Chris Moore,ARI,BUF,BUF,6,48.0,2.04,1.07,13.38,0.10,0.19,0.97,0.00
119,Tutu Atwell,LAR,DET,DET,3.5,51.0,1.93,1.15,14.62,0.06,0.18,1.03,0.00
120,Velus Jones,CHI,TEN,CHI,-4.5,43.5,1.92,0.50,3.80,0.02,0.18,13.00,0.02
121,Braxton Berrios,MIA,JAX,MIA,-3.5,49.0,1.90,1.30,12.94,0.09,0.09,0.69,0.00
122,Justin Watson,KC,BAL,KC,-2.5,46.5,1.86,1.01,13.19,0.09,0.00,0.00,0.00
123,Allen Lazard,NYJ,SF,SF,4,44.0,1.86,0.91,12.44,0.10,0.10,0.20,0.00
124,Javon Baker,NE,CIN,CIN,9,42.5,1.85,1.08,13.15,0.08,0.08,0.59,0.00
125,Robert Woods,HOU,IND,HOU,-2.0,49.0,1.84,1.23,12.62,0.09,0.09,0.38,0.00
126,Bo Melton,GB,PHI,PHI,2,48.5,1.80,0.89,11.73,0.10,0.03,0.31,0.00
127,Malik Washington,MIA,JAX,MIA,-3.5,49.0,1.75,0.96,12.26,0.07,0.15,1.03,0.00
128,Kadarius Toney,KC,BAL,KC,-2.5,46.5,1.71,0.85,10.48,0.06,0.49,2.98,0.00
129,David Bell,CLE,DAL,CLE,-2.0,43.0,1.67,1.09,11.52,0.08,0.08,0.33,0.00
130,Ihmir Smith-Marsette,CAR,NO,NO,4,40.0,1.59,1.00,6.80,0.03,0.23,6.10,0.02
131,D.J. Montgomery,IND,HOU,HOU,2,49.0,1.56,0.97,11.67,0.06,0.06,0.36,0.00
132,Xavier Hutchinson,HOU,IND,HOU,-2.0,49.0,1.56,0.87,10.84,0.06,0.19,1.18,0.00
133,Brandon Johnson,DEN,SEA,SEA,5,42.0,1.54,0.81,10.04,0.08,0.08,0.57,0.00
134,Russell Gage,BAL,KC,KC,2.5,46.5,1.54,0.86,9.75,0.09,0.09,0.26,0.00
135,Donovan Peoples-Jones,DET,LAR,DET,-3.5,51.0,1.54,0.83,11.54,0.06,0.06,0.26,0.00
136,Isaiah Hodgins,NYG,MIN,-,-,,1.47,0.83,10.85,0.06,0.06,0.24,0.00
137,Nelson Agholor,BAL,KC,KC,2.5,46.5,1.45,0.76,9.47,0.08,0.08,0.23,0.00
138,Rakim Jarrett,TB,WAS,TB,-3.0,42.0,1.45,0.82,10.30,0.06,0.12,0.59,0.00
139,Johnny Wilson,PHI,GB,PHI,-2.0,48.5,1.45,0.89,10.61,0.06,0.06,0.32,0.00
140,Derius Davis,LAC,LV,LAC,-3.5,42.5,1.41,0.70,8.78,0.06,0.29,1.74,0.00
141,John Metchie,HOU,IND,HOU,-2.0,49.0,1.41,0.87,10.04,0.06,0.06,0.50,0.00
142,Charlie Jones,CIN,NE,CIN,-9.0,42.5,1.40,0.78,10.05,0.06,0.06,0.30,0.00
143,Quez Watkins,PIT,ATL,ATL,3,41.5,1.40,0.77,10.73,0.05,0.05,0.27,0.00
144,Nick Westbrook-Ikhine,TEN,CHI,CHI,4.5,43.5,1.39,0.72,10.03,0.06,0.06,0.22,0.00
145,KaVontae Turpin,DAL,CLE,CLE,2,43.0,1.38,0.62,7.04,0.06,0.51,3.18,0.00
146,Cornelius Johnson,LAC,LV,LAC,-3.5,42.5,1.36,0.66,10.00,0.06,0.00,0.00,0.00
147,Xavier Gipson,NYJ,SF,SF,4,44.0,1.33,0.79,8.49,0.06,0.22,1.18,0.00
148,Parris Campbell,PHI,GB,PHI,-2.0,48.5,1.33,0.86,9.38,0.06,0.06,0.31,0.00
149,Brandon Powell,MIN,NYG,-,-,,1.29,0.79,7.97,0.06,0.23,1.30,0.00
150,Ainias Smith,PHI,GB,PHI,-2.0,48.5,1.25,0.66,8.52,0.06,0.06,0.36,0.00
151,Skyy Moore,KC,BAL,KC,-2.5,46.5,1.23,0.76,8.13,0.06,0.13,0.57,0.00
152,Jacob Cowing,SF,NYJ,SF,-4.0,44.0,1.23,0.69,8.37,0.06,0.06,0.37,0.00
153,Trent Sherfield,MIN,NYG,-,-,,1.23,0.71,9.12,0.05,0.05,0.22,0.00
154,Bub Means,NO,CAR,NO,-4.0,40.0,1.22,0.71,8.59,0.06,0.00,0.00,0.00
155,Malik Heath,GB,PHI,PHI,2,48.5,1.22,0.65,7.78,0.07,0.07,0.22,0.00
156,Ray-Ray McCloud,ATL,PIT,ATL,-3.0,41.5,1.21,0.69,7.52,0.06,0.17,1.01,0.00
157,Jamari Thrash,CLE,DAL,CLE,-2.0,43.0,1.20,0.63,8.09,0.06,0.06,0.34,0.00
158,Ronnie Bell,SF,NYJ,SF,-4.0,44.0,1.19,0.66,8.06,0.06,0.06,0.24,0.00
159,Jason Brownlee,NYJ,SF,SF,4,44.0,1.18,0.64,8.03,0.06,0.06,0.17,0.00
160,Jordan Whittington,LAR,DET,DET,3.5,51.0,1.16,0.68,7.96,0.06,0.00,0.00,0.00
161,Trenton Irwin,CIN,NE,CIN,-9.0,42.5,1.14,0.57,7.52,0.06,0.06,0.25,0.00
162,Mack Hollins,BUF,ARI,BUF,-6.0,48.0,1.13,0.60,7.74,0.06,0.00,0.00,0.00
163,Jalen Nailor,MIN,NYG,-,-,,1.12,1.90,10.00,0.02,0.00,0.00,0.00
164,Casey Washington,ATL,PIT,ATL,-3.0,41.5,1.10,0.58,7.40,0.06,0.00,0.00,0.00
165,Ryan Flournoy,DAL,CLE,CLE,2,43.0,1.10,0.65,7.43,0.06,0.00,0.00,0.00
166,Michael Woods,CLE,DAL,CLE,-2.0,43.0,1.09,0.54,7.08,0.06,0.06,0.24,0.00
167,Marcus Rosemy-Jacksaint,WAS,TB,TB,3,42.0,1.09,0.55,6.99,0.06,0.06,0.33,0.00
168,Tejhaun Palmer,ARI,BUF,BUF,6,48.0,1.08,0.65,7.23,0.06,0.00,0.00,0.00
169,Kayshon Boutte,NE,CIN,CIN,9,42.5,1.08,0.60,7.54,0.05,0.05,0.27,0.00
170,Zach Pascal,ARI,BUF,BUF,6,48.0,1.08,0.52,6.92,0.06,0.06,0.23,0.00
171,Jalen Guyton,LV,LAC,LAC,3.5,42.5,1.06,0.51,6.73,0.06,0.06,0.23,0.00
172,Allen Robinson,NYG,MIN,-,-,,1.06,0.65,6.72,0.06,0.06,0.24,0.00
173,Ben Skowronek,HOU,IND,HOU,-2.0,49.0,1.05,0.54,6.65,0.06,0.06,0.24,0.00
174,Luke McCaffrey,WAS,TB,TB,3,42.0,1.04,0.70,7.64,0.04,0.08,0.37,0.00
175,Isaiah McKenzie,NYG,MIN,-,-,,1.03,0.63,6.13,0.06,0.11,0.57,0.00
176,Chris Conley,SF,NYJ,SF,-4.0,44.0,1.03,0.53,6.48,0.06,0.06,0.23,0.00
177,David Moore,CAR,NO,NO,4,40.0,1.02,0.46,6.96,0.05,0.05,0.26,0.00
178,Justyn Ross,KC,BAL,KC,-2.5,46.5,1.01,0.51,6.53,0.06,0.00,0.00,0.00
179,Mecole Hardman,KC,BAL,KC,-2.5,46.5,1.00,0.69,7.20,0.02,0.25,1.64,0.00
180,Jalen Brooks,DAL,CLE,CLE,2,43.0,0.99,1.30,8.10,0.03,0.00,0.00,0.00
181,Deonte Harty,BAL,KC,KC,2.5,46.5,0.99,0.46,5.47,0.06,0.17,0.86,0.00
182,Anthony Gould,IND,HOU,HOU,2,49.0,0.98,0.51,6.21,0.06,0.00,0.00,0.00
183,Ashton Dulin,IND,HOU,HOU,2,49.0,0.97,0.52,5.91,0.06,0.06,0.23,0.00
184,Devaughn Vele,DEN,SEA,SEA,5,42.0,0.97,0.54,6.69,0.05,0.00,0.00,0.00
185,Tyquan Thornton,NE,CIN,CIN,9,42.5,0.96,0.47,6.16,0.05,0.11,0.42,0.00
186,Tim Jones,JAX,MIA,MIA,3.5,49.0,0.94,0.47,5.54,0.06,0.06,0.23,0.00
187,Danny Gray,SF,NYJ,SF,-4.0,44.0,0.94,0.42,5.60,0.06,0.06,0.24,0.00
188,Equanimeous St. Brown,NO,CAR,NO,-4.0,40.0,0.91,0.40,5.24,0.06,0.06,0.23,0.00
189,Jalen Reagor,NE,CIN,CIN,9,42.5,0.86,0.41,5.42,0.05,0.05,0.20,0.00
190,Jamison Crowder,WAS,TB,TB,3,42.0,0.77,0.07,5.30,0.04,0.00,0.00,0.00
191,Laviska Shenault,SEA,DEN,SEA,-5.0,42.0,0.74,0.36,4.19,0.00,0.67,3.16,0.00
192,Jha'Quan Jackson,TEN,CHI,CHI,4.5,43.5,0.71,0.69,7.09,0.00,0.00,0.00,0.00
193,Kyle Philips,TEN,CHI,CHI,4.5,43.5,0.58,0.57,5.66,0.00,0.00,0.14,0.00
194,Devin Duvernay,JAX,MIA,MIA,3.5,49.0,0.48,0.31,4.00,0.00,0.13,0.75,0.00
195,KhaDarel Hodge,ATL,PIT,ATL,-3.0,41.5,0.45,0.60,4.50,0.00,0.00,0.00,0.00
196,Tylan Wallace,BAL,KC,KC,2.5,46.5,0.42,0.31,3.95,0.00,0.06,0.25,0.00
197,Scotty Miller,PIT,ATL,ATL,3,41.5,0.40,0.29,3.75,0.00,0.06,0.23,0.00
198,Damiere Byrd,BUF,ARI,BUF,-6.0,48.0,0.40,0.25,3.75,0.00,0.06,0.25,0.00
199,Terrace Marshall,CAR,NO,NO,4,40.0,0.39,0.29,3.67,0.00,0.06,0.23,0.00
200,Dee Eskridge,SEA,DEN,SEA,-5.0,42.0,0.36,0.23,3.24,0.00,0.06,0.35,0.00
201,DeAndre Carter,CHI,TEN,CHI,-4.5,43.5,0.31,0.40,2.30,0.00,0.14,0.82,0.00
202,Byron Pringle,WAS,TB,TB,3,42.0,0.27,0.49,2.40,0.00,0.00,0.33,0.00
203,River Cracraft,MIA,JAX,MIA,-3.5,49.0,0.22,0.30,2.20,0.00,0.00,0.00,0.00
204,Britain Covey,PHI,GB,PHI,-2.0,48.5,0.03,0.10,0.30,0.00,0.00,0.00,0.00
205,James Proche,CLE,DAL,CLE,-2.0,43.0,0.01,0.10,0.10,0.00,0.00,0.00,0.00
206,Ty Scott,SEA,DEN,SEA,-5.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Joseph Ngata,PHI,GB,PHI,-2.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Marcus Riley,NYJ,SF,SF,4,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Racey McMath,DAL,CLE,CLE,2,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Matt Landers,NE,CIN,CIN,9,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Steven Sims,HOU,IND,HOU,-2.0,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Raleigh Webb,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Samori Toure,GB,PHI,PHI,2,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Mike Strachan,CAR,NO,NO,4,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Maurice Alexander,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Greg Ward,IND,HOU,HOU,2,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Josh Ali,ATL,PIT,ATL,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Kazmeir Allen,WAS,TB,TB,3,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Keith Kirkwood,BAL,KC,KC,2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Ayir Asante,NYG,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Tay Martin,SF,NYJ,SF,-4.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Kevin Austin,NO,CAR,NO,-4.0,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Denzel Mims,JAX,MIA,MIA,3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Andre Baccellia,ARI,BUF,BUF,6,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Sam Pinckney,CAR,NO,NO,4,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Alex Bachman,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Kawaan Baker,NE,CIN,CIN,9,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Daylen Baldwin,ARI,BUF,BUF,6,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,SF,SF,4,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Michael Bandy,DEN,SEA,SEA,5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Thayer Thomas,MIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Tyron Billy-Johnson,DAL,CLE,CLE,2,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,DJ Turner,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Chris Blair,ATL,PIT,ATL,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,GB,PHI,-2.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Miles Boykin,NYG,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Sam Wiglusz,LAR,DET,DET,3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Phillip Brooks,KC,BAL,KC,-2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,LV,LAC,-3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
