,,,Week 17 Game,,,,Fantasy,Receiving,,,Rushing,,
34,Chris Godwin,TB,CAR,-,-,,7.86,5.24,59.01,0.30,0.24,1.57,0.00
35,Michael Pittman,IND,NYG,-,-,,7.82,5.35,59.86,0.30,0.06,0.30,0.00
36,Calvin Ridley,TEN,JAX,-,-,,7.64,4.04,54.72,0.33,0.33,1.88,0.00
37,Terry McLaurin,WAS,ATL,-,-,,7.61,4.41,58.33,0.29,0.06,0.34,0.00
38,Rashee Rice,KC,PIT,-,-,,7.00,4.61,49.75,0.33,0.11,0.49,0.00
39,Xavier Worthy,KC,PIT,-,-,,7.00,3.61,48.37,0.34,0.17,1.24,0.00
40,Christian Watson,GB,MIN,-,-,,6.99,3.40,46.71,0.36,0.30,1.61,0.00
41,DeAndre Hopkins,TEN,JAX,-,-,,6.69,3.99,47.84,0.31,0.12,0.50,0.00
42,Marquise Brown,KC,PIT,-,-,,6.65,3.47,48.30,0.29,0.18,0.82,0.00
43,Brian Thomas,JAX,TEN,-,-,,6.57,3.64,46.80,0.30,0.12,0.90,0.00
44,Romeo Doubs,GB,MIN,-,-,,6.35,3.62,45.17,0.30,0.06,0.30,0.00
45,Ladd McConkey,LAC,NE,-,-,,6.32,3.51,42.82,0.33,0.05,0.60,0.00
46,Gabe Davis,JAX,TEN,-,-,,6.26,3.25,44.92,0.29,0.06,0.29,0.00
47,Dontayvion Wicks,GB,MIN,-,-,,6.21,3.12,40.77,0.34,0.20,0.95,0.00
48,Tyler Lockett,SEA,CHI,-,-,,6.16,3.66,43.88,0.29,0.06,0.29,0.00
49,Mike Williams,NYJ,BUF,-,-,,6.07,3.13,43.04,0.29,0.06,0.29,0.00
50,Keon Coleman,BUF,NYJ,-,-,,6.07,3.26,43.01,0.29,0.06,0.29,0.00
51,Jaxon Smith-Njigba,SEA,CHI,-,-,,6.02,3.91,42.19,0.29,0.12,0.58,0.00
52,Khalil Shakir,BUF,NYJ,-,-,,6.00,3.55,42.11,0.29,0.06,0.47,0.00
53,Jameson Williams,DET,SF,-,-,,5.94,2.96,42.02,0.26,0.31,1.82,0.00
54,Jerry Jeudy,CLE,MIA,-,-,,5.89,3.28,41.98,0.27,0.11,0.71,0.00
55,Ricky Pearsall,SF,DET,-,-,,5.82,3.20,38.49,0.31,0.19,1.07,0.00
56,Brandin Cooks,DAL,PHI,-,-,,5.78,3.16,39.36,0.29,0.18,1.00,0.00
57,Courtland Sutton,DEN,CIN,-,-,,5.77,3.16,42.47,0.25,0.05,0.25,0.00
58,Curtis Samuel,BUF,NYJ,-,-,,5.75,3.36,37.39,0.21,0.67,4.54,0.05
59,Rashid Shaheed,NO,LV,-,-,,5.69,2.98,40.12,0.23,0.46,2.98,0.00
60,Joshua Palmer,LAC,NE,-,-,,5.58,2.99,37.42,0.30,0.05,0.35,0.00
61,Jahan Dotson,PHI,DAL,-,-,,5.54,3.06,39.74,0.25,0.08,0.66,0.00
62,Xavier Legette,CAR,TB,-,-,,5.47,3.04,39.05,0.24,0.18,1.22,0.00
63,Josh Downs,IND,NYG,-,-,,5.41,3.51,39.09,0.23,0.18,1.23,0.00
64,Jakobi Meyers,LV,NO,-,-,,5.38,3.40,38.46,0.23,0.23,1.19,0.00
65,Adonai Mitchell,IND,NYG,-,-,,5.33,2.94,38.41,0.24,0.06,0.47,0.00
66,Malachi Corley,NYJ,BUF,-,-,,5.26,3.28,34.60,0.26,0.39,2.36,0.00
67,Roman Wilson,PIT,KC,-,-,,5.17,2.75,36.92,0.22,0.22,1.59,0.00
68,Troy Franklin,DEN,CIN,-,-,,5.15,2.90,35.56,0.26,0.09,0.35,0.00
69,Darnell Mooney,ATL,WAS,-,-,,5.10,2.74,36.96,0.22,0.11,0.82,0.00
70,Diontae Johnson,CAR,TB,-,-,,5.08,3.71,38.81,0.19,0.10,0.62,0.00
71,Jermaine Burton,CIN,DEN,-,-,,5.07,2.77,35.05,0.25,0.06,0.63,0.00
72,Michael Wilson,ARI,LAR,-,-,,5.06,2.73,36.56,0.23,0.06,0.28,0.00
73,Wan'Dale Robinson,NYG,IND,-,-,,5.03,3.26,33.38,0.23,0.56,3.10,0.00
74,Ja'Lynn Polk,NE,LAC,-,-,,4.96,3.01,35.62,0.22,0.06,0.78,0.00
75,Quentin Johnston,LAC,NE,-,-,,4.95,2.82,35.31,0.23,0.06,0.35,0.00
76,DeMario Douglas,NE,LAC,-,-,,4.89,3.18,35.02,0.20,0.30,1.87,0.00
77,Marvin Mims,DEN,CIN,-,-,,4.83,2.47,34.09,0.21,0.21,1.58,0.00
78,Rashod Bateman,BAL,HOU,-,-,,4.73,2.60,33.24,0.23,0.06,0.28,0.00
79,Devontez Walker,BAL,HOU,-,-,,4.63,2.54,31.32,0.24,0.08,0.56,0.00
80,Jalen McMillan,TB,CAR,-,-,,4.60,2.98,31.59,0.22,0.16,1.19,0.00
81,Adam Thielen,CAR,TB,-,-,,4.45,3.27,32.72,0.19,0.05,0.34,0.00
82,Darius Slayton,NYG,IND,-,-,,4.20,2.18,31.51,0.17,0.06,0.29,0.00
83,Greg Dortch,ARI,LAR,-,-,,4.05,3.01,29.52,0.16,0.27,1.37,0.00
84,Tyler Boyd,TEN,JAX,-,-,,3.99,2.73,28.59,0.18,0.12,0.47,0.00
85,Demarcus Robinson,LAR,ARI,-,-,,3.80,2.01,24.93,0.21,0.04,0.47,0.00
86,Kendrick Bourne,NE,LAC,-,-,,3.71,2.13,26.86,0.16,0.11,0.65,0.00
87,Elijah Moore,CLE,MIA,-,-,,3.63,2.25,24.41,0.18,0.24,1.07,0.00
88,Zay Jones,ARI,LAR,-,-,,3.59,2.14,25.33,0.17,0.11,0.39,0.00
89,Odell Beckham,MIA,CLE,-,-,,3.47,1.94,24.09,0.17,0.06,0.40,0.00
90,Javon Baker,NE,LAC,-,-,,3.35,1.93,23.45,0.15,0.15,1.06,0.00
91,K.J. Osborn,NE,LAC,-,-,,3.32,1.80,23.31,0.16,0.05,0.33,0.00
92,DJ Chark,LAC,NE,-,-,,3.11,1.75,23.02,0.13,0.04,0.31,0.00
93,Marquez Valdes-Scantling,BUF,NYJ,-,-,,3.09,1.31,19.80,0.18,0.09,0.26,0.00
94,A.T. Perry,NO,LV,-,-,,3.03,1.52,21.60,0.14,0.07,0.28,0.00
95,Jalin Hyatt,NYG,IND,-,-,,3.03,1.50,22.32,0.13,0.07,0.20,0.00
96,Tyler Scott,CHI,SEA,-,-,,3.01,1.67,18.87,0.15,0.45,2.20,0.00
97,Jalen Tolbert,DAL,PHI,-,-,,2.97,1.80,20.98,0.14,0.05,0.32,0.00
98,Tre Tucker,LV,NO,-,-,,2.80,1.66,17.68,0.14,0.32,1.93,0.00
99,Josh Reynolds,DEN,CIN,-,-,,2.75,1.63,20.66,0.11,0.05,0.27,0.00
100,Treylon Burks,TEN,JAX,-,-,,2.74,1.50,19.52,0.11,0.26,1.28,0.00
101,Jake Bobo,SEA,CHI,-,-,,2.64,1.44,17.69,0.14,0.07,0.29,0.00
102,Noah Brown,HOU,BAL,-,-,,2.60,1.25,17.35,0.14,0.07,0.21,0.00
103,Trey Palmer,TB,CAR,-,-,,2.60,1.49,18.34,0.11,0.21,1.07,0.00
104,Alec Pierce,IND,NYG,-,-,,2.58,1.28,19.51,0.10,0.05,0.26,0.00
105,Jauan Jennings,SF,DET,-,-,,2.55,1.47,17.90,0.12,0.04,0.40,0.00
106,Cedric Tillman,CLE,MIA,-,-,,2.53,1.33,17.80,0.12,0.06,0.30,0.00
107,Andrei Iosivas,CIN,DEN,-,-,,2.46,1.36,17.01,0.12,0.04,0.39,0.00
108,KJ Hamler,BUF,NYJ,-,-,,2.46,1.17,16.18,0.13,0.13,0.65,0.00
109,Malik Washington,MIA,CLE,-,-,,2.43,1.32,16.86,0.10,0.20,1.42,0.00
110,Van Jefferson,PIT,KC,-,-,,2.43,1.33,16.99,0.11,0.11,0.66,0.00
111,Cedrick Wilson,NO,LV,-,-,,2.42,1.32,16.68,0.12,0.06,0.36,0.00
112,Jonathan Mingo,CAR,TB,-,-,,2.42,1.43,17.13,0.11,0.04,0.45,0.00
113,Parker Washington,JAX,TEN,-,-,,2.33,1.46,15.60,0.12,0.12,0.49,0.00
114,Kalif Raymond,DET,SF,-,-,,2.23,1.18,14.85,0.09,0.33,2.08,0.00
115,Dyami Brown,WAS,ATL,-,-,,2.15,1.21,14.56,0.11,0.11,0.33,0.00
116,Brenden Rice,LAC,NE,-,-,,2.07,1.14,14.31,0.10,0.10,0.41,0.00
117,Calvin Austin,PIT,KC,-,-,,2.06,1.26,13.46,0.08,0.38,2.31,0.00
118,Chris Moore,ARI,LAR,-,-,,2.04,1.07,13.38,0.10,0.19,0.97,0.00
119,Tutu Atwell,LAR,ARI,-,-,,2.01,1.21,15.44,0.06,0.19,1.08,0.00
120,Mecole Hardman,KC,PIT,-,-,,1.91,0.92,12.11,0.08,0.34,2.19,0.00
121,Allen Lazard,NYJ,BUF,-,-,,1.90,0.94,12.78,0.10,0.10,0.21,0.00
122,Justin Watson,KC,PIT,-,-,,1.83,0.99,12.91,0.09,0.00,0.00,0.00
123,Bo Melton,GB,MIN,-,-,,1.81,0.90,11.83,0.10,0.03,0.31,0.00
124,Robert Woods,HOU,BAL,-,-,,1.77,1.17,11.98,0.09,0.09,0.36,0.00
125,Braxton Berrios,MIA,CLE,-,-,,1.73,1.19,11.87,0.08,0.08,0.64,0.00
126,David Bell,CLE,MIA,-,-,,1.69,1.10,11.72,0.08,0.08,0.34,0.00
127,Tim Patrick,DEN,CIN,-,-,,1.68,0.96,11.77,0.08,0.05,0.23,0.00
128,Kadarius Toney,KC,PIT,-,-,,1.68,0.83,10.25,0.06,0.48,2.92,0.00
129,Russell Gage,BAL,HOU,-,-,,1.58,0.89,10.10,0.09,0.09,0.27,0.00
130,D.J. Montgomery,IND,NYG,-,-,,1.55,0.96,11.52,0.06,0.06,0.36,0.00
131,Brandon Johnson,DEN,CIN,-,-,,1.55,0.81,10.09,0.08,0.08,0.57,0.00
132,Xavier Hutchinson,HOU,BAL,-,-,,1.50,0.82,10.30,0.06,0.18,1.12,0.00
133,Nelson Agholor,BAL,HOU,-,-,,1.49,0.79,9.81,0.08,0.08,0.24,0.00
134,Rakim Jarrett,TB,CAR,-,-,,1.48,0.85,10.57,0.06,0.12,0.60,0.00
135,Isaiah Hodgins,NYG,IND,-,-,,1.46,0.82,10.75,0.06,0.06,0.23,0.00
136,Donovan Peoples-Jones,DET,SF,-,-,,1.45,0.76,10.65,0.06,0.06,0.24,0.00
137,Johnny Wilson,PHI,DAL,-,-,,1.44,0.88,10.48,0.06,0.06,0.31,0.00
138,Nick Westbrook-Ikhine,TEN,JAX,-,-,,1.41,0.74,10.31,0.06,0.06,0.23,0.00
139,KaVontae Turpin,DAL,PHI,-,-,,1.41,0.64,7.26,0.06,0.53,3.28,0.00
140,Charlie Jones,CIN,DEN,-,-,,1.41,0.80,10.21,0.06,0.06,0.31,0.00
141,Quez Watkins,PIT,KC,-,-,,1.40,0.77,10.73,0.05,0.05,0.27,0.00
142,Derius Davis,LAC,NE,-,-,,1.39,0.68,8.59,0.06,0.28,1.71,0.00
143,John Metchie,HOU,BAL,-,-,,1.36,0.82,9.53,0.06,0.06,0.47,0.00
144,Xavier Gipson,NYJ,BUF,-,-,,1.35,0.81,8.73,0.06,0.23,1.21,0.00
145,Cornelius Johnson,LAC,NE,-,-,,1.34,0.65,9.78,0.06,0.00,0.00,0.00
146,Jacob Cowing,SF,DET,-,-,,1.34,0.72,8.80,0.07,0.07,0.39,0.00
147,Trent Sherfield,MIN,GB,-,-,,1.32,0.73,9.38,0.06,0.06,0.22,0.00
148,Parris Campbell,PHI,DAL,-,-,,1.32,0.85,9.26,0.06,0.06,0.30,0.00
149,Brandon Powell,MIN,GB,-,-,,1.31,0.81,8.19,0.06,0.23,1.34,0.00
150,Jordan Whittington,LAR,ARI,-,-,,1.26,0.72,8.41,0.07,0.00,0.00,0.00
151,Olamide Zaccheaus,WAS,ATL,-,-,,1.24,0.70,8.55,0.06,0.06,0.29,0.00
152,Ray-Ray McCloud,ATL,WAS,-,-,,1.24,0.71,7.75,0.06,0.18,1.05,0.00
153,Ainias Smith,PHI,DAL,-,-,,1.24,0.66,8.41,0.06,0.06,0.36,0.00
154,Bub Means,NO,LV,-,-,,1.23,0.72,8.70,0.06,0.00,0.00,0.00
155,Malik Heath,GB,MIN,-,-,,1.23,0.65,7.85,0.07,0.07,0.22,0.00
156,Ronnie Bell,SF,DET,-,-,,1.23,0.70,8.47,0.06,0.06,0.25,0.00
157,Jamari Thrash,CLE,MIA,-,-,,1.22,0.64,8.23,0.06,0.06,0.35,0.00
158,Skyy Moore,KC,PIT,-,-,,1.21,0.74,7.95,0.06,0.12,0.55,0.00
159,Jason Brownlee,NYJ,BUF,-,-,,1.20,0.66,8.25,0.06,0.06,0.18,0.00
160,Kayshon Boutte,NE,LAC,-,-,,1.18,0.63,7.91,0.06,0.06,0.29,0.00
161,Antoine Green,DET,SF,-,-,,1.17,0.69,8.13,0.06,0.00,0.00,0.00
162,Trenton Irwin,CIN,DEN,-,-,,1.15,0.58,7.64,0.06,0.06,0.26,0.00
163,Tahj Washington,MIA,CLE,-,-,,1.14,0.65,7.79,0.06,0.00,0.00,0.00
164,Marcus Rosemy-Jacksaint,WAS,ATL,-,-,,1.13,0.58,7.31,0.06,0.06,0.35,0.00
165,Ryan Flournoy,DAL,PHI,-,-,,1.13,0.67,7.67,0.06,0.00,0.00,0.00
166,Casey Washington,ATL,WAS,-,-,,1.12,0.60,7.63,0.06,0.00,0.00,0.00
167,Mack Hollins,BUF,NYJ,-,-,,1.10,0.57,7.36,0.06,0.00,0.00,0.00
168,Michael Woods,CLE,MIA,-,-,,1.10,0.54,7.20,0.06,0.06,0.24,0.00
169,Zach Pascal,ARI,LAR,-,-,,1.08,0.52,6.92,0.06,0.06,0.23,0.00
170,Tejhaun Palmer,ARI,LAR,-,-,,1.08,0.65,7.23,0.06,0.00,0.00,0.00
171,Luke McCaffrey,WAS,ATL,-,-,,1.08,0.73,8.00,0.04,0.08,0.38,0.00
172,Jalen Guyton,LV,NO,-,-,,1.07,0.52,6.83,0.06,0.06,0.23,0.00
173,Chris Conley,SF,DET,-,-,,1.07,0.55,6.82,0.06,0.06,0.25,0.00
174,Tyquan Thornton,NE,LAC,-,-,,1.05,0.50,6.46,0.06,0.11,0.44,0.00
175,Allen Robinson,NYG,IND,-,-,,1.05,0.65,6.66,0.06,0.06,0.24,0.00
176,David Moore,CAR,TB,-,-,,1.04,0.47,7.09,0.05,0.05,0.26,0.00
177,Isaiah McKenzie,NYG,IND,-,-,,1.02,0.62,6.07,0.06,0.11,0.57,0.00
178,Deonte Harty,BAL,HOU,-,-,,1.02,0.48,5.66,0.06,0.18,0.89,0.00
179,Ben Skowronek,HOU,BAL,-,-,,1.01,0.51,6.31,0.06,0.06,0.23,0.00
180,Justyn Ross,KC,PIT,-,-,,1.00,0.50,6.39,0.06,0.00,0.00,0.00
181,Danny Gray,SF,DET,-,-,,0.97,0.44,5.89,0.06,0.06,0.25,0.00
182,Devaughn Vele,DEN,CIN,-,-,,0.97,0.55,6.73,0.05,0.00,0.00,0.00
183,Ashton Dulin,IND,NYG,-,-,,0.97,0.51,5.83,0.06,0.06,0.23,0.00
184,Anthony Gould,IND,NYG,-,-,,0.97,0.51,6.13,0.06,0.00,0.00,0.00
185,Tim Jones,JAX,TEN,-,-,,0.96,0.49,5.76,0.06,0.06,0.24,0.00
186,Equanimeous St. Brown,NO,LV,-,-,,0.91,0.41,5.31,0.06,0.06,0.23,0.00
187,Jalen Reagor,NE,LAC,-,-,,0.89,0.43,5.68,0.05,0.05,0.21,0.00
188,Jha'Quan Jackson,TEN,JAX,-,-,,0.73,0.71,7.29,0.00,0.00,0.00,0.00
189,Laviska Shenault,SEA,CHI,-,-,,0.70,0.35,4.01,0.00,0.64,3.02,0.00
190,Kyle Philips,TEN,JAX,-,-,,0.60,0.58,5.82,0.00,0.00,0.15,0.00
191,Byron Pringle,WAS,ATL,-,-,,0.55,0.44,5.18,0.00,0.00,0.30,0.00
192,Devin Duvernay,JAX,TEN,-,-,,0.49,0.32,4.16,0.00,0.13,0.78,0.00
193,Tylan Wallace,BAL,HOU,-,-,,0.44,0.32,4.09,0.00,0.06,0.26,0.00
194,Scotty Miller,PIT,KC,-,-,,0.40,0.29,3.75,0.00,0.06,0.23,0.00
195,Terrace Marshall,CAR,TB,-,-,,0.40,0.29,3.74,0.00,0.06,0.23,0.00
196,Dee Eskridge,SEA,CHI,-,-,,0.34,0.22,3.10,0.00,0.06,0.33,0.00
197,Jalen Nailor,MIN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Racey McMath,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Matt Landers,NE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Maurice Alexander,DET,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Jalen Wayne,GB,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Cody Thompson,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,David Sills,DEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Kawaan Baker,NE,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Alex Bachman,LV,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Andre Baccellia,ARI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Josh Ali,ATL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Kendric Pryor,CIN,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Sam Schnee,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Daylen Baldwin,ARI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Willie Snead,MIA,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Michael Bandy,DEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Jalen Virgil,DEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Tyron Billy-Johnson,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Seth Williams,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Chris Blair,ATL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Keith Kirkwood,BAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Miles Boykin,NYG,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Tay Martin,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Phillip Brooks,KC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Denzel Mims,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Jalen Brooks,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Dante Pettis,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Ahmarean Brown,CLE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,John Ross,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Martavis Bryant,WAS,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Tyrell Shavers,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Cole Burgess,CIN,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Xavier Smith,LAR,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Deontay Burnett,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Freddie Swain,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Je'Quan Burton,MIA,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Austin Trammell,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Hakeem Butler,CIN,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Montrell Washington,KC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Terrell Bynum,LV,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Cody White,SEA,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Damiere Byrd,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Winstead,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Deon Cain,BUF,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Mason Kinsey,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Jalon Calhoun,DET,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Tanner Knue,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Devin Carter,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Peter LeBlanc,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,DeAndre Carter,CHI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Lance McCutcheon,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Quintez Cephus,HOU,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Ryan Miller,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Joshua Cephus,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Stanley Morgan,NO,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Irvin Charles,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Bryce Oliver,TEN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Dan Chisena,ARI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Cornell Powell,KC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Robbie Chosen,SF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Marcus Riley,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Tyrie Cleveland,IND,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Braylon Sanders,MIA,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Jalen Coker,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Ty Scott,SEA,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Elijah Cooks,JAX,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Sterling Shepard,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Jacob Copeland,PIT,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Steven Sims,HOU,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Chase Cota,NYG,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Brandon Smith,NYJ,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,Britain Covey,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
