,,,Week 5 Game,,,,Fantasy,Receiving,,,Rushing,,
Rank,Name,Team,OPP,Fav,Spread,O/U,Points,REC,YDS,TD,ATT,YDS,TD
1,Travis Kelce,KC,NO,-,-,,8.85,5.56,58.85,0.49,0.07,0.28,0.00
2,George Kittle,SF,ARI,-,-,,8.11,4.20,57.35,0.39,0.06,0.32,0.00
3,Mark Andrews,BAL,CIN,-,-,,7.55,3.98,50.26,0.42,0.00,0.00,0.00
4,Kyle Pitts,ATL,TB,-,-,,6.66,3.95,49.19,0.29,0.00,0.00,0.00
5,Dalton Kincaid,BUF,HOU,-,-,,6.61,4.63,48.06,0.30,0.00,0.00,0.00
6,Trey McBride,ARI,SF,-,-,,6.22,4.42,45.35,0.28,0.00,0.00,0.00
7,David Njoku,CLE,WAS,-,-,,5.72,3.75,40.35,0.28,0.00,0.00,0.00
8,Taysom Hill,NO,KC,-,-,,5.67,1.29,13.24,0.12,4.69,20.16,0.23
9,Jake Ferguson,DAL,PIT,-,-,,5.60,3.75,39.23,0.28,0.00,0.00,0.00
10,Dalton Schultz,HOU,BUF,-,-,,5.54,3.56,37.44,0.30,0.00,0.00,0.00
11,Evan Engram,JAX,IND,-,-,,5.51,4.27,41.28,0.23,0.00,0.00,0.00
12,Brock Bowers,LV,DEN,-,-,,4.91,3.11,34.68,0.24,0.00,0.00,0.00
13,Cole Kmet,CHI,CAR,-,-,,4.89,3.31,33.89,0.25,0.00,0.00,0.00
14,T.J. Hockenson,MIN,NYJ,-,-,,4.89,3.42,35.12,0.23,0.00,0.00,0.00
15,Pat Freiermuth,PIT,DAL,-,-,,4.75,3.22,33.71,0.23,0.00,0.00,0.00
16,Luke Musgrave,GB,LAR,-,-,,3.89,2.38,27.45,0.19,0.00,0.00,0.00
17,Cade Otton,TB,ATL,-,-,,3.86,2.58,25.97,0.21,0.00,0.00,0.00
18,Ben Sinnott,WAS,CLE,-,-,,3.59,2.34,24.50,0.19,0.00,0.00,0.00
19,Tucker Kraft,GB,LAR,-,-,,3.25,2.08,21.73,0.18,0.00,0.00,0.00
20,Tyler Conklin,NYJ,MIN,-,-,,3.06,2.23,22.23,0.14,0.00,0.00,0.00
21,Isaiah Likely,BAL,CIN,-,-,,3.04,1.88,20.75,0.16,0.00,0.00,0.00
22,Dawson Knox,BUF,HOU,-,-,,2.97,1.73,18.90,0.18,0.00,0.00,0.00
23,Colby Parkinson,LAR,GB,-,-,,2.94,1.84,19.78,0.16,0.00,0.00,0.00
24,Juwan Johnson,NO,KC,-,-,,2.93,1.76,19.70,0.16,0.00,0.00,0.00
25,Noah Fant,SEA,NYG,-,-,,2.91,2.11,21.33,0.13,0.00,0.00,0.00
26,Ja'Tavion Sanders,CAR,CHI,-,-,,2.90,1.74,19.35,0.16,0.00,0.00,0.00
27,Hunter Henry,NE,MIA,-,-,,2.87,2.02,20.34,0.14,0.00,0.00,0.00
28,Gerald Everett,CHI,CAR,-,-,,2.64,1.77,17.95,0.14,0.00,0.00,0.00
29,Michael Mayer,LV,DEN,-,-,,2.62,1.73,18.44,0.13,0.00,0.00,0.00
30,Theo Johnson,NYG,SEA,-,-,,2.57,1.64,17.29,0.14,0.00,0.00,0.00
31,Noah Gray,KC,NO,-,-,,2.41,1.53,16.31,0.13,0.00,0.00,0.00
32,Will Mallory,IND,JAX,-,-,,2.28,1.59,16.75,0.10,0.00,0.00,0.00
33,Tanner Hudson,CIN,BAL,-,-,,2.24,1.45,14.57,0.13,0.00,0.00,0.00
34,Jelani Woods,IND,JAX,-,-,,2.22,1.39,15.58,0.11,0.00,0.00,0.00
35,Durham Smythe,MIA,NE,-,-,,2.22,1.36,13.76,0.14,0.00,0.00,0.00
36,Mike Gesicki,CIN,BAL,-,-,,2.19,1.40,15.29,0.11,0.00,0.00,0.00
37,Tyler Higbee,LAR,GB,-,-,,2.16,1.38,14.42,0.12,0.00,0.00,0.00
38,Jaheim Bell,NE,MIA,-,-,,2.07,1.28,14.11,0.11,0.00,0.00,0.00
39,Cade Stover,HOU,BUF,-,-,,2.04,1.42,15.03,0.09,0.00,0.00,0.00
40,Brevin Jordan,HOU,BUF,-,-,,1.93,1.27,13.34,0.10,0.00,0.00,0.00
41,Greg Dulcich,DEN,LV,-,-,,1.92,1.39,14.37,0.08,0.00,0.00,0.00
42,Zach Ertz,WAS,CLE,-,-,,1.85,1.44,13.65,0.08,0.00,0.00,0.00
43,Jonnu Smith,MIA,NE,-,-,,1.67,1.12,11.30,0.09,0.00,0.00,0.00
44,Jeremy Ruckert,NYJ,MIN,-,-,,1.48,1.07,11.19,0.06,0.00,0.00,0.00
45,Tommy Tremble,CAR,CHI,-,-,,1.38,0.96,10.21,0.06,0.00,0.00,0.00
46,Kylen Granson,IND,JAX,-,-,,1.36,0.98,10.00,0.06,0.00,0.00,0.00
47,Johnny Mundt,MIN,NYJ,-,-,,1.34,0.95,9.76,0.06,0.00,0.00,0.00
48,Lucas Krull,DEN,LV,-,-,,1.28,0.86,9.16,0.06,0.00,0.00,0.00
49,AJ Barner,SEA,NYG,-,-,,1.23,0.81,8.65,0.06,0.00,0.00,0.00
50,Darnell Washington,PIT,DAL,-,-,,1.20,0.83,8.44,0.06,0.00,0.00,0.00
51,Davis Allen,LAR,GB,-,-,,1.20,0.83,8.39,0.06,0.00,0.00,0.00
52,Brenton Strange,JAX,IND,-,-,,1.19,0.82,8.29,0.06,0.00,0.00,0.00
53,Jared Wiley,KC,NO,-,-,,1.19,0.78,8.30,0.06,0.00,0.00,0.00
54,Drew Sample,CIN,BAL,-,-,,1.15,0.75,7.87,0.06,0.00,0.00,0.00
55,Peyton Hendershot,DAL,PIT,-,-,,1.15,0.79,7.94,0.06,0.00,0.00,0.00
56,Adam Trautman,DEN,LV,-,-,,1.14,0.77,7.76,0.06,0.00,0.00,0.00
57,Robert Tonyan,MIN,NYJ,-,-,,1.14,0.82,8.36,0.05,0.00,0.00,0.00
58,Payne Durham,TB,ATL,-,-,,1.13,0.77,7.72,0.06,0.00,0.00,0.00
59,Tanner McLachlan,CIN,BAL,-,-,,1.13,0.75,7.68,0.06,0.00,0.00,0.00
60,Elijah Higgins,ARI,SF,-,-,,1.11,0.80,8.13,0.05,0.00,0.00,0.00
61,Devin Culp,TB,ATL,-,-,,1.11,0.73,7.54,0.06,0.00,0.00,0.00
62,Tip Reiman,ARI,SF,-,-,,1.05,0.68,6.87,0.06,0.00,0.00,0.00
63,Irv Smith,KC,NO,-,-,,1.05,0.66,6.93,0.06,0.00,0.00,0.00
64,Harrison Bryant,LV,DEN,-,-,,1.04,0.67,6.83,0.06,0.00,0.00,0.00
65,Dallin Holker,NO,KC,-,-,,1.02,0.69,7.20,0.05,0.00,0.00,0.00
66,Daniel Bellinger,NYG,SEA,-,-,,1.00,0.68,7.01,0.05,0.00,0.00,0.00
67,Mo Alie-Cox,IND,JAX,-,-,,0.97,0.57,6.06,0.06,0.00,0.00,0.00
68,Jody Fortson,MIA,NE,-,-,,0.97,0.57,6.05,0.06,0.00,0.00,0.00
69,Josh Oliver,MIN,NYJ,-,-,,0.92,0.59,6.24,0.05,0.00,0.00,0.00
70,Jack Stoll,NYG,SEA,-,-,,0.91,0.52,5.54,0.06,0.00,0.00,0.00
71,Foster Moreau,NO,KC,-,-,,0.90,0.57,6.01,0.05,0.00,0.00,0.00
72,Austin Hooper,NE,MIA,-,-,,0.89,0.59,5.86,0.05,0.00,0.00,0.00
73,Luke Schoonmaker,DAL,PIT,-,-,,0.86,0.46,5.03,0.06,0.00,0.00,0.00
74,Cole Turner,WAS,CLE,-,-,,0.85,0.45,4.85,0.06,0.00,0.00,0.00
75,Quintin Morris,BUF,HOU,-,-,,0.83,0.47,4.71,0.06,0.00,0.00,0.00
76,Jordan Akins,CLE,WAS,-,-,,0.83,0.47,4.71,0.06,0.00,0.00,0.00
77,Pharaoh Brown,SEA,NYG,-,-,,0.80,0.42,4.42,0.06,0.00,0.00,0.00
78,Connor Heyward,PIT,DAL,-,-,,0.35,0.32,3.54,0.00,0.00,0.00,0.00
79,Ian Thomas,CAR,CHI,-,-,,0.34,0.31,3.38,0.00,0.00,0.00,0.00
80,Josiah Deguara,JAX,IND,-,-,,0.30,0.30,3.02,0.00,0.00,0.00,0.00
81,Charlie Kolar,BAL,CIN,-,-,,0.29,0.28,2.90,0.00,0.00,0.00,0.00
82,John Bates,WAS,CLE,-,-,,0.28,0.27,2.79,0.00,0.00,0.00,0.00
83,Riley Sharp,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,Kevin Rader,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,Brady Russell,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,Jordan Murray,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,La'Michael Pettway,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,Jordan Thomas,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Brayden Willis,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,Tanner Conner,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Baylor Cupp,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,Sal Cannella,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Stephen Carlson,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Jack Westover,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Thomas Yassmin,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Charlie Woerner,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Brevyn Spann-Ford,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Zach Davidson,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Sage Surratt,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Tyler Davis,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Travis Vokolek,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Ross Dwelley,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Tre' McKitty,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Michael Ezeike,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Nick Muse,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Mason Fairchild,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,MyCole Pruitt,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Princeton Fant,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Mike Rigerman,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Luke Farrell,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Lincoln Sefcik,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Anthony Firkser,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Ben Sims,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,John FitzPatrick,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,John Stephens,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Miller Forristall,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Messiah Swinson,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Cole Fotheringham,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Eric Tomlinson,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Feleipe Franks,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Treyton Welch,CLE,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Devon Garrison,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Jordan Matthews,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Zach Gentry,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
