,,,Week 5 Game,,,,Fantasy,Receiving,,,Rushing,,
125,Zaire Mitchell-Paden,CLE,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Cam Grandy,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Patrick Murtagh,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,N'Keal Harry,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Drew Ogletree,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Julian Hill,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Mason Pline,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Alec Holler,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Teagan Quitoriano,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Jacob Hollister,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Sammis Reyes,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jesper Horsted,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Hayden Rucci,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Michael Jacobson,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Eric Saubert,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Neal Johnson,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Bernhard Seikovits,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Nikola Kalinic,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,John Samuel Shenker,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Hunter Kampmoyer,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Matt Sokol,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Dalton Keene,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Geor'quarius Spivey,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Ko Kieft,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Austin Stogner,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Zack Kuntz,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Tommy Sweeney,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Cameron Latu,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Tanner Taula,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Marcedes Lewis,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Logan Thomas,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Hunter Long,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jake Tonges,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Tyler Mabry,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jacob Warren,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Chris Manhertz,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,David Wells,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Mitchell Wilcox,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Blake Whiteheart,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Nate Adkins,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Rodney Williams,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Erick All,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Joel Wilson,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Brenden Bates,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Colson Yankoff,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Shawn Bowman,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Kenny Yeboah,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Lawrence Cager,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
