,,,Week 18 Game,,,,Fantasy,Receiving,,,Rushing,,
42,Durham Smythe,MIA,NYJ,-,-,,2.07,1.27,12.88,0.13,0.00,0.00,0.00
43,Cade Stover,HOU,TEN,-,-,,2.02,1.40,14.84,0.09,0.00,0.00,0.00
44,Brevin Jordan,HOU,TEN,-,-,,1.92,1.26,13.17,0.10,0.00,0.00,0.00
45,Hayden Hurst,LAC,LV,-,-,,1.90,1.32,13.56,0.09,0.00,0.00,0.00
46,Greg Dulcich,DEN,KC,-,-,,1.87,1.35,13.91,0.08,0.00,0.00,0.00
47,Zach Ertz,WAS,DAL,-,-,,1.85,1.45,13.71,0.08,0.00,0.00,0.00
48,Donald Parham,LAC,LV,-,-,,1.66,0.88,9.37,0.12,0.00,0.00,0.00
49,Jonnu Smith,MIA,NYJ,-,-,,1.60,1.05,10.58,0.09,0.00,0.00,0.00
50,Jeremy Ruckert,NYJ,MIA,-,-,,1.47,1.06,11.14,0.06,0.00,0.00,0.00
51,Tommy Tremble,CAR,ATL,-,-,,1.41,0.98,10.45,0.06,0.00,0.00,0.00
52,Kylen Granson,IND,JAX,-,-,,1.40,1.02,10.36,0.06,0.00,0.00,0.00
53,Johnny Mundt,MIN,DET,-,-,,1.35,0.96,9.85,0.06,0.00,0.00,0.00
54,Lucas Krull,DEN,KC,-,-,,1.25,0.83,8.87,0.06,0.00,0.00,0.00
55,Davis Allen,LAR,SEA,-,-,,1.22,0.84,8.56,0.06,0.00,0.00,0.00
56,Darnell Washington,PIT,CIN,-,-,,1.21,0.83,8.51,0.06,0.00,0.00,0.00
57,Peyton Hendershot,DAL,WAS,-,-,,1.21,0.84,8.46,0.06,0.00,0.00,0.00
58,Robert Tonyan,MIN,DET,-,-,,1.20,0.83,8.44,0.06,0.00,0.00,0.00
59,AJ Barner,SEA,LAR,-,-,,1.19,0.77,8.27,0.06,0.00,0.00,0.00
60,Payne Durham,TB,NO,-,-,,1.16,0.79,8.01,0.06,0.00,0.00,0.00
61,Jared Wiley,KC,DEN,-,-,,1.15,0.74,7.89,0.06,0.00,0.00,0.00
62,Brenton Strange,JAX,IND,-,-,,1.15,0.79,7.94,0.06,0.00,0.00,0.00
63,Devin Culp,TB,NO,-,-,,1.14,0.75,7.82,0.06,0.00,0.00,0.00
64,Drew Sample,CIN,PIT,-,-,,1.12,0.73,7.63,0.06,0.00,0.00,0.00
65,Elijah Higgins,ARI,SF,-,-,,1.12,0.81,8.24,0.05,0.00,0.00,0.00
66,Dallin Holker,NO,TB,-,-,,1.11,0.72,7.47,0.06,0.00,0.00,0.00
67,Adam Trautman,DEN,KC,-,-,,1.11,0.75,7.51,0.06,0.00,0.00,0.00
68,Tanner McLachlan,CIN,PIT,-,-,,1.11,0.73,7.45,0.06,0.00,0.00,0.00
69,Tip Reiman,ARI,SF,-,-,,1.06,0.69,6.97,0.06,0.00,0.00,0.00
70,Harrison Bryant,LV,LAC,-,-,,1.06,0.69,6.99,0.06,0.00,0.00,0.00
71,Irv Smith,KC,DEN,-,-,,1.02,0.62,6.58,0.06,0.00,0.00,0.00
72,Brock Wright,DET,MIN,-,-,,1.01,0.66,6.51,0.06,0.00,0.00,0.00
73,Mo Alie-Cox,IND,JAX,-,-,,0.99,0.59,6.28,0.06,0.00,0.00,0.00
74,Daniel Bellinger,NYG,PHI,-,-,,0.99,0.67,6.91,0.05,0.00,0.00,0.00
75,Will Dissly,LAC,LV,-,-,,0.94,0.57,5.78,0.06,0.00,0.00,0.00
76,Jody Fortson,MIA,NYJ,-,-,,0.93,0.54,5.67,0.06,0.00,0.00,0.00
77,Josh Oliver,MIN,DET,-,-,,0.93,0.60,6.30,0.05,0.00,0.00,0.00
78,Foster Moreau,NO,TB,-,-,,0.92,0.59,6.24,0.05,0.00,0.00,0.00
79,Jack Stoll,NYG,PHI,-,-,,0.91,0.52,5.46,0.06,0.00,0.00,0.00
80,Luke Schoonmaker,DAL,WAS,-,-,,0.90,0.49,5.36,0.06,0.00,0.00,0.00
81,Austin Hooper,NE,BUF,-,-,,0.89,0.59,5.89,0.05,0.00,0.00,0.00
82,Stone Smartt,LAC,LV,-,-,,0.86,0.46,5.03,0.06,0.00,0.00,0.00
83,Cole Turner,WAS,DAL,-,-,,0.85,0.45,4.87,0.06,0.00,0.00,0.00
84,Quintin Morris,BUF,NE,-,-,,0.84,0.48,4.77,0.06,0.00,0.00,0.00
85,Jordan Akins,CLE,BAL,-,-,,0.80,0.44,4.44,0.06,0.00,0.00,0.00
86,Pharaoh Brown,SEA,LAR,-,-,,0.78,0.41,4.23,0.06,0.00,0.00,0.00
87,Connor Heyward,PIT,CIN,-,-,,0.36,0.32,3.57,0.00,0.00,0.00,0.00
88,Ian Thomas,CAR,ATL,-,-,,0.35,0.31,3.46,0.00,0.00,0.00,0.00
89,Charlie Kolar,BAL,CLE,-,-,,0.30,0.29,3.00,0.00,0.00,0.00,0.00
90,Josiah Deguara,JAX,IND,-,-,,0.29,0.28,2.89,0.00,0.00,0.00,0.00
91,John Bates,WAS,DAL,-,-,,0.28,0.27,2.80,0.00,0.00,0.00,0.00
92,Albert Okwuegbunam,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tre' McKitty,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,Patrick Murtagh,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Jordan Thomas,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Chris Manhertz,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Eric Saubert,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Geor'quarius Spivey,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Kenny Yeboah,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Eric Tomlinson,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Joel Wilson,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Colson Yankoff,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Rodney Williams,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Blake Whiteheart,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,David Wells,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Teagan Quitoriano,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,McCallan Castles,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Mike Rigerman,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Tanner Conner,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,John Samuel Shenker,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Baylor Cupp,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,Sage Surratt,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Zach Davidson,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Hunter Long,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Tyler Davis,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Jordan Matthews,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Ross Dwelley,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Zaire Mitchell-Paden,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Michael Ezeike,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Thomas Odukoya,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Mason Fairchild,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Mason Pline,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Princeton Fant,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Isaac Rex,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Luke Farrell,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Hayden Rucci,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony Firkser,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Bernhard Seikovits,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tucker Fisk,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Matt Sokol,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,John FitzPatrick,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Steven Stilianos,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kevin Foelsch,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Messiah Swinson,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Miller Forristall,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Jacob Warren,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Cole Fotheringham,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Mabry,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Feleipe Franks,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,David Martin-Robinson,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Devon Garrison,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sean McKeon,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zach Gentry,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,James Mitchell,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Cam Grandy,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Jordan Murray,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,N'Keal Harry,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Nick Muse,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Zach Heins,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Drew Ogletree,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Parker Hesse,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,La'Michael Pettway,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Julian Hill,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,MyCole Pruitt,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Alec Holler,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Kevin Rader,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jacob Hollister,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Sammis Reyes,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jesper Horsted,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Armani Rogers,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Michael Jacobson,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Brady Russell,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,E.J. Jenkins,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Lincoln Sefcik,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Neal Johnson,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Riley Sharp,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nikola Kalinic,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Ben Sims,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Hunter Kampmoyer,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Brevyn Spann-Ford,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Dalton Keene,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,John Stephens,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ko Kieft,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Austin Stogner,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Zack Kuntz,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tommy Sweeney,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cameron Latu,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tanner Taula,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Marcedes Lewis,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Logan Thomas,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Nick Vannett,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Jake Tonges,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Nate Adkins,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Travis Vokolek,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Erick All,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Treyton Welch,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Brenden Bates,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jack Westover,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Luke Benson,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mitchell Wilcox,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Shawn Bowman,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Brayden Willis,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Lawrence Cager,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Charlie Woerner,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Grant Calcaterra,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Thomas Yassmin,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Sal Cannella,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Shane Zylstra,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Stephen Carlson,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
