,,,Week 8 Game,,,,Fantasy,Receiving,,,Rushing,,
272,Freddie Swain,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Jalen Cropper,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Cody Thompson,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,Jamison Crowder,WAS,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Austin Trammell,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,Malik Cunningham,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Jalen Virgil,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Jaelon Darden,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,Montrell Washington,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,Kaden Davis,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Jalen Wayne,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Shaquan Davis,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,Cody White,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Davion Davis,WAS,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,Seth Williams,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Tom Kennedy,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Isaiah Winstead,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Mason Kinsey,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Phillip Dorsett,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Maurice Alexander,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Ramel Keyton,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Colton Dowell,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,Jontre Kirklin,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Dylan Drummond,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,Malik Knowles,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Grant DuBose,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,JJ Laap,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,David Durden,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Kwamie Lassiter,CIN,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,Erik Ezukanma,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,T.J. Luther,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,Simi Fehoko,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Jesse Matthews,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Dez Fitzpatrick,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Kyric McGowan,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Bryce Ford-Wheaton,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Anthony Miller,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Jeff Foreman,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Dax Milne,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,Daurice Fountain,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Rondale Moore,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Jaelen Gill,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Samson Nacua,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,Lideatrick Griffin,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Joseph Ngata,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Justin Hall,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,Gunner Olszewski,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,Mike Harley,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,Sam Pinckney,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,Kelvin Harmon,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,James Proche,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
323,Tyler Harrell,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,Nikko Remigio,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Jacob Harris,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,Tayvion Robinson,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,Tre'Shaun Harrison,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Sean Ryan,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Hayden Hatten,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Joseph Scates,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Jaaron Hayek,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,Anthony Schwartz,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,Griffin Hebert,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Zavier Scott,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,Julian Hicks,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Kyle Sheets,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,Odieu Hiliare,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Justin Shorter,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,KhaDarel Hodge,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,Marcus Simms,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,Dennis Houston,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
342,Derek Slywka,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,Lil'Jordan Humphrey,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,Tre'Quan Smith,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Andy Isabella,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
346,Ihmir Smith-Marsette,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Qadir Ismail,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,Dimitri Stanley,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
349,John Jackson,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,Mike Strachan,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,JaQuae Jackson,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,Malik Taylor,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353,Shed Jackson,CIN,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,Thayer Thomas,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
355,Lucky Jackson,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,Mitchell Tinsley,WAS,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357,Trishton Jackson,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
358,Samori Toure,GB,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,Kearis Jackson,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,Laquon Treadwell,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
361,Jadon Janke,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,DJ Turner,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Jaray Jenkins,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,Dayton Wade,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365,John Jiles,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
366,Greg Ward,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
367,Cam Johnson,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
368,Isaiah Washington,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,Kameron Johnson,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
370,Duece Watts,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
371,Xavier Johnson,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
372,Xavier Weaver,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Jaylen Johnson,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
374,Nsimba Webster,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
375,Cephus Johnson,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
376,David White,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
377,Johnny Johnson,HOU,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
378,Kristian Wilkerson,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
379,Tyler Johnson,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
380,Dee Williams,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,Collin Johnson,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,Juwann Winfree,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
383,Velus Jones,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Easop Winston,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Jeshaun Jones,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,Dareke Young,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Latreal Jones,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
