,,,Week 3 Game,,,,Fantasy,Receiving,,,Rushing,,
144,Derius Davis,LAC,PIT,-,-,,1.36,0.66,8.36,0.06,0.28,1.66,0.00
145,Trent Sherfield,MIN,HOU,-,-,,1.32,0.73,9.33,0.06,0.06,0.22,0.00
146,Brandon Powell,MIN,HOU,-,-,,1.31,0.81,8.15,0.06,0.23,1.33,0.00
147,Cornelius Johnson,LAC,PIT,-,-,,1.31,0.63,9.52,0.06,0.00,0.00,0.00
148,Parris Campbell,PHI,NO,-,-,,1.31,0.85,9.18,0.06,0.06,0.30,0.00
149,Jacob Cowing,SF,LAR,-,-,,1.26,0.71,8.62,0.06,0.06,0.39,0.00
150,Jason Brownlee,NYJ,NE,-,-,,1.25,0.70,8.73,0.06,0.06,0.19,0.00
151,Skyy Moore,KC,ATL,-,-,,1.25,0.78,8.33,0.06,0.13,0.58,0.00
152,Jamari Thrash,CLE,NYG,-,-,,1.24,0.66,8.41,0.06,0.06,0.36,0.00
153,Antoine Green,DET,ARI,-,-,,1.24,0.75,8.77,0.06,0.00,0.00,0.00
154,Malik Heath,GB,TEN,-,-,,1.23,0.65,7.85,0.07,0.07,0.22,0.00
155,Ainias Smith,PHI,NO,-,-,,1.23,0.65,8.34,0.06,0.06,0.36,0.00
156,Ray-Ray McCloud,ATL,KC,-,-,,1.23,0.70,7.62,0.06,0.17,1.03,0.00
157,Ronnie Bell,SF,LAR,-,-,,1.22,0.68,8.30,0.06,0.06,0.25,0.00
158,Olamide Zaccheaus,WAS,CIN,-,-,,1.22,0.68,8.32,0.06,0.06,0.28,0.00
159,Trenton Irwin,CIN,WAS,-,-,,1.22,0.59,7.74,0.07,0.07,0.26,0.00
160,Bub Means,NO,PHI,-,-,,1.20,0.70,8.43,0.06,0.00,0.00,0.00
161,Tahj Washington,MIA,SEA,-,-,,1.20,0.70,8.39,0.06,0.00,0.00,0.00
162,Kayshon Boutte,NE,NYJ,-,-,,1.15,0.61,7.62,0.06,0.06,0.28,0.00
163,Jordan Whittington,LAR,SF,-,-,,1.15,0.68,7.89,0.06,0.00,0.00,0.00
164,Ryan Flournoy,DAL,BAL,-,-,,1.15,0.69,7.94,0.06,0.00,0.00,0.00
165,Mack Hollins,BUF,JAX,-,-,,1.13,0.60,7.71,0.06,0.00,0.00,0.00
166,Michael Woods,CLE,NYG,-,-,,1.12,0.56,7.36,0.06,0.06,0.25,0.00
167,Jalen Guyton,LV,CAR,-,-,,1.11,0.55,7.23,0.06,0.06,0.24,0.00
168,Tejhaun Palmer,ARI,DET,-,-,,1.11,0.68,7.49,0.06,0.00,0.00,0.00
169,Casey Washington,ATL,KC,-,-,,1.11,0.59,7.50,0.06,0.00,0.00,0.00
170,Marcus Rosemy-Jacksaint,WAS,CIN,-,-,,1.11,0.56,7.12,0.06,0.06,0.34,0.00
171,Zach Pascal,ARI,DET,-,-,,1.10,0.54,7.17,0.06,0.06,0.24,0.00
172,Justyn Ross,KC,ATL,-,-,,1.09,0.52,6.70,0.07,0.00,0.00,0.00
173,Luke McCaffrey,WAS,CIN,-,-,,1.06,0.71,7.78,0.04,0.08,0.37,0.00
174,Devaughn Vele,DEN,TB,-,-,,1.05,0.56,6.85,0.06,0.00,0.00,0.00
175,Chris Conley,SF,LAR,-,-,,1.05,0.54,6.68,0.06,0.06,0.24,0.00
176,Ben Skowronek,HOU,MIN,-,-,,1.04,0.53,6.59,0.06,0.06,0.24,0.00
177,David Moore,CAR,LV,-,-,,1.04,0.48,7.16,0.05,0.05,0.27,0.00
178,Allen Robinson,NYG,CLE,-,-,,1.02,0.62,6.33,0.06,0.06,0.22,0.00
179,Deonte Harty,BAL,DAL,-,-,,1.01,0.47,5.61,0.06,0.18,0.89,0.00
180,Anthony Gould,IND,CHI,-,-,,0.99,0.52,6.32,0.06,0.00,0.00,0.00
181,Ashton Dulin,IND,CHI,-,-,,0.99,0.53,6.01,0.06,0.06,0.24,0.00
182,Tyquan Thornton,NE,NYJ,-,-,,0.97,0.48,6.22,0.05,0.11,0.43,0.00
183,Danny Gray,SF,LAR,-,-,,0.96,0.43,5.77,0.06,0.06,0.25,0.00
184,Tim Jones,JAX,BUF,-,-,,0.93,0.46,5.49,0.06,0.06,0.23,0.00
185,Isaiah McKenzie,NYG,CLE,-,-,,0.93,0.59,5.77,0.05,0.11,0.54,0.00
186,Equanimeous St. Brown,NO,PHI,-,-,,0.90,0.40,5.14,0.06,0.06,0.23,0.00
187,Jalen Reagor,NE,NYJ,-,-,,0.87,0.41,5.47,0.05,0.05,0.21,0.00
188,Laviska Shenault,SEA,MIA,-,-,,0.74,0.36,4.19,0.00,0.67,3.16,0.00
189,Jha'Quan Jackson,TEN,GB,-,-,,0.72,0.70,7.19,0.00,0.00,0.00,0.00
190,Kyle Philips,TEN,GB,-,-,,0.59,0.57,5.74,0.00,0.00,0.14,0.00
191,Byron Pringle,WAS,CIN,-,-,,0.53,0.43,5.04,0.00,0.00,0.29,0.00
192,Devin Duvernay,JAX,BUF,-,-,,0.47,0.31,3.96,0.00,0.12,0.74,0.00
193,Tylan Wallace,BAL,DAL,-,-,,0.43,0.32,4.05,0.00,0.06,0.25,0.00
194,Scotty Miller,PIT,LAC,-,-,,0.42,0.31,3.96,0.00,0.06,0.25,0.00
195,Terrace Marshall,CAR,LV,-,-,,0.40,0.29,3.77,0.00,0.06,0.24,0.00
196,Dee Eskridge,SEA,MIA,-,-,,0.36,0.23,3.24,0.00,0.06,0.35,0.00
197,Ryan Miller,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Bryce Oliver,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Josh Ali,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Peter LeBlanc,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mason Tipton,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Raleigh Webb,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kawaan Baker,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Steven Sims,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Andre Baccellia,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Alex Bachman,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Marcus Riley,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Daylen Baldwin,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Ty Scott,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Bandy,DEN,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Drake Stoops,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyron Billy-Johnson,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,David Wallis,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Chris Blair,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Miles Boykin,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Tanner Knue,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Phillip Brooks,KC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Lance McCutcheon,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Jalen Brooks,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Stanley Morgan,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Ahmarean Brown,CLE,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Cornell Powell,KC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Martavis Bryant,WAS,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Cole Burgess,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Deontay Burnett,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Je'Quan Burton,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Trent Taylor,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Hakeem Butler,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Brycen Tremayne,WAS,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Terrell Bynum,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Damiere Byrd,BUF,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Sam Wiglusz,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Deon Cain,BUF,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jalon Calhoun,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Keith Kirkwood,BAL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Devin Carter,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Matt Landers,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,DeAndre Carter,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tay Martin,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Quintez Cephus,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Racey McMath,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Joshua Cephus,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Denzel Mims,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Irvin Charles,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Nailor,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dan Chisena,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Dante Pettis,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Robbie Chosen,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Tyrie Cleveland,IND,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Jalen Coker,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Elijah Cooks,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jacob Copeland,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Chase Cota,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Britain Covey,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Willie Snead,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,River Cracraft,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
