,,,Week 12 Game,,,,Fantasy,Receiving,,,Rushing,,
78,Teagan Quitoriano,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,Jordan Matthews,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,Jordan Murray,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,Eric Tomlinson,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,Tanner Taula,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,Joel Wilson,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,Thomas Yassmin,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,Rodney Williams,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,Blake Whiteheart,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,David Wells,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,Matt Sokol,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Tanner Conner,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,Steven Stilianos,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Baylor Cupp,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,Chris Manhertz,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Tyler Davis,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,James Mitchell,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,Michael Ezeike,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Thomas Odukoya,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Princeton Fant,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Mason Pline,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Tucker Fisk,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Sammis Reyes,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Kevin Foelsch,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Brady Russell,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,Miller Forristall,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,John Samuel Shenker,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Cole Fotheringham,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Geor'quarius Spivey,KC,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Feleipe Franks,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,Tommy Sweeney,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Devon Garrison,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Jacob Warren,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,Zach Gentry,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,David Martin-Robinson,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,N'Keal Harry,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Sean McKeon,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Zach Heins,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Zaire Mitchell-Paden,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Parker Hesse,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Nick Muse,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Julian Hill,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Drew Ogletree,IND,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Alec Holler,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,La'Michael Pettway,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Jacob Hollister,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,MyCole Pruitt,PIT,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Jesper Horsted,CAR,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Isaac Rex,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,E.J. Jenkins,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Mike Rigerman,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Neal Johnson,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Hayden Rucci,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Nikola Kalinic,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Eric Saubert,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Hunter Kampmoyer,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Riley Sharp,BAL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Dalton Keene,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Ben Sims,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Ko Kieft,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Brevyn Spann-Ford,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Cameron Latu,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,John Stephens,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Marcedes Lewis,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Sage Surratt,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Hunter Long,LAR,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Messiah Swinson,GB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Tyler Mabry,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Logan Thomas,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Nick Vannett,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Jake Tonges,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Nate Adkins,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Travis Vokolek,ARI,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Brenden Bates,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Treyton Welch,CLE,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Luke Benson,LAC,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Jack Westover,SEA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Lawrence Cager,NYG,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Mitchell Wilcox,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Grant Calcaterra,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Brayden Willis,SF,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Sal Cannella,TB,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Colson Yankoff,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Stephen Carlson,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Shane Zylstra,DET,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,McCallan Castles,PHI,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
