,,,Week 7 Game,,,,Fantasy,Passing,,,,,,Rushing,,
18,Aaron Rodgers,NYJ,PIT,-,-,,18.01,20.46,32.10,63.7,226.50,1.57,0.52,1.90,5.62,0.06
19,Deshaun Watson,CLE,CIN,-,-,,17.97,18.06,28.90,62.5,198.80,1.28,0.76,4.50,22.90,0.23
20,Geno Smith,SEA,ATL,-,-,,17.56,20.12,31.30,64.3,220.03,1.40,0.64,2.10,8.74,0.12
21,Baker Mayfield,TB,BAL,-,-,,17.02,19.45,31.40,61.9,211.33,1.35,0.67,3.20,10.65,0.11
22,Will Levis,TEN,BUF,-,-,,16.97,19.04,32.40,58.8,215.20,1.35,0.79,2.80,9.42,0.11
23,Derek Carr,NO,DEN,-,-,,16.08,20.89,31.20,67.0,215.41,1.30,0.65,1.80,3.97,0.06
24,Russell Wilson,PIT,NYJ,-,-,,15.77,16.96,27.30,62.1,183.38,1.14,0.63,4.30,18.94,0.13
25,Gardner Minshew,LV,LAR,-,-,,15.67,20.34,32.50,62.6,212.01,1.15,0.76,1.80,6.89,0.09
26,Drake Maye,NE,JAX,-,-,,15.28,16.88,29.70,56.8,182.97,1.09,0.71,3.60,15.20,0.16
27,Bryce Young,CAR,WAS,-,-,,14.95,17.59,30.90,56.9,192.06,1.05,0.78,2.90,12.67,0.11
28,Daniel Jones,NYG,PHI,-,-,,14.61,15.35,24.90,61.6,163.74,0.90,0.50,4.90,22.98,0.17
29,Bo Nix,DEN,NO,-,-,,13.01,14.45,23.80,60.7,149.76,0.87,0.58,4.20,17.77,0.14
30,Aidan O'Connell,LV,LAR,-,-,,5.89,8.12,13.40,60.6,86.52,0.48,0.38,0.10,0.21,0.00
31,Jimmy Garoppolo,LAR,LV,-,-,,1.30,1.41,2.10,67.1,15.28,0.14,0.07,0.20,0.49,0.00
32,Emory Jones,BAL,TB,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
33,Sam Howell,SEA,ATL,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
34,Taylor Heinicke,ATL,SEA,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
35,Mike White,MIA,IND,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
36,Jameis Winston,CLE,CIN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
37,Skylar Thompson,MIA,IND,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
38,Mitch Trubisky,BUF,TEN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
39,Joe Milton,NE,JAX,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
40,Nick Mullens,MIN,DET,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
41,J.J. McCarthy,MIN,DET,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
42,Trace McSorley,WAS,CAR,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
43,Marcus Mariota,WAS,CAR,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
44,Rocky Lombardi,CIN,CLE,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
45,Devin Leary,BAL,TB,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
46,Easton Stick,LAC,ARI,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
47,John Paddock,ATL,SEA,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
48,Nate Sudfeld,DET,MIN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
49,Michael Penix,ATL,SEA,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
50,Kyle Trask,TB,BAL,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
51,E.J. Perry,JAX,NE,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
52,PJ Walker,SEA,ATL,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
53,Kenny Pickett,PHI,NYG,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
54,Zach Wilson,DEN,NO,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
55,Jack Plummer,CAR,WAS,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
56,Logan Woodside,CIN,CLE,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
57,Spencer Rattler,NO,DEN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
58,Sam Hartman,WAS,CAR,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
59,Mason Rudolph,TEN,BUF,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
60,Hendon Hooker,DET,MIN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
61,Josh Johnson,BAL,TB,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
62,Tyler Huntley,CLE,CIN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
63,Brandon Allen,SF,KC,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
64,Mac Jones,JAX,NE,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
65,Kyle Allen,PIT,NYJ,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
66,Case Keenum,HOU,GB,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
67,Jason Bean,IND,MIA,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
68,Drew Lock,NYG,PHI,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
69,C.J. Beathard,JAX,NE,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
70,Jake Luton,CAR,WAS,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
71,Stetson Bennett,LAR,LV,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
72,Adrian Martinez,NYJ,PIT,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
73,Ian Book,KC,SF,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
74,Tanner McKee,PHI,NYG,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
75,Tim Boyle,HOU,GB,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
76,Davis Mills,HOU,GB,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
77,Carter Bradley,LV,LAR,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
78,Tanner Mordecai,SF,KC,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
79,Jacoby Brissett,NE,JAX,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
80,Chris Oladokun,KC,SF,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
81,Anthony Brown,BUF,TEN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
82,Andrew Peasley,NYJ,PIT,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
83,Jake Browning,CIN,CLE,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
84,Luis Perez,LAC,ARI,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
85,Shane Buechele,BUF,TEN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
86,Nathan Peterman,LV,LAR,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
87,Sean Clifford,GB,HOU,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
88,John Rhys Plumlee,PIT,NYJ,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
89,Matt Corral,MIN,DET,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
90,Michael Pratt,GB,HOU,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
91,Andy Dalton,CAR,WAS,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
92,Desmond Ridder,ARI,LAC,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
93,Sam Darnold,MIN,DET,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
94,Kedon Slovis,IND,MIA,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
95,Tommy DeVito,NYG,PHI,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
96,Jarrett Stidham,DEN,NO,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
97,Ben DiNucci,BUF,TEN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
98,Tyrod Taylor,NYJ,PIT,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
99,Joshua Dobbs,SF,KC,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
100,Dorian Thompson-Robinson,CLE,CIN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
101,Jeff Driskel,WAS,CAR,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
102,Jordan Travis,NYJ,PIT,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
103,Sam Ehlinger,IND,MIA,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
104,Clayton Tune,ARI,LAC,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
105,Justin Fields,PIT,NYJ,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
106,Carson Wentz,KC,SF,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
107,Joe Flacco,IND,MIA,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
108,Malik Willis,TEN,BUF,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
109,Jake Fromm,DET,MIN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
110,Dresser Winn,LAR,LV,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
111,Will Grier,PHI,NYG,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
112,John Wolford,TB,BAL,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
113,Jake Haener,NO,DEN,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
114,Bailey Zappe,NE,JAX,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
115,Jaren Hall,MIN,DET,-,-,,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00
