,,,Week 15 Game,,,,Fantasy,Receiving,,,Rushing,,
27,Zay Flowers,BAL,NYG,-,-,,8.24,4.96,57.04,0.37,0.49,3.12,0.00
28,George Pickens,PIT,PHI,-,-,,8.19,4.03,60.91,0.34,0.11,0.57,0.00
29,Christian Kirk,JAX,NYJ,-,-,,8.18,4.72,60.14,0.35,0.12,0.64,0.00
30,Jayden Reed,GB,SEA,-,-,,7.97,4.28,53.47,0.30,0.78,4.59,0.06
31,Michael Pittman,IND,DEN,-,-,,7.96,5.42,60.65,0.31,0.06,0.31,0.00
32,Rome Odunze,CHI,MIN,-,-,,7.96,4.25,57.57,0.36,0.06,0.42,0.00
33,Keenan Allen,CHI,MIN,-,-,,7.77,4.99,55.47,0.36,0.12,0.65,0.00
34,Malik Nabers,NYG,BAL,-,-,,7.74,4.18,56.74,0.33,0.11,0.83,0.00
35,Calvin Ridley,TEN,CIN,-,-,,7.61,4.02,54.47,0.33,0.33,1.87,0.00
36,Chris Godwin,TB,LAC,-,-,,7.29,4.86,54.69,0.28,0.22,1.45,0.00
37,Terry McLaurin,WAS,NO,-,-,,7.23,4.22,55.73,0.27,0.05,0.33,0.00
38,Xavier Worthy,KC,CLE,-,-,,7.19,3.70,49.63,0.35,0.17,1.27,0.00
39,Rashee Rice,KC,CLE,-,-,,7.14,4.73,51.05,0.33,0.11,0.50,0.00
40,Christian Watson,GB,SEA,-,-,,7.01,3.42,46.91,0.36,0.30,1.62,0.00
41,Marquise Brown,KC,CLE,-,-,,6.84,3.56,49.56,0.30,0.18,0.84,0.00
42,DeAndre Hopkins,TEN,CIN,-,-,,6.67,3.97,47.63,0.31,0.12,0.50,0.00
43,Ladd McConkey,LAC,TB,-,-,,6.46,3.58,43.59,0.34,0.06,0.61,0.00
44,Tyler Lockett,SEA,GB,-,-,,6.38,3.79,45.47,0.30,0.06,0.30,0.00
45,Romeo Doubs,GB,SEA,-,-,,6.37,3.64,45.37,0.30,0.06,0.30,0.00
46,Jameson Williams,DET,BUF,-,-,,6.36,3.16,44.81,0.28,0.33,1.94,0.00
47,Brian Thomas,JAX,NYJ,-,-,,6.31,3.49,44.82,0.29,0.11,0.86,0.00
48,Mike Williams,NYJ,JAX,-,-,,6.29,3.24,44.58,0.30,0.06,0.30,0.00
49,Jaxon Smith-Njigba,SEA,GB,-,-,,6.23,4.05,43.72,0.30,0.12,0.60,0.00
50,Dontayvion Wicks,GB,SEA,-,-,,6.23,3.13,40.95,0.34,0.20,0.95,0.00
51,Brandin Cooks,DAL,CAR,-,-,,6.09,3.32,41.27,0.31,0.18,1.04,0.00
52,Keon Coleman,BUF,DET,-,-,,6.09,3.28,43.20,0.29,0.06,0.29,0.00
53,Khalil Shakir,BUF,DET,-,-,,6.02,3.57,42.29,0.29,0.06,0.47,0.00
54,Courtland Sutton,DEN,IND,-,-,,6.01,3.30,44.28,0.26,0.05,0.26,0.00
55,Gabe Davis,JAX,NYJ,-,-,,5.95,3.11,43.02,0.27,0.05,0.27,0.00
56,Ricky Pearsall,SF,LAR,-,-,,5.80,3.18,38.34,0.31,0.19,1.06,0.00
57,Jerry Jeudy,CLE,KC,-,-,,5.78,3.20,40.88,0.27,0.11,0.69,0.00
58,Curtis Samuel,BUF,DET,-,-,,5.77,3.37,37.55,0.21,0.67,4.56,0.05
59,Joshua Palmer,LAC,TB,-,-,,5.71,3.05,38.09,0.31,0.05,0.36,0.00
60,Rashid Shaheed,NO,WAS,-,-,,5.67,2.97,39.95,0.23,0.46,2.97,0.00
61,Jakobi Meyers,LV,ATL,-,-,,5.59,3.53,39.88,0.24,0.24,1.24,0.00
62,Josh Downs,IND,DEN,-,-,,5.52,3.55,39.60,0.24,0.18,1.24,0.00
63,Jahan Dotson,PHI,PIT,-,-,,5.51,3.04,39.40,0.25,0.08,0.66,0.00
64,Malachi Corley,NYJ,JAX,-,-,,5.45,3.40,35.84,0.27,0.41,2.45,0.00
65,Xavier Legette,CAR,DAL,-,-,,5.45,3.03,38.86,0.24,0.18,1.21,0.00
66,Adonai Mitchell,IND,DEN,-,-,,5.38,2.98,38.92,0.24,0.06,0.48,0.00
67,Troy Franklin,DEN,IND,-,-,,5.36,3.02,37.07,0.27,0.09,0.37,0.00
68,Roman Wilson,PIT,PHI,-,-,,5.36,2.84,38.13,0.23,0.23,1.65,0.00
69,Michael Wilson,ARI,NE,-,-,,5.31,2.87,38.38,0.24,0.06,0.30,0.00
70,Ja'Lynn Polk,NE,ARI,-,-,,5.09,3.06,36.29,0.23,0.06,0.79,0.00
71,Diontae Johnson,CAR,DAL,-,-,,5.06,3.69,38.63,0.19,0.09,0.61,0.00
72,Darnell Mooney,ATL,LV,-,-,,5.05,2.70,36.48,0.22,0.11,0.81,0.00
73,DeMario Douglas,NE,ARI,-,-,,5.02,3.24,35.68,0.21,0.31,1.90,0.00
74,Quentin Johnston,LAC,TB,-,-,,5.01,2.87,35.94,0.23,0.06,0.35,0.00
75,Jermaine Burton,CIN,TEN,-,-,,4.98,2.71,34.19,0.25,0.06,0.61,0.00
76,Marvin Mims,DEN,IND,-,-,,4.98,2.57,35.54,0.21,0.21,1.64,0.00
77,Wan'Dale Robinson,NYG,BAL,-,-,,4.83,3.15,32.16,0.22,0.54,2.98,0.00
78,Rashod Bateman,BAL,NYG,-,-,,4.80,2.66,33.95,0.23,0.06,0.29,0.00
79,Devontez Walker,BAL,NYG,-,-,,4.70,2.60,31.99,0.24,0.08,0.57,0.00
80,Adam Thielen,CAR,DAL,-,-,,4.43,3.26,32.57,0.19,0.05,0.34,0.00
81,Greg Dortch,ARI,NE,-,-,,4.26,3.16,31.00,0.17,0.29,1.44,0.00
82,Jalen McMillan,TB,LAC,-,-,,4.24,2.76,29.28,0.20,0.15,1.10,0.00
83,Darius Slayton,NYG,BAL,-,-,,4.08,2.10,30.36,0.17,0.06,0.28,0.00
84,Tyler Boyd,TEN,CIN,-,-,,3.97,2.72,28.46,0.18,0.12,0.47,0.00
85,Kendrick Bourne,NE,ARI,-,-,,3.82,2.16,27.37,0.17,0.11,0.67,0.00
86,Zay Jones,ARI,NE,-,-,,3.78,2.25,26.59,0.18,0.12,0.41,0.00
87,Odell Beckham,MIA,HOU,-,-,,3.63,2.01,25.07,0.18,0.06,0.41,0.00
88,Elijah Moore,CLE,KC,-,-,,3.50,2.19,23.77,0.17,0.23,1.04,0.00
89,K.J. Osborn,NE,ARI,-,-,,3.43,1.84,23.75,0.17,0.06,0.33,0.00
90,Javon Baker,NE,ARI,-,-,,3.40,1.97,23.89,0.15,0.15,1.08,0.00
91,Demarcus Robinson,LAR,SF,-,-,,3.40,1.79,22.18,0.19,0.04,0.42,0.00
92,DJ Chark,LAC,TB,-,-,,3.22,1.78,23.43,0.14,0.05,0.32,0.00
93,Marquez Valdes-Scantling,BUF,DET,-,-,,3.09,1.32,19.88,0.18,0.09,0.26,0.00
94,Jalen Tolbert,DAL,CAR,-,-,,3.07,1.89,22.00,0.14,0.05,0.33,0.00
95,A.T. Perry,NO,WAS,-,-,,3.02,1.52,21.51,0.14,0.07,0.28,0.00
96,Tyler Scott,CHI,MIN,-,-,,2.97,1.64,18.55,0.15,0.45,2.16,0.00
97,Jalin Hyatt,NYG,BAL,-,-,,2.95,1.44,21.51,0.13,0.06,0.19,0.00
98,Tre Tucker,LV,ATL,-,-,,2.87,1.72,18.33,0.14,0.33,2.00,0.00
99,Josh Reynolds,DEN,IND,-,-,,2.84,1.70,21.54,0.11,0.06,0.28,0.00
100,Noah Brown,HOU,MIA,-,-,,2.77,1.33,18.43,0.15,0.07,0.22,0.00
101,Jake Bobo,SEA,GB,-,-,,2.76,1.49,18.33,0.15,0.07,0.30,0.00
102,Treylon Burks,TEN,CIN,-,-,,2.73,1.50,19.43,0.11,0.26,1.27,0.00
103,Alec Pierce,IND,DEN,-,-,,2.60,1.29,19.76,0.10,0.05,0.26,0.00
104,Malik Washington,MIA,HOU,-,-,,2.56,1.37,17.55,0.11,0.21,1.48,0.00
105,Jauan Jennings,SF,LAR,-,-,,2.54,1.46,17.82,0.12,0.04,0.39,0.00
106,Cedric Tillman,CLE,KC,-,-,,2.48,1.30,17.33,0.12,0.06,0.29,0.00
107,Van Jefferson,PIT,PHI,-,-,,2.48,1.37,17.55,0.11,0.11,0.69,0.00
108,KJ Hamler,BUF,DET,-,-,,2.47,1.17,16.25,0.13,0.13,0.65,0.00
109,Cedrick Wilson,NO,WAS,-,-,,2.42,1.31,16.61,0.12,0.06,0.36,0.00
110,Jonathan Mingo,CAR,DAL,-,-,,2.41,1.42,17.05,0.11,0.04,0.45,0.00
111,Kalif Raymond,DET,BUF,-,-,,2.41,1.26,15.83,0.10,0.35,2.22,0.00
112,Trey Palmer,TB,LAC,-,-,,2.40,1.38,17.00,0.10,0.20,0.99,0.00
113,Andrei Iosivas,CIN,TEN,-,-,,2.36,1.33,16.59,0.11,0.04,0.38,0.00
114,Parker Washington,JAX,NYJ,-,-,,2.26,1.39,14.95,0.12,0.12,0.46,0.00
115,Calvin Austin,PIT,PHI,-,-,,2.17,1.30,13.90,0.09,0.39,2.38,0.00
116,Brenden Rice,LAC,TB,-,-,,2.16,1.16,14.57,0.11,0.11,0.42,0.00
117,Chris Moore,ARI,NE,-,-,,2.11,1.12,14.04,0.10,0.20,1.02,0.00
118,Dyami Brown,WAS,NO,-,-,,2.08,1.16,13.91,0.11,0.11,0.32,0.00
119,Mecole Hardman,KC,CLE,-,-,,2.01,0.95,12.42,0.09,0.35,2.24,0.00
120,Allen Lazard,NYJ,JAX,-,-,,2.01,0.97,13.24,0.11,0.11,0.22,0.00
121,Robert Woods,HOU,MIA,-,-,,1.91,1.24,12.72,0.10,0.10,0.38,0.00
122,Justin Watson,KC,CLE,-,-,,1.87,1.01,13.25,0.09,0.00,0.00,0.00
123,Tutu Atwell,LAR,SF,-,-,,1.83,1.08,13.74,0.06,0.17,0.97,0.00
124,Bo Melton,GB,SEA,-,-,,1.82,0.91,11.88,0.10,0.03,0.31,0.00
125,Braxton Berrios,MIA,HOU,-,-,,1.78,1.24,12.35,0.08,0.08,0.66,0.00
126,Tim Patrick,DEN,IND,-,-,,1.73,1.00,12.27,0.08,0.05,0.24,0.00
127,Kadarius Toney,KC,CLE,-,-,,1.71,0.86,10.52,0.06,0.49,3.00,0.00
128,David Bell,CLE,KC,-,-,,1.66,1.08,11.42,0.08,0.08,0.33,0.00
129,Russell Gage,BAL,NYG,-,-,,1.60,0.90,10.31,0.09,0.09,0.27,0.00
130,Brandon Johnson,DEN,IND,-,-,,1.59,0.85,10.52,0.08,0.08,0.59,0.00
131,Xavier Hutchinson,HOU,MIA,-,-,,1.57,0.87,10.93,0.06,0.19,1.19,0.00
132,D.J. Montgomery,IND,DEN,-,-,,1.56,0.97,11.67,0.06,0.06,0.36,0.00
133,Donovan Peoples-Jones,DET,BUF,-,-,,1.52,0.82,11.35,0.06,0.06,0.25,0.00
134,Nelson Agholor,BAL,NYG,-,-,,1.51,0.81,10.02,0.08,0.08,0.24,0.00
135,Quez Watkins,PIT,PHI,-,-,,1.50,0.79,11.08,0.06,0.06,0.28,0.00
136,KaVontae Turpin,DAL,CAR,-,-,,1.47,0.68,7.61,0.06,0.55,3.44,0.00
137,Johnny Wilson,PHI,PIT,-,-,,1.43,0.87,10.39,0.06,0.06,0.31,0.00
138,Isaiah Hodgins,NYG,BAL,-,-,,1.42,0.79,10.36,0.06,0.06,0.23,0.00
139,John Metchie,HOU,MIA,-,-,,1.42,0.87,10.12,0.06,0.06,0.50,0.00
140,Nick Westbrook-Ikhine,TEN,CIN,-,-,,1.41,0.74,10.26,0.06,0.06,0.23,0.00
141,Derius Davis,LAC,TB,-,-,,1.41,0.69,8.74,0.06,0.29,1.74,0.00
142,Rakim Jarrett,TB,LAC,-,-,,1.40,0.78,9.80,0.06,0.11,0.56,0.00
143,Charlie Jones,CIN,TEN,-,-,,1.39,0.78,9.96,0.06,0.06,0.30,0.00
144,Xavier Gipson,NYJ,JAX,-,-,,1.39,0.84,9.04,0.06,0.24,1.26,0.00
145,Cornelius Johnson,LAC,TB,-,-,,1.36,0.66,9.96,0.06,0.00,0.00,0.00
146,Jacob Cowing,SF,LAR,-,-,,1.34,0.72,8.76,0.07,0.07,0.39,0.00
147,Brandon Powell,MIN,CHI,-,-,,1.33,0.82,8.30,0.06,0.24,1.35,0.00
148,Trent Sherfield,MIN,CHI,-,-,,1.33,0.74,9.50,0.06,0.06,0.23,0.00
149,Parris Campbell,PHI,PIT,-,-,,1.31,0.85,9.18,0.06,0.06,0.30,0.00
150,Ainias Smith,PHI,PIT,-,-,,1.23,0.65,8.34,0.06,0.06,0.36,0.00
151,Bub Means,NO,WAS,-,-,,1.23,0.72,8.66,0.06,0.00,0.00,0.00
152,Ray-Ray McCloud,ATL,LV,-,-,,1.23,0.70,7.65,0.06,0.18,1.03,0.00
153,Antoine Green,DET,BUF,-,-,,1.23,0.74,8.67,0.06,0.00,0.00,0.00
154,Jason Brownlee,NYJ,JAX,-,-,,1.23,0.68,8.54,0.06,0.06,0.19,0.00
155,Skyy Moore,KC,CLE,-,-,,1.23,0.76,8.16,0.06,0.13,0.57,0.00
156,Malik Heath,GB,SEA,-,-,,1.23,0.66,7.88,0.07,0.07,0.22,0.00
157,Ronnie Bell,SF,LAR,-,-,,1.23,0.69,8.44,0.06,0.06,0.25,0.00
158,Olamide Zaccheaus,WAS,NO,-,-,,1.21,0.67,8.17,0.06,0.06,0.28,0.00
159,Kayshon Boutte,NE,ARI,-,-,,1.20,0.64,8.06,0.06,0.06,0.29,0.00
160,Jamari Thrash,CLE,KC,-,-,,1.20,0.63,8.02,0.06,0.06,0.34,0.00
161,Tahj Washington,MIA,HOU,-,-,,1.17,0.68,8.11,0.06,0.00,0.00,0.00
162,Ryan Flournoy,DAL,CAR,-,-,,1.16,0.70,8.04,0.06,0.00,0.00,0.00
163,Trenton Irwin,CIN,TEN,-,-,,1.13,0.56,7.45,0.06,0.06,0.25,0.00
164,Tejhaun Palmer,ARI,NE,-,-,,1.12,0.68,7.59,0.06,0.00,0.00,0.00
165,Jordan Whittington,LAR,SF,-,-,,1.11,0.64,7.48,0.06,0.00,0.00,0.00
166,Casey Washington,ATL,LV,-,-,,1.11,0.59,7.54,0.06,0.00,0.00,0.00
167,Zach Pascal,ARI,NE,-,-,,1.11,0.55,7.27,0.06,0.06,0.24,0.00
168,Mack Hollins,BUF,DET,-,-,,1.10,0.58,7.39,0.06,0.00,0.00,0.00
169,Marcus Rosemy-Jacksaint,WAS,NO,-,-,,1.09,0.55,6.99,0.06,0.06,0.33,0.00
170,Michael Woods,CLE,KC,-,-,,1.09,0.53,7.01,0.06,0.06,0.24,0.00
171,Jalen Guyton,LV,ATL,-,-,,1.09,0.54,7.08,0.06,0.06,0.24,0.00
172,Ben Skowronek,HOU,MIA,-,-,,1.06,0.54,6.71,0.06,0.06,0.24,0.00
173,Chris Conley,SF,LAR,-,-,,1.06,0.55,6.79,0.06,0.06,0.24,0.00
174,Devaughn Vele,DEN,IND,-,-,,1.06,0.57,7.01,0.06,0.00,0.00,0.00
175,Tyquan Thornton,NE,ARI,-,-,,1.06,0.51,6.58,0.06,0.11,0.45,0.00
176,Luke McCaffrey,WAS,NO,-,-,,1.04,0.70,7.64,0.04,0.08,0.37,0.00
177,Allen Robinson,NYG,BAL,-,-,,1.03,0.62,6.42,0.06,0.06,0.23,0.00
178,Deonte Harty,BAL,NYG,-,-,,1.03,0.49,5.79,0.06,0.18,0.91,0.00
179,David Moore,CAR,DAL,-,-,,1.03,0.47,7.06,0.05,0.05,0.26,0.00
180,Justyn Ross,KC,CLE,-,-,,1.02,0.51,6.56,0.06,0.00,0.00,0.00
181,Anthony Gould,IND,DEN,-,-,,0.98,0.51,6.21,0.06,0.00,0.00,0.00
182,Danny Gray,SF,LAR,-,-,,0.97,0.44,5.87,0.06,0.06,0.25,0.00
183,Ashton Dulin,IND,DEN,-,-,,0.97,0.52,5.91,0.06,0.06,0.23,0.00
184,Tim Jones,JAX,NYJ,-,-,,0.94,0.46,5.52,0.06,0.06,0.23,0.00
185,Isaiah McKenzie,NYG,BAL,-,-,,0.94,0.60,5.85,0.05,0.11,0.55,0.00
186,Equanimeous St. Brown,NO,WAS,-,-,,0.91,0.41,5.28,0.06,0.06,0.23,0.00
187,Jalen Reagor,NE,ARI,-,-,,0.90,0.44,5.79,0.05,0.05,0.22,0.00
188,Laviska Shenault,SEA,GB,-,-,,0.73,0.36,4.16,0.00,0.66,3.13,0.00
189,Jha'Quan Jackson,TEN,CIN,-,-,,0.73,0.71,7.25,0.00,0.00,0.00,0.00
190,Kyle Philips,TEN,CIN,-,-,,0.59,0.58,5.79,0.00,0.00,0.14,0.00
191,Byron Pringle,WAS,NO,-,-,,0.52,0.42,4.95,0.00,0.00,0.28,0.00
192,Devin Duvernay,JAX,NYJ,-,-,,0.47,0.31,3.98,0.00,0.12,0.75,0.00
193,Tylan Wallace,BAL,NYG,-,-,,0.44,0.33,4.18,0.00,0.07,0.26,0.00
194,Scotty Miller,PIT,PHI,-,-,,0.41,0.30,3.88,0.00,0.06,0.24,0.00
195,Terrace Marshall,CAR,DAL,-,-,,0.40,0.29,3.72,0.00,0.06,0.23,0.00
196,Dee Eskridge,SEA,GB,-,-,,0.36,0.23,3.21,0.00,0.06,0.34,0.00
197,Ryan Miller,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Bryce Oliver,TEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Josh Ali,ATL,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Peter LeBlanc,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mason Tipton,NO,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Raleigh Webb,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kawaan Baker,NE,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Steven Sims,HOU,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Andre Baccellia,ARI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Alex Bachman,LV,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Marcus Riley,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Daylen Baldwin,ARI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Ty Scott,SEA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Bandy,DEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Drake Stoops,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyron Billy-Johnson,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,David Wallis,NE,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Chris Blair,ATL,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Miles Boykin,NYG,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Tanner Knue,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Phillip Brooks,KC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Lance McCutcheon,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Jalen Brooks,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Stanley Morgan,NO,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Ahmarean Brown,CLE,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Cornell Powell,KC,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Martavis Bryant,WAS,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Cole Burgess,CIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Deontay Burnett,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Je'Quan Burton,MIA,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Trent Taylor,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Hakeem Butler,CIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Brycen Tremayne,WAS,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Terrell Bynum,LV,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Damiere Byrd,BUF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Sam Wiglusz,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Deon Cain,BUF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jalon Calhoun,DET,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Keith Kirkwood,BAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Devin Carter,CAR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Matt Landers,NE,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,DeAndre Carter,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tay Martin,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Quintez Cephus,HOU,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Racey McMath,DAL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Joshua Cephus,JAX,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Denzel Mims,JAX,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Irvin Charles,NYJ,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Nailor,MIN,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dan Chisena,ARI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Dante Pettis,CHI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Robbie Chosen,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Tyrie Cleveland,IND,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Jalen Coker,CAR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Elijah Cooks,JAX,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jacob Copeland,PIT,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Chase Cota,NYG,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Britain Covey,PHI,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Willie Snead,MIA,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,River Cracraft,MIA,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
